标题,browser,字段1,价格,status,字段2
【关键词优化】关键词搜索优化,333人,1人,¥10000,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证设计师,193人,1人,¥15000,圆满完成,直接雇佣
【品牌策划】logo设计,145人,1人,¥500,圆满完成,直接雇佣
【品牌策划】logo设计,137人,1人,¥500,圆满完成,直接雇佣
【品牌策划】logo设计,152人,1人,¥480,圆满完成,直接雇佣
【品牌策划】活动策划,159人,1人,¥700,圆满完成,直接雇佣
【品牌策划】品牌全案,163人,1人,¥2800,圆满完成,直接雇佣
,,,,,
【品牌策划】公司简介,120人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌故事,103人,1人,¥600,圆满完成,直接雇佣
【品牌策划】开业活动策划,104人,1人,¥1800,圆满完成,直接雇佣
【品牌策划】开业活动策划,101人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌全案,69人,1人,¥2600,圆满完成,直接雇佣
【活动策划】奶粉活动营销,647人,1人,¥32000,圆满完成,直接雇佣
【品牌策划】公司简介,109人,1人,¥500,圆满完成,直接雇佣
【品牌策划】开业活动策划,88人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌故事,115人,1人,¥600,圆满完成,直接雇佣
【品牌策划】logo设计,203人,1人,¥480,圆满完成,直接雇佣
【品牌策划】logo设计,113人,1人,¥480,圆满完成,直接雇佣
【品牌策划】品牌故事,116人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌全案,126人,1人,¥3500,圆满完成,直接雇佣
【品牌策划】商业计划书,76人,1人,¥2300,圆满完成,直接雇佣
【网店推广】全网整合营销,114人,1人,¥2800,圆满完成,直接雇佣
【品牌策划】logo设计,229人,1人,¥480,圆满完成,直接雇佣
【品牌策划】公司简介,115人,1人,¥500,圆满完成,直接雇佣
【品牌策划】品牌故事,91人,1人,¥600,圆满完成,直接雇佣
【品牌策划】开业活动策划,169人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌全案,114人,1人,¥2600,圆满完成,直接雇佣
【产品推广】闲鱼单品点赞100我想要100收藏100浏览2000,781人,1人,¥160,圆满完成,直接雇佣
【品牌策划】开业活动策划,126人,1人,¥2800,圆满完成,直接雇佣
【品牌策划】活动策划,74人,1人,¥2400,圆满完成,直接雇佣
【品牌策划】品牌全案,127人,1人,¥3500,圆满完成,直接雇佣
【网站优化方案】知乎问答建立50组,487人,1人,¥251,圆满完成,直接雇佣
【品牌策划】logo文字设计,497人,1人,¥600,圆满完成,直接雇佣
【品牌策划】logo设计,100人,1人,¥500,圆满完成,直接雇佣
【品牌策划】活动策划,155人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌全案,166人,1人,¥4800,圆满完成,直接雇佣
【品牌策划】公司简介,104人,1人,¥500,圆满完成,直接雇佣
,,,,,
【品牌策划】商业计划书,88人,1人,¥2300,圆满完成,直接雇佣
【品牌策划】文案撰写,79人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌故事,120人,1人,¥600,圆满完成,直接雇佣
【品牌策划】品牌全案,80人,1人,¥3500,圆满完成,直接雇佣
【信息流】微博话题原创人数,842人,1人,¥300,圆满完成,直接雇佣
【公众号推广】公众号推广代运营,416人,1人,¥19800,圆满完成,直接雇佣
【产品推广】logo设计,306人,1人,¥288,圆满完成,直接雇佣
【产品推广】logo设计,254人,1人,¥480,圆满完成,直接雇佣
【品牌策划】logo设计,109人,1人,¥800,圆满完成,直接雇佣
【产品推广】logo设计,404人,1人,¥500,圆满完成,直接雇佣
【产品推广】品牌故事,163人,1人,¥600,圆满完成,直接雇佣
【网店推广】活动策划,126人,1人,¥1800,圆满完成,直接雇佣
【品牌策划】全网整合营销,139人,1人,¥2800,圆满完成,直接雇佣
【网店推广】品牌全案,99人,1人,¥2500,圆满完成,直接雇佣
【产品推广】活动策划,160人,1人,¥900,圆满完成,直接雇佣
【品牌策划】活动策划,100人,1人,¥2300,圆满完成,直接雇佣
【网店推广】活动策划,178人,1人,¥2500,圆满完成,直接雇佣
【产品推广】公司简介,235人,1人,¥700,圆满完成,直接雇佣
【品牌策划】商业计划书PPT,113人,1人,¥3000,圆满完成,直接雇佣
【网店推广】全网整合营销,153人,1人,¥3800,圆满完成,直接雇佣
【产品推广】淘宝宠物视频剪辑,581人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌全案,255人,1人,¥4300,圆满完成,直接雇佣
【产品推广】品牌故事撰写,109人,1人,¥800,圆满完成,直接雇佣
【小程序推广】金融管理软件开发第二期,395人,1人,¥19800,圆满完成,直接雇佣
【产品推广】抖音小视频,1651人,1人,¥600,圆满完成,直接雇佣
【网店推广】品牌全案,117人,1人,¥3500,圆满完成,直接雇佣
【品牌策划】全网整合营销,1192人,1人,¥4200,圆满完成,直接雇佣
【网店推广】品牌故事,106人,1人,¥1300,圆满完成,直接雇佣
【产品推广】画册设计册子,181人,1人,¥850,圆满完成,直接雇佣
【网店推广】商业计划书,138人,1人,¥2800,圆满完成,直接雇佣
,,,,,
【品牌策划】麻辣烫开业活动策划,341人,1人,¥1200,圆满完成,直接雇佣
【产品推广】logo设计,140人,1人,¥890,圆满完成,直接雇佣
【网店推广】全网整合营销推广,122人,1人,¥3200,圆满完成,直接雇佣
【产品推广】营销文案文案,161人,1人,¥300,圆满完成,直接雇佣
【品牌策划】品牌全案,172人,1人,¥4200,圆满完成,直接雇佣
【产品推广】招商加盟文案撰写,127人,1人,¥400,圆满完成,直接雇佣
【产品推广】产品展示拍摄,172人,1人,¥700,圆满完成,直接雇佣
【产品推广】企业公司宣传片后期修剪,297人,1人,¥800,圆满完成,直接雇佣
【产品推广】抖音制作,210人,1人,¥600,圆满完成,直接雇佣
【品牌策划】品牌全案,141人,1人,¥3600,圆满完成,直接雇佣
【网店推广】商业计划书PPT,207人,1人,¥2200,圆满完成,直接雇佣
【品牌策划】家电品牌全案,126人,1人,¥4200,圆满完成,直接雇佣
【品牌策划】饮品企业品牌全案撰写b,147人,1人,¥3500,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证设计,278人,1人,¥20000,圆满完成,直接雇佣
【品牌策划】品牌全案,88人,1人,¥6800,圆满完成,直接雇佣
【信息流】300fo,413人,1人,¥30,圆满完成,直接雇佣
【品牌策划】品牌全案撰写a,167人,1人,¥2200,圆满完成,直接雇佣
【APP推广】qq群推广qq群发1元发3个群,679人,1人,¥50,圆满完成,直接雇佣
【微信推广】微信H5定制开发交互设计ih5认证设计师微信推广,233人,1人,¥30000,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证设计师,311人,1人,¥20000,圆满完成,直接雇佣
【APP推广】APP营销推广,243人,1人,¥20000,圆满完成,直接雇佣
【微信推广】微信上粉,391人,1人,¥100,圆满完成,直接雇佣
【微信推广】微信转发获赞15个免费领取图片奖品,395人,1人,¥100,圆满完成,直接雇佣
【微信推广】微信上粉,258人,1人,¥25,圆满完成,直接雇佣
【产品推广】单个商品我想要超赞店关注浏览量套餐,238人,1人,¥160,圆满完成,直接雇佣
【品牌策划】Z思秘密品牌策划,343人,1人,¥10000,圆满完成,直接雇佣
【品牌策划】Z思秘密品牌文化,147人,1人,¥10000,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,423人,1人,¥100,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,447人,1人,¥100,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,432人,1人,¥10,圆满完成,直接雇佣
,,,,,
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,442人,1人,¥15,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,298人,1人,¥60,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,342人,1人,¥75,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,277人,1人,¥50,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,265人,1人,¥50,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,277人,1人,¥50,圆满完成,直接雇佣
【APP推广】qq群推广qq群营销1元发3个,342人,1人,¥10,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,267人,1人,¥50,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,304人,1人,¥75,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,280人,1人,¥50,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,330人,1人,¥100,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,313人,1人,¥175,圆满完成,直接雇佣
【活动策划】营养计划app真实注册,419人,1人,¥100,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,387人,1人,¥55,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,331人,1人,¥80,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,293人,1人,¥25,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,417人,1人,¥225,圆满完成,直接雇佣
【微信代运营】微信加粉 微信推广加好友 100元加1000微信好友,328人,1人,¥225,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证设,289人,1人,¥20000,圆满完成,直接雇佣
【产品推广】app注册,343人,1人,¥138,圆满完成,直接雇佣
【品牌策划】HQ品牌系列包装及策划,159人,1人,¥10000,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证设计,260人,1人,¥20020,圆满完成,直接雇佣
【APP推广】关键字优化,745人,1人,¥1500,圆满完成,直接雇佣
【APP推广】qq群营销,315人,1人,¥10,圆满完成,直接雇佣
【微信推广】微信H5定制开发交互设计ih5认证设计师微信推广,348人,1人,¥30000,圆满完成,直接雇佣
【微信推广】微信群邀请 微信群加人推广 微信群拉人 邀请入群,701人,1人,¥20,圆满完成,直接雇佣
【微信代运营】微信群引流,357人,1人,¥1300,圆满完成,直接雇佣
【活动策划】运营,528人,1人,¥5000,圆满完成,直接雇佣
【微信推广】微信群发广告微信群代发广告微信群加人微信群推广,1193人,1人,¥30,圆满完成,直接雇佣
【微信代运营】微信推广,1719人,1人,¥750,圆满完成,直接雇佣
,,,,,
【微信推广】微信H5定制开发交互设计ih5认证设计师微信推广,269人,1人,¥25000,圆满完成,直接雇佣
【APP推广】app注册认证推广,420人,1人,¥200,圆满完成,直接雇佣
【口碑营销】百度口碑,342人,1人,¥400,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证设,281人,1人,¥14181,圆满完成,直接雇佣
【微信代运营】微信推广,484人,1人,¥300,圆满完成,直接雇佣
【APP推广】百度、搜狗百科建立,235人,1人,¥2000,圆满完成,直接雇佣
【微信推广】微信票/ 微信人工票/ 微信手工票/微信营销,786人,1人,¥10,圆满完成,直接雇佣
【产品推广】APP下载/注/APP推广/全国推广,888人,1人,¥1500,圆满完成,直接雇佣
【微信代运营】微信代运营,371人,1人,¥20000,圆满完成,直接雇佣
【品牌策划】品牌宣传策划,203人,1人,¥40000,圆满完成,直接雇佣
【活动策划】年底大促活动策划,809人,1人,¥40000,圆满完成,直接雇佣
【微信推广】【电商设计】电商设计整店装修天猫淘宝京东商城,272人,1人,¥10000,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证设计师,274人,1人,¥10000,圆满完成,直接雇佣
【微信推广】微信H5定制开发交互设计ih5认证设计师微信推广,334人,1人,¥20000,圆满完成,直接雇佣
【公众号推广】微信代运营二期,626人,1人,¥39800,圆满完成,直接雇佣
【公众号推广】微信代运营,608人,1人,¥27000,圆满完成,直接雇佣
【微信推广】微信H5定制开发交互设计ih5认证设计师微信推广,289人,1人,¥7500,圆满完成,直接雇佣
【活动策划】蛋糕店的活动策划,712人,1人,¥10000,圆满完成,直接雇佣
【活动策划】活动策划和执行,482人,1人,¥20000,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证设计,318人,1人,¥20000,圆满完成,直接雇佣
【品牌策划】品牌策划,553人,1人,¥70000,圆满完成,直接雇佣
【微信推广】微信H5定制开发交互设计ih5认证设计师微信推广,302人,1人,¥7900,圆满完成,直接雇佣
【活动策划】活动策划,558人,1人,¥800,圆满完成,直接雇佣
【品牌策划】品牌宣传策划,217人,1人,¥40000,圆满完成,直接雇佣
【整合营销】圣诞活动宣传策划,587人,1人,¥50000,圆满完成,直接雇佣
【活动策划】App注册,743人,1人,¥60,圆满完成,直接雇佣
【整合营销】品牌营销策划,493人,1人,¥40000,圆满完成,直接雇佣
【活动策划】美妆店活动策划,619人,1人,¥800,圆满完成,直接雇佣
【信息流】品牌全案套餐A 公众号代运营爆款 知名自媒体发布*10,571人,1人,¥3280,圆满完成,直接雇佣
【活动策划】App注册,410人,1人,¥90,圆满完成,直接雇佣
,,,,,
【活动策划】App注册,476人,1人,¥90,圆满完成,直接雇佣
【活动策划】QQ推广 QQ群推广,901人,1人,¥15,圆满完成,直接雇佣
【微信推广】【微信H5】微信H5定制开发交互设计ih5认证,392人,1人,¥20500,圆满完成,直接雇佣
【活动策划】母婴店开业活动策划,416人,1人,¥3259,圆满完成,直接雇佣
【APP推广】百度知道推广200组,634人,1人,¥900,圆满完成,直接雇佣
【活动策划】宣传活动策划,605人,1人,¥50000,圆满完成,直接雇佣
【整合营销】企业营销策划,465人,1人,¥37000,圆满完成,直接雇佣
