标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【企业官网】按模板改站,https://task.epwk.com/1027792/,2837人,1人,¥500,圆满完成,,环球赛跑,https://www.waimaiguai.com/ 找个模板改一个出来这些功能可以不要（广告合作 | 客户案例 | 常识大全 | 帮助中心 | 标签云 | 技术学习 | 企业名录,2023-01-30,2023.02.17,任务编号：1027792,500.0,10天,河南省-洛阳市,洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】新小程序开发,https://task.epwk.com/1027572/,93人,1人,¥100,圆满完成,,水上景色,新小程序开发，已和接单方谈好合作，其他商家无需联系，谢谢,2023-01-28,2023.01.28,任务编号：1027572,100.0,5天,河南省-洛阳市,千牛网络,https://shop.epwk.com/0z5o4y23xnjq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】小程序开发,https://task.epwk.com/1027567/,90人,1人,¥500,圆满完成,,水上景色,小程序开发，已和接单方谈好合作，其他商家无需联系，谢谢,2023-01-28,2023.01.28,任务编号：1027567,500.0,2天,北京市-北京市,云趣纵横,https://shop.epwk.com/81n41qj30np6/,云趣纵横,出售服务,https://shop.epwk.com/81n41qj30np6/chushou/,企业,四品,42分,,,云趣纵横,,SaaS软件开发,"￥8888
            /起",企业官网开发,"￥1888
            /起",商城小程序开发,"￥1888
            /起",应用软件开发,"￥1888
            /起",微信小程序开发,"￥1888
            /起",APP定制开发,"￥1888
            /起",,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【门户网站】开发房地产楼盘展示网站（只需电脑端前端页面）（一期款）,https://task.epwk.com/1027560/,676人,2人,¥3000,圆满完成,,ygkk2020,开发一套楼盘展示网站，只需制作前端页面（后台管理系统已有，只需做关联对接）环境为PC端电脑版本，开发语言不限（最好为HTML5），域名及空间已开通。需求：具体模块我已整理好，见附件。参考网站https://huzhou.loupan.com/xinfang/注：最好以前做过类似的整站建设有这方面的经验只需稍加修改即可。联系Q ，验证备注一品,2023-01-28,2023.02.01,任务编号：1027560,3000.0,30天,山东省-淄博市,淄博嘉朵网络科技有限公司,https://shop.epwk.com/2j5xog8yk5xm/,淄博嘉朵网络科技有限公司,出售服务,https://shop.epwk.com/2j5xog8yk5xm/chushou/,企业,一品,65分,总 60 次中标，交易总金额,￥27.79万,淄博嘉朵网络科技有限公司,,淘宝主图详情页,"￥800
            /起",小程序界面设计,"￥1899
            /起",APP界面设计,"￥1899
            /起",网页设计服务,"￥1899
            /起",,,,,,,,,,,门户网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【软件UI设计】小程序界面设计,https://task.epwk.com/1027526/,80人,1人,¥500,圆满完成,,水上景色,小程序界面ui设计，单页设计，具体详谈,2023-01-28,2023.01.28,任务编号：1027526,500.0,1天,广东省-广州市,威宇开发,https://shop.epwk.com/2j5xojx495xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,软件UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【H5开发】处理支付回调问题 PHP语言,https://task.epwk.com/1027452/,515人,1人,¥200,圆满完成,,o60517ddfef98d,处理支付回调问题 支付能正常拉起支付 回调不过来 第三方回调通知反馈信息：falt,2023-01-25,2023.01.27,任务编号：1027452,200.0,1天,北京市-北京市-东城区,果田科技 100%好评服务商,https://shop.epwk.com/j7n38x8pe5e1/,果田科技 100%好评服务商,出售服务,https://shop.epwk.com/j7n38x8pe5e1/chushou/,企业,一品,82分,总 67 次中标，交易总金额,￥37.77万,果田科技 100%好评服务商,,各平台APP开发,价格面议,各平台小程序开发,价格面议,,,,,,,,,,,,,,,H5开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【APP开发】做一款快手cookie订单提取软件首付款,https://task.epwk.com/1027312/,315人,1人,¥10000,圆满完成,,k3740****82,提供快手cookie，软件自动提取订单或者我这边提供cookie，帮我提取订单根据合同开发,2023-01-17,2023.01.29,任务编号：1027312,5000.0,12天,广东省-佛山市-市辖区,鹏程软件,https://shop.epwk.com/rp5z4vj6jdx3/,鹏程软件,出售服务,https://shop.epwk.com/rp5z4vj6jdx3/chushou/,工作室,五品,36分,,,鹏程软件,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【网站二次开发】PHP网站二次开发,https://task.epwk.com/1027271/,623人,4人,¥17000,圆满完成,,o5bd004ea43a32,"报价1.35万元，      时间30天（一口价，不议价）
直接加微信，不要打电话（要电话联系，请提前发个短信，也可以的）

PC端开发语言:    PHP-70    
框架                   Laravel    
数据库               MySQL 5.5    
源代码上传位置  coding Git    
服务器               阿里云    
面板                  宝塔   
网址：

特殊要求：需要提供任务进度表，每天根据任务进度表上传git，只走威客网平台，要求线下签订合同的或者走淘宝的，更或者分批付款的请不要联系我",2023-01-16,2023.05.09,任务编号：1027271,13500.0,"30天,30天","山东省-淄博市-市辖区,河南省-洛阳市",果田科技 100%好评服务商,https://shop.epwk.com/j7n38x8pe5e1/,果田科技 100%好评服务商,出售服务,https://shop.epwk.com/j7n38x8pe5e1/chushou/,企业,一品,82分,总 67 次中标，交易总金额,￥37.77万,果田科技 100%好评服务商,,各平台APP开发,价格面议,各平台小程序开发,价格面议,,,,,,,,,,,,,,,网站二次开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】社区服务类的小程序维护升级及对接供应链接口  首付款,https://task.epwk.com/1027238/,108人,1人,¥4002,圆满完成,,vitorru,项目:社区服务类的小程序开发的维护升级及对接供应链接口  首付款称呼:慧女士地区:山东枣庄市（地域不限）需求:社区服务类的小程序开发的维护升级及对接供应链接口，小程序已经开发好了，有源码预算:报价联系,2023-01-16,2023.01.31,任务编号：1027238,4002.0,180天,吉林省-长春市-宽城区,西蒙科技(ERP),https://shop.epwk.com/0jnek9y7jnv3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【区块链应用】Near钱包的后端api开发第一期,https://task.epwk.com/1027144/,616人,1人,¥40000,圆满完成,,kadenwxz,"1. 基于Near的wallet，wallet的正常操作，比如send，receive，DEX的swap，基于email创建wallet，恢复wallet 2. 显示所有的token，NF/T 3. 这些只需要开发商帮忙做好后端的api，并提供详细部署文档，并需要回答针对代码的任何问题4. 不能使用java开发，需要使用Go, node.js或者Rust开发 申请请加微信，本人在美国，无法接电话",2023-01-14,2023.05.03,任务编号：1027144,40000.0,30天,江苏省-南京市,八阵图网络科技,https://shop.epwk.com/3gd2m61qwner/,八阵图网络科技,出售服务,https://shop.epwk.com/3gd2m61qwner/chushou/,企业,四品,57分,,,八阵图网络科技,,,,,,,,,,,,,,,,,,,,区块链应用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】分销商城小程序开发二期款,https://task.epwk.com/1027102/,120人,1人,¥1800,圆满完成,,k2568****98,分销商城小程序开发，具体按照合同开发,2023-01-13,2023.01.13,任务编号：1027102,1800.0,1天,广东省-湛江市,荣辉网络科技有限公司,https://shop.epwk.com/qgdmj3pkodke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【APP开发】云追思APP开发第二期（第二笔）,https://task.epwk.com/1027069/,115人,1人,¥9600,圆满完成,,o60cae929ba24d,第二期：乙方完成本合同约定的主体功能和框架结构验收后支付合同金额的40%,2023-01-13,2023.01.13,任务编号：1027069,9600.0,7天,浙江省-温州市-瓯海区,赛特网络--专注20多年的网络增值服务商,https://shop.epwk.com/4rn8qq4z3ngm/,赛特网络--专注20多年的网络增值服务商,出售服务,https://shop.epwk.com/4rn8qq4z3ngm/chushou/,企业,一品,75分,总 115 次中标，交易总金额,￥149.9万,赛特网络--专注20多年的网络增值服务商,,物联网硬件开发,价格面议,物联网软件开发,价格面议,电商系统平台开发,价格面议,O2O类平台定制开发,价格面议,APP定制开发,价格面议,小程序定制开发,价格面议,电动汽车充电桩平台开发,价格面议,电动摩托车充电桩平台开发,价格面议,酒店无人售货机平台开发,价格面议,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【APP开发】体彩系列APP软件一期款,https://task.epwk.com/1026947/,226人,1人,¥10200,圆满完成,,k4823****03,项目:体彩系列APP软件（已确定合作）称呼:徐先生地区:江西南昌需求:体彩系列APP软件，线下有实体店。线下和线上同步使用。具体有体彩系列经验案例的详谈预算:联系报价,2023-01-11,2023.01.12,任务编号：1026947,10200.0,30天,山东省-烟台市,聚仁工作室,https://shop.epwk.com/78n96o3w8nkv/,聚仁工作室,出售服务,https://shop.epwk.com/78n96o3w8nkv/chushou/,个人,一品,34分,,,聚仁工作室,,网站订制开发,"￥3000
            /起",APP定制开发,"￥5000
            /起",电商平台店铺装修/托管/代运营,"￥3000
            /起",小程序代搭建,"￥1000
            /起",软件开发app开发,"￥30000
            /起",直播系统开发,"￥25000
            /起",商城网站建设,"￥12000
            /起",分销系统开发,"￥10000
            /起",管理系统开发,"￥10000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【APP开发】空调维保公司的APP开发 尾款,https://task.epwk.com/1026902/,125人,1人,¥10800,圆满完成,,vitorru,项目: 空调维保公司的APP开发 尾款称呼:肖先生地区:武汉（优先武汉）需求:空调维保公司的APP开发，有三方，用户端发布需求，控制中台会接收到信息，匹配维护的工程师，工程师上门后检查，拍照上次，说明，用户端和中台都可以看到，后期可能要有数据统计等功能预算：需要报价 备注：微信是手机号【推广员任务许玲】,2023-01-10,2023.01.10,任务编号：1026902,10800.0,30天,湖北省-武汉市,武汉听潮网络,https://shop.epwk.com/78n96gkmxnkv/,武汉听潮网络,出售服务,https://shop.epwk.com/78n96gkmxnkv/chushou/,企业,二品,70分,,,武汉听潮网络,,前端开发,"￥5000
            /起",电商团购系统,"￥5000
            /起",小程序设计开发,"￥5000
            /起",系统软件设计开发,"￥5000
            /起",微信商城开发,"￥5000
            /起",APP设计开发,"￥5000
            /起",,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【响应式网站】学校网站首页——静态页开发,https://task.epwk.com/1026879/,372人,4人,¥1000,圆满完成,,o59ef6a1ed7a45,1.美工稿是sketch文件2.开发要求：响应式，vue+nuxt.js3.3天内完成4.数量1页,2023-01-10,2023.01.31,任务编号：1026879,1000.0,"3天,3天","山东省-济南市,河南省-郑州市-市辖区",烁行科技,https://shop.epwk.com/89dvgwkgkdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,响应式网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【小程序开发】回收类小程序开发订金,https://task.epwk.com/1026826/,487人,2人,¥2000,圆满完成,,k4331****18,回收类小程序开发，具体按照文档跟沟通好的开发,2023-01-09,2023.01.10,任务编号：1026826,2000.0,1天,河南省-郑州市-金水区,正青春网络,https://shop.epwk.com/j7n38qoeo5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【APP开发】足疗app开发制作二期,https://task.epwk.com/1026785/,230人,1人,¥7800,圆满完成,,大美人间,想做一款上门足疗的app      ，可根据自己所在位置选择附近的技师和服务项目，也可以直接选择自己看中的技师和项目 ，下单付款 然后技师上门服务  。,2023-01-09,2023.01.15,任务编号：1026785,7800.0,30天,山东省-烟台市,聚仁工作室,https://shop.epwk.com/78n96o3w8nkv/,聚仁工作室,出售服务,https://shop.epwk.com/78n96o3w8nkv/chushou/,个人,一品,34分,,,聚仁工作室,,网站订制开发,"￥3000
            /起",APP定制开发,"￥5000
            /起",电商平台店铺装修/托管/代运营,"￥3000
            /起",小程序代搭建,"￥1000
            /起",软件开发app开发,"￥30000
            /起",直播系统开发,"￥25000
            /起",商城网站建设,"￥12000
            /起",分销系统开发,"￥10000
            /起",管理系统开发,"￥10000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【APP开发】足疗app开发制作三期,https://task.epwk.com/1026786/,524人,1人,¥5200,圆满完成,,大美人间,想做一款上门足疗的app      ，可根据自己所在位置选择附近的技师和服务项目，也可以直接选择自己看中的技师和项目 ，下单付款 然后技师上门服务  。,2023-01-09,2023.03.10,任务编号：1026786,5200.0,30天,山东省-烟台市,聚仁工作室,https://shop.epwk.com/78n96o3w8nkv/,聚仁工作室,出售服务,https://shop.epwk.com/78n96o3w8nkv/chushou/,个人,一品,34分,,,聚仁工作室,,网站订制开发,"￥3000
            /起",APP定制开发,"￥5000
            /起",电商平台店铺装修/托管/代运营,"￥3000
            /起",小程序代搭建,"￥1000
            /起",软件开发app开发,"￥30000
            /起",直播系统开发,"￥25000
            /起",商城网站建设,"￥12000
            /起",分销系统开发,"￥10000
            /起",管理系统开发,"￥10000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【APP开发】智能企业宣传短视频剪辑软件 尾款,https://task.epwk.com/1026762/,526人,1人,¥10000,圆满完成,,o5fba71af10ebf,尾款，已制定合作方,2023-01-08,2023.01.08,任务编号：1026762,10000.0,5天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【后端开发】小型游戏开发，已指定威客,https://task.epwk.com/1026756/,363人,1人,¥3600,圆满完成,,o5be16cd4a5c4d,对小型游戏开发软件进行二次改进,2023-01-08,2023.03.06,任务编号：1026756,3600.0,10天,陕西省-西安市-雁塔区,西安微宇宙工作室,https://shop.epwk.com/4rn8q3ro3ngm/,西安微宇宙工作室,出售服务,https://shop.epwk.com/4rn8q3ro3ngm/chushou/,工作室,五品,39分,,,西安微宇宙工作室,,App定制开发,"￥1
            /年",软件定制开发,"￥1
            /年",软件定制开发,"￥1
            /年",软件定制开发,"￥1
            /年",自动化办公，爬虫定制,"￥1
            /年",小程序，公众号，App专业定制,"￥1
            /年",,,,,,,后端开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
