标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,知识
【APP界面设计】移动应用UI设计,https://task.epwk.com/413272/,416人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,移动应用UI设计,直接雇佣￥ 4000,￥ 4000,任务编号：413272,2000-2900.csv,,"移动应用, UI设计"
【封面设计】课堂小作业五四制专版封面一套10本修改,https://task.epwk.com/413275/,430人,1人,¥800,圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,课堂小作业五四制专版封面一套10本修改,直接雇佣￥ 800,￥ 800,任务编号：413275,2000-2900.csv,,"课堂小作业, 五四制, 封面设计"
【APP开发】安卓APP开发（第一期）,https://task.epwk.com/413281/,435人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,安卓APP开发（第一期）,直接雇佣￥ 15000,￥ 15000,任务编号：413281,2000-2900.csv,,"安卓APP, 开发, 第一期"
【单身公寓设计】自建房外观设计,https://task.epwk.com/413288/,397人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,自建房外观设计,直接雇佣￥ 30000,￥ 30000,任务编号：413288,2000-2900.csv,,"自建房, 外观设计"
海报设计,https://task.epwk.com/413294/,178人,1人,¥180,圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,海报设计,直接雇佣￥ 180,￥ 180,任务编号：413294,2000-2900.csv,,海报设计
【封面设计】课堂小作业2016秋季用书封面设计修改,https://task.epwk.com/413298/,336人,1人,"¥1,300",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,课堂小作业2016秋季用书封面设计修改,直接雇佣￥ 1300,￥ 1300,任务编号：413298,2000-2900.csv,,"课堂小作业, 书封面设计, 修改"
【营销型网站】仿一个交易平台开发,https://task.epwk.com/413303/,309人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,仿一个交易平台开发,直接雇佣￥ 45000,￥ 45000,任务编号：413303,2000-2900.csv,,"交易平台, 开发"
【APP开发】一款手机游戏开发一期,https://task.epwk.com/413305/,145人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,一款手机游戏开发一期,直接雇佣￥ 35000,￥ 35000,任务编号：413305,2000-2900.csv,,"手机游戏, 游戏开发"
【APP开发】一款手机游戏开发二期,https://task.epwk.com/413306/,163人,1人,"¥38,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,一款手机游戏开发二期,直接雇佣￥ 38000,￥ 38000,任务编号：413306,2000-2900.csv,,"手机游戏, 二期开发"
【APP开发】一款手机游戏后期推广,https://task.epwk.com/413308/,196人,1人,"¥32,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,一款手机游戏后期推广,直接雇佣￥ 32000,￥ 32000,任务编号：413308,2000-2900.csv,,"手机游戏, 后期推广"
【酒店宾馆】台球会所装修设计,https://task.epwk.com/413319/,645人,1人,"¥48,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,台球会所装修设计,直接雇佣￥ 48000,￥ 48000,任务编号：413319,2000-2900.csv,,"台球会所, 装修设计"
【展台展厅】上海慕尼黑展会设计,https://task.epwk.com/413320/,1038人,1人,"¥36,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,上海慕尼黑展会设计,直接雇佣￥ 36000,￥ 36000,任务编号：413320,2000-2900.csv,,"上海展会, 展会设计, 慕尼黑展会"
【店铺厂房】餐厅装修设计,https://task.epwk.com/413321/,364人,1人,"¥44,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,餐厅装修设计,直接雇佣￥ 44000,￥ 44000,任务编号：413321,2000-2900.csv,,"餐厅装修, 设计"
【商业空间】主题乐园创意设计,https://task.epwk.com/413322/,917人,1人,"¥22,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,主题乐园创意设计,直接雇佣￥ 22000,￥ 22000,任务编号：413322,2000-2900.csv,,"主题乐园, 创意设计"
【LOGO设计】运动品牌设计，仿大牌，必需可以注册,https://task.epwk.com/413329/,334人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,运动品牌设计，仿大牌，必需可以注册,直接雇佣￥ 1000,￥ 1000,任务编号：413329,2000-2900.csv,,"运动品牌设计, 仿大牌, 注册商标"
【APP开发】手机应用软件开发,https://task.epwk.com/413334/,203人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,手机应用软件开发,直接雇佣￥ 45000,￥ 45000,任务编号：413334,2000-2900.csv,,"手机应用, 软件开发"
【VI设计】俱乐部logo和VI设计,https://task.epwk.com/413338/,322人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,俱乐部logo和VI设计,直接雇佣￥ 10000,￥ 10000,任务编号：413338,2000-2900.csv,,"俱乐部logo, VI设计"
【网站UI设计】设计页面,https://task.epwk.com/413345/,1165人,1人,"¥1,200",待验收,,设计页面,直接雇佣￥ 1200,￥ 1200,任务编号：413345,0-88.csv,,页面设计
【动漫其他】尾款,https://task.epwk.com/413351/,444人,1人,"¥2,800",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,尾款,直接雇佣￥ 2800,￥ 2800,任务编号：413351,2000-2900.csv,,尾款
【企业官网】网站bug修复,https://task.epwk.com/413356/,201人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,网站bug修复,直接雇佣￥ 10000,￥ 10000,任务编号：413356,2000-2900.csv,,"网站bug, 修复"
【企业官网】网站建设,https://task.epwk.com/413362/,192人,1人,"¥25,471",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,网站建设,直接雇佣￥ 25471,￥ 25471,任务编号：413362,2000-2900.csv,,网站建设
山LOGO设计,https://task.epwk.com/413363/,124人,1人,¥500,圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,山LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：413363,2000-2900.csv,,"山, LOGO设计"
名片设计,https://task.epwk.com/413364/,121人,1人,¥200,圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,名片设计,直接雇佣￥ 200,￥ 200,任务编号：413364,2000-2900.csv,,名片设计
【小程序开发】进口贸易系统开发,https://task.epwk.com/413376/,226人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,进口贸易系统开发,直接雇佣￥ 30000,￥ 30000,任务编号：413376,2000-2900.csv,,"进口贸易, 系统开发"
【其他软件开发】系统程序修改,https://task.epwk.com/413377/,230人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,系统程序修改,直接雇佣￥ 20000,￥ 20000,任务编号：413377,2000-2900.csv,,"系统程序, 修改"
【企业官网】访站制作PC端+微信端,https://task.epwk.com/413378/,156人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2710.html?m=6&o=7,访站制作PC端+微信端,直接雇佣￥ 45000,￥ 45000,任务编号：413378,2000-2900.csv,,"访站制作, PC端, 微信端"
【企业官网】广告公司需要1个婚庆平台网站,https://task.epwk.com/413379/,242人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,广告公司需要1个婚庆平台网站,直接雇佣￥ 40000,￥ 40000,任务编号：413379,2000-2900.csv,,"婚庆平台, 网站设计"
【企业官网】城市门户网站开发+移动端,https://task.epwk.com/413380/,161人,1人,"¥42,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,城市门户网站开发+移动端,直接雇佣￥ 42000,￥ 42000,任务编号：413380,2000-2900.csv,,"城市门户网站, 移动端开发"
【企业官网】类似游乐场手机视频网站开发,https://task.epwk.com/413381/,229人,1人,"¥23,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,类似游乐场手机视频网站开发,直接雇佣￥ 23000,￥ 23000,任务编号：413381,2000-2900.csv,,"游乐场, 手机视频网站, 视频内容开发"
【施工图设计】商务别墅施工图设计,https://task.epwk.com/413382/,374人,1人,"¥49,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,商务别墅施工图设计,直接雇佣￥ 49000,￥ 49000,任务编号：413382,2000-2900.csv,,"商务别墅, 施工图设计"
【别墅设计】商务别墅装修设计,https://task.epwk.com/413383/,552人,1人,"¥48,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,商务别墅装修设计,直接雇佣￥ 48000,￥ 48000,任务编号：413383,2000-2900.csv,,"商务别墅, 装修设计"
【效果图设计】商务别墅效果图制作,https://task.epwk.com/413384/,190人,1人,"¥25,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,商务别墅效果图制作,直接雇佣￥ 25000,￥ 25000,任务编号：413384,2000-2900.csv,,"商务别墅, 效果图, 制作"
【庭院设计】商务别墅庭院景观设计,https://task.epwk.com/413385/,461人,1人,"¥28,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,商务别墅庭院景观设计,直接雇佣￥ 28000,￥ 28000,任务编号：413385,2000-2900.csv,,"商务别墅, 庭院景观, 设计"
【APP开发】农场手机游戏开发,https://task.epwk.com/413388/,181人,1人,"¥39,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,农场手机游戏开发,直接雇佣￥ 39000,￥ 39000,任务编号：413388,2000-2900.csv,,"农场手机游戏, 游戏开发"
【APP开发】农场手机游戏开发第二期,https://task.epwk.com/413389/,109人,1人,"¥24,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,农场手机游戏开发第二期,直接雇佣￥ 24000,￥ 24000,任务编号：413389,2000-2900.csv,,"农场手机游戏, 开发, 第二期"
【横幅设计】设计横幅,https://task.epwk.com/413404/,880人,1人,¥200,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,设计横幅,直接雇佣￥ 200,￥ 200,任务编号：413404,2000-2900.csv,,横幅设计
【VI设计】家具设计品牌制作,https://task.epwk.com/413408/,751人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,家具设计品牌制作,直接雇佣￥ 5000,￥ 5000,任务编号：413408,2000-2900.csv,,"家具设计, 品牌制作"
【海报设计】海报设计,https://task.epwk.com/413412/,243人,1人,¥200,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,海报设计,直接雇佣￥ 200,￥ 200,任务编号：413412,2000-2900.csv,,海报设计
【营销型网站】开发类似美团的APP,https://task.epwk.com/413424/,241人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,开发类似美团的APP,直接雇佣￥ 40000,￥ 40000,任务编号：413424,2000-2900.csv,,"外卖配送, 餐饮服务, 移动应用"
【海报设计】吉林建筑大学外语节海报设计,https://task.epwk.com/413436/,315人,1人,¥200,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,吉林建筑大学外语节海报设计,直接雇佣￥ 200,￥ 200,任务编号：413436,2000-2900.csv,,"吉林建筑大学, 外语节, 海报设计"
【效果图设计】商业街效果图设计,https://task.epwk.com/413446/,399人,1人,"¥1,600",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,商业街效果图设计,直接雇佣￥ 1600,￥ 1600,任务编号：413446,2000-2900.csv,,"商业街, 效果图, 设计"
【电商网站】包含微信端和移动端商城开发,https://task.epwk.com/413467/,374人,1人,"¥37,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,包含微信端和移动端商城开发,直接雇佣￥ 37000,￥ 37000,任务编号：413467,2000-2900.csv,,"微信端, 移动端商城, 商城开发"
【电商网站】包含微信端和移动端商城开发,https://task.epwk.com/413468/,351人,1人,"¥9,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,包含微信端和移动端商城开发,直接雇佣￥ 9000,￥ 9000,任务编号：413468,2000-2900.csv,,"微信端, 移动端商城, 商城开发"
漫画插画，插画。,https://task.epwk.com/413487/,216人,1人,¥560,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,漫画插画，插画。,直接雇佣￥ 560,￥ 560,任务编号：413487,2000-2900.csv,,"漫画插画, 插画"
【APP开发】仿OA手机APP开发,https://task.epwk.com/413491/,165人,1人,"¥51,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,仿OA手机APP开发,直接雇佣￥ 51000,￥ 51000,任务编号：413491,2000-2900.csv,,"OA手机APP, 开发"
【企业官网】创业助手网站完善制作,https://task.epwk.com/413503/,139人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,创业助手网站完善制作,直接雇佣￥ 40000,￥ 40000,任务编号：413503,2000-2900.csv,,"创业助手, 网站制作, 功能完善"
【LOGO设计】哆哆琴行logo设计,https://task.epwk.com/413507/,179人,1人,¥200,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,哆哆琴行logo设计,直接雇佣￥ 200,￥ 200,任务编号：413507,2000-2900.csv,,"哆哆琴行, logo设计"
【LOGO设计】手机APPLOGO设计,https://task.epwk.com/413512/,293人,1人,¥200,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,手机APPLOGO设计,直接雇佣￥ 200,￥ 200,任务编号：413512,2000-2900.csv,,"手机APP, LOGO设计"
【网站UI设计】完成网站横幅 IU美工,https://task.epwk.com/413515/,301人,1人,¥200,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,完成网站横幅 IU美工,直接雇佣￥ 200,￥ 200,任务编号：413515,2000-2900.csv,,"网站横幅, IU美工"
【包装设计】设计包装1款,https://task.epwk.com/413525/,277人,1人,¥900,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,设计包装1款,直接雇佣￥ 900,￥ 900,任务编号：413525,2000-2900.csv,,"包装设计, 产品包装"
【宣传册设计】kuacai-nanfanghongyun,https://task.epwk.com/413538/,260人,1人,¥100,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,kuacai-nanfanghongyun,直接雇佣￥ 100,￥ 100,任务编号：413538,2000-2900.csv,,"kuacai, 南方红云"
【宣传册设计】zhengcai-youbang,https://task.epwk.com/413540/,235人,1人,¥100,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,zhengcai-youbang,直接雇佣￥ 100,￥ 100,任务编号：413540,2000-2900.csv,,"zhengcai, youbang"
【宣传册设计】zhengcai-kuaikedi,https://task.epwk.com/413542/,202人,1人,¥100,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,zhengcai-kuaikedi,直接雇佣￥ 100,￥ 100,任务编号：413542,2000-2900.csv,,"快递, 快递代收, 快递代收点"
【印刷出版】宣传册印刷,https://task.epwk.com/413546/,276人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,宣传册印刷,直接雇佣￥ 10000,￥ 10000,任务编号：413546,2000-2900.csv,,"宣传册, 印刷"
【企业官网】网站修改,https://task.epwk.com/413554/,413人,1人,"¥2,700",圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,网站修改,直接雇佣￥ 2700,￥ 2700,任务编号：413554,2000-2900.csv,,网站修改
【宣传策划】冷餐宣传及产品文案编写,https://task.epwk.com/413570/,205人,1人,¥500,圆满完成,https://task.epwk.com/page2709.html?m=6&o=7,冷餐宣传及产品文案编写,直接雇佣￥ 500,￥ 500,任务编号：413570,2000-2900.csv,,"冷餐宣传, 产品文案"
【VI设计】VI设计,https://task.epwk.com/413575/,295人,1人,"¥1,300",圆满完成,https://task.epwk.com/page2708.html?m=6&o=7,VI设计,直接雇佣￥ 1300,￥ 1300,任务编号：413575,2000-2900.csv,,VI设计
【品牌起名】起商标名字,https://task.epwk.com/413590/,354人,1人,¥300,圆满完成,https://task.epwk.com/page2708.html?m=6&o=7,起商标名字,直接雇佣￥ 300,￥ 300,任务编号：413590,2000-2900.csv,,商标名字
【APP开发】类似“医生”＋“患者”的安卓端APP开发,https://task.epwk.com/413604/,175人,1人,"¥43,000",圆满完成,https://task.epwk.com/page2708.html?m=6&o=7,类似“医生”＋“患者”的安卓端APP开发,直接雇佣￥ 43000,￥ 43000,任务编号：413604,2000-2900.csv,,"医生患者, 安卓APP, APP开发"
【APP开发】咨询服务类安卓客服端开发,https://task.epwk.com/413609/,141人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2708.html?m=6&o=7,咨询服务类安卓客服端开发,直接雇佣￥ 40000,￥ 40000,任务编号：413609,2000-2900.csv,,"咨询服务, 安卓客服端"
【APP开发】Android电视定制开发,https://task.epwk.com/413610/,233人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2708.html?m=6&o=7,Android电视定制开发,直接雇佣￥ 30000,￥ 30000,任务编号：413610,2000-2900.csv,,"Android电视, 定制开发"
【APP开发】类似于“匠人堂”的app开发,https://task.epwk.com/413611/,184人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2708.html?m=6&o=7,类似于“匠人堂”的app开发,直接雇佣￥ 50000,￥ 50000,任务编号：413611,2000-2900.csv,,"匠人堂, app开发, 手工艺品"
