标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【LOGO设计】森林熊设计包装熊,https://task.epwk.com/255861/,302人,1人,¥200,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,森林熊设计包装熊,直接雇佣￥ 200,￥ 200,任务编号：255861,3153-3304.csv,,,"森林熊, 包装设计"
【网站UI设计】Cyber-Assist自动运维系统WEB UI设计,https://task.epwk.com/255897/,330人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,Cyber-Assist自动运维系统WEB UI设计,直接雇佣￥ 2000,￥ 2000,任务编号：255897,3153-3304.csv,,,"Cyber-Assist, 自动运维系统, WEB UI设计"
【专业代笔】征集商业文案,https://task.epwk.com/255899/,292人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,征集商业文案,直接雇佣￥ 1200,￥ 1200,任务编号：255899,3153-3304.csv,,,商业文案
【其他家装服务】淘宝设计费用,https://task.epwk.com/255929/,358人,1人,¥50,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,淘宝设计费用,直接雇佣￥ 50,￥ 50,任务编号：255929,3153-3304.csv,,,"淘宝设计, 费用"
【背景墙设计】培训课程背景设计,https://task.epwk.com/255951/,409人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,培训课程背景设计,直接雇佣￥ 5000,￥ 5000,任务编号：255951,3153-3304.csv,,,"培训课程, 背景设计"
【数据录入】信息数据录入之276,https://task.epwk.com/255952/,673人,1人,¥10,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,信息数据录入之276,直接雇佣￥ 10,￥ 10,任务编号：255952,3153-3304.csv,,,"信息数据录入, 276"
【网站UI设计】PC网站+微信前端,https://task.epwk.com/255979/,423人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,PC网站+微信前端,直接雇佣￥ 3000,￥ 3000,任务编号：255979,3153-3304.csv,,,"PC网站, 微信前端"
【专业代笔】修改一篇文章摘要,https://task.epwk.com/255992/,290人,1人,¥300,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,修改一篇文章摘要,直接雇佣￥ 300,￥ 300,任务编号：255992,3153-3304.csv,,,"文章摘要, 修改"
【专业代笔】STATA数据处理报告撰写,https://task.epwk.com/256020/,274人,1人,¥400,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,STATA数据处理报告撰写,直接雇佣￥ 400,￥ 400,任务编号：256020,3153-3304.csv,,,"STATA数据处理, 报告撰写"
【小程序开发】ampl整数规划开发,https://task.epwk.com/256038/,172人,1人,"¥1,250",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,ampl整数规划开发,直接雇佣￥ 1250,￥ 1250,任务编号：256038,3153-3304.csv,,,"整数规划, 开发"
【LOGO设计】用“鑫好佳” 3个字做打印机硒鼓品牌商标LOGO,https://task.epwk.com/256044/,311人,1人,¥300,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,用“鑫好佳” 3个字做打印机硒鼓品牌商标LOGO,直接雇佣￥ 300,￥ 300,任务编号：256044,3153-3304.csv,,,"打印机硒鼓, 品牌商标, LOGO"
【宣传策划】撰写一份新闻稿件,https://task.epwk.com/256066/,356人,1人,¥150,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,撰写一份新闻稿件,直接雇佣￥ 150,￥ 150,任务编号：256066,3153-3304.csv,,,"新闻稿件, 撰写"
【LOGO设计】设计一个女装LOGO,https://task.epwk.com/256067/,291人,1人,¥300,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,设计一个女装LOGO,直接雇佣￥ 300,￥ 300,任务编号：256067,3153-3304.csv,,,"女装, logo"
【网站UI设计】整站论坛的开发,https://task.epwk.com/256070/,217人,1人,"¥4,850",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,整站论坛的开发,直接雇佣￥ 4850,￥ 4850,任务编号：256070,3153-3304.csv,,,"整站论坛, 开发"
【排版设计】造价安装和造价土建编辑排版设计制片,https://task.epwk.com/256107/,431人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,造价安装和造价土建编辑排版设计制片,直接雇佣￥ 3000,￥ 3000,任务编号：256107,3153-3304.csv,,,"造价安装, 造价土建, 排版设计"
【前端开发】设计陶瓷类商城首页和展示页,https://task.epwk.com/256127/,1434人,1人,¥750,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,设计陶瓷类商城首页和展示页,直接雇佣￥ 750,￥ 750,任务编号：256127,3153-3304.csv,,,"陶瓷商城, 首页设计, 展示页设计"
【LOGO设计】即时通讯及电商(卡通形象)LOGO设计和简易10-30针动画制作,https://task.epwk.com/256163/,257人,1人,¥500,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,即时通讯及电商(卡通形象)LOGO设计和简易10-30针动画制作,直接雇佣￥ 500,￥ 500,任务编号：256163,3153-3304.csv,,,"即时通讯, 电商, 卡通形象, LOGO设计, 动画制作"
【手机网站】产品销售的WAP手机站2.1期开发,https://task.epwk.com/256204/,691人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,产品销售的WAP手机站2.1期开发,直接雇佣￥ 1000,￥ 1000,任务编号：256204,3153-3304.csv,,,"产品销售, WAP手机站, 二期开发"
【小程序开发】后台客户发货管理系统网站的建设,https://task.epwk.com/256218/,418人,1人,"¥6,500",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,后台客户发货管理系统网站的建设,直接雇佣￥ 6500,￥ 6500,任务编号：256218,3153-3304.csv,,,"后台客户管理, 发货系统, 网站建设"
【网站UI设计】会计营销网页设计,https://task.epwk.com/256239/,236人,1人,¥600,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,会计营销网页设计,直接雇佣￥ 600,￥ 600,任务编号：256239,3153-3304.csv,,,"会计营销, 网页设计"
【网站UI设计】家电资讯网站的整站设计含移动版,https://task.epwk.com/256240/,211人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,家电资讯网站的整站设计含移动版,直接雇佣￥ 1000,￥ 1000,任务编号：256240,3153-3304.csv,,,"家电资讯网站, 整站设计, 移动版"
【其他工业设计】多功能绘图工具设计,https://task.epwk.com/256340/,1407人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,多功能绘图工具设计,直接雇佣￥ 4000,￥ 4000,任务编号：256340,3153-3304.csv,,,"多功能绘图工具, 设计"
【企业官网】泉州金融超市最后一次付款,https://task.epwk.com/256342/,328人,1人,"¥3,800",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,泉州金融超市最后一次付款,直接雇佣￥ 3800,￥ 3800,任务编号：256342,3153-3304.csv,,,"金融超市, 最后一次付款"
【企业官网】装饰公司网址仿站建设,https://task.epwk.com/256346/,196人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,装饰公司网址仿站建设,直接雇佣￥ 1000,￥ 1000,任务编号：256346,3153-3304.csv,,,"装饰公司, 网站建设, 仿站"
【FLASH制作】集美整形网站首页flash,https://task.epwk.com/256366/,593人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,集美整形网站首页flash,直接雇佣￥ 4500,￥ 4500,任务编号：256366,3153-3304.csv,,,"集美整形, 网站首页, flash"
【LOGO设计】虚拟服务网站logo设计,https://task.epwk.com/256371/,330人,1人,¥600,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,虚拟服务网站logo设计,直接雇佣￥ 600,￥ 600,任务编号：256371,3153-3304.csv,,,"虚拟服务网站, logo设计"
【VI设计】关于博瑞会计学校的一整套VI规范设计,https://task.epwk.com/256391/,712人,1人,"¥12,000",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,关于博瑞会计学校的一整套VI规范设计,直接雇佣￥ 12000,￥ 12000,任务编号：256391,3153-3304.csv,,,"博瑞会计学校, VI规范, 校园设计"
【商业提案】征集商业文案,https://task.epwk.com/256401/,235人,1人,¥425,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,征集商业文案,直接雇佣￥ 425,￥ 425,任务编号：256401,3153-3304.csv,,,商业文案
【APP开发】客户端开发二期,https://task.epwk.com/256428/,258人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,客户端开发二期,直接雇佣￥ 2000,￥ 2000,任务编号：256428,3153-3304.csv,,,"客户端开发, 二期"
【VI设计】公司VI设计,https://task.epwk.com/256444/,298人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,公司VI设计,直接雇佣￥ 2000,￥ 2000,任务编号：256444,3153-3304.csv,,,公司VI设计
【商业提案】征集商业文案,https://task.epwk.com/256446/,233人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,征集商业文案,直接雇佣￥ 1600,￥ 1600,任务编号：256446,3153-3304.csv,,,商业文案
【数据录入】信息数据录入之277,https://task.epwk.com/256448/,189人,1人,¥400,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,信息数据录入之277,直接雇佣￥ 400,￥ 400,任务编号：256448,3153-3304.csv,,,"信息数据录入, 277"
【数据录入】信息数据录入之278,https://task.epwk.com/256450/,194人,1人,¥100,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,信息数据录入之278,直接雇佣￥ 100,￥ 100,任务编号：256450,3153-3304.csv,,,"信息数据录入, 数据录入, 信息录入"
【小程序开发】建一个消防网站,https://task.epwk.com/256465/,182人,1人,¥800,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,建一个消防网站,直接雇佣￥ 800,￥ 800,任务编号：256465,3153-3304.csv,,,"消防网站, 网站建设"
【数据录入】信息数据录入之279,https://task.epwk.com/256471/,270人,1人,¥300,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,信息数据录入之279,直接雇佣￥ 300,￥ 300,任务编号：256471,3153-3304.csv,,,"信息数据录入, 279"
【专业代笔】征集商业文案,https://task.epwk.com/256490/,280人,1人,¥750,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,征集商业文案,直接雇佣￥ 750,￥ 750,任务编号：256490,3153-3304.csv,,,商业文案
【小程序开发】足球大水软件开发,https://task.epwk.com/256516/,267人,1人,"¥4,999",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,足球大水软件开发,直接雇佣￥ 4999,￥ 4999,任务编号：256516,3153-3304.csv,,,"足球大水软件, 软件开发"
【商业提案】征集商业文案,https://task.epwk.com/256520/,265人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,征集商业文案,直接雇佣￥ 1000,￥ 1000,任务编号：256520,3153-3304.csv,,,商业文案
【商业提案】征集商业文案,https://task.epwk.com/256533/,302人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,征集商业文案,直接雇佣￥ 2000,￥ 2000,任务编号：256533,3153-3304.csv,,,商业文案
【网站UI设计】天堂在线手机站开发,https://task.epwk.com/257091/,150人,1人,"¥1,800",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,天堂在线手机站开发,直接雇佣￥ 1800,￥ 1800,任务编号：257091,3153-3304.csv,,,"天堂在线, 手机站, 开发"
【数据录入】信息数据录入之281,https://task.epwk.com/257102/,195人,1人,¥500,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,信息数据录入之281,直接雇佣￥ 500,￥ 500,任务编号：257102,3153-3304.csv,,,"信息数据录入, 数据录入, 信息录入"
【小程序开发】金融衍生体程序开发,https://task.epwk.com/257112/,175人,1人,¥625,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,金融衍生体程序开发,直接雇佣￥ 625,￥ 625,任务编号：257112,3153-3304.csv,,,"金融衍生品, 程序开发"
【宣传册设计】设计杂志上产品宣传页,https://task.epwk.com/257123/,314人,1人,¥200,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,设计杂志上产品宣传页,直接雇佣￥ 200,￥ 200,任务编号：257123,3153-3304.csv,,,"设计杂志, 产品宣传页"
【店铺厂房】阿里巴巴的欧诺曼品牌官方旗舰店装修,https://task.epwk.com/257140/,526人,1人,"¥4,600",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,阿里巴巴的欧诺曼品牌官方旗舰店装修,直接雇佣￥ 4600,￥ 4600,任务编号：257140,3153-3304.csv,,,"阿里巴巴旗舰店, 欧诺曼品牌, 旗舰店装修"
【网站UI设计】网站建设,https://task.epwk.com/257148/,158人,1人,¥500,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,网站建设,直接雇佣￥ 500,￥ 500,任务编号：257148,3153-3304.csv,,,网站建设
【网站UI设计】找人帮我开发个APP,https://task.epwk.com/257156/,219人,1人,"¥14,500",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,找人帮我开发个APP,直接雇佣￥ 14500,￥ 14500,任务编号：257156,3153-3304.csv,,,"APP开发, 应用程序设计"
【宣传册设计】淘宝详情页设计,https://task.epwk.com/257167/,597人,1人,¥500,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,淘宝详情页设计,直接雇佣￥ 500,￥ 500,任务编号：257167,3153-3304.csv,,,"淘宝详情页, 设计"
【广告设计】宣传品设计,https://task.epwk.com/257169/,223人,1人,¥300,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,宣传品设计,直接雇佣￥ 300,￥ 300,任务编号：257169,3153-3304.csv,,,"宣传品, 设计"
【品牌故事】论文原创文章征集,https://task.epwk.com/257213/,334人,1人,¥600,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,论文原创文章征集,直接雇佣￥ 600,￥ 600,任务编号：257213,3153-3304.csv,,,"论文原创, 文章征集"
【机械设备】穿钉机项目尾款,https://task.epwk.com/257248/,2188人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,穿钉机项目尾款,直接雇佣￥ 5000,￥ 5000,任务编号：257248,3153-3304.csv,,,"穿钉机, 尾款"
【VI设计】茶馆品牌形象设计,https://task.epwk.com/257270/,448人,1人,¥500,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,茶馆品牌形象设计,直接雇佣￥ 500,￥ 500,任务编号：257270,3153-3304.csv,,,"茶馆, 品牌形象设计"
【数据录入】信息数据录入之282,https://task.epwk.com/257277/,107人,1人,¥300,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,信息数据录入之282,直接雇佣￥ 300,￥ 300,任务编号：257277,3153-3304.csv,,,"信息数据录入, 数据录入, 信息录入"
【表情设计】以现有形象图片征求QQ动态表情(美女),https://task.epwk.com/257278/,446人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,以现有形象图片征求QQ动态表情(美女),直接雇佣￥ 1200,￥ 1200,任务编号：257278,3153-3304.csv,,,"QQ动态表情, 美女形象, 现有图片"
【表情设计】以现有形象图片征求QQ动态表情(橙),https://task.epwk.com/257279/,467人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,以现有形象图片征求QQ动态表情(橙),直接雇佣￥ 1200,￥ 1200,任务编号：257279,3153-3304.csv,,,"QQ动态表情, 橙色形象图片"
【数据录入】信息数据录入之283,https://task.epwk.com/257285/,163人,1人,¥300,圆满完成,https://task.epwk.com/page3208.html?m=6&o=7,信息数据录入之283,直接雇佣￥ 300,￥ 300,任务编号：257285,3153-3304.csv,,,"信息数据录入, 数据录入, 信息录入"
【宣传策划】公司简介文案征集,https://task.epwk.com/257286/,503人,1人,¥150,圆满完成,https://task.epwk.com/page3207.html?m=6&o=7,公司简介文案征集,直接雇佣￥ 150,￥ 150,任务编号：257286,3153-3304.csv,,,"公司简介, 文案征集"
【VI设计】需要做企业VI的设计,https://task.epwk.com/257300/,281人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3207.html?m=6&o=7,需要做企业VI的设计,直接雇佣￥ 5000,￥ 5000,任务编号：257300,3153-3304.csv,,,"企业VI设计, 品牌视觉系统"
【其他工业设计】穿钉机项目尾款追加,https://task.epwk.com/257305/,1442人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3207.html?m=6&o=7,穿钉机项目尾款追加,直接雇佣￥ 5000,￥ 5000,任务编号：257305,3153-3304.csv,,,"穿钉机, 尾款追加"
【商业提案】广告牌项目介绍,https://task.epwk.com/257324/,541人,1人,¥100,圆满完成,https://task.epwk.com/page3207.html?m=6&o=7,广告牌项目介绍,直接雇佣￥ 100,￥ 100,任务编号：257324,3153-3304.csv,,,"广告牌, 项目介绍"
