标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【百科/问答撰写】饰品工作室的百度问答撰写,https://task.epwk.com/959749/,345人,1人,1000-3000元,圆满完成,k7477****5,针对工作室产品类型来撰写相关问答，一问一答形式即可,2021-09-15,2021.10.04,任务编号：959749,1500.0,8天,黑龙江省-哈尔滨市-市辖区,k572002524,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【编辑校对】我需要教材文案整理排版编辑校对,https://task.epwk.com/959323/,1061人,2人,1000元以内,圆满完成,k1284****7,我需要【编辑校对】教材文案整理排版编辑书籍整理文章润色数,2021-09-15,2021.10.04,任务编号：959323,1000.0,"8天,5天","江西省-上尧市-市辖区,浙江省-温州市-市辖区",k660550217,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
【百科/问答撰写】百科词条撰写,https://task.epwk.com/959551/,339人,1人,1000-3000元,圆满完成,k3550****7,我想写一些词条，要包通过的,2021-09-15,2021.09.29,任务编号：959551,2500.0,8天,浙江省-温州市-市辖区,k485050611,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【编辑校对】参赛征文稿件编辑校对,https://task.epwk.com/959227/,367人,1人,1000元以内,圆满完成,k3573****7,写了一篇征文打算参赛，想找个专业的编辑校对一下,2021-09-15,2021.10.03,任务编号：959227,700.0,7天,陕西省-西安市-市辖区,k591465706,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
【百科/问答撰写】创建人物品牌企业产品百科,https://task.epwk.com/959675/,341人,1人,1000-3000元,圆满完成,k7566****7,工业设计类企业，人物、企业的百科创建,2021-09-15,2021.10.03,任务编号：959675,2500.0,3天,山西省-太原市-市辖区,k324457943,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【文学创作】写一篇儿童文学教育活动的作品,https://task.epwk.com/959863/,446人,1人,1000-3000元,圆满完成,k6093****1,专为少年儿童创作的文学作品，要求通俗易懂，生动活泼,2021-09-15,2021.10.06,任务编号：959863,2000.0,6天,江苏省-南京市-市辖区,k231520784,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【文学创作】需要科技主题类文学创作,https://task.epwk.com/959663/,593人,1人,1000-3000元,圆满完成,k8114****5,主题“科技赋能航运产业发展，创新驱动交通强国建设”一篇，篇幅3500字左右,2021-09-14,2021.09.26,任务编号：959663,2000.0,7天,浙江省-温州市-市辖区,k345957346,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【百科/问答撰写】化妆品牌百度百科撰写,https://task.epwk.com/958927/,349人,1人,1000-3000元,圆满完成,k8265****8,求化妆品牌的百科撰写，有质量检测报告和化妆品备案,2021-09-14,2021.10.03,任务编号：958927,3000.0,3天,湖南省-长沙市-市辖区,笑看人生策划,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【百科/问答撰写】儿童玩具--百度问答撰写,https://task.epwk.com/959198/,361人,1人,3000-5000元,圆满完成,k1750****3,"百度知道10组问答,撰写发布一问一答，不被删",2021-09-14,2021.10.04,任务编号：959198,3500.0,10天,安徽省-芜湖市-市辖区,k121380431,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【文学创作】需要剧场动画剧本创作,https://task.epwk.com/959550/,434人,1人,1000-3000元,圆满完成,k1060****1,水流过竹根的动画场景，需要剧本创作,2021-09-14,2021.09.27,任务编号：959550,1500.0,5天,青海省-西宁市-市辖区,凉辰梦瑾,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【百科/问答撰写】医学科普的问答撰写,https://task.epwk.com/959050/,388人,1人,3000-5000元,圆满完成,k9080****3,医药公司，先做一些医学科普类的问答，最好懂一些广告法的,2021-09-14,2021.10.04,任务编号：959050,3500.0,5天,江苏省-无锡市-市辖区,k918920411,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【百科/问答撰写】品牌做推广，要做百度问答撰写,https://task.epwk.com/958941/,359人,1人,1000-3000元,圆满完成,k8566****1,品牌做推广，要做百度问答撰写，清楚百度知道的平台规则,2021-09-14,2021.10.02,任务编号：958941,2800.0,6天,湖南省-常德市-市辖区,若梦飞扬,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【专业代笔】教育（育儿）类文章撰写,https://task.epwk.com/954818/,663人,2人,1000-3000元,圆满完成,东向科技,教育（育儿）类文章撰写，长期合作的，需对育儿知识有一定了解，最好是已有小孩的威客接单，对相关情况比较了解。,2021-09-13,2021.09.21,任务编号：954818,1100.0,"3天,5天","吉林省-长春市-宽城区,山东省-青岛市",96元创商业文案策划,https://shop.epwk.com/omdwkmv2xdrp/,96元创商业文案策划,出售服务,https://shop.epwk.com/omdwkmv2xdrp/chushou/,企业,四品,42分,,,96元创商业文案策划,,品牌战略营销,"￥6000
            /起",商业计划书,"￥1500
            /起",品牌文案策划,"￥500
            /起",,,,,,,,,,,,,专业代笔
【百科/问答撰写】企业百度百科词条的撰写,https://task.epwk.com/958690/,615人,3人,1000-3000元,圆满完成,k8640****3,我是新公司，需要写百度百科词条，懂百度规则的来,2021-09-13,2021.09.27,任务编号：958690,2500.0,"5天,6天,5天","山东省-青岛市-市辖区,辽宁省-葫芦岛市-市辖区,福建省-福州市-市辖区",k628852689,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【文学创作】关于战役文学的创作需求,https://task.epwk.com/959225/,307人,1人,1000元以内,圆满完成,k1439****0,写一篇战争类的文学作品，重点突出关于哪次战争和作品中的主人公,2021-09-13,2021.09.28,任务编号：959225,800.0,8天,四川省-绵阳市-市辖区,傲然星凌,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【文学创作】写一篇对西方现实主义文学的分析,https://task.epwk.com/958923/,317人,3人,1000元以内,圆满完成,k4790****7,"结合具体作品,分析二十世纪西方现实主义文学作品产生的背景，要求不少3000字.",2021-09-12,2021.10.03,任务编号：958923,600.0,"8天,5天,8天","陕西省-宝鸡市-市辖区,贵州省-贵阳市-市辖区,上海市-上海市-市辖区",田园归隐,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【百科/问答撰写】小家电产品百度问答撰写,https://task.epwk.com/958458/,466人,2人,1000-3000元,圆满完成,k5553****0,可以介绍公司产品的，不要被屏蔽的，懂百度运营规则的,2021-09-12,2021.09.27,任务编号：958458,1500.0,"10天,5天","山东省-济南市-市辖区,甘肃省-兰州市-市辖区",霸气横秋,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【百科/问答撰写】企业百度词条撰写需求,https://task.epwk.com/958511/,545人,1人,3000-5000元,圆满完成,k2856****5,新成立的公司，营业执照和网站备案都有，要专业的详细的百度词条撰写,2021-09-12,2021.10.04,任务编号：958511,3000.0,10天,江西省-赣州市-市辖区,k535579338,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【文学创作】情感类剧本写作,https://task.epwk.com/958787/,540人,3人,1000-3000元,圆满完成,k3305****4,"文案主题：你喜欢的男生为什么总是对你忽冷忽热？
字数范围：200-300字
文案要求：描述痛点 解决方案。关于痛点的描述要足够扎心足够吸引人，解决方案要确实能给出好的解决方法",2021-09-12,2021.10.02,任务编号：958787,2000.0,"8天,5天,7天","江苏省-南京市-市辖区,贵州省-贵阳市-市辖区,陕西省-西安市-市辖区",k967216747,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【编辑校对】找网站新闻编辑校对,https://task.epwk.com/958840/,610人,1人,1000-3000元,圆满完成,k1127****2,网站类型：学术周刊类，要求有相关经验，会排版编辑的,2021-09-11,2021.09.29,任务编号：958840,3000.0,5天,浙江省-宁波市-市辖区,k429943279,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
【文学创作】代写综述,https://task.epwk.com/958635/,416人,1人,1000元以内,圆满完成,k4188****5,四千到六千字，题目是：癌胚抗原在早期筛查和检测结直肠癌中的应用。与题目相关就可以了，没有查重要求,2021-09-11,2021.10.05,任务编号：958635,1000.0,5天,山东省-日照市-市辖区,k142677312,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【百科/问答撰写】设计公司百度知道问答撰写,https://task.epwk.com/958408/,736人,3人,3000-5000元,圆满完成,k6142****7,设计类公司，想做一些百度问答，要每条都不被删的,2021-09-10,2021.09.24,任务编号：958408,3000.0,"7天,7天,8天","浙江省-杭州市-市辖区,湖南省-长沙市-市辖区,河北省-石家庄市-市辖区",k768226943,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百科/问答撰写
【编辑校对】图书编辑校对,https://task.epwk.com/958685/,487人,2人,1000元以内,圆满完成,k6371****8,需要给图书进行编辑校对工作，要求熟悉校对流程，了解计算机的相关专业术语,2021-09-10,2021.09.28,任务编号：958685,600.0,"8天,6天","湖北省-孝感市-市辖区,江苏省-扬州市-市辖区",k384561997,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
【编辑校对】报纸版面编辑与校对,https://task.epwk.com/958786/,370人,1人,1000元以内,圆满完成,k4280****7,对系报的版面内容编辑校对，编辑能力强，文底深厚的,2021-09-10,2021.09.28,任务编号：958786,1000.0,5天,山东省-淄博市-市辖区,k979822415,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
【文学创作】行政管理专业专科毕业论文,https://task.epwk.com/958457/,414人,1人,1000-3000元,圆满完成,k7005****5,行政管理专业专科毕业论文，必须包过,2021-09-10,2021.09.29,任务编号：958457,2500.0,7天,河北省-廊坊市-市辖区,k939168756,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【编辑校对】医学论文的润色校对,https://task.epwk.com/958634/,519人,1人,1000-3000元,圆满完成,k3992****6,对医学文章有过编辑校对经验的,2021-09-10,2021.09.26,任务编号：958634,3000.0,8天,山西省-太原市-市辖区,k321230158,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
【编辑校对】我需要书稿编辑校对,https://task.epwk.com/960289/,1019人,1人,1000-3000元,圆满完成,k3526****3,我正在编辑一本图书，书稿的编辑已经基本结束了，想找有相关经验的编辑校对一下,2021-09-09,2021.09.23,任务编号：960289,3000.0,7天,山东省-青岛市-市辖区,k383025594,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
【商业提案】医疗美容私人会所订制融资商业计划书,https://task.epwk.com/954189/,462人,1人,1000-3000元,圆满完成,k3163****87,"项目:医疗美容私人会所订制融资商业计划书称呼:王女士地区:辽宁省,大连市需求:雇主现有6家养生店，现想成立一家医疗美容私人会所，面积在500-1000平，需要融资想做份融资商业计划书，暂时没有市场调研等，最好三天内完成计划书预算:报价联系",2021-09-08,2021.09.30,任务编号：954189,1000.0,3天,广东省-深圳市,工厚研究院,https://shop.epwk.com/4rn8qjoo1ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【营销推广软文】ORPHA夜视仪产品推广文章撰写,https://task.epwk.com/953994/,611人,1人,3000-5000元,圆满完成,北京中视互联,ORPHA夜视仪产品推广文章撰写，具体需求详细沟通,2021-09-07,2021.10.13,任务编号：953994,3070.0,14天,山东省-济南市-槐荫区,阿瑞营销推广工作室,https://shop.epwk.com/4rn8qrw89ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,营销推广软文
【营销推广软文】酒店设计行业软文,https://task.epwk.com/953918/,583人,1人,1000元以内,圆满完成,FHD凡恩酒店设计,项目:酒店设计行业软文称呼:杨女士地区:广东需求:酒店设计行业软文，观点和案例解析预算:联系报价,2021-09-07,2021.09.28,任务编号：953918,700.0,3天,吉林省-长春市-宽城区,96元创商业文案策划,https://shop.epwk.com/omdwkmv2xdrp/,96元创商业文案策划,出售服务,https://shop.epwk.com/omdwkmv2xdrp/chushou/,企业,四品,42分,,,96元创商业文案策划,,品牌战略营销,"￥6000
            /起",商业计划书,"￥1500
            /起",品牌文案策划,"￥500
            /起",,,,,,,,,,,,,营销推广软文
【编辑校对】出版机构美术编辑校对,https://task.epwk.com/960095/,423人,1人,1000-3000元,圆满完成,k3412****7,要求会封面装帧设计、插图、画册的专业人士,2021-09-07,2021.09.29,任务编号：960095,3000.0,7天,山东省-滨州市-市辖区,占心为王,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,编辑校对
