标题,标题链接,查看数,参与数,需求价格,需求方,交易价格,交易价格备选,发布时间,需求文本,任务编号,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,设计师,能力标签
【游戏代练】好平台游戏任务10一稿，可长期赚钱做的快,https://task.epwk.com/409966/,4209人,9人,¥500,三只鹅,500.0,￥20,2016-03-15,以下二个任务都是游戏试玩，随便做哪个都可交稿，也可2个都做交2次。首次完成：一共可获得40元。建议都注册并收藏，放桌面慢慢做，长期做的每天100-300元/天任务一  天天钻注册： http://www.ttz.com/fd/77599671（完整注册送3元，首次完成20）教程：http://user.qzone.qq.com/1951698260/blog/1444925393在试玩平台玩游戏/理财/打码等账户U币达到10万就算完成，截图交稿任务二  聚享游 http://activity.juxiangyou.com/redpacket/index.php?r=7914874 （注册送1元，首次完成20）若注册不上，用备用链接注册也可以：http://www.juxiangyou.com/r7914874教程：http://pro00029372.isitestar.cn（建议看看）在试玩平台玩游戏/理财/打码等账户U币达到10万就算完成，截图交稿,任务编号：409966,o56ee7c81c273b,luobocai,,,,,,,,,B任务编号：409966,游戏代练
【游戏其他】简单游戏试玩任务30元一稿，长期能做,https://task.epwk.com/409910/,2730人,5人,¥510,tywx124,510.0,,2016-03-15,喜欢做微信任务的请去我发布的任务 http://www.epwk.com/index.php?do=task&task_id=406816以下三个任务都是游戏试玩，随便做哪个都可交稿，也可3个都做交3次。一共可获得180元。建议都注册并收藏，放桌面慢慢做，长期做100-300元/天任务一 注册：http://www.jz45.cn/ttz.php （完整注册送3元）若注册不上，用备用链接注册也可以：http://www.ttz.com/fd/32253480_334教程： http://www.jz45.cn/jc/ttz.html在试玩平台玩游戏/理财/打码等账户黄钻达到30万就算完成，截图交稿任务二 http://activity.juxiangyou.com/redpacket/index.php?r=1863447  注册（送1元）若注册不上，用备用链接注册也可以：http://www.juxiangyou.com/r1863447教程：http://www.jz45.cn/jc/ttz.html   建议看看）在试玩平台玩游戏/理财/打码等账户U币达到30万就算完成，截图交稿任务三 http://www.lezhuan.com/ru/378177  注册（送1元）教程：http://www.jz45.cn/post/5.html   建议看看）在试玩平台玩游戏/理财/打码等账户乐币达到30万就算完成，截图交稿,任务编号：409910,,,,,,,,,,,B任务编号：409910,游戏其他
【游戏代练】网页游戏，长期任务持续赚钱,https://task.epwk.com/408863/,2661人,0人,¥500,mf187****9071,500.0,,2016-03-10,1，先收藏任务，方便交稿。2，加我的QQ群 306912619 这个群专门为后续的奖励而开。3，注册账号   687474703a2f2f7777772e74747a2e636f6d2f66642f3831303738383737   复制到浏览器打开。4，在这个网站赚够30万黄钻，在这里交稿领取奖励10元。5，之后在这个网站每赚够50万黄钻，就可以在QQ群里找我领取奖励10元。这个长期有效。赚的越多领的越多。6，交稿格式如下图。,任务编号：408863,,,,,,,,,,,B任务编号：408863,游戏代练
【游戏其他】好平台游戏试玩任务10一稿，可长期赚钱做的快,https://task.epwk.com/408658/,1878人,4人,¥500,三只鹅,500.0,,2016-03-09,以下二个任务都是游戏试玩，随便做哪个都可交稿，也可2个都做交2次。首次完成：一共可获得40元。建议都注册并收藏，放桌面慢慢做，长期做的每天100-300元/天任务一  天天钻注册： http://www.ttz.com/fd/77599671（完整注册送3元，首次完成20）教程：http://user.qzone.qq.com/1951698260/blog/1444925393在试玩平台玩游戏/理财/打码等账户U币达到10万就算完成，截图交稿任务二  聚享游 http://activity.juxiangyou.com/redpacket/index.php?r=7914874 （注册送1元，首次完成20）若注册不上，用备用链接注册也可以：http://www.juxiangyou.com/r7914874教程：http://pro00029372.isitestar.cn（建议看看）在试玩平台玩游戏/理财/打码等账户U币达到10万就算完成，截图交稿,任务编号：408658,,,,,,,,,,,B任务编号：408658,游戏其他
【游戏其他】简单微信任务10元一稿，长期能做,https://task.epwk.com/408633/,2973人,13人,"¥1,100",自由的我2012,1100.0,￥50,2016-03-09,任务很简单，只要你有微信就可以参与打开你的手机微信添加好友 搜索公众号 KZQ998  进行添加关注或者打开任务附件用微信扫描二维码添加公众号开始任务关注后在对话框内回复数字 10  获得10元任务教程，按照教程内的方法完成后交稿到这里就可以获得10元稿费了哦完成20任务后 再回复 数字 70  获得  70 元任务教程，按照教程内的方法完成后交稿到这里就可以再获得10元稿费，以上两个任务都是几分钟就能完成的，简单易懂，赚得多， 交稿要求在任务教程里 按照要求交稿就可以了。公众号会不定期有新的手机赚钱任务，玩手机游戏比赛可以赚钱，手机签到也可以赚钱，更多精彩还在开发中。手机赚钱任务，首选 KZQ998 任务多多，奖励多多。我们期待您的关注。必须要完成2个任务其中一个才算合格,任务编号：408633,mf183****1121,mf187****0386,"工作室 |            
            波哥工作室",mf157****9570,mf138****6360,,,,,,B任务编号：408633,游戏其他
【游戏其他】简单微信任务10元一稿，长期能做,https://task.epwk.com/407948/,2712人,9人,"¥1,000",自由的我2012,1000.0,￥40,2016-03-05,任务很简单，只要你有微信就可以参与打开你的手机微信添加好友 搜索公众号 SZLM9588  进行添加关注或者打开任务附件用微信扫描二维码添加公众号开始任务关注后在对话框内回复数字  20  获得20元任务教程，按照教程内的方法完成后交稿到这里就可以获得10元稿费了哦完成20任务后 再回复 数字 95  获得95元任务教程，按照教程内的方法完成后交稿到这里就可以再获得10元稿费，以上两个任务都是几分钟就能完成的，简单易懂，赚得多， 交稿要求在任务教程里 按照要求交稿就可以了。公众号会不定期有新的手机赚钱任务，玩手机游戏比赛可以赚钱，手机签到也可以赚钱，更多精彩还在开发中。手机赚钱任务，首选 SZLM9588 任务多多，奖励多多。我们期待您的关注。必须要完成2个任务其中一个才算合格,任务编号：407948,mf183****1121,mf138****8901,mf182****9606,mf134****1037,,,,,,,B任务编号：407948,游戏其他
【游戏代练】简单游戏试玩任务10元一稿，长期能做,https://task.epwk.com/407910/,2834人,3人,¥500,tywx124,500.0,￥10,2016-03-05,喜欢做微信任务的请去我发布的任务 http://www.epwk.com/index.php?do=task&task_id=406816以下三个任务都是游戏试玩，随便做哪个都可交稿，也可3个都做交3次。一共可获得60元。建议都注册并收藏，放桌面慢慢做，长期做100-300元/天任务一 注册：http://www.jz45.cn/ttz.php （完整注册送3元）若注册不上，用备用链接注册也可以：http://www.ttz.com/fd/32253480_334教程： http://www.jz45.cn/jc/ttz.html在试玩平台玩游戏/理财/打码等账户黄钻达到10万就算完成，截图交稿任务二 http://activity.juxiangyou.com/redpacket/index.php?r=1863447  注册（送1元）若注册不上，用备用链接注册也可以：http://www.juxiangyou.com/r1863447教程：http://www.jz45.cn/jc/ttz.html   建议看看）在试玩平台玩游戏/理财/打码等账户U币达到10万就算完成，截图交稿任务三 http://www.lezhuan.com/ru/378177  注册（送1元）教程：http://www.jz45.cn/post/5.html   建议看看）在试玩平台玩游戏/理财/打码等账户乐币达到10万就算完成，截图交稿,任务编号：407910,o56dc64b951027,,,,,,,,,,B任务编号：407910,游戏代练
【游戏其他】好平台游戏试玩任务10一稿，可长期赚钱做的快,https://task.epwk.com/407783/,2093人,5人,"¥1,000",mf188****3298,1000.0,,2016-03-04,以下二个任务都是游戏试玩，随便做哪个都可交稿，也可2个都做交2次。首次完成：一共可获得40元。建议都注册并收藏，放桌面慢慢做，长期做的每天100-300元/天任务一 聚享游 http://activity.juxiangyou.com/redpacket/index.php?r=7914874 （注册送1元，首次完成20）若注册不上，用备用链接注册也可以：http://www.juxiangyou.com/r7914874教程：http://pro00029372.isitestar.cn（建议看看）任务二 天天钻注册： http://www.ttz.com/fd/77599671（完整注册送3元，首次完成20）教程：http://user.qzone.qq.com/1951698260/blog/1444925393在试玩平台玩游戏/理财/打码等账户U币达到10万就算完成，截图交稿,任务编号：407783,,,,,,,,,,,B任务编号：407783,游戏其他
【游戏其他】简单任务游戏试玩，10元一稿,https://task.epwk.com/407438/,1107人,1人,"¥1,000",愤怒De粉色小裤衩,1000.0,,2016-03-02,【简单任务】游戏试玩，佣金10元，长期有效信誉至上！！！具体要求：1、注册地址：http://www.juxiangyou.com/r11833127 「复制到浏览器打开」2、注册就送  10000  U币，试玩游戏做任务U币达到10万就算完成任务即可交稿！3、聚享游赚钱平台可长期做，安全、稳定、高效，各种奖励拿到手软，熟练后每天30-200元不等。4、任务完成后截图ID和U币数量，如下图所示交稿：特别注意：1、非本站链接注册用户交稿无效！2、使用手机APP端获得的U币不算入统计，因为我查不到这部分收入！3、每份稿件只可以提交一次，不可重复提交，重复提交无效！4、“游戏试玩、理财赚钱、益智竞猜”，这三个版块赚钱很快，如果想要快速完成任务，可以进去看看。,任务编号：407438,,,,,,,,,,,B任务编号：407438,游戏其他
【游戏其他】天天钻游戏试玩在线审核，50元1稿,https://task.epwk.com/407064/,2387人,1人,¥500,xiaohuai123,500.0,,2016-03-01,"1.  注册地址   http://www.ttz.com/fd/13272181  （不是此链接注册无效）2.  完整注册并完成新人任务奖励3W黄钻，只能是通过试玩游戏，体验广告账户达到50W黄钻 才算完成任务。然后截图（看下方示范，其实就是截图网站首页的大头像，余额显示为 500000黄钻以上）,任务赏金的50元加上网站得到的50W黄钻（1W黄钻等于1元）一共是100元，轻松又好赚可以长期玩的！写在最后：  有不懂的可以加QQ群  992525  一起交流，教你怎么快速完成任务.   此网站可以长期做，安全，稳定，有效  ，各种奖励拿到手软，现在网站在搞活动 还有各种红包奖励可以拿！熟练后每日收入可以50-200元不等。最后重新申明一下：任务提交只限发布任务之后通过我的链接注册的才有效，以前在别的地方注册过的跑到这来骗稿的就不要来了，我会一一查看注册时间的。否则一律举报！！",任务编号：407064,,,,,,,,,,,B任务编号：407064,游戏其他
【游戏其他】天天钻游戏试玩简单体验在线审核，3元1稿,https://task.epwk.com/406910/,1108人,0人,¥510,churfh,510.0,,2016-02-29,一：注册   http://www.ttz.com/fd/59437165_64      （复制链接到浏览器打开）二：注册完成后送你1W黄钻，在”新人专区“”理财专区“赚取2W 黄钻即可。后续任务：第一次满3万即可交稿，第二次 10W，以后每增加10W黄钻可交稿一次。三：审核要求：提交用户ID和黄钻截图（首页即可看到，截图如附件）,任务编号：406910,,,,,,,,,,,B任务编号：406910,游戏其他
