标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,知识
【APP开发】供应链大宗商品交易界面开发和Demo验证,https://task.epwk.com/1017647/,256人,1人,"¥7,000",圆满完成,,供应链大宗商品交易界面开发和Demo验证,直接雇佣￥ 7000,￥ 7000,任务编号：1017647,0-88.csv,,,,"供应链大宗商品交易, 界面开发, Demo验证"
【SAAS软件】中药馆saas系统,https://task.epwk.com/1017661/,404人,1人,"¥20,000",圆满完成,,中药馆saas系统,直接雇佣￥ 20000,￥ 20000,任务编号：1017661,0-88.csv,,,,"中药馆, saas系统, 系统开发"
【企业宣传片】视频拍摄剪辑,https://task.epwk.com/1017713/,532人,1人,"¥1,400",圆满完成,,视频拍摄剪辑,直接雇佣￥ 1400,￥ 1400,任务编号：1017713,0-88.csv,,,,"视频拍摄, 剪辑"
【PPT设计】公司商务ppt设计,https://task.epwk.com/1017809/,470人,1人,"¥2,100",圆满完成,,公司商务ppt设计,直接雇佣￥ 2100,￥ 2100,任务编号：1017809,0-88.csv,,,,"公司商务, PPT设计"
【其他软件开发】域名查询,https://task.epwk.com/1017909/,202人,1人,"¥2,000",圆满完成,,域名查询,直接雇佣￥ 2000,￥ 2000,任务编号：1017909,0-88.csv,,,,域名查询
【VI设计】品牌VI设计,https://task.epwk.com/1018204/,264人,1人,"¥22,010",圆满完成,,品牌VI设计,直接雇佣￥ 22010,￥ 22010,任务编号：1018204,0-88.csv,,,,品牌VI设计
【3D建模】3D宗祠VR场景,https://task.epwk.com/1018345/,1097人,1人,"¥5,600",圆满完成,,3D宗祠VR场景,直接雇佣￥ 5600,￥ 5600,任务编号：1018345,0-88.csv,,,,"3D宗祠, VR场景"
【书籍装帧】2022年10月刊设计,https://task.epwk.com/1018460/,261人,1人,"¥10,560",圆满完成,,2022年10月刊设计,直接雇佣￥ 10560,￥ 10560,任务编号：1018460,0-88.csv,,,,"2022年10月刊, 设计"
【VI设计】装饰材料公司VI设计,https://task.epwk.com/1018473/,233人,1人,"¥5,500",圆满完成,,装饰材料公司VI设计,直接雇佣￥ 5500,￥ 5500,任务编号：1018473,0-88.csv,,,,"装饰材料, VI设计"
【包装设计】系列包装设计,https://task.epwk.com/1018508/,232人,1人,"¥7,950",圆满完成,,系列包装设计,直接雇佣￥ 7950,￥ 7950,任务编号：1018508,0-88.csv,,,,"系列包装, 设计"
【插画设计】三国人物卡牌类形象设计,https://task.epwk.com/1018515/,292人,1人,"¥1,300",圆满完成,,三国人物卡牌类形象设计,直接雇佣￥ 1300,￥ 1300,任务编号：1018515,0-88.csv,,,,"三国人物, 卡牌设计, 形象设计"
【APP开发】打包商城app,https://task.epwk.com/1018601/,308人,1人,"¥12,999",圆满完成,,打包商城app,直接雇佣￥ 12999,￥ 12999,任务编号：1018601,0-88.csv,,,,"打包商城, app开发"
【小程序开发】语聊小程序定制3,https://task.epwk.com/1018650/,186人,1人,"¥3,500",圆满完成,,语聊小程序定制3,直接雇佣￥ 3500,￥ 3500,任务编号：1018650,0-88.csv,,,,"语聊小程序, 定制"
【小程序开发】邻家门禁小程序1,https://task.epwk.com/1018652/,189人,1人,"¥4,700",圆满完成,,邻家门禁小程序1,直接雇佣￥ 4700,￥ 4700,任务编号：1018652,0-88.csv,,,,"门禁系统, 小程序"
【小程序开发】答题小程序维护,https://task.epwk.com/1018763/,630人,1人,¥800,圆满完成,,答题小程序维护,直接雇佣￥ 800,￥ 800,任务编号：1018763,0-88.csv,,,,"答题小程序, 维护"
【3D建模】Q版模型,https://task.epwk.com/1018873/,841人,1人,¥200,圆满完成,,Q版模型,直接雇佣￥ 200,￥ 200,任务编号：1018873,0-88.csv,,,,Q版模型
【数据处理】人像,https://task.epwk.com/1018921/,1443人,1人,¥100,圆满完成,,人像,直接雇佣￥ 100,￥ 100,任务编号：1018921,0-88.csv,,,,人像
【包装设计】老鹰茶包装盒封面设计,https://task.epwk.com/1018979/,257人,1人,¥500,圆满完成,,老鹰茶包装盒封面设计,直接雇佣￥ 500,￥ 500,任务编号：1018979,0-88.csv,,,,"老鹰茶, 包装盒, 封面设计"
【APP开发】区块链盲盒 APP,https://task.epwk.com/1019224/,268人,1人,"¥38,600",圆满完成,,区块链盲盒 APP,直接雇佣￥ 38600,￥ 38600,任务编号：1019224,0-88.csv,,,,"盲盒, APP"
【动画设计】教育MG动画制作,https://task.epwk.com/1019238/,339人,1人,"¥12,470",圆满完成,,教育MG动画制作,直接雇佣￥ 12470,￥ 12470,任务编号：1019238,0-88.csv,,,,"教育, MG动画, 制作"
【VI设计】画册设计11页，包含图片处理，周四中午(2022年10月,https://task.epwk.com/1019263/,259人,1人,"¥1,100",圆满完成,,画册设计11页，包含图片处理，周四中午(2022年10月,直接雇佣￥ 1100,￥ 1100,任务编号：1019263,0-88.csv,,,,"画册设计, 图片处理, 周四中午"
【APP界面设计】文艺小程序页面UI设计,https://task.epwk.com/1019515/,691人,1人,¥800,圆满完成,,文艺小程序页面UI设计,直接雇佣￥ 800,￥ 800,任务编号：1019515,0-88.csv,,,,"文艺小程序, 页面UI设计"
【手机网站】微信公众号/小程序/H5定制开发/电脑端PC/移动端手机,https://task.epwk.com/1019659/,987人,1人,¥900,圆满完成,,微信公众号/小程序/H5定制开发/电脑端PC/移动端手机,直接雇佣￥ 900,￥ 900,任务编号：1019659,0-88.csv,,,,"微信公众号, 小程序, H5, 电脑端, 移动端"
【VI设计】佳和乳业，要做奶粉包装袋设计,https://task.epwk.com/1019688/,226人,1人,"¥1,000",圆满完成,,佳和乳业，要做奶粉包装袋设计,直接雇佣￥ 1000,￥ 1000,任务编号：1019688,0-88.csv,,,,"奶粉包装袋设计, 佳和乳业"
【APP开发】像素风小程序开发尾款,https://task.epwk.com/1019747/,318人,1人,"¥2,500",圆满完成,,像素风小程序开发尾款,直接雇佣￥ 2500,￥ 2500,任务编号：1019747,0-88.csv,,,,"像素风, 小程序开发, 尾款"
【定制开发】开发项目：债易收,https://task.epwk.com/1019760/,329人,1人,"¥8,800",圆满完成,,开发项目：债易收,直接雇佣￥ 8800,￥ 8800,任务编号：1019760,0-88.csv,,,,"债易收, 项目开发"
【APP开发】APP管理后台BUG修复,https://task.epwk.com/1019801/,296人,1人,"¥7,500",圆满完成,,APP管理后台BUG修复,直接雇佣￥ 7500,￥ 7500,任务编号：1019801,0-88.csv,,,,"APP管理后台, BUG修复"
【VI设计】餐饮VI设计,https://task.epwk.com/1019867/,207人,1人,"¥9,885",圆满完成,,餐饮VI设计,直接雇佣￥ 9885,￥ 9885,任务编号：1019867,0-88.csv,,,,餐饮VI设计
【APP开发】中国慕课关注,https://task.epwk.com/1020115/,302人,1人,"¥4,200",圆满完成,,中国慕课关注,直接雇佣￥ 4200,￥ 4200,任务编号：1020115,0-88.csv,,,,"中国慕课, 关注"
【包装设计】酱板鸭胗,https://task.epwk.com/1020184/,284人,1人,"¥1,000",圆满完成,,酱板鸭胗,直接雇佣￥ 1000,￥ 1000,任务编号：1020184,0-88.csv,,,,"酱板鸭, 鸭胗"
【小程序开发】文艺小程序开发,https://task.epwk.com/1020216/,321人,1人,"¥2,500",圆满完成,,文艺小程序开发,直接雇佣￥ 2500,￥ 2500,任务编号：1020216,0-88.csv,,,,"文艺小程序, 开发"
【三维动画】产品三维动画,https://task.epwk.com/1020255/,287人,1人,"¥21,774",圆满完成,,产品三维动画,直接雇佣￥ 21774,￥ 21774,任务编号：1020255,0-88.csv,,,,产品三维动画
【微信开发】禾家找房小程序,https://task.epwk.com/1020264/,250人,1人,"¥8,000",圆满完成,,禾家找房小程序,直接雇佣￥ 8000,￥ 8000,任务编号：1020264,0-88.csv,,,,"找房, 小程序"
【APP开发】app开发生鲜超市app开发点餐app开发生活服务,https://task.epwk.com/1020339/,326人,1人,"¥13,999",圆满完成,,app开发生鲜超市app开发点餐app开发生活服务,直接雇佣￥ 13999,￥ 13999,任务编号：1020339,0-88.csv,,,,"app开发, 生鲜超市, 点餐app, 生活服务"
【APP开发】微信wifi共享小程序,https://task.epwk.com/1020386/,276人,1人,"¥12,550",圆满完成,,微信wifi共享小程序,直接雇佣￥ 12550,￥ 12550,任务编号：1020386,0-88.csv,,,,"微信wifi共享, 小程序"
【包装设计】创意纸杯茶包装设计/系列包装/产品规划,https://task.epwk.com/1020388/,426人,1人,"¥2,980",圆满完成,,创意纸杯茶包装设计/系列包装/产品规划,直接雇佣￥ 2980,￥ 2980,任务编号：1020388,0-88.csv,,,,"创意纸杯茶, 包装设计, 产品规划"
【运维服务】10月人工开支费用,https://task.epwk.com/1020504/,202人,1人,"¥27,000",圆满完成,,10月人工开支费用,直接雇佣￥ 27000,￥ 27000,任务编号：1020504,0-88.csv,,,,"人工开支, 费用"
【运维服务】10月基础服务器运维租赁费用,https://task.epwk.com/1020505/,226人,1人,"¥23,006",圆满完成,,10月基础服务器运维租赁费用,直接雇佣￥ 23006,￥ 23006,任务编号：1020505,0-88.csv,,,,"服务器运维, 租赁费用"
【彩页设计】产品画册设计,https://task.epwk.com/1020545/,244人,1人,"¥6,300",圆满完成,,产品画册设计,直接雇佣￥ 6300,￥ 6300,任务编号：1020545,0-88.csv,,,,"产品画册, 设计"
【小程序开发】页面优化（已确定）,https://task.epwk.com/1020743/,275人,1人,"¥1,000",圆满完成,,页面优化（已确定）,直接雇佣￥ 1000,￥ 1000,任务编号：1020743,0-88.csv,,,,页面优化
【VI设计】VIS设计,https://task.epwk.com/1020795/,206人,1人,"¥6,822",圆满完成,,VIS设计,直接雇佣￥ 6822,￥ 6822,任务编号：1020795,0-88.csv,,,,VIS设计
【LOGO设计】日用品牌设计,https://task.epwk.com/1020797/,208人,1人,"¥5,000",圆满完成,,日用品牌设计,直接雇佣￥ 5000,￥ 5000,任务编号：1020797,0-88.csv,,,,"日用品牌, 设计"
【APP界面设计】海报设计,https://task.epwk.com/1020799/,497人,1人,"¥1,000",圆满完成,,海报设计,直接雇佣￥ 1000,￥ 1000,任务编号：1020799,0-88.csv,,,,海报设计
【LOGO设计】公司LOGO设计,https://task.epwk.com/1020832/,224人,1人,"¥3,800",圆满完成,,公司LOGO设计,直接雇佣￥ 3800,￥ 3800,任务编号：1020832,0-88.csv,,,,"公司LOGO, 设计"
【微信开发】刷题小程序,https://task.epwk.com/1020888/,312人,1人,"¥6,000",圆满完成,,刷题小程序,直接雇佣￥ 6000,￥ 6000,任务编号：1020888,0-88.csv,,,,"刷题, 小程序"
【书籍装帧】杂志月刊设计,https://task.epwk.com/1020923/,181人,1人,"¥9,600",圆满完成,,杂志月刊设计,直接雇佣￥ 9600,￥ 9600,任务编号：1020923,0-88.csv,,,,"杂志设计, 月刊"
【海报设计】平面包月,https://task.epwk.com/1020965/,629人,1人,"¥1,200",圆满完成,,平面包月,直接雇佣￥ 1200,￥ 1200,任务编号：1020965,0-88.csv,,,,"面包, 月"
【小程序开发】小程序仿站制作,https://task.epwk.com/1021050/,187人,1人,"¥1,000",圆满完成,,小程序仿站制作,直接雇佣￥ 1000,￥ 1000,任务编号：1021050,0-88.csv,,,,"小程序仿站, 网站制作"
【工程造价】帮我做园林算量预算,https://task.epwk.com/1021084/,282人,1人,¥200,圆满完成,,帮我做园林算量预算,直接雇佣￥ 200,￥ 200,任务编号：1021084,0-88.csv,,,,"园林算量, 预算"
【PPT设计】高校主题ppt,https://task.epwk.com/1021185/,305人,1人,¥150,圆满完成,,高校主题ppt,直接雇佣￥ 150,￥ 150,任务编号：1021185,0-88.csv,,,,"高校主题, PPT设计"
【小程序开发】微信已沟通，静态网页单页加动态效果,https://task.epwk.com/1021198/,1139人,1人,¥500,圆满完成,,微信已沟通，静态网页单页加动态效果,直接雇佣￥ 500,￥ 500,任务编号：1021198,0-88.csv,,,,"静态网页, 动态效果"
【微信开发】婚恋小程序全套代码,https://task.epwk.com/1021236/,231人,1人,"¥5,950",圆满完成,,婚恋小程序全套代码,直接雇佣￥ 5950,￥ 5950,任务编号：1021236,0-88.csv,,,,"婚恋, 小程序, 代码"
【插画设计】日历插画需求,https://task.epwk.com/1021237/,238人,1人,¥800,圆满完成,,日历插画需求,直接雇佣￥ 800,￥ 800,任务编号：1021237,0-88.csv,,,,"日历插画, 需求"
【插画设计】3L气泡酒套标设计,https://task.epwk.com/1021245/,223人,1人,"¥1,500",圆满完成,,3L气泡酒套标设计,直接雇佣￥ 1500,￥ 1500,任务编号：1021245,0-88.csv,,,,"3L气泡酒, 套标设计"
【插画设计】插画设计,https://task.epwk.com/1021276/,230人,1人,¥500,圆满完成,,插画设计,直接雇佣￥ 500,￥ 500,任务编号：1021276,0-88.csv,,,,插画设计
【插画设计】插画设计,https://task.epwk.com/1021318/,207人,1人,¥800,圆满完成,,插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021318,0-88.csv,,,,插画设计
【插画设计】插画设计,https://task.epwk.com/1021407/,229人,1人,¥800,圆满完成,,插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021407,0-88.csv,,,,插画设计
【其他软件开发】自动下载数据并对数据可视化处理,https://task.epwk.com/1021497/,167人,1人,"¥1,600",圆满完成,,自动下载数据并对数据可视化处理,直接雇佣￥ 1600,￥ 1600,任务编号：1021497,0-88.csv,,,,"数据下载, 数据可视化"
【插画设计】插画设计,https://task.epwk.com/1021547/,160人,1人,¥800,圆满完成,,插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021547,0-88.csv,,,,插画设计
【插画设计】插画设计,https://task.epwk.com/1021548/,159人,1人,¥800,圆满完成,,插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021548,0-88.csv,,,,插画设计
【插画设计】插画设计,https://task.epwk.com/1021549/,182人,1人,¥800,圆满完成,,插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021549,0-88.csv,,,,插画设计
【微信开发】机器人,https://task.epwk.com/1021587/,308人,1人,"¥1,300",圆满完成,,机器人,直接雇佣￥ 1300,￥ 1300,任务编号：1021587,0-88.csv,,,,机器人
【插画设计】去过很多城市插画设计,https://task.epwk.com/1021615/,211人,1人,¥800,圆满完成,,去过很多城市插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021615,0-88.csv,,,,"插画设计, 城市"
【插画设计】手中液滴声声插画设计,https://task.epwk.com/1021617/,233人,1人,¥800,圆满完成,,手中液滴声声插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021617,0-88.csv,,,,"液滴声, 插画设计"
【插画设计】风雨后，我们创造了那些绚烂的色彩插画设计,https://task.epwk.com/1021618/,181人,1人,¥800,圆满完成,,风雨后，我们创造了那些绚烂的色彩插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021618,0-88.csv,,,,"风雨后, 绚烂色彩, 插画设计"
【插画设计】我每一次做好万全的准备插画设计,https://task.epwk.com/1021620/,208人,1人,¥800,圆满完成,,我每一次做好万全的准备插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021620,0-88.csv,,,,"插画设计, 万全准备"
【H5开发】基于fastAdmin开发,https://task.epwk.com/1021693/,159人,1人,"¥2,100",圆满完成,,基于fastAdmin开发,直接雇佣￥ 2100,￥ 2100,任务编号：1021693,0-88.csv,,,,"fastAdmin, 开发"
【APP开发】直播帶貨+商城APP上架,https://task.epwk.com/1021724/,224人,1人,"¥5,000",圆满完成,,直播帶貨+商城APP上架,直接雇佣￥ 5000,￥ 5000,任务编号：1021724,0-88.csv,,,,"直播带货, 商城APP"
【微信开发】禾家看房程序开发,https://task.epwk.com/1021928/,208人,1人,"¥14,400",圆满完成,,禾家看房程序开发,直接雇佣￥ 14400,￥ 14400,任务编号：1021928,0-88.csv,,,,"看房程序, 程序开发"
【VI设计】烧烤店VI设计 套餐D,https://task.epwk.com/1021932/,176人,1人,"¥8,180",圆满完成,,烧烤店VI设计 套餐D,直接雇佣￥ 8180,￥ 8180,任务编号：1021932,0-88.csv,,,,"烧烤店VI设计, 套餐设计"
【插画设计】勇敢前行插画设计,https://task.epwk.com/1021985/,211人,1人,¥800,圆满完成,,勇敢前行插画设计,直接雇佣￥ 800,￥ 800,任务编号：1021985,0-88.csv,,,,"勇敢前行, 插画设计"
【APP开发】汇编microship芯片源码,https://task.epwk.com/1022003/,164人,1人,"¥5,000",圆满完成,,汇编microship芯片源码,直接雇佣￥ 5000,￥ 5000,任务编号：1022003,0-88.csv,,,,"汇编, microship芯片, 源码"
【小程序开发】手机行情小程序1,https://task.epwk.com/1022074/,112人,1人,"¥4,990",圆满完成,,手机行情小程序1,直接雇佣￥ 4990,￥ 4990,任务编号：1022074,0-88.csv,,,,"手机行情, 小程序"
【小程序开发】手机行情小程序2,https://task.epwk.com/1022076/,167人,1人,"¥4,970",圆满完成,,手机行情小程序2,直接雇佣￥ 4970,￥ 4970,任务编号：1022076,0-88.csv,,,,"手机行情, 小程序"
【小程序开发】岩板图库小程序,https://task.epwk.com/1022078/,143人,1人,"¥1,500",圆满完成,,岩板图库小程序,直接雇佣￥ 1500,￥ 1500,任务编号：1022078,0-88.csv,,,,"岩板图库, 小程序"
【小程序开发】二手交易网站开发,https://task.epwk.com/1022118/,240人,1人,"¥10,800",圆满完成,,二手交易网站开发,直接雇佣￥ 10800,￥ 10800,任务编号：1022118,0-88.csv,,,,"二手交易, 网站开发"
【H5开发】页面调整,https://task.epwk.com/1022233/,551人,1人,¥100,圆满完成,,页面调整,直接雇佣￥ 100,￥ 100,任务编号：1022233,0-88.csv,,,,"页面布局, 页面设计"
【数据处理】数据爬虫,https://task.epwk.com/1022362/,1419人,1人,¥300,圆满完成,,数据爬虫,直接雇佣￥ 300,￥ 300,任务编号：1022362,0-88.csv,,,,数据爬虫
【小程序开发】微信开发微信小程序开发,https://task.epwk.com/1022381/,190人,1人,"¥5,000",圆满完成,,微信开发微信小程序开发,直接雇佣￥ 5000,￥ 5000,任务编号：1022381,0-88.csv,,,,"微信开发, 小程序开发"
【书籍装帧】11月刊设计,https://task.epwk.com/1022450/,227人,1人,"¥14,400",圆满完成,,11月刊设计,直接雇佣￥ 14400,￥ 14400,任务编号：1022450,0-88.csv,,,,11月刊设计
【其他网站】做一个一模一样的网站，顺便加点自己的东西,https://task.epwk.com/1022534/,518人,1人,"¥15,500",圆满完成,,做一个一模一样的网站，顺便加点自己的东西,直接雇佣￥ 15500,￥ 15500,任务编号：1022534,0-88.csv,,,,"网站, 自定义内容, 网站复制"
【采集工具】手机号批量检测支付宝是否开通及昵称提取,https://task.epwk.com/1022535/,140人,1人,"¥1,100",圆满完成,,手机号批量检测支付宝是否开通及昵称提取,直接雇佣￥ 1100,￥ 1100,任务编号：1022535,0-88.csv,,,,"手机号检测, 支付宝开通, 昵称提取"
【产品外观设计】外壳设计,https://task.epwk.com/1022542/,235人,1人,"¥5,000",圆满完成,,外壳设计,直接雇佣￥ 5000,￥ 5000,任务编号：1022542,0-88.csv,,,,外壳设计
【电商网站】需要商城app打包,https://task.epwk.com/1022576/,176人,1人,"¥9,500",圆满完成,,需要商城app打包,直接雇佣￥ 9500,￥ 9500,任务编号：1022576,0-88.csv,,,,"商城app, 打包"
【APP开发】买一现成的saas,https://task.epwk.com/1022583/,154人,1人,"¥15,999",圆满完成,,买一现成的saas,直接雇佣￥ 15999,￥ 15999,任务编号：1022583,0-88.csv,,,,"saas, 现成系统"
【小程序开发】分销商城,https://task.epwk.com/1022594/,161人,1人,"¥13,999",圆满完成,,分销商城,直接雇佣￥ 13999,￥ 13999,任务编号：1022594,0-88.csv,,,,分销商城
【小程序开发】商城小程序开发,https://task.epwk.com/1022733/,180人,1人,"¥36,000",圆满完成,,商城小程序开发,直接雇佣￥ 36000,￥ 36000,任务编号：1022733,0-88.csv,,,,"商城小程序, 开发"
【宣传册设计】宣传册设计,https://task.epwk.com/1022856/,604人,1人,"¥3,000",圆满完成,,宣传册设计,直接雇佣￥ 3000,￥ 3000,任务编号：1022856,0-88.csv,,,,"宣传册, 设计"
【电路设计】智慧农场,https://task.epwk.com/1022915/,266人,1人,"¥5,000",圆满完成,,智慧农场,直接雇佣￥ 5000,￥ 5000,任务编号：1022915,0-88.csv,,,,"智慧农场, 农业技术, 智能设备"
【运维服务】研究平台开发维护（尾款）,https://task.epwk.com/1023134/,179人,1人,"¥24,000",圆满完成,,研究平台开发维护（尾款）,直接雇佣￥ 24000,￥ 24000,任务编号：1023134,0-88.csv,,,,"平台开发, 平台维护"
【小程序开发】手机页面开发,https://task.epwk.com/1023166/,603人,1人,¥300,圆满完成,,手机页面开发,直接雇佣￥ 300,￥ 300,任务编号：1023166,0-88.csv,,,,"手机页面, 开发"
【H5开发】手机页面开发,https://task.epwk.com/1023375/,467人,1人,¥300,圆满完成,,手机页面开发,直接雇佣￥ 300,￥ 300,任务编号：1023375,0-88.csv,,,,"手机页面, 开发"
【小程序开发】云打印三方接口调试,https://task.epwk.com/1023428/,184人,1人,"¥1,600",圆满完成,,云打印三方接口调试,直接雇佣￥ 1600,￥ 1600,任务编号：1023428,0-88.csv,,,,"云打印, 三方接口, 调试"
【其他软件开发】开发项目oa软件开发,https://task.epwk.com/1023520/,224人,1人,"¥2,400",圆满完成,,开发项目oa软件开发,直接雇佣￥ 2400,￥ 2400,任务编号：1023520,0-88.csv,,,,"OA软件, 项目开发"
【H5开发】Ｈ5页面开发,https://task.epwk.com/1023652/,830人,1人,¥100,圆满完成,,Ｈ5页面开发,直接雇佣￥ 100,￥ 100,任务编号：1023652,0-88.csv,,,,"H5页面, 开发"
【插画设计】插画需求,https://task.epwk.com/1023721/,163人,1人,"¥1,200",圆满完成,,插画需求,直接雇佣￥ 1200,￥ 1200,任务编号：1023721,0-88.csv,,,,插画需求
【LOGO设计】防火涂料企业官网设计,https://task.epwk.com/1023749/,172人,1人,¥332,圆满完成,,防火涂料企业官网设计,直接雇佣￥ 332,￥ 332,任务编号：1023749,0-88.csv,,,,"防火涂料, 企业官网, 设计"
【LOGO设计】注册埃维塔商标第20、21、28类，详细见下方描述,https://task.epwk.com/1023773/,166人,1人,"¥2,800",圆满完成,,注册埃维塔商标第20、21、28类，详细见下方描述,直接雇佣￥ 2800,￥ 2800,任务编号：1023773,0-88.csv,,,,"埃维塔商标, 第20类, 第21类, 第28类"
【后端开发】项目oa我的工作模块,https://task.epwk.com/1023778/,288人,1人,"¥3,500",圆满完成,,项目oa我的工作模块,直接雇佣￥ 3500,￥ 3500,任务编号：1023778,0-88.csv,,,,"oa系统, 项目管理"
【APP开发】Google Play上架被拒解决方案,https://task.epwk.com/1023793/,1471人,1人,¥500,圆满完成,,Google Play上架被拒解决方案,直接雇佣￥ 500,￥ 500,任务编号：1023793,0-88.csv,,,,"Google Play上架, 被拒解决方案"
【小程序开发】分销商城开发,https://task.epwk.com/1023846/,191人,1人,"¥8,000",圆满完成,,分销商城开发,直接雇佣￥ 8000,￥ 8000,任务编号：1023846,0-88.csv,,,,"分销商城, 开发"
【其他软件开发】问答平台搜集工具开发,https://task.epwk.com/1023854/,174人,1人,"¥2,500",圆满完成,,问答平台搜集工具开发,直接雇佣￥ 2500,￥ 2500,任务编号：1023854,0-88.csv,,,,"问答平台, 工具开发"
【响应式网站】前端开发vue切图web前端响应式h5大屏,https://task.epwk.com/1023891/,220人,1人,"¥10,002",圆满完成,,前端开发vue切图web前端响应式h5大屏,直接雇佣￥ 10002,￥ 10002,任务编号：1023891,0-88.csv,,,,"前端开发, vue切图, 响应式h5, 大屏"
【画册设计】公司宣传画册设计,https://task.epwk.com/1023921/,169人,1人,"¥6,900",圆满完成,,公司宣传画册设计,直接雇佣￥ 6900,￥ 6900,任务编号：1023921,0-88.csv,,,,"公司宣传, 画册设计"
【VI设计】服饰品牌设计,https://task.epwk.com/1024025/,123人,1人,"¥8,600",圆满完成,,服饰品牌设计,直接雇佣￥ 8600,￥ 8600,任务编号：1024025,0-88.csv,,,,"服饰品牌, 设计"
【包装设计】系列产品包装设计,https://task.epwk.com/1024037/,117人,1人,"¥4,500",圆满完成,,系列产品包装设计,直接雇佣￥ 4500,￥ 4500,任务编号：1024037,0-88.csv,,,,"系列产品包装, 设计"
【脚本开发】windows桌面应用,https://task.epwk.com/1024137/,710人,1人,"¥5,000",圆满完成,,windows桌面应用,直接雇佣￥ 5000,￥ 5000,任务编号：1024137,0-88.csv,,,,"windows桌面应用, 应用程序设计"
【书籍装帧】一本书排版设计,https://task.epwk.com/1024180/,151人,1人,"¥5,720",圆满完成,,一本书排版设计,直接雇佣￥ 5720,￥ 5720,任务编号：1024180,0-88.csv,,,,一本书排版设计
【彩页设计】杂志月刊编排设计,https://task.epwk.com/1024196/,118人,1人,"¥9,500",圆满完成,,杂志月刊编排设计,直接雇佣￥ 9500,￥ 9500,任务编号：1024196,0-88.csv,,,,"杂志编排, 月刊设计"
【后端开发】项目oa流程开发,https://task.epwk.com/1024364/,86人,1人,"¥1,200",圆满完成,,项目oa流程开发,直接雇佣￥ 1200,￥ 1200,任务编号：1024364,0-88.csv,,,,"oa流程, 项目管理"
【APP开发】刷题做题考试小程序源码线上答题教育,https://task.epwk.com/1024433/,240人,1人,"¥23,999",圆满完成,,刷题做题考试小程序源码线上答题教育,直接雇佣￥ 23999,￥ 23999,任务编号：1024433,0-88.csv,,,,"刷题做题, 在线答题, 教育小程序"
【小程序开发】需要前端熟悉uni-app做单独一个模块的功能点,https://task.epwk.com/1024449/,211人,1人,"¥3,000",圆满完成,,需要前端熟悉uni-app做单独一个模块的功能点,直接雇佣￥ 3000,￥ 3000,任务编号：1024449,0-88.csv,,,,"前端, uni-app"
【其他软件开发】BalloonShop登录开发,https://task.epwk.com/1024620/,307人,1人,¥600,圆满完成,,BalloonShop登录开发,直接雇佣￥ 600,￥ 600,任务编号：1024620,0-88.csv,,,,"BalloonShop, 登录功能"
【包装设计】坚果包装设计,https://task.epwk.com/1024915/,144人,1人,"¥1,998",圆满完成,,坚果包装设计,直接雇佣￥ 1998,￥ 1998,任务编号：1024915,0-88.csv,,,,"坚果包装, 设计"
【排版设计】设计两期电子版内刊,https://task.epwk.com/1024920/,164人,1人,"¥5,600",圆满完成,,设计两期电子版内刊,直接雇佣￥ 5600,￥ 5600,任务编号：1024920,0-88.csv,,,,"电子版内刊, 两期"
【包装设计】母婴品牌包装设计,https://task.epwk.com/1024984/,177人,1人,"¥10,000",圆满完成,,母婴品牌包装设计,直接雇佣￥ 10000,￥ 10000,任务编号：1024984,0-88.csv,,,,"母婴品牌, 包装设计"
【包装设计】大米包装礼盒包装设计,https://task.epwk.com/1024986/,176人,1人,"¥4,000",圆满完成,,大米包装礼盒包装设计,直接雇佣￥ 4000,￥ 4000,任务编号：1024986,0-88.csv,,,,"大米包装, 礼盒设计, 包装设计"
【LOGO设计】设计公司LOGO,https://task.epwk.com/1025031/,191人,1人,"¥4,500",圆满完成,,设计公司LOGO,直接雇佣￥ 4500,￥ 4500,任务编号：1025031,0-88.csv,,,,"设计公司, LOGO"
【网站UI设计】ui设计,https://task.epwk.com/1025227/,315人,1人,"¥2,100",圆满完成,,ui设计,直接雇佣￥ 2100,￥ 2100,任务编号：1025227,0-88.csv,,,,UI设计
【书籍装帧】12月刊设计,https://task.epwk.com/1025311/,202人,1人,"¥14,300",圆满完成,,12月刊设计,直接雇佣￥ 14300,￥ 14300,任务编号：1025311,0-88.csv,,,,12月刊设计
【API接口】修复项目oa的bug信息,https://task.epwk.com/1025320/,291人,1人,"¥3,300",圆满完成,,修复项目oa的bug信息,直接雇佣￥ 3300,￥ 3300,任务编号：1025320,0-88.csv,,,,"项目oa, bug信息"
【其他软件开发】视频监控软件集成,https://task.epwk.com/1025346/,430人,1人,"¥12,000",圆满完成,,视频监控软件集成,直接雇佣￥ 12000,￥ 12000,任务编号：1025346,0-88.csv,,,,"视频监控, 软件集成"
