标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
【APP开发】微商城,https://task.epwk.com/836523/,93人,1人,"¥5,000",圆满完成,https://task.epwk.com/page535.html?m=6&o=7,微商城,直接雇佣￥ 5000,￥ 5000,任务编号：836523,413-500.csv,,,,,,微商城
【小程序开发】微信小程序前端开发,https://task.epwk.com/836538/,327人,1人,"¥3,000",圆满完成,https://task.epwk.com/page535.html?m=6&o=7,微信小程序前端开发,直接雇佣￥ 3000,￥ 3000,任务编号：836538,413-500.csv,,,,,,"微信小程序, 前端开发"
【海报设计】做一个水产品公司logo,https://task.epwk.com/836543/,261人,1人,¥260,圆满完成,https://task.epwk.com/page535.html?m=6&o=7,做一个水产品公司logo,直接雇佣￥ 260,￥ 260,任务编号：836543,413-500.csv,,,,,,"水产品, 公司logo"
【海报设计】海报设计,https://task.epwk.com/836558/,503人,1人,"¥4,880",圆满完成,https://task.epwk.com/page535.html?m=6&o=7,海报设计,直接雇佣￥ 4880,￥ 4880,任务编号：836558,413-500.csv,,,,,,海报设计
【微信推广】朋友圈直发,https://task.epwk.com/836562/,503人,1人,¥70,圆满完成,https://task.epwk.com/page535.html?m=6&o=7,朋友圈直发,直接雇佣￥ 70,￥ 70,任务编号：836562,413-500.csv,,,,,,朋友圈直发
【LOGO设计】酒店vis,https://task.epwk.com/836567/,315人,1人,"¥4,996",圆满完成,https://task.epwk.com/page535.html?m=6&o=7,酒店vis,直接雇佣￥ 4996,￥ 4996,任务编号：836567,413-500.csv,,,,,,"酒店, vis"
【APP开发】民宿下单软件开发第三期,https://task.epwk.com/836617/,124人,1人,"¥50,000",圆满完成,https://task.epwk.com/page535.html?m=6&o=7,民宿下单软件开发第三期,直接雇佣￥ 50000,￥ 50000,任务编号：836617,413-500.csv,,,,,,"民宿软件, 下单功能, 软件开发"
【小程序开发】微信小程序开发,https://task.epwk.com/836619/,125人,1人,"¥49,999",圆满完成,https://task.epwk.com/page535.html?m=6&o=7,微信小程序开发,直接雇佣￥ 49999,￥ 49999,任务编号：836619,413-500.csv,,,,,,"微信小程序, 开发"
【APP开发】快递小程序 APP开发,https://task.epwk.com/836620/,134人,1人,"¥49,999",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,快递小程序 APP开发,直接雇佣￥ 49999,￥ 49999,任务编号：836620,413-500.csv,,,,,,"快递小程序, APP开发"
【采集工具】采集工具开发,https://task.epwk.com/836621/,396人,1人,"¥49,999",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,采集工具开发,直接雇佣￥ 49999,￥ 49999,任务编号：836621,413-500.csv,,,,,,"采集工具, 开发"
【小程序开发】PC端后台程序开发,https://task.epwk.com/836622/,165人,1人,"¥49,999",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,PC端后台程序开发,直接雇佣￥ 49999,￥ 49999,任务编号：836622,413-500.csv,,,,,,"PC端后台, 程序开发"
【OA系统】办公软件开发四期,https://task.epwk.com/836624/,379人,1人,"¥20,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,办公软件开发四期,直接雇佣￥ 20000,￥ 20000,任务编号：836624,413-500.csv,,,,,,"办公软件, 开发, 四期"
【APP开发】管理系统开发 三期,https://task.epwk.com/836632/,88人,1人,"¥30,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,管理系统开发 三期,直接雇佣￥ 30000,￥ 30000,任务编号：836632,413-500.csv,,,,,,"管理系统, 开发, 三期"
【小程序开发】微信小程序开发,https://task.epwk.com/836635/,137人,1人,"¥5,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,微信小程序开发,直接雇佣￥ 5000,￥ 5000,任务编号：836635,413-500.csv,,,,,,"微信小程序, 开发"
【小程序开发】小程序开发二期,https://task.epwk.com/836646/,149人,1人,"¥4,800",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,小程序开发二期,直接雇佣￥ 4800,￥ 4800,任务编号：836646,413-500.csv,,,,,,"小程序开发, 二期"
【其他管理软件】订单管理软件开发,https://task.epwk.com/836651/,1476人,1人,"¥14,500",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,订单管理软件开发,直接雇佣￥ 14500,￥ 14500,任务编号：836651,413-500.csv,,,,,,"订单管理, 软件开发"
【LOGO设计】商标设计,https://task.epwk.com/836655/,194人,1人,"¥5,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,商标设计,直接雇佣￥ 5000,￥ 5000,任务编号：836655,413-500.csv,,,,,,商标设计
【APP开发】APP开发,https://task.epwk.com/836659/,152人,1人,"¥50,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：836659,413-500.csv,,,,,,APP开发
【APP开发】APP开发二期,https://task.epwk.com/836662/,104人,1人,"¥30,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,APP开发二期,直接雇佣￥ 30000,￥ 30000,任务编号：836662,413-500.csv,,,,,,"APP开发, 二期"
【APP开发】CRMEB UNIapp 源码,https://task.epwk.com/836678/,359人,1人,"¥2,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,CRMEB UNIapp 源码,直接雇佣￥ 2000,￥ 2000,任务编号：836678,413-500.csv,,,,,,"CRMEB, UNIapp, 源码"
【IT解决方案】企业网站开发,https://task.epwk.com/836689/,1571人,1人,"¥10,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,企业网站开发,直接雇佣￥ 10000,￥ 10000,任务编号：836689,413-500.csv,,,,,,"企业网站, 网站开发"
【APP开发】团购网站开发尾款,https://task.epwk.com/836695/,236人,1人,"¥44,494",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,团购网站开发尾款,直接雇佣￥ 44494,￥ 44494,任务编号：836695,413-500.csv,,,,,,"团购网站, 尾款"
【小程序开发】CDN自动重连脚本开发,https://task.epwk.com/836705/,218人,1人,"¥1,980",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,CDN自动重连脚本开发,直接雇佣￥ 1980,￥ 1980,任务编号：836705,413-500.csv,,,,,,"CDN, 自动重连, 脚本开发"
【宣传单设计】五常大米直营店开业宣传海报设计,https://task.epwk.com/836706/,451人,1人,"¥1,970",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,五常大米直营店开业宣传海报设计,直接雇佣￥ 1970,￥ 1970,任务编号：836706,413-500.csv,,,,,,"五常大米, 宣传海报, 开业设计"
【产品原型设计】产品原型设计,https://task.epwk.com/836715/,580人,1人,"¥9,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,产品原型设计,直接雇佣￥ 9000,￥ 9000,任务编号：836715,413-500.csv,,,,,,"产品原型, 设计"
【品牌策划】品牌策划案，产品招商手册设计,https://task.epwk.com/836746/,221人,1人,"¥4,980",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,品牌策划案，产品招商手册设计,直接雇佣￥ 4980,￥ 4980,任务编号：836746,413-500.csv,,,,,,"品牌策划, 产品招商, 手册设计"
【排版设计】亚麻油品牌设计,https://task.epwk.com/836748/,290人,1人,"¥3,800",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,亚麻油品牌设计,直接雇佣￥ 3800,￥ 3800,任务编号：836748,413-500.csv,,,,,,"亚麻油, 品牌设计"
【书籍装帧】书籍装帧第五期,https://task.epwk.com/836755/,568人,1人,"¥5,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,书籍装帧第五期,直接雇佣￥ 5000,￥ 5000,任务编号：836755,413-500.csv,,,,,,"书籍装帧, 第五期"
【书籍装帧】书籍装帧第六期尾款,https://task.epwk.com/836756/,577人,1人,"¥5,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,书籍装帧第六期尾款,直接雇佣￥ 5000,￥ 5000,任务编号：836756,413-500.csv,,,,,,"书籍装帧, 尾款"
【其他家装服务】套房装修设计,https://task.epwk.com/836779/,1234人,1人,"¥50,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,套房装修设计,直接雇佣￥ 50000,￥ 50000,任务编号：836779,413-500.csv,,,,,,"套房装修, 设计"
【小程序开发】tp修改入口增加黑名单及大转盘功能,https://task.epwk.com/836794/,290人,1人,"¥1,500",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,tp修改入口增加黑名单及大转盘功能,直接雇佣￥ 1500,￥ 1500,任务编号：836794,413-500.csv,,,,,,"tp修改入口, 黑名单, 大转盘功能"
【小程序开发】末期尾款（含税）,https://task.epwk.com/836795/,106人,1人,"¥20,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,末期尾款（含税）,直接雇佣￥ 20000,￥ 20000,任务编号：836795,413-500.csv,,,,,,"末期尾款, 含税"
【APP开发】购物商城本地生鲜物流配送类型菜市场转型B2C批发APP,https://task.epwk.com/836809/,159人,1人,"¥30,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,购物商城本地生鲜物流配送类型菜市场转型B2C批发APP,直接雇佣￥ 30000,￥ 30000,任务编号：836809,413-500.csv,,,,,,"购物商城, 生鲜物流, 菜市场转型, B2C批发, APP"
【别墅设计】潮州5层别墅施工图设计,https://task.epwk.com/836820/,587人,1人,"¥25,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,潮州5层别墅施工图设计,直接雇佣￥ 25000,￥ 25000,任务编号：836820,413-500.csv,,,,,,"潮州别墅, 施工图设计"
【小程序开发】同城蔬菜产品下单配送小程序开发,https://task.epwk.com/836822/,395人,1人,"¥20,000",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,同城蔬菜产品下单配送小程序开发,直接雇佣￥ 20000,￥ 20000,任务编号：836822,413-500.csv,,,,,,"同城蔬菜, 下单配送, 小程序开发"
【LOGO设计】logo设计（可注册商标）,https://task.epwk.com/836837/,217人,1人,¥899,圆满完成,https://task.epwk.com/page534.html?m=6&o=7,logo设计（可注册商标）,直接雇佣￥ 899,￥ 899,任务编号：836837,413-500.csv,,,,,,"logo设计, 商标注册"
【商业提案】BP招商创业融资计划书路演PPT,https://task.epwk.com/836877/,1033人,1人,"¥2,700",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,BP招商创业融资计划书路演PPT,直接雇佣￥ 2700,￥ 2700,任务编号：836877,413-500.csv,,,,,,"BP招商, 创业融资, 路演PPT"
【LOGO设计】杀菌消毒液,https://task.epwk.com/836878/,372人,1人,"¥49,988",圆满完成,https://task.epwk.com/page534.html?m=6&o=7,杀菌消毒液,直接雇佣￥ 49988,￥ 49988,任务编号：836878,413-500.csv,,,,,,"杀菌消毒, 消毒液"
【小程序开发】小程序开发,https://task.epwk.com/836879/,100人,1人,"¥10,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,小程序开发,直接雇佣￥ 10000,￥ 10000,任务编号：836879,413-500.csv,,,,,,小程序开发
【商业提案】商业计划书,https://task.epwk.com/836880/,538人,1人,"¥3,600",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,商业计划书,直接雇佣￥ 3600,￥ 3600,任务编号：836880,413-500.csv,,,,,,商业计划书
【APP开发】商城app开发 一期,https://task.epwk.com/836883/,124人,1人,"¥40,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,商城app开发 一期,直接雇佣￥ 40000,￥ 40000,任务编号：836883,413-500.csv,,,,,,"商城app, 一期开发"
【APP开发】商城app开发 二期,https://task.epwk.com/836885/,111人,1人,"¥40,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,商城app开发 二期,直接雇佣￥ 40000,￥ 40000,任务编号：836885,413-500.csv,,,,,,"商城app, 二期开发"
【APP开发】商城app开发 三期,https://task.epwk.com/836887/,109人,1人,"¥38,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,商城app开发 三期,直接雇佣￥ 38000,￥ 38000,任务编号：836887,413-500.csv,,,,,,"商城app, 三期开发"
【商业提案】品牌全案,https://task.epwk.com/836895/,427人,1人,"¥2,800",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,品牌全案,直接雇佣￥ 2800,￥ 2800,任务编号：836895,413-500.csv,,,,,,品牌全案
打车软件开发,https://task.epwk.com/836899/,68人,1人,"¥10,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,打车软件开发,直接雇佣￥ 10000,￥ 10000,任务编号：836899,413-500.csv,,,,,,"打车软件, 软件开发"
【商业提案】全网整合营销,https://task.epwk.com/836900/,841人,1人,"¥3,200",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,全网整合营销,直接雇佣￥ 3200,￥ 3200,任务编号：836900,413-500.csv,,,,,,"全网营销, 营销策略"
【小程序开发】小程序开发,https://task.epwk.com/836902/,333人,1人,"¥1,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,小程序开发,直接雇佣￥ 1000,￥ 1000,任务编号：836902,413-500.csv,,,,,,小程序开发
【APP开发】水文数据采集系统,https://task.epwk.com/836908/,171人,1人,"¥49,500",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,水文数据采集系统,直接雇佣￥ 49500,￥ 49500,任务编号：836908,413-500.csv,,,,,,"水文数据, 采集系统"
【APP开发】开发一个附近小区及时送货上门的商城小程序,https://task.epwk.com/836910/,444人,1人,"¥50,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,开发一个附近小区及时送货上门的商城小程序,直接雇佣￥ 50000,￥ 50000,任务编号：836910,413-500.csv,,,,,,"附近小区, 送货上门, 商城小程序"
【口译】会议翻译,https://task.epwk.com/836922/,773人,1人,"¥50,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,会议翻译,直接雇佣￥ 50000,￥ 50000,任务编号：836922,413-500.csv,,,,,,会议翻译
【LOGO设计】logo设计,https://task.epwk.com/836928/,160人,1人,"¥1,500",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,logo设计,直接雇佣￥ 1500,￥ 1500,任务编号：836928,413-500.csv,,,,,,logo设计
【小程序开发】java前后端功能升级,https://task.epwk.com/836932/,284人,1人,"¥5,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,java前后端功能升级,直接雇佣￥ 5000,￥ 5000,任务编号：836932,413-500.csv,,,,,,"前后端, 功能升级"
【APP开发】app开发二期,https://task.epwk.com/836934/,141人,1人,"¥13,400",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,app开发二期,直接雇佣￥ 13400,￥ 13400,任务编号：836934,413-500.csv,,,,,,"app开发, 二期"
【微信代运营】微信代运营,https://task.epwk.com/836935/,125人,1人,"¥1,800",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,微信代运营,直接雇佣￥ 1800,￥ 1800,任务编号：836935,413-500.csv,,,,,,"微信运营, 代运营"
【LOGO设计】LOGO设计,https://task.epwk.com/836948/,105人,1人,"¥3,100",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,LOGO设计,直接雇佣￥ 3100,￥ 3100,任务编号：836948,413-500.csv,,,,,,LOGO设计
【包装设计】推广APP开发,https://task.epwk.com/836954/,202人,1人,"¥4,900",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,推广APP开发,直接雇佣￥ 4900,￥ 4900,任务编号：836954,413-500.csv,,,,,,"APP推广, APP开发"
【包装设计】电子零售系统开发,https://task.epwk.com/836957/,160人,1人,"¥19,900",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,电子零售系统开发,直接雇佣￥ 19900,￥ 19900,任务编号：836957,413-500.csv,,,,,,"电子零售, 系统开发"
【宣传册设计】路演画册,https://task.epwk.com/836962/,373人,1人,"¥5,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,路演画册,直接雇佣￥ 5000,￥ 5000,任务编号：836962,413-500.csv,,,,,,"路演, 画册"
【PPT设计】路演画册设计,https://task.epwk.com/836965/,483人,1人,"¥3,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,路演画册设计,直接雇佣￥ 3000,￥ 3000,任务编号：836965,413-500.csv,,,,,,"路演画册, 设计"
直播二期,https://task.epwk.com/836973/,61人,1人,"¥5,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,直播二期,直接雇佣￥ 5000,￥ 5000,任务编号：836973,413-500.csv,,,,,,"直播, 二期"
【企业官网】企业官网,https://task.epwk.com/836975/,284人,1人,"¥50,000",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,企业官网,直接雇佣￥ 50000,￥ 50000,任务编号：836975,413-500.csv,,,,,,"企业官网, 网站设计"
【APP开发】ERP系统开发四期,https://task.epwk.com/836983/,139人,1人,"¥9,760",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,ERP系统开发四期,直接雇佣￥ 9760,￥ 9760,任务编号：836983,413-500.csv,,,,,,"ERP系统, 开发, 四期"
【创意短视频】孩儿乐免费在线学习平台宣传MV制作,https://task.epwk.com/836993/,399人,1人,"¥1,980",圆满完成,https://task.epwk.com/page533.html?m=6&o=7,孩儿乐免费在线学习平台宣传MV制作,直接雇佣￥ 1980,￥ 1980,任务编号：836993,413-500.csv,,,,,,"孩儿乐, 在线学习平台, 宣传MV"
