标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,知识
免费电话,https://task.epwk.com/335459/,204人,1人,¥500,圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,免费电话,直接雇佣￥ 500,￥ 500,任务编号：335459,2900-3152.csv,,,,,,,,免费电话
【企业官网】某资讯网站建设,https://task.epwk.com/335480/,182人,1人,"¥29,800",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,某资讯网站建设,直接雇佣￥ 29800,￥ 29800,任务编号：335480,2900-3152.csv,,,,,,,,"资讯网站, 建设"
少林拳快餐卡通形象设计,https://task.epwk.com/335482/,104人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,少林拳快餐卡通形象设计,直接雇佣￥ 2000,￥ 2000,任务编号：335482,2900-3152.csv,,,,,,,,"少林拳, 快餐, 卡通形象"
设计出盛代文化传媒的网站,https://task.epwk.com/335512/,312人,1人,¥300,圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,设计出盛代文化传媒的网站,直接雇佣￥ 300,￥ 300,任务编号：335512,2900-3152.csv,,,,,,,,"盛代文化传媒, 网站设计"
【微博营销】微博互粉四期加价,https://task.epwk.com/335515/,570人,1人,"¥30,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,微博互粉四期加价,直接雇佣￥ 30000,￥ 30000,任务编号：335515,2900-3152.csv,,,,,,,,"微博互粉, 加价"
饮料包装设计,https://task.epwk.com/335517/,93人,1人,"¥5,500",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,饮料包装设计,直接雇佣￥ 5500,￥ 5500,任务编号：335517,2900-3152.csv,,,,,,,,"饮料包装, 设计"
【效果图设计】餐厅设计外立面效果图,https://task.epwk.com/335521/,217人,1人,¥800,圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,餐厅设计外立面效果图,直接雇佣￥ 800,￥ 800,任务编号：335521,2900-3152.csv,,,,,,,,"餐厅设计, 外立面, 效果图"
求一段高清的MAX地产漫游动画,https://task.epwk.com/335531/,111人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,求一段高清的MAX地产漫游动画,直接雇佣￥ 20000,￥ 20000,任务编号：335531,2900-3152.csv,,,,,,,,"MAX地产, 漫游动画, 高清"
呼叫中心落地,https://task.epwk.com/335542/,88人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,呼叫中心落地,直接雇佣￥ 10000,￥ 10000,任务编号：335542,2900-3152.csv,,,,,,,,"呼叫中心, 落地实施"
【商业空间】酸菜鱼火锅主题餐厅装修设计餐厅尾款,https://task.epwk.com/335548/,1316人,1人,"¥98,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,酸菜鱼火锅主题餐厅装修设计餐厅尾款,直接雇佣￥ 98000,￥ 98000,任务编号：335548,2900-3152.csv,,,,,,,,"酸菜鱼火锅, 餐厅装修设计, 餐厅尾款"
【酒店宾馆】尾款加盟店媛星甲壳虫美甲加盟店（会所、商场门面装修设计图）,https://task.epwk.com/335550/,1136人,1人,"¥159,100",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,尾款加盟店媛星甲壳虫美甲加盟店（会所、商场门面装修设计图）,直接雇佣￥ 159100,￥ 159100,任务编号：335550,2900-3152.csv,,,,,,,,"加盟店, 美甲加盟店, 甲壳虫美甲, 装修设计图"
游戏页面设计,https://task.epwk.com/335564/,108人,1人,"¥21,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,游戏页面设计,直接雇佣￥ 21000,￥ 21000,任务编号：335564,2900-3152.csv,,,,,,,,"游戏页面, 设计"
电商网站系统开发,https://task.epwk.com/335573/,198人,1人,"¥50,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,电商网站系统开发,直接雇佣￥ 50000,￥ 50000,任务编号：335573,2900-3152.csv,,,,,,,,"电商网站, 系统开发"
【小程序开发】一套财务软件开发,https://task.epwk.com/335575/,264人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,一套财务软件开发,直接雇佣￥ 5000,￥ 5000,任务编号：335575,2900-3152.csv,,,,,,,,"财务软件, 开发"
无锡尚品宅配 手机端,https://task.epwk.com/335588/,141人,1人,"¥2,400",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,无锡尚品宅配 手机端,直接雇佣￥ 2400,￥ 2400,任务编号：335588,2900-3152.csv,,,,,,,,"手机端, 家居设计, 定制家具"
【微博营销】微博互粉五期,https://task.epwk.com/335599/,569人,1人,"¥30,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,微博互粉五期,直接雇佣￥ 30000,￥ 30000,任务编号：335599,2900-3152.csv,,,,,,,,"微博互粉, 五期"
【电商网站】类似京东商城的电商平台开发,https://task.epwk.com/335602/,209人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,类似京东商城的电商平台开发,直接雇佣￥ 10000,￥ 10000,任务编号：335602,2900-3152.csv,,,,,,,,"电商平台, 京东商城, 电商平台开发"
想手绘一幅抽象的插画,https://task.epwk.com/335622/,133人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,想手绘一幅抽象的插画,直接雇佣￥ 3000,￥ 3000,任务编号：335622,2900-3152.csv,,,,,,,,"手绘, 抽象插画"
商城网站开发,https://task.epwk.com/335629/,67人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,商城网站开发,直接雇佣￥ 5000,￥ 5000,任务编号：335629,2900-3152.csv,,,,,,,,"商城网站, 开发"
【企业官网】易鸥商务电子商务网站开发、PC端、APP开发、微信平台开发,https://task.epwk.com/335632/,747人,1人,"¥123,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,易鸥商务电子商务网站开发、PC端、APP开发、微信平台开发,直接雇佣￥ 123000,￥ 123000,任务编号：335632,2900-3152.csv,,,,,,,,"电子商务网站, PC端, APP开发, 微信平台"
老客户了   店铺带运营   按老规矩,https://task.epwk.com/335637/,521人,1人,"¥1,900",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,老客户了   店铺带运营   按老规矩,直接雇佣￥ 1900,￥ 1900,任务编号：335637,2900-3152.csv,,,,,,,,"老客户, 店铺运营"
【电商网站】某电商开源网店系统开发,https://task.epwk.com/335657/,261人,1人,"¥39,800",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,某电商开源网店系统开发,直接雇佣￥ 39800,￥ 39800,任务编号：335657,2900-3152.csv,,,,,,,,"电商系统, 开源系统, 网店系统"
【小程序开发】开发生活服务类的APP,https://task.epwk.com/335663/,189人,1人,"¥33,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,开发生活服务类的APP,直接雇佣￥ 33000,￥ 33000,任务编号：335663,2900-3152.csv,,,,,,,,"生活服务, APP开发"
关于网站开发的部分功能,https://task.epwk.com/335664/,222人,1人,"¥33,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,关于网站开发的部分功能,直接雇佣￥ 33000,￥ 33000,任务编号：335664,2900-3152.csv,,,,,,,,"网站开发, 功能需求"
【微博营销】微博互粉五期加价,https://task.epwk.com/335707/,544人,1人,"¥34,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,微博互粉五期加价,直接雇佣￥ 34000,￥ 34000,任务编号：335707,2900-3152.csv,,,,,,,,"微博互粉, 五期加价"
网贷投资网站系统开发,https://task.epwk.com/335710/,156人,1人,"¥57,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,网贷投资网站系统开发,直接雇佣￥ 57000,￥ 57000,任务编号：335710,2900-3152.csv,,,,,,,,"网贷投资, 系统开发"
求一段高清的MAX地产漫游动画,https://task.epwk.com/335714/,102人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,求一段高清的MAX地产漫游动画,直接雇佣￥ 20000,￥ 20000,任务编号：335714,2900-3152.csv,,,,,,,,"MAX地产, 漫游动画, 高清"
网贷投资网站前端页面设计及后台开发,https://task.epwk.com/335716/,511人,1人,"¥47,000",圆满完成,https://task.epwk.com/page3080.html?m=6&o=7,网贷投资网站前端页面设计及后台开发,直接雇佣￥ 47000,￥ 47000,任务编号：335716,2900-3152.csv,,,,,,,,"网贷投资, 前端页面设计, 后台开发"
《猴子的春天》封面设计,https://task.epwk.com/335724/,92人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,《猴子的春天》封面设计,直接雇佣￥ 2000,￥ 2000,任务编号：335724,2900-3152.csv,,,,,,,,"猴子的春天, 封面设计"
马桶盖活动页面,https://task.epwk.com/335744/,246人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,马桶盖活动页面,直接雇佣￥ 1000,￥ 1000,任务编号：335744,2900-3152.csv,,,,,,,,"马桶盖, 活动页面"
两张业务海报图,https://task.epwk.com/335765/,306人,1人,¥300,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,两张业务海报图,直接雇佣￥ 300,￥ 300,任务编号：335765,2900-3152.csv,,,,,,,,"业务海报, 图设计"
金诺投资公司logo及名片设计,https://task.epwk.com/335812/,287人,1人,¥400,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,金诺投资公司logo及名片设计,直接雇佣￥ 400,￥ 400,任务编号：335812,2900-3152.csv,,,,,,,,"金诺投资公司, logo, 名片设计"
住宅效果图,https://task.epwk.com/335813/,105人,1人,¥500,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,住宅效果图,直接雇佣￥ 500,￥ 500,任务编号：335813,2900-3152.csv,,,,,,,,住宅效果图
山楂果茶设计,https://task.epwk.com/335814/,144人,1人,"¥5,500",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,山楂果茶设计,直接雇佣￥ 5500,￥ 5500,任务编号：335814,2900-3152.csv,,,,,,,,"山楂果茶, 设计"
宣传册,https://task.epwk.com/335818/,89人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,宣传册,直接雇佣￥ 1200,￥ 1200,任务编号：335818,2900-3152.csv,,,,,,,,"宣传册设计, 宣传册制作"
【产品推广】微店推广（3）期,https://task.epwk.com/335834/,195人,1人,"¥25,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,微店推广（3）期,直接雇佣￥ 25000,￥ 25000,任务编号：335834,2900-3152.csv,,,,,,,,"微店推广, 期"
【LOGO设计】LOGO制作,https://task.epwk.com/335840/,694人,1人,¥100,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,LOGO制作,直接雇佣￥ 100,￥ 100,任务编号：335840,2900-3152.csv,,,,,,,,"LOGO设计, 标志制作"
【微博营销】微博互粉六期,https://task.epwk.com/335848/,635人,1人,"¥29,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,微博互粉六期,直接雇佣￥ 29000,￥ 29000,任务编号：335848,2900-3152.csv,,,,,,,,"微博互粉, 六期"
【APP开发】﻿﻿﻿﻿﻿﻿﻿﻿微信功能应用开发,https://task.epwk.com/335885/,163人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,微信功能应用开发,直接雇佣￥ 10000,￥ 10000,任务编号：335885,2900-3152.csv,,,,,,,,"微信功能, 应用开发"
“空竹饭”包装设计,https://task.epwk.com/335914/,90人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,“空竹饭”包装设计,直接雇佣￥ 3000,￥ 3000,任务编号：335914,2900-3152.csv,,,,,,,,"空竹饭, 包装设计"
【卡通形象设计】卡通形象设计,https://task.epwk.com/335945/,661人,1人,¥100,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,卡通形象设计,直接雇佣￥ 100,￥ 100,任务编号：335945,2900-3152.csv,,,,,,,,"卡通形象, 设计"
【微信推广】微信推广,https://task.epwk.com/335949/,4134人,1人,"¥1,000",待验收,,微信推广,直接雇佣￥ 1000,￥ 1000,任务编号：335949,0-88.csv,,,,,,,,微信推广
【APP开发】ios app 计算类软件,https://task.epwk.com/335979/,274人,1人,"¥1,400",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,ios app 计算类软件,直接雇佣￥ 1400,￥ 1400,任务编号：335979,2900-3152.csv,,,,,,,,"ios app, 计算类软件"
【LOGO设计】大跃推广,https://task.epwk.com/335986/,250人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,大跃推广,直接雇佣￥ 1000,￥ 1000,任务编号：335986,2900-3152.csv,,,,,,,,大跃推广
【海报设计】海报设计,https://task.epwk.com/335991/,157人,1人,¥300,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,海报设计,直接雇佣￥ 300,￥ 300,任务编号：335991,2900-3152.csv,,,,,,,,海报设计
【LOGO设计】logo设计,https://task.epwk.com/335992/,284人,1人,¥300,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,logo设计,直接雇佣￥ 300,￥ 300,任务编号：335992,2900-3152.csv,,,,,,,,logo设计
【企业官网】某高端系列产品营销网站开发与维护,https://task.epwk.com/336022/,200人,1人,"¥29,800",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,某高端系列产品营销网站开发与维护,直接雇佣￥ 29800,￥ 29800,任务编号：336022,2900-3152.csv,,,,,,,,"高端系列产品, 营销网站, 网站维护"
“贼有型”发型造艺卡通标志设计,https://task.epwk.com/336045/,140人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,“贼有型”发型造艺卡通标志设计,直接雇佣￥ 3000,￥ 3000,任务编号：336045,2900-3152.csv,,,,,,,,"发型设计, 卡通标志, 贼有型"
AE数字视频短片,https://task.epwk.com/336074/,448人,1人,¥900,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,AE数字视频短片,直接雇佣￥ 900,￥ 900,任务编号：336074,2900-3152.csv,,,,,,,,AE数字视频短片
【微博营销】微博互粉六期追加,https://task.epwk.com/336091/,473人,1人,"¥21,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,微博互粉六期追加,直接雇佣￥ 21000,￥ 21000,任务编号：336091,2900-3152.csv,,,,,,,,"微博互粉, 追加"
【LOGO设计】公司logo设计,https://task.epwk.com/336093/,327人,1人,¥200,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,公司logo设计,直接雇佣￥ 200,￥ 200,任务编号：336093,2900-3152.csv,,,,,,,,"公司logo, 设计"
把盛代文化传媒的网站开发出来,https://task.epwk.com/336102/,202人,1人,¥500,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,把盛代文化传媒的网站开发出来,直接雇佣￥ 500,￥ 500,任务编号：336102,2900-3152.csv,,,,,,,,"盛代文化传媒, 网站开发"
【宣传册设计】“开心老头”画册设计,https://task.epwk.com/336126/,151人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,“开心老头”画册设计,直接雇佣￥ 2000,￥ 2000,任务编号：336126,2900-3152.csv,,,,,,,,"画册设计, 开心老头"
【数据录入】信息录入数据之379,https://task.epwk.com/336131/,474人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,信息录入数据之379,直接雇佣￥ 4000,￥ 4000,任务编号：336131,2900-3152.csv,,,,,,,,"信息录入, 数据录入"
教育论坛平台开发,https://task.epwk.com/336141/,169人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,教育论坛平台开发,直接雇佣￥ 5000,￥ 5000,任务编号：336141,2900-3152.csv,,,,,,,,"教育论坛, 平台开发"
企业网站制作,https://task.epwk.com/336148/,133人,1人,¥700,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,企业网站制作,直接雇佣￥ 700,￥ 700,任务编号：336148,2900-3152.csv,,,,,,,,"企业网站, 网站制作"
A4一般宣传页设计,https://task.epwk.com/336153/,93人,1人,¥100,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,A4一般宣传页设计,直接雇佣￥ 100,￥ 100,任务编号：336153,2900-3152.csv,,,,,,,,"A4宣传页, 设计"
按照设计图纸走,https://task.epwk.com/336156/,513人,1人,¥700,圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,按照设计图纸走,直接雇佣￥ 700,￥ 700,任务编号：336156,2900-3152.csv,,,,,,,,"设计图纸, 走"
【其他定制】家装设计,https://task.epwk.com/336157/,907人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3079.html?m=6&o=7,家装设计,直接雇佣￥ 3000,￥ 3000,任务编号：336157,2900-3152.csv,,,,,,,,家装设计
全国分地域家教中介平台网站,https://task.epwk.com/336158/,141人,1人,"¥2,640",圆满完成,https://task.epwk.com/page3078.html?m=6&o=7,全国分地域家教中介平台网站,直接雇佣￥ 2640,￥ 2640,任务编号：336158,2900-3152.csv,,,,,,,,"家教中介, 分地域, 网站"
【APP开发】手机游戏开发追加,https://task.epwk.com/336168/,342人,1人,"¥56,000",圆满完成,https://task.epwk.com/page3078.html?m=6&o=7,手机游戏开发追加,直接雇佣￥ 56000,￥ 56000,任务编号：336168,2900-3152.csv,,,,,,,,"手机游戏开发, 追加功能"
【LOGO设计】天津五洲华电自动化技术有限公司LOGO设计,https://task.epwk.com/336212/,207人,1人,¥888,圆满完成,https://task.epwk.com/page3078.html?m=6&o=7,天津五洲华电自动化技术有限公司LOGO设计,直接雇佣￥ 888,￥ 888,任务编号：336212,2900-3152.csv,,,,,,,,"天津五洲华电自动化技术有限公司, LOGO设计"
麦赞店面4张店面效果图,https://task.epwk.com/336215/,366人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3078.html?m=6&o=7,麦赞店面4张店面效果图,直接雇佣￥ 2000,￥ 2000,任务编号：336215,2900-3152.csv,,,,,,,,"麦赞店面, 店面效果图"
