标题,标题链接,查看数,参与数,需求价���,状态,需求方,需求文本,发布时间,完成时间,任务编号,赏金总额,参与交稿,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12
【包装设计】鲜人参包装设计,https://task.epwk.com/1095750/,7932人,26人,,圆满完成,小九123,"我们是一家吉林的人参种植合作社。是一家集鲜人参的种植、收购、仓储、分级、加工包装、配送于一体的专业鲜人参供应商。现精选出一种适合放在茶杯里泡水喝的小规格鲜人参，准备推向C端市场。 产品特色：1，外型精致优美。2，还具有可以生长的植物活性3，口感鲜美，参味十足4，属于时尚滋补保健品5，目标客户群体是具有保健意识和需求的中等收入人群6，品牌名称为“逸杯”产品名称为“鲜参”或“鲜人参” 要求： 1 ，单只独立包装（可以单独售卖）要求：1，透明，可以让购买者直接看到鲜人参      2，图案或造型尽量贴近人参和菊花泡在水杯中的美好形象      3，推广语“逸杯鲜人参，焕发新活力” 2，6只组合装（具有礼品功能）要求：1，包装内部六只人参分别有独立空间，且透明      2，内部结构合理，图案设计与单只独立包装有一定的相关性      3，推广语“百草之王不是传说！”3.品牌名称和产品名称及推广语需要字体设计，要求不侵犯他人的著作权。  知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2024.11.04,2024.11.27,任务编号：1095750,￥ 2000,28,素凡创新设计,https://shop.epwk.com/rp5z4vxvwdx3/,素凡创新设计,出售服务,https://shop.epwk.com/rp5z4vxvwdx3/chushou/,工作室,二品,60分,总 88 次中标，交易总金额,￥5.56万,素凡创新设计,,品牌设计 logo,"￥1000
            /次",智能穿戴外观设计,"￥3500
            /次",家纺产品设计,"￥3500
            /次",家电类外观设计,"￥3500
            /次",,,,,,,,,,
【产品结构设计】圆把手的设计,https://task.epwk.com/1095644/,1930人,6人,,圆满完成,gofar远为,前后都是圆形把手的锁。锥形圆如附图。用于酒店客房门，为全自动酒店客房门锁。前把手是固定不动的，中心有机械钥匙孔，后把手是可以左右旋转，也可以将圆把手做成非常规圆形状，要有创意和科技感。1，前后对称;门前把手中心留机械钥匙孔，可设计盖片装饰;前把手固定不动。门锁为纯刷卡锁，刷卡位置不用考虑也不考虑密码键盘区域。2，门里把手成为后把手，前后对应为好，后把手区别前把手可以活动，左旋右旋。可以做三个手抓凹痕或者侧面有细纹。3，如何固定，前把手和后把手的垫片，后把手自由旋转。4，因为门锁分前装市场和后装市场，后装市场就是改换其它门锁，涉及到原有孔位要遮盖，所以要设计一块装饰垫板作为后装市场的必配，垫板尺寸2807510mm。圆形锁在垫板下端靠边60mm处。垫板上可以安排刷卡区域或装饰性图案覆盖旧孔位等。5、需要外观设计的建模图。,2024.11.01,2024.11.24,任务编号：1095644,￥ 800,10,星岬设计工作室,https://shop.epwk.com/v0n1xwwl257y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】公司LOGO设计,https://task.epwk.com/1095557/,5740人,76人,,圆满完成,威恒天下86,公司全称：重庆津科实业有限公司，经营项目：供应链管理服务：建筑材料销售，货物进出口，技术进出口，保健食品销售，主要针对：食品销售，供应链管理服务，城市配送运输服务，建筑智能化系统设计 。首写英文字母与图形结合    津科中文汉字变形与图形结合  均可考虑   要求LOGO简单大气，简洁易记，易于后期场景制作上传附件可作为参考,2024.10.31,2024.11.11,任务编号：1095557,￥ 2200,113,映皓设计,https://shop.epwk.com/z2nkzp16qnqy/,映皓设计,出售服务,https://shop.epwk.com/z2nkzp16qnqy/chushou/,个人,九品,37分,,,映皓设计,,,,,,,,,,,,,,,,,,,
【LOGO设计】科技公司LOGO设计,https://task.epwk.com/1095548/,1006人,32人,,圆满完成,o5d31991cae563,"公司名：宁波金佰亿智能科技有限公司主要经营产品为：家用电器，智能电子，快销电子产品，智能氛围灯等产品要求：1、设计图形加字母的商标，可以检索注册，圆形和椭圆形，没有边框都可以2、我们公司的英名是：kingboyi，采用jinbaiyi的拼音设计也可以，用首字母设计也可以3、图标颜色为科技蓝，为主色调知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2024.10.31,2024.11.16,任务编号：1095548,￥ 500,64,宇易品牌策划,https://shop.epwk.com/m7d7wz62w5q8/,宇易品牌策划,出售服务,https://shop.epwk.com/m7d7wz62w5q8/chushou/,工作室,三品,43分,,,宇易品牌策划,,LOGO设计,"￥300
            /日",,,,,,,,,,,,,,,,
【包装设计】升级原包装,https://task.epwk.com/1095503/,1855人,26人,,圆满完成,同君行T633A,升级原包装  设计要求：简单大气,2024.10.31,2024.11.21,任务编号：1095503,￥ 600,29,创益设计,https://shop.epwk.com/7lngqwwo3dmr/,创益设计,出售服务,https://shop.epwk.com/7lngqwwo3dmr/chushou/,工作室,七品,37分,,,创益设计,,,,,,,,,,,,,,,,,,,
【包装设计】设计一个文字LED屏幕的边框，要有设计感的,https://task.epwk.com/1095429/,4431人,24人,,圆满完成,ishiliao,我将在高校的食堂和宿舍的入口设置很多LED电子屏，用于播放文字广告，4个字宽度，1个字高度的，见照片1-LED，现在需要给这些LED屏设计一个适合校园场景的边框，要让学生们感到有设计感的。附件是将设置LED电子屏的场地照片，请根据这些场地设计一些有艺术感的边框。我会用亚克力做出边框来固定LED。要求提交的设计方案里都要显示出的边框配合LED后的形状，以及实物贴到照片里的实际场景里效果图,2024.10.30,2024.11.20,任务编号：1095429,￥ 800,25,金生设计室,https://shop.epwk.com/4rn8qvk03ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】童装品牌，芊童彩LOGO设计,https://task.epwk.com/1095386/,5086人,67人,,圆满完成,优品汇ybKJR,公司经营范围：童装服饰服装，儿童玩具。 设计要求： 1、童装品牌，要活泼，大气、简洁、明快; 2、有视觉冲击力，醒目易识别，突出品牌元素，后续便于VI延展设计; 3、能体现特色。 4、附上创意说明。 5、 ai生成的不要，必须原创。,2024.10.30,2024.11.23,任务编号：1095386,￥ 960,98,麦鹏文化,https://shop.epwk.com/09drjyeze53w/,麦鹏文化,出售服务,https://shop.epwk.com/09drjyeze53w/chushou/,工作室,五品,60分,总 20 次中标，交易总金额,￥3824.02,麦鹏文化,,企业PPT设计,"￥200
            /页",企业宣传品设计,"￥800
            /款",视频、动画设计制作,"￥10000
            /款",品牌包装设计,"￥3000
            /款",,,,,,,,,,
【手提袋设计】茶叶手提袋设计,https://task.epwk.com/1095130/,899人,20人,,圆满完成,灵感6688,1、茶叶手提袋2、茶叶名字：帝王茶系列-金章宗-玩岩璟（猫王肉桂）3、要求：创意、高档、古朴、复古。4、茶叶LOGO和参考图已经发在附件上了,2024.10.28,2024.11.22,任务编号：1095130,￥ 500,24,创益设计,https://shop.epwk.com/7lngqwwo3dmr/,创益设计,出售服务,https://shop.epwk.com/7lngqwwo3dmr/chushou/,工作室,七品,37分,,,创益设计,,,,,,,,,,,,,,,,,,,
【LOGO设计】阀门生产厂家logo设计,https://task.epwk.com/1094921/,2160人,45人,,圆满完成,v企创0xF2O,"“FJV”，阀门生产厂家，LOGO设计及简单应用 经营介绍：“FJV”是一家设计，制造，销售服务为一体企业。产品远销到美国、欧洲、东南亚及非洲各国。VI应用内容：设计LOGO设计要求： 1、大气、简洁、明快;2、有视觉冲击力，醒目易识别，突出阀门品牌元素;3、能体现特色，但如限制了设计师的创意，可重新设计。4、附上创意说明。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2024.10.25,2024.12.15,任务编号：1094921,￥ 500,68,渲染精彩,https://shop.epwk.com/78dljop6l5lx/,渲染精彩,出售服务,https://shop.epwk.com/78dljop6l5lx/chushou/,工作室,二品,55分,,,渲染精彩,,创意产品,"￥500
            /件",创意产品,"￥300
            /件",创意产品,"￥1000
            /件",效果图,"￥500
            /次",,,,,,,,,,
【LOGO设计】让道科技    logo 设计,https://task.epwk.com/1094910/,2195人,40人,,圆满完成,让道科技1,"让道科技    logo 设计，LOGO设计及简单应用 slogan：让智慧先行VI应用内容：设计LOGO  名片，易拉宝，指示牌，杯子，宣传册，DM单页，文化墙等物料出个对应的样例。公司经营范围：网络科技  软件开发  海外开开店 代运营等。设计要求：1、大气、简洁、明快;2、有视觉冲击力，醒目易识别，突出互联网品牌元素;3、能体现特色。4、附上创意说明。5、 ai生成的不要，必须原创。""让道，让智慧先行"" 这个口号的含义可以从以下几个方面来解释： 领先一步：口号中的“先行”意味着走在前面，领先于他人。这表达了公司或产品在智慧技术或解决方案方面的领先地位，以及对于行业趋势的预见性和先发制人的策略。 2. 智慧优先：将“智慧”放在首位，强调的是公司在决策、产品开发和服务提供中，智慧是核心驱动力。这表明公司重视智能化、创新思维和科学决策。 3. 让路于智慧：“让道”这一动作意味着为智慧让开道路，不设置障碍，让智慧能够顺畅地流动和发挥作用。这可以理解为公司在面对市场变化和客户需求时，愿意调整和优化自己的战略和行动，以适应智慧发展的趋势。 4. 导向未来：这个口号还暗示了公司或产品不仅关注当前，还致力于塑造未来。智慧先行意味着能够指引公司向着更智能、更高效的方向发展，为未来的挑战做好准备。 综上所述，“让道，让智慧先行”是一个表达公司以智慧为引领，追求创新和领先，同时愿意为智慧的实现让开道路，引领行业走向未来的宣传口号。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2024.10.24,2024.11.13,任务编号：1094910,￥ 600,65,百搭设计,https://shop.epwk.com/qgdmjoo2qdke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"【LOGO设计】""南瓜师兄""企业商标设计",https://task.epwk.com/1094906/,2218人,31人,,圆满完成,o591d531bd6c68,"商标名称就是 南瓜师兄，用南瓜师兄设计经营介绍：主要是儿童类，教玩具为主，儿童图书，儿童教具，智力启蒙，智力开发的相关产品。设计要求： 1、大气、简约，形象符合3--10岁儿童的年龄段人群。2、有视觉冲击力，醒目易识别，南瓜师兄大师哥的教育元素3、能体现特色。 4、附上创意说明。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2024.10.24,2024.11.06,任务编号：1094906,￥ 600,37,tomzhouwei,https://shop.epwk.com/z2nkzrxv2nqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】公司LOGO原创设计,https://task.epwk.com/1094856/,1602人,33人,,圆满完成,Jimmyyang,"1:必须原创图形，LOGO可用于注册商标。2:中标者需提供矢量源文件。3:""赫利科…可用在商标里面，也可以不用在商标里面!4字母”helike”需要简易设计(名片制作水印使用)4:公司从事设备、工具、自动化行业，属于机械行业-最好体现以上三类直观视觉5:如果可以，同时简单设计名片版本",2024.10.24,2024.11.17,任务编号：1094856,￥ 500,59,布鲁恩设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】酒店LOGO设计,https://task.epwk.com/1094813/,2041人,49人,,圆满完成,集贤帮IsTi5,天丰酒店，自由发挥，最好是以TF两个字母来做设计,2024.10.24,2024.11.14,任务编号：1094813,￥ 500,68,tomzhouwei,https://shop.epwk.com/z2nkzrxv2nqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【吉祥物设计】餐饮品牌IP设计,https://task.epwk.com/1094768/,3767人,38人,,圆满完成,江山与你,我们是主打炒鸡的湘菜餐饮连锁品牌，招牌菜是肥肠竹林鸡，采用竹林散养6个月左右的小公鸡，加上秘制调料爆炒，新鲜美味。品牌色以绿色主为，店内装修也以清新绿色为主要风格。IP需符合品牌调性和餐饮特点，可以突出“赞”字或带竹元素，动物或人物皆可。附带几个餐饮使用场景动作（欢迎/点赞/端盘/炒菜/耍酷）。终稿需提供原文件（PS/AI/CDR/3D或C4D）,2024.10.23,2025.03.26,任务编号：1094768,￥ 5000,52,o58ca40e8cce8b,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【包装设计】洛神花汁瓶标和外箱设计,https://task.epwk.com/1094642/,1526人,16人,,圆满完成,Gaodev,洛神花汁一、任务内容1.250mL洛神花汁瓶贴：全包热缩  瓶高177mm，直径53mm2.12瓶装外箱和15瓶装外箱设计，12瓶装外箱尺寸：246185205mm  15瓶装外箱尺寸：275165180mm  外箱内容可一样3.具体形状见附图二、产品简介：   传说中的养颜之源，洛神花汁的制作过程独特而精致，精选优质的洛神花，通过提取浓缩，其酸甜适口的风味，能唤醒味蕾的无尽遐想。三、设计要求（一）瓶标设计1.瓶标风格：美观活泼，售卖场所以火锅店为主，识别力强，符合火锅店人群画像2.瓶标颜色：红色为主（瓶盖为红色）3.瓶标粘贴方式：手工套标机器热缩4.瓶标内容：见附件（1）洛神花  1.品牌：昆之蓝  2.瓶标内容符合相关食品饮料预包装国家标准  3.瓶标内容精简但需具有产品独有特点  4.内容：A.商标名称：昆之蓝B.产品名称：洛神花汁C.净含量：250mL 5.条形码需生成黑白竖状条码四、设计费及知识产权  本项目设计费共1000元，包含瓶标以及外箱设计。由1人中标。  设计人的作品不能有侵犯他人知识产权的行为，否则由此引发的一切后果和造成的所有经济算是由设计人承担。完成设计交接后，本公司拥有该设计的完整著作权及其他附属权利。五、要求设计人按照有关设计规范进行设计，中标作品必须提供完整的矢量化资料一套（电子版）。 青海高德威生物保健股份有限公司 附：本公司已申请商标：,2024.10.22,2024.11.07,任务编号：1094642,￥ 1000,15,佳动设计工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
