标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【小程序开发】比赛新媒体运营小程序,https://task.epwk.com/1029721/,1053人,15人,5000-10000元,圆满完成,o5e69d8db00086,比赛新媒体运营小程序，新媒体运营需要充值，比赛需要有排名，报名，赛事简介等功能,2023-02-17,2023.03.31,任务编号：1029721,8200.0,"30天,30天,30天,20天,30天,30天,30天","湖北省-襄樊市-樊城区,河南省-洛阳市,湖南省-长沙市-岳麓区,宁夏回族自治区-银川市-兴庆区,福建省-厦门市-集美区,内蒙古-呼和浩特市,山东省-淄博市-张店区",襄阳弘创中睿软件开发技术有限公司,https://shop.epwk.com/z2nkzrkz4nqy/,襄阳弘创中睿软件开发技术有限公司,出售服务,https://shop.epwk.com/z2nkzrkz4nqy/chushou/,企业,一品,42分,,,襄阳弘创中睿软件开发技术有限公司,,VUE+SpringBoot 架构源码,"￥1000
            /起",短视频渠道加粉小程序定制开发,"￥1000
            /起",微信小程序定制开发,"￥1000
            /起",CRM/ERP企业管理系统定制开发,"￥1000
            /起",APP定制开发,"￥1000
            /起",公众号定制开发,"￥1000
            /起",PHP / H5定制开发,"￥1000
            /起",,,,,小程序开发
【SAAS软件】窗户幕墙设计系统-尾款部分,https://task.epwk.com/1029515/,196人,1人,1万-2万元,圆满完成,o5fa0e663319ad,窗户幕墙设计系统，尾款支付,2023-02-15,2023.02.15,任务编号：1029515,12000.0,10天,湖南省-长沙市-市辖区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",SAAS软件
【H5开发】uniapp前端，tp6框架，二开需求，全栈技术来,https://task.epwk.com/1029504/,483人,3人,3000-5000元,圆满完成,威恒天下iMuoK,目前程序已经搭建好，有二开需求，需要一名负责任的前后端都精通的php技术大牛长期合作，有php商城返佣，三级分销等开发经验，全天在线，沟通响应及时，报价合理的来,2023-02-15,2023.03.06,任务编号：1029504,3500.0,"7天,15天","山东省-淄博市,河南省-洛阳市-洛龙区",果田科技 100%好评服务商,https://shop.epwk.com/j7n38x8pe5e1/,果田科技 100%好评服务商,出售服务,https://shop.epwk.com/j7n38x8pe5e1/chushou/,企业,一品,82分,总 67 次中标，交易总金额,￥37.77万,果田科技 100%好评服务商,,各平台APP开发,价格面议,各平台小程序开发,价格面议,,,,,,,,,,,,,,,H5开发
【前端开发】前端开发 设备管理控制台,https://task.epwk.com/1029188/,499人,3人,1000-3000元,圆满完成,o5ece210374be4,任务描述：1. 使用Vue3框架实现，前后端分离，本阶段只实现前端效果；2. 需要实现的页面及内容见《附录1：功能概览》，及其链接跳转参考附件视频。页面中需跳转到其他页面（本阶段不需实现的页面）时，统一跳转到test页面代替。3. 页面内容（图片、视频、文字等）取用样例页面中的即可，取不出来的找类似图片代替占位；4. 选用常用UI库，页面内容、UI效果、用户交互可以正常展示；5. 代码干净整洁无冗余，结构清晰，注释完整，交付源码；需求描述另详谈。,2023-02-13,2023.03.04,任务编号：1029188,2600.0,"15天,3天,15天","湖北省-武汉市-武昌区,四川省-自贡市,江苏省-无锡市-惠山区",武汉创源铭晟商务咨询有限公司,https://shop.epwk.com/78dlj2x2l5lx/,武汉创源铭晟商务咨询有限公司,出售服务,https://shop.epwk.com/78dlj2x2l5lx/chushou/,个人,七品,43分,,,武汉创源铭晟商务咨询有限公司,,律师事务所管理系统,"￥40000
            /起",工厂生产管理一体化,"￥40000
            /起",高企认证软著办理知识产权等,"￥1
            /年",网站建设,价格面议,app开发,价格面议,app健身,"￥1
            /起",app|小程序|网站开发,"￥5000
            /起",企业OA信息管理系统,"￥40000
            /起",企业内部信息管理系统,"￥40000
            /起",前端开发
【其他软件开发】用JAVA连接PLC,https://task.epwk.com/1028780/,301人,3人,3000-5000元,圆满完成,啊布工作室,用JAVA语言连接三菱PLC（FX3U-48M）实现读取PLC数据、和 写入数据到PLC。,2023-02-09,2023.02.16,任务编号：1028780,3000.0,"7天,10天","江苏省-无锡市-惠山区,北京市-北京市-朝阳区",空然工作室,https://shop.epwk.com/p05qj84qrdev/,空然工作室,出售服务,https://shop.epwk.com/p05qj84qrdev/chushou/,工作室,四品,57分,,,空然工作室,,,,,,,,,,,,,,,,,,,,其他软件开发
【SAAS软件】窗户幕墙设计系统三阶段款,https://task.epwk.com/1028755/,540人,1人,2万-5万元,圆满完成,o5fa0e663319ad,窗户幕墙设计系统，第三阶段,2023-02-08,2023.02.09,任务编号：1028755,38000.0,20天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",SAAS软件
【响应式网站】简单的邀评网站开发,https://task.epwk.com/1028673/,621人,4人,1000-3000元,圆满完成,周六六,"总计7,8个页面，逻辑是简单的step by stepdemo链接:  frigif.com/11测试订单号123，名字随便填，邮箱如123@qq.com",2023-02-08,2023.03.28,任务编号：1028673,2000.0,"12天,1天","四川省-自贡市,上海市-市辖区-浦东新区",黑羽网络-网站微信小程序开发,https://shop.epwk.com/p05qjzggrdev/,黑羽网络-网站微信小程序开发,出售服务,https://shop.epwk.com/p05qjzggrdev/chushou/,企业,二品,119分,总 58 次中标，交易总金额,￥10.1万,黑羽网络-网站微信小程序开发,,【设计师一对一】高端LOGO设计 高档定制 LOGO定制设计,"￥1
            /起",【黑羽网络】小程序开发/定制开发/手机网站/微信公众号开发,"￥1
            /起",微信公众号/小程序/H5定制开发/电脑端PC/移动端手机网站,"￥1
            /起",【黑羽网络】量身设计/KV设计/LOGO设计/海报设计/设计,"￥1
            /起",【黑羽网络】网站建设/网页设计/UI设计/页面设计,"￥1
            /起",【企业站专场】网站建设 网站制作 豪华企业网站所有栏目首页,"￥1
            /起",【黑羽网络】HTML5网站建设/量身设计/企业网站/黑羽网络,"￥1
            /详谈",【企业站专场】网站建设PC站送手机微信站 买一送二进行中,"￥1
            /详谈",微信公众号小程序H5定制开发电脑端PC移动端手机网站APP,价格面议,响应式网站
【软件UI设计】信息检索软件UI设计,https://task.epwk.com/1028615/,312人,2人,1000-3000元,圆满完成,威享eddnu,产品概述该产品主要是起一个数据显示的作用，将学校，家长，学生联系起来。显示主要小学的基本信息以及同一条街道的多个数据对比，除此之外还会显示当地政策的一些基本信息。对于家长感兴趣的地方，学校重点会有突出显示。2.2.1.同一街道数据对比显示图像 这是页面的第一个首要的功能，首页以武汉各个区为一个大目录，其中对于每个区街道中有三所以上的小学进行道路名称的显示，在点击街道之后，会显示该街道学校基本信息对比的图片。主要呈现武汉各区域超过三个小学的街道中小学的基础信息对比。 以蔡甸区为例子：首先在首页中会出现武汉的各个区的名称（图一），点击蔡甸区后会显示其超过三个小学的街道名称，每一个街道都会有其数据对比图片，主要通过数据对比显示学校面积，教师数目，教室数目，教学班，以及多功能教室数目对比图像的图片（图三）。          显示武汉各个区域名称               对超过三个小学的街道进行显示                                  对街道学校信息的对比2.2.2显示学校的基础信息     软件第二个主要功能是基础信息的展示，其界面显示的内容最为全面，也最为具体，通过这一个界面搜索小学名称，会显示出小学的地图坐标，以及显示学校学生数目，学校老师数目，学校邮政编码，教学班级数目，学校功能室数目，优秀老师数目以及对学校的特色和历史都有详细的显示。在整个程序中只要搜索其小学名称就会跳转到地图界面，显示处整个学校的基础信息，对于信息不全的会有空白，会在后续更新中完善和解决。  在最后基础信息显示之后会出现评论区，用户可以自由评论学校的基础设施和教学质量。像淘宝一样，家长可以对小学的疑问提出意见，在未来实现政府，家长，学校，三位一体。2.2.3.新闻咨讯的显示   软件的第三主要功能是显示新闻，关于当地，国家对于小学政策的发布，点击可以打开看到详细内容。像就近入学，外来务工子女入学等诸多政策。查询可以进入管方正式的网站。减少家长被欺骗的概率。,2023-02-07,2023.02.21,任务编号：1028615,2400.0,10天,湖北省-武汉市-汉阳区,而优科技,https://shop.epwk.com/81n41g3r0np6/,而优科技,出售服务,https://shop.epwk.com/81n41g3r0np6/chushou/,企业,二品,42分,,,而优科技,,抖微整合营销,"￥420
            /起",软件定制开发,"￥1000
            /起",微盟saas产品,"￥3000
            /起",LOGO设计,"￥1000
            /起",,,,,,,,,,,软件UI设计
【其他软件开发】网店公开数据采集,https://task.epwk.com/1028551/,272人,2人,1000-3000元,圆满完成,o5c442c3cce6be,页面有验证码，IP频繁访问会被封，需要解决这几个问题，再去采集,2023-02-07,2023.02.11,任务编号：1028551,2000.0,3天,江西省-赣州市-章贡区,腾亿信息科技有限公司,https://shop.epwk.com/m7d7w7ovp5q8/,腾亿信息科技有限公司,出售服务,https://shop.epwk.com/m7d7w7ovp5q8/chushou/,企业,五品,41分,,,腾亿信息科技有限公司,,,,,,,,,,,,,,,,,,,,其他软件开发
【网站二次开发】商家微信收款pc网站开发,https://task.epwk.com/1028342/,372人,4人,1000-3000元,圆满完成,合作是王道,前台：单软件产品销售页面后台：查看订单、关闭订单、申请退款、查看退款技术栈：tp6+vue，wechatpay-php已集成到tp6并调试成功,2023-02-05,2023.02.14,任务编号：1028342,2000.0,"10天,10天,5天","山东省-淄博市-市辖区,河南省-洛阳市,山东省-济南市",果田科技 100%好评服务商,https://shop.epwk.com/j7n38x8pe5e1/,果田科技 100%好评服务商,出售服务,https://shop.epwk.com/j7n38x8pe5e1/chushou/,企业,一品,82分,总 67 次中标，交易总金额,￥37.77万,果田科技 100%好评服务商,,各平台APP开发,价格面议,各平台小程序开发,价格面议,,,,,,,,,,,,,,,网站二次开发
【分销管理软件】管理系统开发,https://task.epwk.com/1028237/,959人,4人,1万-2万元,圆满完成,元宇智创,一个项目管理系统软件，附件私下索取，具体需求请联系沟通，先大致报个价。寻靠谱服务商，要求按时保质保量完成任务，中途不得加价。前端要求用uniapp开发，要H5小程序和安卓版APP，后端用PHP。,2023-02-03,2023.02.04,任务编号：1028237,12500.0,25天,山东省-济南市,济南九零启航网络科技有限公司,https://shop.epwk.com/rp5z4pl97dx3/,济南九零启航网络科技有限公司,出售服务,https://shop.epwk.com/rp5z4pl97dx3/chushou/,企业,三品,40分,,,济南九零启航网络科技有限公司,,智慧门店——商业模式行业需求定制开发,"￥100
            /起",零售批发——商业模式行业需求定制开发,"￥100
            /起",会员分润——会员等级奖金分红定制开发,"￥100
            /起",社区商城——社区团购集中管理定制开发,"￥100
            /起",微信商城——公众号小程序场景营销定制开发,"￥100
            /起",定制开发——源码搭建一对一服务满意为止,"￥100
            /起",APP开发——定制开发、安卓、IOS,"￥1000
            /起",H5开发——定制开发、网站模板、网站二开,"￥100
            /起",,,分销管理软件
【APP开发】只做安卓脚本,https://task.epwk.com/1028238/,300人,1人,1000-3000元,圆满完成,星享事成KhG7w,"设置一个悬浮窗
1.设置每群检测间隔时间
2.开始按钮
3.关键词设置

群聊界面，从第一个群开始按序打开看，看本次打开能看见的文字中有没有设置的关键词。如果没有，则发送一条消息（消息来源:系统剪贴板）。如果有，看下一个群。最后一个群看完继续从第一个群又看。往复循环。

如果剪切板的内容为“   ”（三个空格）或按音量上，则停止操作。

需要做两个，一个用于TIM，一个用于微信",2023-02-03,2023.02.07,任务编号：1028238,1500.0,3天,山东省-青岛市-黄岛区,菠菜软件定制工作室,https://shop.epwk.com/0z5o4x6glnjq/,菠菜软件定制工作室,出售服务,https://shop.epwk.com/0z5o4x6glnjq/chushou/,工作室,一品,60分,总 44 次中标，交易总金额,￥27.29万,菠菜软件定制工作室,,app协议网页协议脚本协议app开发抢购抢票,"￥300
            /起",脚本开发易语言autojs制作数据采集手机电脑网页协议,"￥500
            /起",采集软件python脚本开发定制/网站APP数据资料抓取搜集,"￥500
            /起",全网数据抓取/网站APP信息收集采集定制/数据分析/市场调研,"￥200
            /起",安卓模拟器按键精灵autojs免root手机脚本模拟抢单器,价格面议,,,,,,,,,APP开发
