标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,能力标签
【包装设计】食品行业包装设计,https://task.epwk.com/943263/,749人,1人,5000-10000元,圆满完成,vitorru,项目：食品行业包装设计称呼:王先生地区:需求:固体饮料瓶贴和外包装盒设计+瓶身设计预算:评估报价,2021-07-07,2021.07.07,任务编号：943263,7800.0,5天,北京市-北京市,一纬三渡品牌设计,https://shop.epwk.com/z2nkz9qo4nqy/,一纬三渡品牌设计,出售服务,https://shop.epwk.com/z2nkz9qo4nqy/chushou/,企业,一品,45分,,,一纬三渡品牌设计,,热点传播设计,"￥500
            /起",广告设计,"￥800
            /起",病毒性传播设计,"￥500
            /起",LOGO/标示设计,"￥650
            /起",包装设计
【包装设计】大米包装设计,https://task.epwk.com/943078/,804人,2人,1000元以内,圆满完成,k3899****48,项目:大米包装设计称呼:张先生地区:黑龙江哈尔滨需求:大米包装设计，有图片，主要显示出水稻田生长在四面环山的林中田里，灌溉的水源是山泉水或是小瀑布，还要有稻田，具体加微信沟通,2021-07-06,2021.07.26,任务编号：943078,299.0,4天,四川省-广元市-市辖区,汐晴设计,https://shop.epwk.com/89dvgv4kgdl2/,,,,,,,,,,,,,,,,,,,包装设计
【漫画设计】漫画设计,https://task.epwk.com/942930/,1322人,1人,5000-10000元,圆满完成,vitorru,区域：广西柳州 我想出一本书，教育类的，文案写好了，想变成漫画，一本书200页左右，把我的文字变成漫画按双方谈好的，合作愉快,2021-07-05,2021.07.06,任务编号：942930,8540.0,5天,天津市-市辖区,天津博漫插画设计有限公司,https://shop.epwk.com/2j5xojk335xm/,天津博漫插画设计有限公司,出售服务,https://shop.epwk.com/2j5xojk335xm/chushou/,企业,二品,129分,总 56 次中标，交易总金额,￥11.16万,天津博漫插画设计有限公司,,CG插画&游戏原画,"￥1800
            /起",,,,,,,漫画设计
【包装设计】食品行业包装设计,https://task.epwk.com/942900/,709人,1人,1000-3000元,圆满完成,k5920****95,项目：食品行业包装设计称呼：李先生地区:需求: 食品礼盒包装设计+手提袋设计预算：评估报价,2021-07-05,2021.08.02,任务编号：942900,1800.0,3天,上海市-市辖区-浦东新区,ＵRIZ楽思品牌包装创意,https://shop.epwk.com/78dlj21465lx/,ＵRIZ楽思品牌包装创意,出售服务,https://shop.epwk.com/78dlj21465lx/chushou/,企业,五品,40分,,,ＵRIZ楽思品牌包装创意,,IP卡通形象设计,"￥1500
            /起",包装设计,"￥1500
            /起",品牌VI,"￥5800
            /起",LOGO设计,"￥3000
            /起",包装设计
【包装设计】有机化肥包装设计,https://task.epwk.com/942813/,249人,1人,1000元以内,圆满完成,k7187****96,项目:有机化肥包装设计称呼:朱女士地区:湖南长沙需求:有机化肥包装设计，袋装设计，主题清晰，参照国际大牌产品设计，具体详谈,2021-07-05,2021.07.19,任务编号：942813,800.0,5天,广东省-中山市,海林品牌设计,https://shop.epwk.com/j7n381k6l5e1/,,,,,,,,,,,,,,,,,,,包装设计
【宣传册设计】公司课程宣传册兼学员手册设计,https://task.epwk.com/942684/,1430人,20人,1000-3000元,圆满完成,o5dc90e67838ef,公司课程宣传册兼学员手册，大约28个P彩页，50页空白写字页,2021-07-04,2021.07.11,任务编号：942684,2000.0,"6天,7天,5天,5天,7天,5天,7天","上海市-上海市-静安区,上海市-市辖区-静安区,广东省-深圳市,山东省-青岛市,辽宁省-丹东市-振兴区,福建省-厦门市,浙江省-温州市-市辖区",上海名道广告,https://shop.epwk.com/9w56eql76dv1/,,,,,,,,,,,,,,,,,,,宣传册设计
【LOGO设计】服装logo设计,https://task.epwk.com/942069/,292人,1人,1000元以内,圆满完成,k2261****34,"项目:服装logo设计称呼:张女士地区:广东省,深圳市需求:根据客户提供的图案，把图案一模一样画下来，然后把源码给客户。预算:详谈",2021-06-30,2021.07.08,任务编号：942069,300.0,3天,云南省-玉溪市-红塔区,玉溪熙锦创意文化发展有限公司,https://shop.epwk.com/78n96y2l2nkv/,玉溪熙锦创意文化发展有限公司,出售服务,https://shop.epwk.com/78n96y2l2nkv/chushou/,企业,六品,39分,,,玉溪熙锦创意文化发展有限公司,,我们来长期合作吧,价格面议,画册设计,"￥200
            /页",宣传册高端设计,"￥120
            /页",高端LOGO设计,"￥566
            /起",LOGO设计
【包装设计】山茶油包装设计,https://task.epwk.com/942066/,578人,1人,1000-3000元,圆满完成,k2933****38,项目:山茶油包装设计称呼:刘先生地区:福建泉州需求:山茶油的瓶贴，手提袋，外盒设计，具体按照沟通好的设计,2021-06-30,2021.07.09,任务编号：942066,2000.0,7天,四川省-成都市,以探传媒,https://shop.epwk.com/2j5xo3k1x5xm/,,,,,,,,,,,,,,,,,,,包装设计
【产品外观设计】饮料瓶外观设计,https://task.epwk.com/942036/,2138人,6人,1000元以内,圆满完成,o5bc9c162aaab6,"饮料瓶设计,工业设计。",2021-06-29,2021.07.12,任务编号：942036,300.0,"2天,5天,5天,5天","广东省-广州市-荔湾区,广东省-深圳市,山西省-太原市-晋源区,广东省-深圳市-龙岗区",广州极米设计有限公司,https://shop.epwk.com/2j5jj70m25pz/,广州极米设计有限公司,出售服务,https://shop.epwk.com/2j5jj70m25pz/chushou/,企业,五品,40分,,,广州极米设计有限公司,,产品开发设计  工业设计  产品建模渲染  产品材质工艺,"￥5000
            /起",三维效果渲染  3D建模  效果渲染,"￥2000
            /起",产品外观手板制作  产品结构手板制作  3D打印,"￥2000
            /起",产品结构设计  产品结构开发  结构专利申请,"￥5000
            /起",产品外观设计
【产品外观设计】麦克风产品外观设计,https://task.epwk.com/941584/,1778人,3人,1000元以内,圆满完成,o60d6a530818c7,类似这两款都可以，还是参照只能一款呢,2021-06-26,2021.07.15,任务编号：941584,800.0,"5天,5天","河北省-石家庄市,广东省-深圳市",石家庄恩铄科技,https://shop.epwk.com/p05qj8zmodev/,,,,,,,,,,,,,,,,,,,产品外观设计
【LOGO设计】品牌LOGO设计,https://task.epwk.com/941552/,1316人,12人,1000元以内,圆满完成,o60d68453b7465,我是现有品牌，需要配套设计图形，品牌名称已有,2021-06-26,2021.07.03,任务编号：941552,800.0,"5天,5天,5天,3天,3天,4天","黑龙江省-哈尔滨市,山东省-青岛市,广东省-深圳市,山西省-太原市-晋源区,广东省-中山市,广东省-汕尾市",宗启科技-逸卓设计事业部,https://shop.epwk.com/78dlj2zk95lx/,,,,,,,,,,,,,,,,,,,LOGO设计
【宣传册设计】钢铁行业公司宣传册设计,https://task.epwk.com/941422/,1564人,17人,1000-3000元,圆满完成,o60d0****81fc9,12p，A4纸大小竖版，首印6000册，预算8000左右，行业钢铁行业，风格蓝白为主，大气的感觉，主要用于商务洽谈，京津冀地区优先，其他地区也可，能长期合作的。,2021-06-25,2021.07.19,任务编号：941422,1500.0,"6天,5天,10天,5天,7天","山东省-青岛市-市北区,山东省-青岛市,山西省-太原市-晋源区,上海市-上海市-静安区,广东省-中山市",奇胜正合品牌设计,https://shop.epwk.com/2j5jj7mov5pz/,奇胜正合品牌设计,出售服务,https://shop.epwk.com/2j5jj7mov5pz/chushou/,企业,三品,60分,,,奇胜正合品牌设计,,企业/公司品牌形象VI设计,"￥3600
            /起",企业/公司品牌形象LOGO设计,"￥1000
            /起",logo设计原创标志商标图餐饮店标店铺公司企业平面VI品牌包装画册,"￥1000
            /起",logo设计原创商标注册品牌企业店标卡通字体图标标志名片满意为止,"￥1000
            /起",宣传册设计
【包装设计】烘培行业面包外包装袋子设计,https://task.epwk.com/941425/,1167人,1人,1000-3000元,圆满完成,k6787****08,项目: 烘培行业面包外包装袋子设计称呼: 王先生地区: 合肥，不限区域服务商需求: 圆形产品，直径12.5，每个独立包装，看起来高档预算: 1000左右时间：一个月左右完成备注：微信是手机号,2021-06-25,2021.10.08,任务编号：941425,2500.0,15天,广东省-汕头市,零零品牌设计,https://shop.epwk.com/09drj899q53w/,,,,,,,,,,,,,,,,,,,包装设计
【PPT设计】在原有PPT上做优化,https://task.epwk.com/941334/,709人,1人,1000元以内,圆满完成,Jennyxu,整体看起来更漂亮就可以了，不需要动画音乐之类花哨的东西。链接: https://pan.baidu.com/s/17pDDGCaDWi-HrkSRJS3gDg 提取码: dkks 复制这段内容后打开百度网盘手机App，操作更方便哦 --来自百度网盘超级会员v3的分享,2021-06-24,2021.06.25,任务编号：941334,100.0,2天,云南省-大理白族自治州-巍山彝族回族自治县,知行设计工作室,https://shop.epwk.com/z2nkz7m1xnqy/,,,,,,,,,,,,,,,,,,,PPT设计
【包装设计】一次性餐盒花纹设计,https://task.epwk.com/941283/,496人,10人,1000元以内,圆满完成,k2436****94,项目:一次性餐盒花纹设计称呼:龙先生地区:贵阳需求:一次性餐盒花纹设计，不要那些在网上找图的，要原创，具体跟设计师沟通,2021-06-24,2021.06.28,任务编号：941283,300.0,"3天,5天,5天,4天,3天","广东省-深圳市,广东省-深圳市,广东省-深圳市-宝安区,广东省-汕尾市,山东省-青岛市-市北区",广东红点创意设计有限公司,https://shop.epwk.com/m7d7w74er5q8/,,,,,,,,,,,,,,,,,,,包装设计
【LOGO设计】公司logo的设计,https://task.epwk.com/941141/,884人,13人,1000元以内,圆满完成,o60d3****26af5,公司主要做商务信息咨询、投资，因为公司名字有云字的概念，也想按照云的一些意义上定制个logo，但是也要符合公司的业务范围，做信息咨询,2021-06-23,2021.09.23,任务编号：941141,600.0,"5天,5天,5天,5天,5天,3天","湖南省-长沙市,广东省-深圳市,山东省-青岛市,河北省-石家庄市,黑龙江省-哈尔滨市,山西省-太原市-晋源区",八月江水品牌设计,https://shop.epwk.com/mod04zkyk5yv/,八月江水品牌设计,出售服务,https://shop.epwk.com/mod04zkyk5yv/chushou/,企业,四品,66分,,,八月江水品牌设计,,插画设计/国潮插画/文创插画/插画包装/手绘插画/古风插画/卡通插画/商业插画,"￥1000
            /起",LOGO设计/VI品牌设计/标志设计/商标设计/卡通形象设计/IP设计/公司形象设计,"￥500
            /起",手绘包装设计/系列包装/食品包装设计/产品包装设计/饮品包装设计/礼品包装设计,"￥1500
            /起",,,LOGO设计
【宣传册设计】电子版画册设计,https://task.epwk.com/941046/,1723人,21人,1000-3000元,圆满完成,朴峰设计,电子版画册，目录设计。做门锁产品，需要推广画册。工期赶，半个月左右。具体详谈,2021-06-23,2021.07.13,任务编号：941046,1500.0,"7天,5天,7天,12天","山东省-青岛市-市北区,广东省-深圳市,山西省-太原市-晋源区,广东省-广州市",奇胜正合品牌设计,https://shop.epwk.com/2j5jj7mov5pz/,奇胜正合品牌设计,出售服务,https://shop.epwk.com/2j5jj7mov5pz/chushou/,企业,三品,60分,,,奇胜正合品牌设计,,企业/公司品牌形象VI设计,"￥3600
            /起",企业/公司品牌形象LOGO设计,"￥1000
            /起",logo设计原创标志商标图餐饮店标店铺公司企业平面VI品牌包装画册,"￥1000
            /起",logo设计原创商标注册品牌企业店标卡通字体图标标志名片满意为止,"￥1000
            /起",宣传册设计
【LOGO设计】品牌LOGO设计,https://task.epwk.com/941022/,1020人,6人,1000元以内,圆满完成,o5fd7****49326,公司名字：五淼文化有限公司，预算500元 取名理念：五为数字至贵数，淼为女人如水，意思是女人如水，方为贵气 经营内容：培训家庭幸福，女性幸福，成功婚恋设计要求：1.     根据五淼取名理念和经营内容，五淼品牌logo，2.     做门头和背景墙应用效果，背景墙文字：五淼，门头文字：五淼文化商务中心3.     提供logo源文件，字体和用色标准4.     设计到满意为止5.    设计工作应在15日内完成6.    所有稿件必须是原创，设计必须提供源文件（AI，PS等）给我方8.    设计稿版权归我方所有,2021-06-23,2021.08.31,任务编号：941022,500.0,"2天,5天,7天","广东省-广州市-白云区,山东省-青岛市,上海市-市辖区",盒鹿视觉设计,https://shop.epwk.com/3gd2m8k9vner/,盒鹿视觉设计,出售服务,https://shop.epwk.com/3gd2m8k9vner/chushou/,企业,四品,59分,总 43 次中标，交易总金额,￥5.45万,盒鹿视觉设计,,包装设计/标签设计/礼盒设计/系列包装,"￥1500
            /款",LOGO设计/标志设计/原创LOGO/定制LOGO,"￥800
            /起",品牌餐饮企业VI全案形象设计满意为止,"￥1688
            /套",,,LOGO设计
【VI设计】咖啡豆VI设计,https://task.epwk.com/941010/,1317人,1人,5000-10000元,圆满完成,k5379****85,项目：咖啡豆VI设计称呼:陈先生地区:需求:1.做过时尚食品包装设计的（咖啡优先）2.发相关行业案例给他3.咖啡豆内袋，外盒包装，礼品袋，礼品盒，手提袋设计预算:1000-3000,2021-06-23,2021.08.11,任务编号：941010,5000.0,7天,北京市-北京市-朝阳区,一纬三渡品牌设计,https://shop.epwk.com/z2nkz9qo4nqy/,一纬三渡品牌设计,出售服务,https://shop.epwk.com/z2nkz9qo4nqy/chushou/,企业,一品,45分,,,一纬三渡品牌设计,,热点传播设计,"￥500
            /起",广告设计,"￥800
            /起",病毒性传播设计,"￥500
            /起",LOGO/标示设计,"￥650
            /起",VI设计
【包装设计】牙膏包装设计（第一期）,https://task.epwk.com/940886/,712人,1人,1000元以内,圆满完成,k9181****69,项目: 牙膏包装设计（第一期）称呼: 夏女士地区: 广州，服务商地域不限需求: 高端药膏，功效性牙膏，治疗口腔溃疡，凸显高端，雇主提供文案预算: 看服务商报价  时间：7月10-15日要定稿备注：微信是手机号,2021-06-22,2021.07.13,任务编号：940886,750.0,8天,广东省-汕头市,零零品牌设计,https://shop.epwk.com/09drj899q53w/,,,,,,,,,,,,,,,,,,,包装设计
【宣传册设计】封面设计,https://task.epwk.com/940808/,790人,1人,1000元以内,圆满完成,k8345****32,"项目:封面设计称呼:王女士地区:河北省,廊坊市需求:要长期合作的团队，自己是做排版的，但是设计方面不太擅长，要找一些做封面设计的团队",2021-06-22,2021.06.24,任务编号：940808,100.0,3天,福建省-厦门市,厦门山梦创意文化传媒有限公司,https://shop.epwk.com/2j5jj7qk75pz/,厦门山梦创意文化传媒有限公司,出售服务,https://shop.epwk.com/2j5jj7qk75pz/chushou/,企业,五品,45分,,,厦门山梦创意文化传媒有限公司,,包装 画册 设计,"￥800
            /起",VI设计,"￥5000
            /起",logo商标设计,"￥600
            /起",logo设计,"￥200
            /起",宣传册设计
