标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【影视拍摄】绿化项目视频拍摄,https://task.epwk.com/994160/,1411人,1人,3000-5000元,圆满完成,杜URON,现寻求福建厦门或周边城市有经验的摄像师或团队，需要对一个绿化项目进行视频拍摄，地面加航拍，素材总量大概在7-8分钟左右，航拍占两分钟左右，不需要剪辑，拍摄完成直接发素材源文件。费用可详谈。,2022.05.01,2022.05.31,任务编号：994160,￥3000,1天,福建省-厦门市,荣观文化传媒,https://shop.epwk.com/mod04xoex5yv/,荣观文化传媒,出售服务,https://shop.epwk.com/mod04xoex5yv/chushou/,企业,五品,40分,,,荣观文化传媒,,短视频策划/拍摄/剪辑、配音、字幕/短视频平台视频/火山小视频/淘宝短视频等,价格面议,产品宣传/包装设计/LOGO设计/电商类产品拍摄、详情页等...一站式服务,"￥300
            /起",演示动画/Flash动画/AE动画/MG动画/企业宣传片/产品宣传片等...,价格面议,三维影视动画/三维施工动画/三维宣传片/产品三维动画/工业三维动画/三维医学动画/建筑房产三维等...,"￥1500
            /起",企业宣传/企业VI全案/活动宣传/项目宣传/人物宣传等...,"￥1000
            /起",,,,,,,,
【图片处理】教育行业公众号推文美工,https://task.epwk.com/993286/,332人,1人,1000元以内,圆满完成,k5791****15,项目:教育行业公众号推文美工地区:江苏南京需求:教育行业公众号推文美工，雇主是做孩子营地教育  夏令营为主，现在想要在公众号发布文章，需要推文图片美工优化，具体详谈，预算:联系报价 注意：联系说一品威客小丽推荐已确认合作服务商，按双方事先谈好要求来，合作愉快。,2022.04.25,2022.04.26,任务编号：993286,￥300,1天,湖北省-武汉市-江夏区,超越设计店,https://shop.epwk.com/2j5jj718v5pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【剪辑服务】演示视频剪辑,https://task.epwk.com/992434/,2279人,10人,1000元以内,圆满完成,伯爵3tJuL,有一个原始素材，需要找人做成演示视频，需要加片头，单位名称，另外需要做下美化,2022.04.19,2022.04.25,任务编号：992434,"￥500,￥500,￥600,￥1000,￥500","1天,3天,3天,2天,3天","山东省-青岛市,山东省-青岛市,北京市-北京市,天津市-市辖区-河西区,北京市-北京市-东城区",青岛众智创想文化传播有限公司,https://shop.epwk.com/7g5yk4kx9n0q/,青岛众智创想文化传播有限公司,出售服务,https://shop.epwk.com/7g5yk4kx9n0q/chushou/,企业,六品,57分,总 4 次中标，交易总金额,￥8550.00,青岛众智创想文化传播有限公司,,动漫设计服务,"￥500
            /起",平面设计服务,"￥500
            /起",教程拍摄剪辑,"￥500
            /起",三维特效制作,"￥500
            /起",微电影拍摄剪辑,"￥500
            /起",电子相册制作,"￥500
            /起",视频剪辑制作,"￥500
            /起",,,,
【剪辑服务】自媒体视频剪辑,https://task.epwk.com/989641/,8461人,4人,1000元以内,圆满完成,林林先生,短视频渠道加粉视频剪辑，三农短片剪辑，成片3分钟左右，需长期合作，一周4条出片。性价比高者优先。,2022.04.02,2022.04.25,任务编号：989641,"￥300,￥500,￥100","2天,3天,2天","山东省-菏泽市-牡丹区,山东省-青岛市,湖南省-常德市-鼎城区",奇点文化传媒服务有限公司,https://shop.epwk.com/89dvgvxlldl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【影视拍摄】网店图片视频制作,https://task.epwk.com/985437/,681人,2人,1000元以内,圆满完成,k7419****71,项目:网店图片视频制作称呼:王先生地区:上海需求:网店图片视频制作，产品可以邮寄，不需要上门，拍摄加制作，包年服务的,2022.03.08,2022.03.16,任务编号：985437,￥360,2天,北京市-北京市-海淀区,北京德达互动,https://shop.epwk.com/78dlj2jq65lx/,北京德达互动,出售服务,https://shop.epwk.com/78dlj2jq65lx/chushou/,企业,五品,64分,,,北京德达互动,,【德达互动】VI品牌设计/LOGO设计/平面海报,"￥599
            /起",【德达互动】包装设计/工业设计/品牌视觉设计/平面海报,"￥899
            /起",【德达互动】网站开发/官网搭建/小程序搭建/微网站搭建,"￥1099
            /起",【德达互动】文案策划/公众号代运营/自媒体营销/商业计划书,"￥299
            /起",【德达互动】视频剪辑/短视频代运营/MG动画制作/宣传片剪辑,"￥599
            /起",【德达互动】视频拍摄/上门服务/微电影/广告视频/宣传片,"￥1099
            /起",【德达互动】整合营销/网络推广/新媒体代运营/市场调研,"￥1599
            /起",【德达互动】创意设计/海报设计/Vi设计/品牌视觉设计,"￥800
            /起",,
【动画设计】制作企业产品介绍的动画（2D）短片，2分钟以内,https://task.epwk.com/984221/,848人,2人,1000-3000元,圆满完成,蓝色海洋2022,短片展现的内容主要有以下几方面：1，宏观政策2，管理中痛点3，产品的功能4，产品带来的效益,2022.02.28,2022.03.17,任务编号：984221,"￥1000,￥1600","7天,5天","云南省-昆明市,辽宁省-沈阳市",云南合一文化传媒有限公司,https://shop.epwk.com/zqdplm96kn1v/,云南合一文化传媒有限公司,出售服务,https://shop.epwk.com/zqdplm96kn1v/chushou/,企业,七品,40分,,,云南合一文化传媒有限公司,,后期视频制作,"￥3000
            /分钟",宣传片设计制作,"￥3000
            /分钟",三维动画制作,"￥500
            /秒",MG动画制作,"￥3000
            /分钟",,,,,,,,,,
【动画设计】果蔬净产品的二维动画设计,https://task.epwk.com/981976/,654人,1人,1000元以内,圆满完成,k1864****88,项目:果蔬净产品的二维动画设计称呼:谢先生地区:浙江杭州（地域不限）需求:果蔬净产品的二维或者三维动画设计，雇主公司是做洗护用品的，合适的话可以长期合作，具体详聊预算:报价联系,2022.02.14,2022.03.16,任务编号：981976,￥800,3天,四川省-成都市,鑫光影视制作服务,https://shop.epwk.com/3gd2mqy0wner/,鑫光影视制作服务,出售服务,https://shop.epwk.com/3gd2mqy0wner/chushou/,企业,七品,44分,,,鑫光影视制作服务,,活动拍摄剪辑,价格面议,影视制作服务,价格面议,影视后期制作,价格面议,三维动画制作,价格面议,二维动画制作,价格面议,,,,,,,,
【剪辑服务】视频剪辑制作,https://task.epwk.com/981225/,1042人,1人,1000元以内,圆满完成,金选MW4Rn,项目:视频剪辑制作称呼:刘先生 地区:广东广州需求:功能保健品产品，有拍摄好的视频，只主要做后期剪辑制作，大概20秒左右，具体详谈,2022.02.07,2022.02.22,任务编号：981225,￥300,3天,福建省-厦门市-思明区,厦门鹿动林文化传媒有限公司,https://shop.epwk.com/89dvgvoqgdl2/,厦门鹿动林文化传媒有限公司,出售服务,https://shop.epwk.com/89dvgvoqgdl2/chushou/,企业,七品,59分,,,厦门鹿动林文化传媒有限公司,,宣传片制作,"￥1000
            /起",短视频服务,"￥300
            /起",,,,,,,,,,,,,,
【创意短视频】剪辑汽车销售公司短视频,https://task.epwk.com/979755/,1381人,5人,1000元以内,圆满完成,克蒂汽车,剪辑汽车销售公司短视频，具体详谈,2022.01.18,2022.01.24,任务编号：979755,"￥200,￥1000,￥500","1天,3天,2天","广东省-广州市-市辖区,山东省-青岛市,辽宁省-沈阳市",VideoW Studio,https://shop.epwk.com/7lngqxx66dmr/,VideoW Studio,出售服务,https://shop.epwk.com/7lngqxx66dmr/chushou/,工作室,七品,38分,,,VideoW Studio,,产品/服务宣传动画 MG动画 短视频制作,"￥150
            /秒",短视频制作 影视短片 超短视频设计制作,"￥150
            /秒",专业视频制作企业宣传片 影视短片制作 产品服务宣传视频制作,"￥9999
            /起",高品质主图设计,"￥299
            /件",高品质商品详情页设计,"￥1299
            /件",专业宣传画册、说明书、手册、菜单设计,"￥299
            /页",专业海报 易拉宝 X展架设计,"￥699
            /件",专业影视海报电影海报设计,"￥1999
            /件",专业广告设计,"￥1999
            /件"
【影视拍摄】螺蛳粉视频拍摄,https://task.epwk.com/978534/,2216人,2人,5000-10000元,圆满完成,whsuperman,1、拍摄螺蛳粉短视频100条，符合投放短视频点赞平台的要求。2、短视频的时长20-30秒。3、视频尺寸9:16(竖屏)或16:9（横屏）。4、画质清晰，达到1080。5、MP4格式。6、无水印。7、声音音量正常，咬字清晰，背景音乐与视频和谐。8、多角度展示产品，卖点突出，合理配合文字说明，非图片轮播。9、形式不限于真人出境，口播、开箱、测评、场景等（不指定）。10、剪辑、音乐、配音不限于人物场景，卖点突出，首发测评，开箱体验，试吃等场景，吃后效果评价等。10、要求在5天内交货。,2022.01.10,2022.02.14,任务编号：978534,"￥5000,￥3000","10天,7天","河南省-郑州市-管城回族区,福建省-厦门市-集美区",河南影虫文化传媒有限公司,https://shop.epwk.com/mod04q6345yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【三维动画】农业机械三维动画演示,https://task.epwk.com/969007/,1173人,4人,3000-5000元,圆满完成,海大星why,地头加肥～施肥～地里加肥～回机库  过程演示,2021.11.11,2021.12.22,任务编号：969007,"￥3000,￥2000,￥2000,￥3000","7天,3天,3天,15天","福建省-莆田市-荔城区,山东省-青岛市,北京市-北京市-通州区,内蒙古-呼和浩特市-市辖区",北京幻视互娱,https://shop.epwk.com/9w56eqokwdv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【创意短视频】动画短视频介绍,https://task.epwk.com/966774/,709人,1人,1000-3000元,圆满完成,十三吉111,项目：动画短视频介绍称呼:王先生地区:福建南平需求:5分钟以内的动画短视频》一个动画短视频，这个短视频是用来介绍一个APP应用。自己有样本  。预算:报价联系,2021.11.01,2021.11.12,任务编号：966774,￥1800,7天,福建省-厦门市-思明区,厦门鹿动林文化传媒有限公司,https://shop.epwk.com/89dvgvoqgdl2/,厦门鹿动林文化传媒有限公司,出售服务,https://shop.epwk.com/89dvgvoqgdl2/chushou/,企业,七品,59分,,,厦门鹿动林文化传媒有限公司,,宣传片制作,"￥1000
            /起",短视频服务,"￥300
            /起",,,,,,,,,,,,,,
【网红营销】招募美食推荐官,https://task.epwk.com/959201/,242人,1人,3000-5000元,圆满完成,k8464****3,美食博主，有传播力的短视频和图文，B站小红书粉丝10万+,2021.09.15,2021.10.02,任务编号：959201,￥3200,8天,河南省-商丘市-市辖区,k598155753,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【企业宣传片】产品拍摄，英文配音,https://task.epwk.com/955250/,879人,3人,1000-3000元,圆满完成,k4580****96,项目：产品拍摄，英文配音称呼: 王女士地区: 安徽芜湖，本地服务商优先，最好可面谈需求：1款产品，要英文配音（拍摄公司自行配音）。如果本地没有合适的，雇主可以邮寄产品到外地，在异地拍摄预算：看服务商报价时间：2-3天备注：微信是手机号,2021.09.15,2021.09.28,任务编号：955250,"￥2000,￥2000,￥2800","3天,3天,15天","安徽省-芜湖市-市辖区,山东省-青岛市,广西-桂林市-七星区",安徽一览文化传媒有限公司,https://shop.epwk.com/zqdplmp3gn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网红营销】品牌婴儿辅食推介官,https://task.epwk.com/959053/,210人,1人,1000-3000元,圆满完成,k4915****6,接单多名新晋宝妈，家有适龄小宝贝，能实地演示，并对产品进行推介,2021.09.15,2021.10.02,任务编号：959053,￥2500,5天,浙江省-宁波市-市辖区,k566889185,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新媒体营销】新书推广,https://task.epwk.com/959049/,503人,3人,5000-10000元,圆满完成,k9325****3,新媒体矩阵曝光，通过软文图文等形式进行推广,2021.09.14,2021.10.02,任务编号：959049,"￥5500,￥5500,￥5000","8天,5天,7天","陕西省-西安市-市辖区,贵州省-贵阳市-市辖区,陕西省-西安市-市辖区",k610450024,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网红营销】投影产品测评体验官,https://task.epwk.com/958686/,218人,1人,3000-5000元,圆满完成,k4188****5,科技产品发烧友，对家用投影仪有研究，前期有短视频账号运营经验，且单个视频破100万+,2021.09.11,2021.09.26,任务编号：958686,￥5000,7天,江苏省-镇江市-市辖区,k303531994,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新媒体营销】大赛活动推广,https://task.epwk.com/958922/,305人,1人,1000-3000元,圆满完成,k4664****6,负责新媒体整合营销，要求2周内完成规定数量用户引进,2021.09.10,2021.09.16,任务编号：958922,￥2600,8天,江苏省-南通市-市辖区,望川秋水,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【短视频营销】网红餐厅短视频渠道代运营宣传视频拍摄推广,https://task.epwk.com/959667/,432人,1人,2万-5万元,圆满完成,k5070****5,网红餐厅，主营西餐，需拍摄3-5个不同风格的视频，做小红书、短视频平台认证的本地视频投放,2021.09.09,2021.09.26,任务编号：959667,￥23000,10天,广西省-柳州市-市辖区,k964066993,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【后期制作】动漫短视频剪辑,https://task.epwk.com/954323/,6943人,1人,1000-3000元,圆满完成,o61375b18d38e6,寻找可制作影视类型短视频剪辑后期人员，为我司剪辑动漫系列短视频，时长：30S-60S之间不等，供我司在短视频渠道加粉平台上发布，可长期合作。 其它备注：1、 可找网络上找一些比较热门的段子，剪辑人员按照段子选择适合的素材来进行剪辑，加特效，配乐等，不需要重新配音的，就用短视频渠道加粉上一些热门的BGM；2、 短视频中相关动漫素材，我司会提供原创动画片中素材库，剪辑人员可从中挑选适合的动漫IP及其它场景或背景动漫素材；,2021.09.09,2021.11.03,任务编号：954323,￥1500,7天,河南省-焦作市-山阳区,麦浪文化传媒（河南）有限公司,https://shop.epwk.com/0jnekvy8rnv3/,麦浪文化传媒（河南）有限公司,出售服务,https://shop.epwk.com/0jnekvy8rnv3/chushou/,企业,六品,40分,,,麦浪文化传媒（河南）有限公司,,后期制作,"￥1
            /起",LOGO设计,"￥500
            /次",广告牌制作,"￥500
            /件",,,,,,,,,,,,
【新媒体营销】婴儿用品品牌推广,https://task.epwk.com/959232/,451人,3人,1万-2万元,圆满完成,k8265****8,通过持续性的问图文传播品牌文化，通过新媒体各种渠道进行品牌曝光,2021.09.06,2021.09.26,任务编号：959232,"￥10000,￥10000,￥11000","5天,5天,8天","吉林省-吉林市-市辖区,黑龙江省-哈尔滨市-市辖区,青海省-西宁市-市辖区",k485050611,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新媒体营销】家具品牌推广,https://task.epwk.com/959204/,487人,1人,2万-5万元,圆满完成,k4868****4,通过新媒体矩阵进行品牌整合营销，传播品牌故事，品牌文化，提高品牌的曝光度,2021.09.03,2021.09.20,任务编号：959204,￥20000,7天,广东省-佛山市-市辖区,霸气横秋,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新媒体营销】潮玩盲盒推广,https://task.epwk.com/958683/,352人,3人,5000-10000元,圆满完成,k5064****6,通过软文、图文等多种形式，提升产品新媒体曝光量,2021.09.01,2021.09.19,任务编号：958683,"￥5500,￥6000,￥5000","8天,6天,7天","广东省-珠海市-市辖区,江西省-上尧市-市辖区,山西省-太原市-市辖区",k116232435,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
