标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【小程序开发】完成程序编写工作,https://task.epwk.com/254651/,218人,1人,¥400,圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,完成程序编写工作,直接雇佣￥ 400,￥ 400,任务编号：254651,3153-3304.csv,,,"程序编写, 工作完成"
【编辑校对】编辑校对,https://task.epwk.com/254671/,1382人,1人,¥500,圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,编辑校对,直接雇佣￥ 500,￥ 500,任务编号：254671,3153-3304.csv,,,编辑校对
【网站优化方案】网站优化到百度排名第一页,https://task.epwk.com/254752/,385人,1人,¥500,圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,网站优化到百度排名第一页,直接雇佣￥ 500,￥ 500,任务编号：254752,3153-3304.csv,,,"网站优化, 百度排名"
【宣传册设计】青岛口袋网络传媒宣传册设计,https://task.epwk.com/254761/,515人,1人,"¥2,250",圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,青岛口袋网络传媒宣传册设计,直接雇佣￥ 2250,￥ 2250,任务编号：254761,3153-3304.csv,,,"青岛口袋网络传媒, 宣传册设计"
【小程序开发】一些程序后续的修改,https://task.epwk.com/254778/,260人,1人,¥500,圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,一些程序后续的修改,直接雇佣￥ 500,￥ 500,任务编号：254778,3153-3304.csv,,,"程序修改, 后续维护"
【APP开发】儿童游戏教学应用APP开发制作[二],https://task.epwk.com/254807/,213人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,儿童游戏教学应用APP开发制作[二],直接雇佣￥ 8000,￥ 8000,任务编号：254807,3153-3304.csv,,,"儿童游戏教学, 应用APP, 教学内容"
【企业官网】按照要求做一个网站,https://task.epwk.com/254831/,289人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,按照要求做一个网站,直接雇佣￥ 1200,￥ 1200,任务编号：254831,3153-3304.csv,,,"网站设计, 网站开发"
【其他软件开发】实时监控第一阶段开发,https://task.epwk.com/254912/,415人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,实时监控第一阶段开发,直接雇佣￥ 8000,￥ 8000,任务编号：254912,3153-3304.csv,,,"实时监控, 开发, 第一阶段"
【其他软件开发】实时监控第二阶段开发,https://task.epwk.com/254921/,384人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,实时监控第二阶段开发,直接雇佣￥ 8000,￥ 8000,任务编号：254921,3153-3304.csv,,,"实时监控, 开发, 第二阶段"
【服装设计】黑白配服装展示空间,https://task.epwk.com/254981/,1671人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3211.html?m=6&o=7,黑白配服装展示空间,直接雇佣￥ 1200,￥ 1200,任务编号：254981,3153-3304.csv,,,"黑白配服装, 展示空间"
【LOGO设计】新品外包装设计,https://task.epwk.com/254998/,419人,1人,"¥2,400",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,新品外包装设计,直接雇佣￥ 2400,￥ 2400,任务编号：254998,3153-3304.csv,,,"新品外包装, 设计"
【其他工具软件】仿阿里旺旺即时通讯软件,https://task.epwk.com/255074/,762人,1人,"¥25,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,仿阿里旺旺即时通讯软件,直接雇佣￥ 25000,￥ 25000,任务编号：255074,3153-3304.csv,,,"即时通讯软件, 仿阿里旺旺"
【LOGO设计】设计包装袋和LOGO,https://task.epwk.com/255075/,200人,1人,¥500,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,设计包装袋和LOGO,直接雇佣￥ 500,￥ 500,任务编号：255075,3153-3304.csv,,,"包装袋, logo"
【产品外观设计】感应器设计,https://task.epwk.com/255087/,1586人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,感应器设计,直接雇佣￥ 1200,￥ 1200,任务编号：255087,3153-3304.csv,,,"感应器, 设计"
【APP开发】针对某大学丢东西找东西的应用,https://task.epwk.com/255144/,331人,1人,¥600,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,针对某大学丢东西找东西的应用,直接雇佣￥ 600,￥ 600,任务编号：255144,3153-3304.csv,,,"大学物品管理, 丢失物品查找, 物品定位"
【宣传册设计】平面设计第一期,https://task.epwk.com/255151/,287人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,平面设计第一期,直接雇佣￥ 1000,￥ 1000,任务编号：255151,3153-3304.csv,,,"平面设计, 第一期"
【网站UI设计】汽车美容整站设计,https://task.epwk.com/255185/,206人,1人,¥700,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,汽车美容整站设计,直接雇佣￥ 700,￥ 700,任务编号：255185,3153-3304.csv,,,"汽车美容, 整站设计"
【表情设计】征求原创QQ动态表情 (十五),https://task.epwk.com/255205/,471人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,征求原创QQ动态表情 (十五),直接雇佣￥ 1200,￥ 1200,任务编号：255205,3153-3304.csv,,,"原创QQ动态表情, 表情设计"
【专业代笔】画里的节日美术教学实施途径,https://task.epwk.com/255255/,281人,1人,¥170,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,画里的节日美术教学实施途径,直接雇佣￥ 170,￥ 170,任务编号：255255,3153-3304.csv,,,"节日美术, 教学实施, 美术教学"
【FLASH制作】flash课件制作,https://task.epwk.com/255319/,468人,1人,¥300,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,flash课件制作,直接雇佣￥ 300,￥ 300,任务编号：255319,3153-3304.csv,,,"flash课件, 制作"
【商业提案】征集商业文案一篇,https://task.epwk.com/255334/,252人,1人,¥250,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,征集商业文案一篇,直接雇佣￥ 250,￥ 250,任务编号：255334,3153-3304.csv,,,"商业文案, 文案征集"
【数据录入】信息数据录入之274,https://task.epwk.com/255338/,205人,1人,¥500,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,信息数据录入之274,直接雇佣￥ 500,￥ 500,任务编号：255338,3153-3304.csv,,,"信息数据录入, 274"
【网站UI设计】天猫店铺装修设计,https://task.epwk.com/255342/,365人,1人,"¥4,300",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,天猫店铺装修设计,直接雇佣￥ 4300,￥ 4300,任务编号：255342,3153-3304.csv,,,"天猫店铺, 装修设计"
【数据录入】信息数据录入之275,https://task.epwk.com/255356/,299人,1人,¥300,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,信息数据录入之275,直接雇佣￥ 300,￥ 300,任务编号：255356,3153-3304.csv,,,"信息数据录入, 275"
【LOGO设计】按照手绘初图加以修饰设计,https://task.epwk.com/255365/,340人,1人,¥500,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,按照手绘初图加以修饰设计,直接雇佣￥ 500,￥ 500,任务编号：255365,3153-3304.csv,,,"手绘初图, 修饰设计"
【企业官网】门网站建设首付款,https://task.epwk.com/255372/,240人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,门网站建设首付款,直接雇佣￥ 2000,￥ 2000,任务编号：255372,3153-3304.csv,,,"门网站, 首付款"
【APP开发】系统程序开发应用（二）,https://task.epwk.com/255377/,301人,1人,"¥34,775",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,系统程序开发应用（二）,直接雇佣￥ 34775,￥ 34775,任务编号：255377,3153-3304.csv,,,"系统程序开发, 应用"
【表情设计】征求原创[足球迷]QQ动态表情 (二),https://task.epwk.com/255387/,594人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,征求原创[足球迷]QQ动态表情 (二),直接雇佣￥ 5000,￥ 5000,任务编号：255387,3153-3304.csv,,,"足球迷, QQ动态表情, 原创"
【商业提案】商业文案一篇,https://task.epwk.com/255390/,274人,1人,¥200,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,商业文案一篇,直接雇佣￥ 200,￥ 200,任务编号：255390,3153-3304.csv,,,商业文案
【品牌故事】修改一篇文章,https://task.epwk.com/255443/,330人,1人,¥380,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,修改一篇文章,直接雇佣￥ 380,￥ 380,任务编号：255443,3153-3304.csv,,,文章修改
"【APP开发】安卓APP,支付宝付费程序设计",https://task.epwk.com/255447/,399人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,"安卓APP,支付宝付费程序设计",直接雇佣￥ 2000,￥ 2000,任务编号：255447,3153-3304.csv,,,"安卓APP, 支付宝支付, 程序设计"
【企业官网】discuz程序修改,https://task.epwk.com/255588/,223人,1人,¥200,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,discuz程序修改,直接雇佣￥ 200,￥ 200,任务编号：255588,3153-3304.csv,,,"discuz程序, 程序修改"
【企业官网】门户网站尾款,https://task.epwk.com/255601/,328人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,门户网站尾款,直接雇佣￥ 1000,￥ 1000,任务编号：255601,3153-3304.csv,,,"门户网站, 尾款"
【产品推广】官网外链发送任务,https://task.epwk.com/255640/,271人,1人,¥800,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,官网外链发送任务,直接雇佣￥ 800,￥ 800,任务编号：255640,3153-3304.csv,,,"官网外链, 任务发送"
【卡通形象设计】企业卡通吉祥物设计,https://task.epwk.com/255650/,180人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,企业卡通吉祥物设计,直接雇佣￥ 2000,￥ 2000,任务编号：255650,3153-3304.csv,,,"企业卡通, 吉祥物设计"
【小程序开发】对F1型进行重新开发设计,https://task.epwk.com/255651/,256人,1人,"¥15,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,对F1型进行重新开发设计,直接雇佣￥ 15000,￥ 15000,任务编号：255651,3153-3304.csv,,,"F1型, 重新开发设计"
【专业代笔】旅游管理议论文,https://task.epwk.com/255660/,259人,1人,¥450,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,旅游管理议论文,直接雇佣￥ 450,￥ 450,任务编号：255660,3153-3304.csv,,,"旅游管理, 议论文"
【小程序开发】按照附件完成软件开发任务（七）,https://task.epwk.com/255666/,165人,1人,¥625,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,按照附件完成软件开发任务（七）,直接雇佣￥ 625,￥ 625,任务编号：255666,3153-3304.csv,,,"软件开发, 附件任务, 任务完成"
【LOGO设计】班徽LOGO设计,https://task.epwk.com/255687/,205人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,班徽LOGO设计,直接雇佣￥ 1000,￥ 1000,任务编号：255687,3153-3304.csv,,,"班徽, LOGO设计"
【品牌故事】文案撰写,https://task.epwk.com/255726/,310人,1人,¥500,圆满完成,https://task.epwk.com/page3210.html?m=6&o=7,文案撰写,直接雇佣￥ 500,￥ 500,任务编号：255726,3153-3304.csv,,,文案撰写
【商业提案】商业文案修改,https://task.epwk.com/255749/,402人,1人,¥300,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,商业文案修改,直接雇佣￥ 300,￥ 300,任务编号：255749,3153-3304.csv,,,"商业文案, 文案修改"
【包装设计】预备教材内外包装设计,https://task.epwk.com/255754/,164人,1人,¥600,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,预备教材内外包装设计,直接雇佣￥ 600,￥ 600,任务编号：255754,3153-3304.csv,,,"教材包装, 设计, 教材内外包装"
【小程序开发】远程看板软件开发,https://task.epwk.com/255812/,344人,1人,¥300,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,远程看板软件开发,直接雇佣￥ 300,￥ 300,任务编号：255812,3153-3304.csv,,,"远程看板, 软件开发"
【图片处理】图片PS处理设计,https://task.epwk.com/255814/,536人,1人,¥120,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,图片PS处理设计,直接雇佣￥ 120,￥ 120,任务编号：255814,3153-3304.csv,,,"图片PS设计, 图片处理"
【小程序开发】看板软件开发,https://task.epwk.com/255815/,332人,1人,"¥2,700",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,看板软件开发,直接雇佣￥ 2700,￥ 2700,任务编号：255815,3153-3304.csv,,,"看板软件, 开发"
【LOGO设计】森林熊设计包装熊,https://task.epwk.com/255861/,302人,1人,¥200,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,森林熊设计包装熊,直接雇佣￥ 200,￥ 200,任务编号：255861,3153-3304.csv,,,"森林熊, 包装设计"
【网站UI设计】Cyber-Assist自动运维系统WEB UI设计,https://task.epwk.com/255897/,330人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,Cyber-Assist自动运维系统WEB UI设计,直接雇佣￥ 2000,￥ 2000,任务编号：255897,3153-3304.csv,,,"Cyber-Assist, 自动运维系统, WEB UI设计"
【专业代笔】征集商业文案,https://task.epwk.com/255899/,292人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,征集商业文案,直接雇佣￥ 1200,￥ 1200,任务编号：255899,3153-3304.csv,,,商业文案
【其他家装服务】淘宝设计费用,https://task.epwk.com/255929/,358人,1人,¥50,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,淘宝设计费用,直接雇佣￥ 50,￥ 50,任务编号：255929,3153-3304.csv,,,"淘宝设计, 费用"
【背景墙设计】培训课程背景设计,https://task.epwk.com/255951/,409人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,培训课程背景设计,直接雇佣￥ 5000,￥ 5000,任务编号：255951,3153-3304.csv,,,"培训课程, 背景设计"
【数据录入】信息数据录入之276,https://task.epwk.com/255952/,673人,1人,¥10,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,信息数据录入之276,直接雇佣￥ 10,￥ 10,任务编号：255952,3153-3304.csv,,,"信息数据录入, 276"
【网站UI设计】PC网站+微信前端,https://task.epwk.com/255979/,423人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,PC网站+微信前端,直接雇佣￥ 3000,￥ 3000,任务编号：255979,3153-3304.csv,,,"PC网站, 微信前端"
【专业代笔】修改一篇文章摘要,https://task.epwk.com/255992/,290人,1人,¥300,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,修改一篇文章摘要,直接雇佣￥ 300,￥ 300,任务编号：255992,3153-3304.csv,,,"文章摘要, 修改"
【专业代笔】STATA数据处理报告撰写,https://task.epwk.com/256020/,274人,1人,¥400,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,STATA数据处理报告撰写,直接雇佣￥ 400,￥ 400,任务编号：256020,3153-3304.csv,,,"STATA数据处理, 报告撰写"
【小程序开发】ampl整数规划开发,https://task.epwk.com/256038/,172人,1人,"¥1,250",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,ampl整数规划开发,直接雇佣￥ 1250,￥ 1250,任务编号：256038,3153-3304.csv,,,"整数规划, 开发"
【LOGO设计】用“鑫好佳” 3个字做打印机硒鼓品牌商标LOGO,https://task.epwk.com/256044/,311人,1人,¥300,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,用“鑫好佳” 3个字做打印机硒鼓品牌商标LOGO,直接雇佣￥ 300,￥ 300,任务编号：256044,3153-3304.csv,,,"打印机硒鼓, 品牌商标, LOGO"
【宣传策划】撰写一份新闻稿件,https://task.epwk.com/256066/,356人,1人,¥150,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,撰写一份新闻稿件,直接雇佣￥ 150,￥ 150,任务编号：256066,3153-3304.csv,,,"新闻稿件, 撰写"
【LOGO设计】设计一个女装LOGO,https://task.epwk.com/256067/,291人,1人,¥300,圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,设计一个女装LOGO,直接雇佣￥ 300,￥ 300,任务编号：256067,3153-3304.csv,,,"女装, logo"
【网站UI设计】整站论坛的开发,https://task.epwk.com/256070/,217人,1人,"¥4,850",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,整站论坛的开发,直接雇佣￥ 4850,￥ 4850,任务编号：256070,3153-3304.csv,,,"整站论坛, 开发"
【排版设计】造价安装和造价土建编辑排版设计制片,https://task.epwk.com/256107/,431人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3209.html?m=6&o=7,造价安装和造价土建编辑排版设计制片,直接雇佣￥ 3000,￥ 3000,任务编号：256107,3153-3304.csv,,,"造价安装, 造价土建, 排版设计"
