标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,任务类型
【宣传策划】纸浆模塑设备生产的可行性报告,https://task.epwk.com/926611/,1110人,3人,¥1600,圆满完成,k8618****56,纸浆模塑设备生产的可行性报告,2021-03-29,2021.06.29,任务编号：926611,1600.0,"3天,3天","吉林省-长春市-宽城区,山东省-青岛市",96元创商业文案策划,https://shop.epwk.com/omdwkmv2xdrp/,96元创商业文案策划,出售服务,https://shop.epwk.com/omdwkmv2xdrp/chushou/,企业,四品,42分,,,96元创商业文案策划,,品牌战略营销,"￥6000
            /起",商业计划书,"￥1500
            /起",品牌文案策划,"￥500
            /起",,,,,,,,,,,,,,,宣传策划
【宣传策划】影片解说词,https://task.epwk.com/926156/,2206人,1人,¥1920,圆满完成,vitorru,需要写个3分钟的影片解说词，得方案高手啊，就是不写那种大白话的，报价联系,2021-03-25,2021.03.25,任务编号：926156,1920.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",会议展览策划周年庆典年会开业产品推介会发布会促销活动物料设计,"￥1200
            /起",宣传策划
【专业代笔】中期报告撰写（综合实践活动特色课程资源的开发与研究）,https://task.epwk.com/925676/,805人,1人,¥1000,圆满完成,liao_shijianjidi,根据相要求撰写中期报告及对应的两篇论文。,2021-03-23,2021.04.22,任务编号：925676,1000.0,10天,江苏省-南京市,南京科研服务社,https://shop.epwk.com/3gd2m8xoyner/,南京科研服务社,出售服务,https://shop.epwk.com/3gd2m8xoyner/chushou/,企业,四品,44分,,,南京科研服务社,,课题申报书项目申报书结项报告中期报告撰写修改润色,50,商业计划书项目计划书融资计划书策划书MBA文章文案PPT代做,50,学术服务：MBA硕本论文写作修改降重期刊发表辅导,"￥20
            /据难度",公众号软文推文宣传文案撰写编辑排版,"￥10
            /据难度",代做调研报告研究报告调查报告可研报告数据分析SPSS分析问卷填写,10,期刊发表服务：职称学位课题文章发表与写作,"￥100
            /据难度",,,,,,,,,专业代笔
【专业代笔】撰写课题中期报告（综合实践教学方式研究）,https://task.epwk.com/925673/,847人,2人,¥1000,圆满完成,liao_shijianjidi,根据开题报告撰写中期报告,2021-03-23,2021.04.22,任务编号：925673,1000.0,10天,江苏省-南京市,南京科研服务社,https://shop.epwk.com/3gd2m8xoyner/,南京科研服务社,出售服务,https://shop.epwk.com/3gd2m8xoyner/chushou/,企业,四品,44分,,,南京科研服务社,,课题申报书项目申报书结项报告中期报告撰写修改润色,50,商业计划书项目计划书融资计划书策划书MBA文章文案PPT代做,50,学术服务：MBA硕本论文写作修改降重期刊发表辅导,"￥20
            /据难度",公众号软文推文宣传文案撰写编辑排版,"￥10
            /据难度",代做调研报告研究报告调查报告可研报告数据分析SPSS分析问卷填写,10,期刊发表服务：职称学位课题文章发表与写作,"￥100
            /据难度",,,,,,,,,专业代笔
"【专业代笔】400字的报告撰写,已经谈好合作",https://task.epwk.com/924268/,756人,1人,¥200,圆满完成,ty750****,提供材料。。。,2021-03-15,2021.03.18,任务编号：924268,200.0,1天,江苏省-南京市,南京科研服务社,https://shop.epwk.com/3gd2m8xoyner/,南京科研服务社,出售服务,https://shop.epwk.com/3gd2m8xoyner/chushou/,企业,四品,44分,,,南京科研服务社,,课题申报书项目申报书结项报告中期报告撰写修改润色,50,商业计划书项目计划书融资计划书策划书MBA文章文案PPT代做,50,学术服务：MBA硕本论文写作修改降重期刊发表辅导,"￥20
            /据难度",公众号软文推文宣传文案撰写编辑排版,"￥10
            /据难度",代做调研报告研究报告调查报告可研报告数据分析SPSS分析问卷填写,10,期刊发表服务：职称学位课题文章发表与写作,"￥100
            /据难度",,,,,,,,,专业代笔
【商业提案】智慧消防商业计划书（尾款）,https://task.epwk.com/921570/,754人,1人,¥1400,圆满完成,vitorru,项目：智慧消防商业计划书  已按沟通好的要求做好了，合作愉快，勿扰,2021-03-01,2021.03.01,任务编号：921570,1400.0,4天,广东省-深圳市,工厚研究院,https://shop.epwk.com/4rn8qjoo1ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【商业提案】智慧消防商业计划书（预付款）,https://task.epwk.com/917669/,590人,1人,¥600,圆满完成,vitorru,智慧消防商业计划书，已确认合作商，合作愉快,2021-01-27,2021.01.27,任务编号：917669,600.0,1天,广东省-深圳市,工厚研究院,https://shop.epwk.com/4rn8qjoo1ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【专业代笔】寫一篇計算機網路的報告,https://task.epwk.com/913715/,582人,2人,¥200,圆满完成,o5d78632bb4b94,淺寫易懂  文字大概3000字左右即可寫一篇計算機網路的 報告不能上網全抓 稍微白話文,2021-01-06,2021.01.08,任务编号：913715,200.0,"5天,2天","吉林省-长春市-市辖区,辽宁省-丹东市-东港市",吉林长春旭昱昇品牌设计有限公司,https://shop.epwk.com/89dvgw3lgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专业代笔
【宣传策划】产品宣传PPT撰写,https://task.epwk.com/912843/,1368人,1人,¥1350,圆满完成,vitorru,产品宣传PPT撰写，已谈好，勿扰,2020-12-31,2020.12.31,任务编号：912843,1350.0,3天,北京市-北京市-东城区,竹迹工作室,https://shop.epwk.com/89dvgw0pldl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】小程序平台推广,https://task.epwk.com/910302/,1334人,1人,¥1031,圆满完成,vitorru,小程序平台推广，已经沟通好,2020-12-16,2020.12.16,任务编号：910302,330.0,1天,山东省-青岛市,初创网络传媒有限公司,https://shop.epwk.com/9w56er713dv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【产品卖点】文章配图上传,https://task.epwk.com/910083/,862人,1人,¥1000,圆满完成,o5f6d607cb1281,咨询培训行业，雇主会写好文章，然后需要找文案团队在编辑润色配上图片上传到公众号上面，已经沟通好,2020-12-15,2020.12.15,任务编号：910083,1000.0,1天,山东省-青岛市,初创网络传媒有限公司,https://shop.epwk.com/9w56er713dv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【商业提案】商业计划书,https://task.epwk.com/902138/,1118人,1人,¥4800,圆满完成,vitorru,商业计划书撰写，已经沟通好,2020-11-02,2020.11.02,任务编号：902138,4800.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",会议展览策划周年庆典年会开业产品推介会发布会促销活动物料设计,"￥1200
            /起",商业提案
【专业代笔】代写简历一份,https://task.epwk.com/900530/,2070人,1人,¥350,圆满完成,o5f94f7916a8f6,代写简历一份 具体需求详谈,2020-10-25,2020.11.27,任务编号：900530,200.0,2天,上海市-市辖区-浦东新区,创优咨询策划,https://shop.epwk.com/4rn8qj7k1ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专业代笔
【专业代笔】合伙人制作股权激励方案撰写,https://task.epwk.com/899939/,1476人,2人,¥600,圆满完成,o5f7c53af9a97d,新公司成立，多人合伙，需要一套合伙人制度，跟股权激励分红政策。,2020-10-22,2022.04.01,任务编号：899939,600.0,"5天,5天","江苏省-南京市,广东省-中山市-中山市市辖区",南京科研服务社,https://shop.epwk.com/3gd2m8xoyner/,南京科研服务社,出售服务,https://shop.epwk.com/3gd2m8xoyner/chushou/,企业,四品,44分,,,南京科研服务社,,课题申报书项目申报书结项报告中期报告撰写修改润色,50,商业计划书项目计划书融资计划书策划书MBA文章文案PPT代做,50,学术服务：MBA硕本论文写作修改降重期刊发表辅导,"￥20
            /据难度",公众号软文推文宣传文案撰写编辑排版,"￥10
            /据难度",代做调研报告研究报告调查报告可研报告数据分析SPSS分析问卷填写,10,期刊发表服务：职称学位课题文章发表与写作,"￥100
            /据难度",,,,,,,,,专业代笔
【专业代笔】营销课程PPT制作，共三页,https://task.epwk.com/898984/,745人,1人,¥100,圆满完成,o5f8977b33c63b,"需要找人制作PPT,顾问式营销课程《金字塔原理》学习作业PPT，3页，明天14点就要上交，尽快联系",2020-10-16,2020.10.19,任务编号：898984,100.0,1天,山东省-青岛市-黄岛区,壹品伯爵设计工作室,https://shop.epwk.com/2j5jjpy225pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专业代笔
【商业提案】光伏太阳能支架产业，需引进战略投资者商业计划书撰写,https://task.epwk.com/895812/,1589人,3人,¥5000,圆满完成,厦门银固美,公司是一家集研发、设计、生产、销售一体化的光伏太阳能支架的生产商，公司产品涉及固定、追踪等各种支架，公司原主要业务在海外，在海外业务增加的基础上，公司要扩大国内的市场，需扩大产能。公司对标上市企业中信博，希望科创板，希望引入战略投资者。,2020-09-29,2020.10.20,任务编号：895812,5000.0,"15天,7天","广东省-深圳市,山东省-青岛市",映善中国,https://shop.epwk.com/09drjep7153w/,映善中国,出售服务,https://shop.epwk.com/09drjep7153w/chushou/,企业,一品,67分,,,映善中国,,品牌企业VI / VIS / SI 系统设计,"￥100
            /件",产品外观 / 结构设计        工业设计 / 机械设计,"￥100
            /起",,,,,,,,,,,,,,,,,商业提案
【宣传策划】企业活动策划文案撰写,https://task.epwk.com/894914/,1241人,1人,¥2000,圆满完成,vitorru,企业活动策划文案撰写,2020-09-25,2020.09.25,任务编号：894914,2000.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",会议展览策划周年庆典年会开业产品推介会发布会促销活动物料设计,"￥1200
            /起",宣传策划
【宣传策划】房地产公司品牌全案,https://task.epwk.com/888325/,1042人,1人,¥30000,圆满完成,vitorru,房地产公司品牌全案，具体按签订好的合同来,2020-08-27,2020.08.27,任务编号：888325,28500.0,1天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",会议展览策划周年庆典年会开业产品推介会发布会促销活动物料设计,"￥1200
            /起",宣传策划
【宣传策划】编写二年级孩子的红色研学报告,https://task.epwk.com/886335/,1280人,6人,¥200,圆满完成,o5f3c78ac2ce06,1、图片我们提供一部分，另外部分可由竞标者负责。2、文字和编辑由竞标者负责。3、字数1000字左右。4、主要内容有：研学的过程、研学的收货、研学的感悟,2020-08-19,2020.08.31,任务编号：886335,200.0,"3天,7天,3天,5天,7天,3天","浙江省-杭州市,山东省-青岛市,贵州省-黔西南布依族苗族自治州-兴义市,广东省-广州市,山东省-青岛市,浙江省-绍兴市-绍兴县",乐心文策工作室 187-6845-9100,https://shop.epwk.com/qgdmjx2gydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
