标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【包装设计】食品外包装设计,https://task.epwk.com/781819/,2159人,31人,1000-3000元,圆满完成,o5a4f3adb2f537,产品包装形象设计，具体需求双方沟通,2019.08.12,2019.08.17,任务编号：781819,"￥1000,￥500,￥1000,￥1000,￥800,￥1000,￥600,￥799,￥1000","7天,3天,7天,25天,7天,3天,7天,7天,5天","上海市-市辖区,广东省-深圳市,江苏省-淮安市,广东省-佛山市,浙江省-金华市,福建省-厦门市-湖里区,山东省-青岛市-黄岛区,广东省-深圳市-龙岗区,江苏省-镇江市",鲁匠品牌设计策划,https://shop.epwk.com/p05qj7eyodev/,,,,,,,,,,,,,,,,,,
【包装设计】白酒包装设计,https://task.epwk.com/781712/,1544人,5人,1000元以内,圆满完成,o5d4fb88a6e8e9,白酒包装设计，提供全面的参考素材,2019.08.11,2019.08.14,任务编号：781712,"￥700,￥700,￥800","2天,3天,3天","北京市-北京市-东城区,广东省-深圳市,安徽省-淮南市-田家庵区",亿赞智合●商标品牌符号设计,https://shop.epwk.com/z2nkz97wonqy/,亿赞智合●商标品牌符号设计,出售服务,https://shop.epwk.com/z2nkz97wonqy/chushou/,个人,三品,70分,,,亿赞智合●商标品牌符号设计,,商标、网站、企业商业餐饮品牌门店公司logo设计,"￥810
            /件",【资深设计师】产品精修详情页设计 电商店铺详情页装修淘宝京东,"￥500
            /件",【资深设计师】吉祥物设计 修改到满意为止,"￥1999
            /件",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】建筑行业logo设计,https://task.epwk.com/781539/,748人,1人,1000元以内,圆满完成,k7582****71,建筑行业logo设计，简单点。建筑行业,2019.08.10,2019.08.13,任务编号：781539,￥400,3天,广东省-惠州市-惠城区,两點设计工作室,https://shop.epwk.com/m7d7w9zwp5q8/,两點设计工作室,出售服务,https://shop.epwk.com/m7d7w9zwp5q8/chushou/,工作室,七品,37分,,,两點设计工作室,,电商详情页设计,"￥280
            /起",公司LOGO\班徽\招牌,"￥800
            /起",平面折页/三折宣传册设计,"￥140
            /起",平面海报传单设计,"￥80
            /件"
【LOGO设计】养生酒LOGO和VI设计,https://task.epwk.com/781538/,1848人,12人,1000-3000元,圆满完成,土地绿卡电商平台,商标设计，VI设计1、帮设计两个养生酒商标LOGO，具体名称为“宫庭养生酒”“御膳房养生酒”2、帮设计一个四方形门面门头（门面尺寸约6米*2.5米）VI形象效果图（卖奶茶+养生酒+养生产品）人在国外，不方便电话，请加QQ或在线留言后告微信聊,2019.08.10,2019.08.24,任务编号：781538,"￥1000,￥2000,￥1000,￥800","7天,5天,7天,3天","湖北省-武汉市,山东省-烟台市-芝罘区,广东省-广州市,安徽省-淮南市-田家庵区",祥喵创意工坊,https://shop.epwk.com/89dvgxvgzdl2/,祥喵创意工坊,出售服务,https://shop.epwk.com/89dvgxvgzdl2/chushou/,工作室,五品,39分,,,祥喵创意工坊,,3份初稿+原创LOGO+一个月包改服务,"￥288
            /件",宣传品专业设计+2个月包改服务,"￥100
            /起",名片设计+一个月包改,"￥88
            /起",广告服务+售后免费包改服务,"￥100
            /起"
【标签设计】卡片设计,https://task.epwk.com/781145/,1620人,2人,1000元以内,圆满完成,k2335****64,卡片设计，已经谈好，以实际沟通为准。,2019.08.09,2019.08.19,任务编号：781145,"￥100,￥1000","3天,25天","河南省-郑州市,广东省-佛山市",盘根设计,https://shop.epwk.com/2j5xo81wk5xm/,盘根设计,出售服务,https://shop.epwk.com/2j5xo81wk5xm/chushou/,企业,七品,40分,,,盘根设计,,包装设计,价格面议,LOGO设计,价格面议,园林景观设计,价格面议,店铺门头设计,价格面议
【包装设计】蛋糕包装设计,https://task.epwk.com/780598/,940人,1人,1000元以内,圆满完成,印象鱼丸,称呼：张先生  项目：蛋糕包装设计，带一些案例加雇主微信沟通  具体详谈 XZ推广员,2019.08.08,2019.09.25,任务编号：780598,￥500,2天,福建省-福州市,福州五週网络科技有限公司,https://shop.epwk.com/9w56ee173dv1/,福州五週网络科技有限公司,出售服务,https://shop.epwk.com/9w56ee173dv1/chushou/,企业,一品,80分,,,福州五週网络科技有限公司,,网站页面设计,价格面议,宝贝详情图设计,￥1500,logo设计,"￥500
            /次",网站搭建,价格面议
【插画设计】农业银行宣传海报插图设计,https://task.epwk.com/780283/,2249人,14人,1000元以内,圆满完成,o5d4a37f67733b,请设计师根据两人对话内容设计插图，场景数量自定，4个最好，插图风格能不能类似苏大强表情包，生动体现出私驾车需安装ETC的重要性，博人眼球，让人影响深刻,2019.08.07,2019.08.17,任务编号：780283,"￥650,￥700,￥1000,￥1000,￥1000,￥998,￥460,￥1000,￥800","5天,3天,5天,7天,25天,2天,5天,6天,3天","四川省-巴中市,广东省-深圳市,四川省-成都市,四川省-成都市,广东省-佛山市,湖北省-武汉市,湖北省-武汉市,湖南省-长沙市,江苏省-南京市-鼓楼区",思阳品牌策划,https://shop.epwk.com/zqdpleewpn1v/,思阳品牌策划,出售服务,https://shop.epwk.com/zqdpleewpn1v/chushou/,企业,四品,40分,,,思阳品牌策划,,【UI设计】,"￥500
            /起",【空间设计】,2000,【创意产品】,￥100,【创意产品】,￥100
【其他工业设计】运用Proe或UG绘图,https://task.epwk.com/780175/,5290人,3人,1000-3000元,圆满完成,o5d4a1bffd3bc5,本人发明了一种钓鱼用绕线轮（已获得专利证），叫盘簧绕线轮。已经具备基本图，需要请人完善。找深圳威客,2019.08.07,2019.08.15,任务编号：780175,"￥1000,￥1000,￥1000","7天,3天,25天","广东省-深圳市,广东省-深圳市,广东省-佛山市",凡轩设计,https://shop.epwk.com/78dljy62e5lx/,,,,,,,,,,,,,,,,,,
【海报设计】效果图设计,https://task.epwk.com/780026/,1194人,1人,1000元以内,圆满完成,o5bcdb7ee90bf9,效果图设计 ，已经谈好，请勿联系。,2019.08.06,2019.08.06,任务编号：780026,￥160,1天,上海市-市辖区-杨浦区,汲行咨询,https://shop.epwk.com/p05qj77j3dev/,汲行咨询,出售服务,https://shop.epwk.com/p05qj77j3dev/chushou/,企业,五品,40分,,,汲行咨询,,礼品设计,价格面议,形象墙设计制作,"￥200
            /件",商务会议、活动、晚宴、发布会、团建,"￥3000
            /起",logo设计，VI全套应用规范,"￥500
            /款"
【LOGO设计】logo设计,https://task.epwk.com/779644/,1965人,20人,1000元以内,圆满完成,o5d47f35378fe2,线上教育公司名称：天津赛旺教育科技有限公司没有域名简称：赛旺教育要求：1.用上seven这个单词，seven谐音是赛旺      2.seven翻译是7，数字7的意义众多，希望能用上以下至少一种意义           第一：自然界没有七足动物或昆虫，却有七叶植物；不过，必须是有头叶的、有首领叶的植物，才可以有7、9、11等奇数叶。黄河流域和北京、江浙均栽植有七叶树，两广、贵州等地盛产七叶莲。 这种7叶植物的大量存在，说明“7”在数学上虽不对称、不可约，在生物界却首叶居中、两两成行，而且枝繁叶茂的奇数叶，恰可类比人类“有头叶、有首领叶”才有社会的合理结构。 第二：北斗星由七颗星组成，人们夜夜可以仰望七星的“斗转星移”，还可以按北斗星的指示找见永远悬在正北方的北极星。北斗星正好由七颗星组成。 但是，人们看见了它却不理解它，知其象而不知其理，感到亲切也感到困惑；人与北斗的关系，只能是已知与未知的统一，有限与无限的统一，实在与神秘的统一。 第三：白色的阳光通过三棱镜便折射出赤橙黄绿青蓝紫七彩；跨越天际的彩虹也是这七种颜色，“7”便在彩虹中客观地展现了自然的美丽、奇妙与神秘，也在雨后湿润的大地和雾蒙蒙的空气中客观展现了上天的恩惠与祥和。七色阳光，绚丽多彩；七色彩虹，天上奇观。赤、橙、黄、绿、青、蓝、紫，描画出无数动人的图画；七种颜色，构成整个世界的所有景色。七种颜色构成整个世界的所有景色。 第四：数学是客观存在的抽象，在数学上“7”是一个特异的素数。本来“7”只是一个自然数，和1、2、3、4、5、6、8、9一样，在计数上似乎都没有什么特别之处，然而在运算上“7”却是一个脾气古怪、神秘特异、不对称、不可约、不可分解的素数。 素数是这样的整数，它除了能表示为它自己和1的乘积以外，不能表示为任何其他两个整数的乘积。换言之，素数就是只能被1和自己除尽的整数。1、2、3、5、7都是素数，但1的倒数是1，2的倒数是　1.5，5的倒数是　0.2，其他数字的倒数是普通的小数，唯独7的倒数是“在圆环内转圆”的无限循环小数。 第五：在音乐中“7””物质世界的艺术之神。哆、来、咪、发、索、拉、稀七个音符组成了一个奇妙的音乐世界。用自然科学的眼光看，7个音及高八度，表达了物体振动波长的循环；艺术中7表达自然的韵节，7是艺术的吉祥。 第六：　PH值是化学上用以衡量液体酸碱性比值的表示符号。当PH值大于7时，物质呈碱性，而PH值愈大，碱性就愈强；当PH小于7时物质呈酸性，　PH值越小酸性越强；唯有PH值等于7时，物质才呈现中性。 衡量液体酸碱性时，唯有PH值等于7时物质才呈现中性。因此，7是酸碱度的中点，又是人们追求的标准数，获得7这一数字，食物既无酸性，又无碱性，不酸不碱，酸甜可口。也可以说，7表达了大自然中事物的适度与恰如其分，是大自然的中庸之道。 第七：20世纪80年代初，西蒙开始涉足人工智能这一领域的研究，力求使计算机能更像人那样进行“思考”，而不必去求助于效率欠佳的穷举法来求解。他的这项研究，有不少重大的发现。,2019.08.05,2019.08.06,任务编号：779644,"￥499,￥700,￥1000,￥1000,￥1000,￥500,￥1000,￥1000,￥600","2天,3天,3天,7天,25天,3天,7天,5天,5天","湖北省-武汉市-蔡甸区,广东省-深圳市,湖南省-长沙市,四川省-成都市,广东省-佛山市,北京市-北京市,山西省-太原市-杏花岭区,湖北省-武汉市,山东省-青岛市-黄岛区",祥喵创意工坊,https://shop.epwk.com/89dvgxvgzdl2/,祥喵创意工坊,出售服务,https://shop.epwk.com/89dvgxvgzdl2/chushou/,工作室,五品,39分,,,祥喵创意工坊,,3份初稿+原创LOGO+一个月包改服务,"￥288
            /件",宣传品专业设计+2个月包改服务,"￥100
            /起",名片设计+一个月包改,"￥88
            /起",广告服务+售后免费包改服务,"￥100
            /起"
【包装设计】食品的包装设计,https://task.epwk.com/779552/,658人,1人,1000元以内,圆满完成,k7823****27,需求:食品的包装设计，现在用的是真空的包装，想看下设计师有没有什么建议,2019.08.05,2019.08.31,任务编号：779552,￥500,3天,宁夏-吴忠市-利通区,唯恩科技,https://shop.epwk.com/78dljm3qp5lx/,唯恩科技,出售服务,https://shop.epwk.com/78dljm3qp5lx/chushou/,企业,六品,38分,,,唯恩科技,,网站、APP开发,价格面议,画册设计,价格面议,网页设计,价格面议,包装设计,价格面议
【3D建模】3D人物建模,https://task.epwk.com/779229/,4347人,6人,1000-3000元,圆满完成,changsheng,根据CAD制作3D模型，不需要渲染，,2019.08.04,2019.08.23,任务编号：779229,"￥1000,￥700,￥1000,￥1000,￥1000,￥900","7天,3天,3天,25天,3天,7天","河北省-邯郸市-临漳县,广东省-深圳市,江苏省-南京市-鼓楼区,广东省-佛山市,上海市-市辖区-青浦区,湖北省-武汉市",噼里啪啦视觉设计工作室,https://shop.epwk.com/zqdplem66n1v/,,,,,,,,,,,,,,,,,,
【LOGO设计】室内设计公司logo设计,https://task.epwk.com/778960/,1910人,23人,1000元以内,圆满完成,子弹上膛,"平面设计logo。做室内设计行业，名字屹锋，要求有提现屹锋和设计的感觉预算：200以内知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2019.08.03,2019.08.14,任务编号：778960,"￥300,￥200,￥999,￥1000,￥1000,￥888,￥1000,￥300","5天,2天,3天,7天,25天,7天,7天,5天","山东省-烟台市-芝罘区,广东省-深圳市,广东省-深圳市-福田区,四川省-成都市,广东省-佛山市,广东省-广州市,山西省-太原市-杏花岭区,山东省-青岛市-黄岛区",悦禾品牌设计,https://shop.epwk.com/j7n38ze2l5e1/,,,,,,,,,,,,,,,,,,
【LOGO设计】品牌动态logo设计,https://task.epwk.com/778806/,996人,1人,1000元以内,圆满完成,吴鹏森,品牌动态logo设计，已谈好,2019.08.02,2019.08.23,任务编号：778806,￥200,5天,山东省-青岛市-黄岛区,逐鹿品牌创意设计,https://shop.epwk.com/j7n38ozre5e1/,逐鹿品牌创意设计,出售服务,https://shop.epwk.com/j7n38ozre5e1/chushou/,企业,三品,35分,,,逐鹿品牌创意设计,,LOGO设计,"￥799
            /起",VI设计,"￥2999
            /起",产品包装设计,"￥1299
            /起",海报设计,"￥199
            /起"
【LOGO设计】五金工具LOGO设计,https://task.epwk.com/778362/,897人,2人,1000-3000元,圆满完成,k6438****10,LOGO+不干胶+外包装纸盒，保证LOGO可以注册 是原创设计。 已经跟设计师谈好 按事先谈好的来。勿扰。,2019.08.01,2019.10.12,任务编号：778362,"￥1000,￥1000","5天,5天","福建省-厦门市,云南省-昆明市-官渡区",厦门容顺文化传媒有限公司,https://shop.epwk.com/mod04z70x5yv/,厦门容顺文化传媒有限公司,出售服务,https://shop.epwk.com/mod04z70x5yv/chushou/,企业,三品,60分,,,厦门容顺文化传媒有限公司,,海报设计 单幅海报设计/活动宣传海报设/ 宣传画设计,"￥666
            /起",包装设计 包装盒设计/包装袋设计/标签设计/礼盒包装设计,"￥1200
            /起",二维动画 二维动画/Flash动画/MG动画/飞碟说/GIF动画/广告动画/片头片尾/逐帧动画/大片定制,"￥88
            /秒",三维动画 三维特效制作/三维动画演示/建筑漫游/产品演示动画,"￥188
            /起"
【主图设计】产品主图及尺码图处理,https://task.epwk.com/778317/,1944人,8人,1000元以内,圆满完成,o5c03cc0bb7607,1. 先联系我给你开一个芒果店长子账号2. 需要把我采集到的产品多余的图片进行删减，有尺码表的需要用ps改成英文3. 完成工作保存好，我需要审核备注：需要会PS，且擅长英语,2019.08.01,2019.08.02,任务编号：778317,"￥100,￥1000,￥800,￥1000,￥1000,￥1000,￥500","3天,10天,7天,25天,2天,5天,5天","四川省-成都市-龙泉驿区,北京市-北京市,四川省-成都市,广东省-佛山市,广东省-深圳市-福田区,山东省-烟台市,浙江省-台州市",壹鑫品牌设计,https://shop.epwk.com/78dljmpel5lx/,,,,,,,,,,,,,,,,,,
