标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,能力标签,订单编号后缀,需求方,设计师,知识
银饰淘宝店铺主页及宝贝详情页,https://task.epwk.com/328193/,469人,1人,"¥2,850",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,银饰淘宝店铺主页及宝贝详情页,直接雇佣￥ 2850,￥ 2850,任务编号：328193,2900-3152.csv,,,,,,,,,328193,A328193,B328193,"银饰, 淘宝店铺, 宝贝详情页"
洗发水logo设计任务,https://task.epwk.com/328197/,136人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,洗发水logo设计任务,直接雇佣￥ 1500,￥ 1500,任务编号：328197,2900-3152.csv,,,,,,,,,328197,A328197,B328197,"洗发水, logo设计"
洗发水三折页设计,https://task.epwk.com/328200/,224人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,洗发水三折页设计,直接雇佣￥ 1000,￥ 1000,任务编号：328200,2900-3152.csv,,,,,,,,,328200,A328200,B328200,"洗发水, 三折页设计"
建设一个门户网站，一个游戏,https://task.epwk.com/328201/,349人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,建设一个门户网站，一个游戏,直接雇佣￥ 1000,￥ 1000,任务编号：328201,2900-3152.csv,,,,,,,,,328201,A328201,B328201,"门户网站, 游戏开发"
网站首页优化设计,https://task.epwk.com/328202/,349人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,网站首页优化设计,直接雇佣￥ 1000,￥ 1000,任务编号：328202,2900-3152.csv,,,,,,,,,328202,A328202,B328202,"网站首页, 优化设计"
总经理名片设计和部分经理名片设计,https://task.epwk.com/328204/,171人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,总经理名片设计和部分经理名片设计,直接雇佣￥ 1000,￥ 1000,任务编号：328204,2900-3152.csv,,,,,,,,,328204,A328204,B328204,"总经理名片, 经理名片, 名片设计"
仿网站制作,https://task.epwk.com/328205/,93人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,仿网站制作,直接雇佣￥ 1000,￥ 1000,任务编号：328205,2900-3152.csv,,,,,,,,,328205,A328205,B328205,"网站制作, 仿站"
产品标签设计,https://task.epwk.com/328206/,128人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,产品标签设计,直接雇佣￥ 1000,￥ 1000,任务编号：328206,2900-3152.csv,,,,,,,,,328206,A328206,B328206,"产品标签, 设计"
关于公司宣传册设计,https://task.epwk.com/328219/,103人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,关于公司宣传册设计,直接雇佣￥ 3500,￥ 3500,任务编号：328219,2900-3152.csv,,,,,,,,,328219,A328219,B328219,"公司宣传册, 设计"
【电商网站】网站开发,https://task.epwk.com/328229/,161人,1人,"¥2,050",圆满完成,https://task.epwk.com/page3116.html?m=6&o=7,网站开发,直接雇佣￥ 2050,￥ 2050,任务编号：328229,2900-3152.csv,,,,,,,,电商网站,328229,A328229,B328229,网站开发
企业网站开发制作,https://task.epwk.com/328234/,280人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,企业网站开发制作,直接雇佣￥ 5000,￥ 5000,任务编号：328234,2900-3152.csv,,,,,,,,,328234,A328234,B328234,"企业网站, 网站开发, 网站制作"
手机软件小修改,https://task.epwk.com/328237/,83人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,手机软件小修改,直接雇佣￥ 1000,￥ 1000,任务编号：328237,2900-3152.csv,,,,,,,,,328237,A328237,B328237,"手机软件, 修改, 功能调整"
【APP开发】IOS修复一个小Bug急,https://task.epwk.com/328240/,362人,1人,¥800,圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,IOS修复一个小Bug急,直接雇佣￥ 800,￥ 800,任务编号：328240,2900-3152.csv,,,,,,,,APP开发,328240,A328240,B328240,"IOS, Bug修复"
宣传图制作,https://task.epwk.com/328250/,199人,1人,¥400,圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,宣传图制作,直接雇佣￥ 400,￥ 400,任务编号：328250,2900-3152.csv,,,,,,,,,328250,A328250,B328250,"宣传图, 制作"
网络公司O2O样品盒设计,https://task.epwk.com/328252/,142人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,网络公司O2O样品盒设计,直接雇佣￥ 5000,￥ 5000,任务编号：328252,2900-3152.csv,,,,,,,,,328252,A328252,B328252,"网络公司, O2O, 样品盒设计"
产品宣传片制作（5分钟内）,https://task.epwk.com/328253/,425人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,产品宣传片制作（5分钟内）,直接雇佣￥ 10000,￥ 10000,任务编号：328253,2900-3152.csv,,,,,,,,,328253,A328253,B328253,"产品宣传片, 5分钟内"
安全意识培训电子课件制作,https://task.epwk.com/328255/,194人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,安全意识培训电子课件制作,直接雇佣￥ 5000,￥ 5000,任务编号：328255,2900-3152.csv,,,,,,,,,328255,A328255,B328255,"安全意识培训, 电子课件, 制作"
2015战争年之《商战论坛》flash动画,https://task.epwk.com/328257/,268人,1人,"¥40,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,2015战争年之《商战论坛》flash动画,直接雇佣￥ 40000,￥ 40000,任务编号：328257,2900-3152.csv,,,,,,,,,328257,A328257,B328257,"2015战争年, 商战论坛, flash动画"
仿php网站制作,https://task.epwk.com/328271/,99人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,仿php网站制作,直接雇佣￥ 2000,￥ 2000,任务编号：328271,2900-3152.csv,,,,,,,,,328271,A328271,B328271,"php网站, 网站制作"
公司系统化管理软件,https://task.epwk.com/328282/,165人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,公司系统化管理软件,直接雇佣￥ 1000,￥ 1000,任务编号：328282,2900-3152.csv,,,,,,,,,328282,A328282,B328282,"公司系统, 管理软件"
【宣传册设计】三折页宣传册设计,https://task.epwk.com/328283/,787人,1人,¥450,圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,三折页宣传册设计,直接雇佣￥ 450,￥ 450,任务编号：328283,2900-3152.csv,,,,,,,,宣传册设计,328283,A328283,B328283,"三折页, 宣传册, 设计"
【小程序开发】matlab程序设计,https://task.epwk.com/328284/,581人,1人,¥625,圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,matlab程序设计,直接雇佣￥ 625,￥ 625,任务编号：328284,2900-3152.csv,,,,,,,,小程序开发,328284,A328284,B328284,"matlab, 程序设计"
apk源码开发,https://task.epwk.com/328289/,88人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,apk源码开发,直接雇佣￥ 1000,￥ 1000,任务编号：328289,2900-3152.csv,,,,,,,,,328289,A328289,B328289,"apk源码, 开发"
【企业官网】商城3期（接口搭建、分布式架构）,https://task.epwk.com/328306/,275人,1人,"¥20,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,商城3期（接口搭建、分布式架构）,直接雇佣￥ 20000,￥ 20000,任务编号：328306,2900-3152.csv,,,,,,,,企业官网,328306,A328306,B328306,"接口搭建, 分布式架构, 商城系统"
在线教育加课程销售的网站开发,https://task.epwk.com/328310/,188人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,在线教育加课程销售的网站开发,直接雇佣￥ 5000,￥ 5000,任务编号：328310,2900-3152.csv,,,,,,,,,328310,A328310,B328310,"在线教育, 课程销售, 网站开发"
网站开发,https://task.epwk.com/328313/,272人,1人,"¥11,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,网站开发,直接雇佣￥ 11000,￥ 11000,任务编号：328313,2900-3152.csv,,,,,,,,,328313,A328313,B328313,网站开发
化妆品VI设计,https://task.epwk.com/328318/,241人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,化妆品VI设计,直接雇佣￥ 1500,￥ 1500,任务编号：328318,2900-3152.csv,,,,,,,,,328318,A328318,B328318,"化妆品, VI设计"
评职网网站的二次开发,https://task.epwk.com/328319/,245人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,评职网网站的二次开发,直接雇佣￥ 10000,￥ 10000,任务编号：328319,2900-3152.csv,,,,,,,,,328319,A328319,B328319,"评职网, 二次开发, 网站"
海外装饰公司LOGO设计,https://task.epwk.com/328321/,183人,1人,¥500,圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,海外装饰公司LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：328321,2900-3152.csv,,,,,,,,,328321,A328321,B328321,"海外装饰公司, LOGO设计"
高级官方网站开发,https://task.epwk.com/328324/,402人,1人,"¥30,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,高级官方网站开发,直接雇佣￥ 30000,￥ 30000,任务编号：328324,2900-3152.csv,,,,,,,,,328324,A328324,B328324,"高级网站, 官方网站开发"
化妆品公司LOGO设计和VI设计,https://task.epwk.com/328325/,180人,1人,"¥1,300",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,化妆品公司LOGO设计和VI设计,直接雇佣￥ 1300,￥ 1300,任务编号：328325,2900-3152.csv,,,,,,,,,328325,A328325,B328325,"化妆品公司, LOGO设计, VI设计"
微信平台开发,https://task.epwk.com/328326/,183人,1人,"¥12,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,微信平台开发,直接雇佣￥ 12000,￥ 12000,任务编号：328326,2900-3152.csv,,,,,,,,,328326,A328326,B328326,"微信平台, 开发"
安卓APP升级,https://task.epwk.com/328330/,200人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,安卓APP升级,直接雇佣￥ 10000,￥ 10000,任务编号：328330,2900-3152.csv,,,,,,,,,328330,A328330,B328330,"安卓APP, 升级"
仿制一个类似淘宝网站,https://task.epwk.com/328334/,278人,1人,"¥12,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,仿制一个类似淘宝网站,直接雇佣￥ 12000,￥ 12000,任务编号：328334,2900-3152.csv,,,,,,,,,328334,A328334,B328334,"淘宝网站, 仿制, 网站设计"
新年推出的海报设计,https://task.epwk.com/328335/,105人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,新年推出的海报设计,直接雇佣￥ 1000,￥ 1000,任务编号：328335,2900-3152.csv,,,,,,,,,328335,A328335,B328335,"新年海报, 设计"
pdf文件转换为html文件,https://task.epwk.com/328337/,130人,1人,¥500,圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,pdf文件转换为html文件,直接雇佣￥ 500,￥ 500,任务编号：328337,2900-3152.csv,,,,,,,,,328337,A328337,B328337,"pdf文件转换, html文件"
做一个测试需求的DEMO,https://task.epwk.com/328338/,209人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,做一个测试需求的DEMO,直接雇佣￥ 4500,￥ 4500,任务编号：328338,2900-3152.csv,,,,,,,,,328338,A328338,B328338,"测试需求, DEMO"
新的一款包装设计,https://task.epwk.com/328339/,63人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,新的一款包装设计,直接雇佣￥ 1000,￥ 1000,任务编号：328339,2900-3152.csv,,,,,,,,,328339,A328339,B328339,"包装设计, 新款"
关于产品的画册设计,https://task.epwk.com/328340/,101人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,关于产品的画册设计,直接雇佣￥ 3000,￥ 3000,任务编号：328340,2900-3152.csv,,,,,,,,,328340,A328340,B328340,"产品画册, 设计"
仿站和修改一些网站问题,https://task.epwk.com/328342/,161人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3115.html?m=6&o=7,仿站和修改一些网站问题,直接雇佣￥ 2500,￥ 2500,任务编号：328342,2900-3152.csv,,,,,,,,,328342,A328342,B328342,"仿站, 网站修改, 网站问题"
画一个卡通形象,https://task.epwk.com/328343/,176人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,画一个卡通形象,直接雇佣￥ 1000,￥ 1000,任务编号：328343,2900-3152.csv,,,,,,,,,328343,A328343,B328343,"卡通形象, 插画设计"
设计企业LOGO,https://task.epwk.com/328351/,135人,1人,¥500,圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,设计企业LOGO,直接雇佣￥ 500,￥ 500,任务编号：328351,2900-3152.csv,,,,,,,,,328351,A328351,B328351,"企业LOGO, 设计"
【电商网站】B2C商城建站,https://task.epwk.com/328356/,247人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,B2C商城建站,直接雇佣￥ 6000,￥ 6000,任务编号：328356,2900-3152.csv,,,,,,,,电商网站,328356,A328356,B328356,"B2C商城, 建站"
【别墅设计】别墅  家装设计,https://task.epwk.com/328358/,602人,1人,"¥27,500",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,别墅  家装设计,直接雇佣￥ 27500,￥ 27500,任务编号：328358,2900-3152.csv,,,,,,,,别墅设计,328358,A328358,B328358,"别墅, 家装设计"
【其他工具软件】桌面报表软件开发,https://task.epwk.com/328361/,441人,1人,¥800,圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,桌面报表软件开发,直接雇佣￥ 800,￥ 800,任务编号：328361,2900-3152.csv,,,,,,,,其他工具软件,328361,A328361,B328361,"桌面报表, 软件开发"
前台的HTML的编程,https://task.epwk.com/328380/,350人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,前台的HTML的编程,直接雇佣￥ 2500,￥ 2500,任务编号：328380,2900-3152.csv,,,,,,,,,328380,A328380,B328380,"前台HTML, 编程"
搜集上传商户信息,https://task.epwk.com/328383/,99人,1人,¥81,圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,搜集上传商户信息,直接雇佣￥ 81,￥ 81,任务编号：328383,2900-3152.csv,,,,,,,,,328383,A328383,B328383,"商户信息, 上传"
巴十客VI设计,https://task.epwk.com/328394/,248人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,巴十客VI设计,直接雇佣￥ 3000,￥ 3000,任务编号：328394,2900-3152.csv,,,,,,,,,328394,A328394,B328394,"巴十客, VI设计"
http://huijin1.a130.163ns.cn/index.aspx 根据这个网站做手机端,https://task.epwk.com/328402/,370人,1人,¥800,圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,http://huijin1.a130.163ns.cn/index.aspx 根据这个网站做手机端,直接雇佣￥ 800,￥ 800,任务编号：328402,2900-3152.csv,,,,,,,,,328402,A328402,B328402,"手机端, 网站, 页面设计"
【LOGO设计】餐饮店logo设计,https://task.epwk.com/328405/,141人,1人,¥490,圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,餐饮店logo设计,直接雇佣￥ 490,￥ 490,任务编号：328405,2900-3152.csv,,,,,,,,LOGO设计,328405,A328405,B328405,"餐饮店, logo设计"
【企业官网】企业网站后台程序开发,https://task.epwk.com/328406/,188人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,企业网站后台程序开发,直接雇佣￥ 1000,￥ 1000,任务编号：328406,2900-3152.csv,,,,,,,,企业官网,328406,A328406,B328406,"企业网站, 后台程序, 开发"
【小程序开发】客户管理后台,https://task.epwk.com/328407/,160人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,客户管理后台,直接雇佣￥ 1000,￥ 1000,任务编号：328407,2900-3152.csv,,,,,,,,小程序开发,328407,A328407,B328407,"客户管理, 后台系统"
做一个关于VI的标志,https://task.epwk.com/328418/,69人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,做一个关于VI的标志,直接雇佣￥ 2000,￥ 2000,任务编号：328418,2900-3152.csv,,,,,,,,,328418,A328418,B328418,"VI标志, 标志设计"
金融软件二次开发,https://task.epwk.com/328419/,91人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,金融软件二次开发,直接雇佣￥ 5000,￥ 5000,任务编号：328419,2900-3152.csv,,,,,,,,,328419,A328419,B328419,"金融软件, 二次开发"
急需一个包包的LOGO标志，需要做两个,https://task.epwk.com/328421/,222人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,急需一个包包的LOGO标志，需要做两个,直接雇佣￥ 2000,￥ 2000,任务编号：328421,2900-3152.csv,,,,,,,,,328421,A328421,B328421,"包包LOGO, 标志设计"
【网站UI设计】品牌产品网页设计,https://task.epwk.com/328423/,199人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,品牌产品网页设计,直接雇佣￥ 4000,￥ 4000,任务编号：328423,2900-3152.csv,,,,,,,,网站UI设计,328423,A328423,B328423,"品牌产品, 网页设计"
软文发布7,https://task.epwk.com/328432/,194人,1人,"¥22,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,软文发布7,直接雇佣￥ 22000,￥ 22000,任务编号：328432,2900-3152.csv,,,,,,,,,328432,A328432,B328432,软文发布
【宣传册设计】宣传册页设计,https://task.epwk.com/328445/,201人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,宣传册页设计,直接雇佣￥ 5000,￥ 5000,任务编号：328445,2900-3152.csv,,,,,,,,宣传册设计,328445,A328445,B328445,"宣传册页, 设计"
积分墙小修改,https://task.epwk.com/328446/,138人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3114.html?m=6&o=7,积分墙小修改,直接雇佣￥ 1000,￥ 1000,任务编号：328446,2900-3152.csv,,,,,,,,,328446,A328446,B328446,"积分墙, 小修改"
