标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【电子设备】电子牌主板研发,https://task.epwk.com/968529/,1578人,1人,¥10400,圆满完成,,o60cae929ba24d,本任务是产品设计原理验证，输出的产品是原理样机2台，非工程化产品。发布方只提供技术要求，所有器件及材料均由任务承担方自行解决。任务验收内容包括原理样机2台、主板电原理图、PCB图、BOM清单、主板嵌入的控制系统软件（源代码）、发送到云端的数据格式及编码规则等。第二期任务：乙方配合甲方测试完成BUG修复与系统完善。,2021-11-09,2022.01.26,任务编号：968529,10400.0,20天,广东省-广州市,广州沃风科技有限公司,https://shop.epwk.com/78n962em2nkv/,广州沃风科技有限公司,出售服务,https://shop.epwk.com/78n962em2nkv/chushou/,企业,三品,90分,,,广州沃风科技有限公司,,大型教育类平台开发（微信小程序/安卓APP/苹果APP/电脑PC端）,"￥100000
            /套",大屏展示设计开发,"￥20000
            /套",,,,,,,,,,,,,,,电子设备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】生鲜小程序开发,https://task.epwk.com/968420/,1452人,7人,¥13500,圆满完成,,k9737****63,项目:生鲜小程序开发称呼:叶先生地区:北京需求:生鲜小程序开发，类似鲜享一下的，目前面向北京，需要有下单，分享，推广打折返点功能，后台有订单情况，对账，返点工作可以让人工配合做，雇主前期有开发过类似的小程序，但没有源代码，可以提供文档图片等信息重新开发,2021-11-08,2021.12.06,任务编号：968420,13500.0,"21天,30天,15天,30天","河北省-石家庄市,贵州省-贵阳市-南明区,山东省-济南市-槐荫区,重庆市-市辖区-江北区",码酷科技-软件开发APP小程序定制,https://shop.epwk.com/p05qjmplodev/,码酷科技-软件开发APP小程序定制,出售服务,https://shop.epwk.com/p05qjmplodev/chushou/,企业,四品,99分,,,码酷科技-软件开发APP小程序定制,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】会员抽奖系统软件开发,https://task.epwk.com/968415/,239人,1人,¥5000,圆满完成,,vitorru,项目:会员抽奖系统软件开发称呼:陈先生地区:福建漳州需求:会员抽奖系统软件开发，具体需求见附件，先加微信联系预算:报价联系,2021-11-08,2021.11.08,任务编号：968415,5000.0,5天,福建省-泉州市,泉州市飞麦数据科技有限公司,https://shop.epwk.com/3gd2mqpqwner/,泉州市飞麦数据科技有限公司,出售服务,https://shop.epwk.com/3gd2mqpqwner/chushou/,企业,四品,37分,,,泉州市飞麦数据科技有限公司,,云盘软件开发,"￥20000
            /起",即时通讯软件,"￥30000
            /起",财务管理系统,"￥7000
            /起",管理系统开发,"￥8000
            /起",各类小程序开发,价格面议,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】直播电商APP开发,https://task.epwk.com/968404/,398人,1人,¥8000,圆满完成,,享客堂CIP1E,"直播电商APP开发,具体功能详谈",2021-11-08,2021.11.09,任务编号：968404,8000.0,5天,山东省-济南市,慧族网络,https://shop.epwk.com/omdwkjxvrdrp/,慧族网络,出售服务,https://shop.epwk.com/omdwkjxvrdrp/chushou/,企业,三品,42分,,,慧族网络,,微信小程序电商行业生鲜超市|社区团购|拼团秒杀小程序商城开发,3000,APP定制/APP开发/商城APP开发/原生APP开发,3000,小程序开发/微信小程序开发/百度小程序开发/支付宝小程序开发,1000,旅游APP/旅游预订app手机软件/订票旅游app定制开发,15000,交友APP定制开发直播app 社交APP电子商城APP,1680,通讯运营商APP通讯app制作运营平台app定制开发,3000,微信开发IT行业小程序定制商城小程序源码开发应用小程序定制,2000,APP开发生鲜配送外卖预约电商成品app定制开发,1100,APP界面设计通讯服务app竞价托管软件开发app开发外包,1000,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【网站二次开发】php网站二次开发,https://task.epwk.com/968249/,1110人,11人,¥1500,圆满完成,,zmy518,"5年前,找人用PHP开发的网站,需要调整一下布局,删除几个模块,时间需求2天左右,需要专业的人处理",2021-11-07,2021.12.05,任务编号：968249,1500.0,"2天,10天,2天,2天,2天","山西省-太原市-小店区,河南省-洛阳市,广东省-深圳市-龙岗区,江苏省-徐州市-贾汪区,湖北省-宜昌市",山西蓝云科技,https://shop.epwk.com/78n962382nkv/,山西蓝云科技,出售服务,https://shop.epwk.com/78n962382nkv/chushou/,企业,四品,40分,,,山西蓝云科技,,[定制开发]APP开发,"￥30000
            /起",[定制开发]小程序开发,"￥15000
            /起",[定制开发]公众号开发,"￥15000
            /起",[定制开发]网站建设/H5,"￥8000
            /起",[模板]小程序,"￥5000
            /起",模板网站开发/网站建设/H5,"￥3000
            /起",,,,,,,网站二次开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】相亲交友类小程序开发,https://task.epwk.com/968082/,828人,1人,¥7000,圆满完成,,k9165****04,"需求:相亲交友类小程序开发，功能类似“我主良缘同城相亲交友婚恋平台”，厦门的团队联系,具体按照沟通好开发",2021-11-05,2021.12.10,任务编号：968082,7000.0,18天,福建省-厦门市-海沧区,迅程科技,https://shop.epwk.com/2j5xogm4g5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】金融行业外呼系统APP开发二期款,https://task.epwk.com/968074/,400人,1人,¥4500,圆满完成,,k6975****18,金融行业外呼系统APP开发，具体按照合同开发,2021-11-05,2021.11.27,任务编号：968074,4500.0,30天,河北省-石家庄市-裕华区,康业科技-APP·小程序·网站开发,https://shop.epwk.com/78dljex7x5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】金融行业外呼系统APP开发一期款,https://task.epwk.com/968073/,507人,1人,¥7500,圆满完成,,k6975****18,金融行业外呼系统APP开发，具体按照合同开发,2021-11-05,2021.11.06,任务编号：968073,7500.0,35天,河北省-石家庄市-裕华区,康业科技-APP·小程序·网站开发,https://shop.epwk.com/78dljex7x5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【产品原型设计】人力资源系统PC端的UI设计,https://task.epwk.com/967666/,644人,1人,¥4200,圆满完成,,vitorru,项目: 人力资源系统PC端的UI设计称呼: 管先生地区: 安徽合肥，服务商地域不限需求: 这个系统是可以适配手机端的，所以要做整体的画面优化，使画面要能适配手机端预算：看服务商报价时间：越快越好备注：手机是微信号,2021-11-04,2021.11.05,任务编号：967666,4200.0,15天,广东省-广州市,汤谷创意,https://shop.epwk.com/omdwkjwjwdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品原型设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】行业小程序开发,https://task.epwk.com/967658/,615人,1人,¥5000,圆满完成,,布布2015,行业小程序开发，已谈好合作,2021-11-04,2021.11.04,任务编号：967658,5000.0,15天,广东省-广州市,火鹰科技-app小程序开发【国家高企】,https://shop.epwk.com/3gd2m6reener/,火鹰科技-app小程序开发【国家高企】,出售服务,https://shop.epwk.com/3gd2m6reener/chushou/,企业,一品,100分,,,火鹰科技-app小程序开发【国家高企】,,【火鹰科技】小程序成品,"￥5888
            /起",物联网app|智能硬件小程序|智能家居app小程序,"￥18000
            /起",微信小程序开发|小程序源码|小程序商城|点餐外卖小程序crm,"￥5000
            /起",【火鹰APP开发】app定制开发|app外包|手机应用开发,"￥30000
            /起",【电商APP开发】B2C商城APP|B2B2C商城APP开发,"￥50000
            /起",【火鹰APP开发】社交类app开发|聊天交友APP|社交互动,"￥50000
            /起",【火鹰APP开发】健康医疗APP开发|陪护类|健康检测APP,"￥60000
            /起",【火鹰APP开发】金融理财APP开发|P2P众筹app开发,"￥60000
            /起",【火鹰UI设计】APP设计|UI主界面设计,"￥500
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】货运物流行业APP开发第一期款,https://task.epwk.com/967489/,280人,1人,¥18900,圆满完成,,vitorru,项目:货运物流行业APP开发第一期款已和服务商沟通确认合作了，勿扰。,2021-11-03,2021.11.03,任务编号：967489,18900.0,5天,广东省-广州市,广州花枝科技-专业APP/小程序/网站开发,https://shop.epwk.com/4rn8qr8p1ngm/,广州花枝科技-专业APP/小程序/网站开,出售服务,https://shop.epwk.com/4rn8qr8p1ngm/chushou/,企业,一品,30分,,,广州花枝科技-专业APP/小程序/网站开,,APP定制开发,价格面议,小程序定制开发,价格面议,网站定制开发,价格面议,小程序模版,价格面议,无人零食柜,价格面议,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】客户端后端配合,https://task.epwk.com/967462/,1208人,3人,¥5000,圆满完成,,Alsie0214,因app后端占无排期，需后端配合主要功能为：1.云备份 2.登录注册  注：订阅部分和后端直接对接无需再开发,2021-11-03,2022.06.23,任务编号：967462,5000.0,10天,河南省-郑州市,码圈儿网络科技有限公司,https://shop.epwk.com/zqdplm0y9n1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【软件UI设计】做一个简易的订单录入界面,https://task.epwk.com/967236/,622人,2人,¥2500,圆满完成,,清风怡人,要求熟悉BS架构，熟练web页面开发，最好是.net开发，录入界面+列表，费用 1500元。要求熟练，最好一天完成。后台业务逻辑已写好，主要是页面配置。,2021-11-02,2021.11.08,任务编号：967236,2500.0,2天,四川省-自贡市,南国壹灯网络,https://shop.epwk.com/0jnekejjjnv3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,软件UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
"【APP开发】sip软电话app开发,只做安卓",https://task.epwk.com/967172/,934人,2人,¥20000,圆满完成,,mf132****8871,"一个控制端app,只做安卓内容有菜品查看下单，sip软电话，upd灯控，电视控制，app展示的固定的文字部分需要设置语言包切换，4种语言",2021-11-02,2021.12.18,任务编号：967172,20000.0,"30天,10天","北京市-北京市-通州区,江苏省-徐州市-贾汪区",北京星创远达,https://shop.epwk.com/81n41qyvonp6/,北京星创远达,出售服务,https://shop.epwk.com/81n41qyvonp6/chushou/,企业,四品,41分,,,北京星创远达,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【脚本开发】自动发短信脚本制作,https://task.epwk.com/966709/,3808人,1人,¥500,圆满完成,,o5ec7db7eadbaa,需要做一个可导入号码，设置间隔时间（如每20分钟）发送一天短信的脚本,2021-11-01,2021.11.20,任务编号：966709,500.0,500天,四川省-成都市-双流区,成都软度科技,https://shop.epwk.com/2j5jjjm695pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,脚本开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】建材行业玻璃生产企业的通知小程序尾款,https://task.epwk.com/966684/,272人,1人,¥6500,圆满完成,,vitorru,建材行业玻璃生产企业的通知小程序尾款已完成。,2021-11-01,2021.11.02,任务编号：966684,6500.0,15天,广东省-佛山市,广州风浪科技有限公司,https://shop.epwk.com/7lngqgzk8dmr/,广州风浪科技有限公司,出售服务,https://shop.epwk.com/7lngqgzk8dmr/chushou/,企业,一品,41分,,,广州风浪科技有限公司,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【项目管理软件】生产设备管理软件,https://task.epwk.com/966528/,1173人,1人,¥20000,圆满完成,,vitorru,"项目:生产设备管理软件称呼:徐先生地区:黑龙江省,大庆市需求:需要在电脑上做个软件可以远程控制设备生产仪表的阀门开启和关闭，以及数据上传功能，服务器和硬件端口都有，具体详谈报价预算:联系报价",2021-11-01,2021.11.01,任务编号：966528,20000.0,15天,辽宁省-沈阳市,沈阳龙创信息技术有限公司【双软认证】,https://shop.epwk.com/3gd2mov7vner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,项目管理软件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【小程序开发】文房四宝小程序开发,https://task.epwk.com/966521/,530人,1人,¥1180,圆满完成,,k6599****97,项目:文房四宝小程序开发称呼:徐女士地区:辽宁大连需求:文房四宝小程序开发，登入分类浏览下单交易等功能预算:报价联系,2021-11-01,2021.11.15,任务编号：966521,1180.0,5天,四川省-成都市,成都三晶科技有限公司,https://shop.epwk.com/omdwkklqxdrp/,成都三晶科技有限公司,出售服务,https://shop.epwk.com/omdwkklqxdrp/chushou/,企业,一品,45分,,,成都三晶科技有限公司,,云算力租赁平台开发挖矿机fil/chia/btc/eth,"￥9999
            /件",网站开发,"￥1888
            /起",Android应用开发,"￥8888
            /起",公众号开发,"￥3000
            /起",小程序开发,"￥3000
            /起",,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【定制开发】网站开发，已和威客谈好合作,https://task.epwk.com/965538/,771人,1人,¥3000,圆满完成,,k8473****09,按需求制作,2021-10-30,2022.01.16,任务编号：965538,3000.0,15天,上海市,广泽工作室,https://shop.epwk.com/zqdplxeg6n1v/,广泽工作室,出售服务,https://shop.epwk.com/zqdplxeg6n1v/chushou/,工作室,四品,38分,,,广泽工作室,,PHP商城程序二次开发手机网站修改开发功能修复api类对接网站定做,价格面议,高年级程序员6-9年专业技术工作经验包月包年包季度均可,"￥500
            /日",中年级程序员3-6年专业技术工作经验包月包年包季度均可,"￥300
            /日",初年级程序员1-3年专业技术工作经验包月包年包季度均可,"￥100
            /日",专业APP开发定制软件制作小程序外卖跑腿同城直播友交一站式服务1,价格面议,vue代做api接口开发对接小程开发web前端项目外包html5网页设计un,价格面议,,,,,,,定制开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】uni-app开发,https://task.epwk.com/965225/,1017人,4人,¥2500,圆满完成,,无名大卒,uni-app开发,2021-10-29,2021.12.03,任务编号：965225,2500.0,"30天,10天","湖北省-武汉市-洪山区,广东省-深圳市",武汉在楚信息科技,https://shop.epwk.com/p05qj8rr1dev/,武汉在楚信息科技,出售服务,https://shop.epwk.com/p05qj8rr1dev/chushou/,企业,四品,44分,,,武汉在楚信息科技,,软件定制,"￥10000
            /起",接单小程序,价格面议,跑腿小程序,价格面议,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【物联网】协助C#调用C++dll,https://task.epwk.com/964603/,1088人,1人,¥500,圆满完成,,o617a97a18aa1a,协助C#调用C++dll，c++2005代码有，需要指导能够正常调用,2021-10-28,2021.11.03,任务编号：964603,500.0,1天,江苏省-南京市,君和软件工作室,https://shop.epwk.com/omdwkj8qrdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物联网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【APP开发】物流行业APP开发尾款,https://task.epwk.com/964515/,517人,1人,¥44000,圆满完成,,vitorru,物流行业APP开发尾款,2021-10-28,2021.10.28,任务编号：964515,44000.0,15天,山东省-济南市,椰果科技,https://shop.epwk.com/3gd2m6wqwner/,椰果科技,出售服务,https://shop.epwk.com/3gd2m6wqwner/chushou/,企业,一品,70分,总 44 次中标，交易总金额,￥75.62万,椰果科技,,OA办公管理系统,￥39800,水利监测管理系统,￥49800,能源监测管理系统,￥58000,进销存管理系统,￥12800,工单管理系统,￥9800,知识付费问答系统,￥15800,项目管理系统,￥58800,外卖配送app,￥49800,医疗系统app,￥128000,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【定制开发】本地产品交易信息平台网站开发,https://task.epwk.com/964342/,1250人,10人,¥2000,圆满完成,,赛威Bz29u,想做个网站，是本地产品交易信息平台，要具备用户能发布产品需求信息,2021-10-28,2021.12.10,任务编号：964342,2000.0,"20天,30天,7天","辽宁省-沈阳市-铁西区,河北省-石家庄市,湖北省-宜昌市",宣越科技,https://shop.epwk.com/78dlj2k895lx/,宣越科技,出售服务,https://shop.epwk.com/78dlj2k895lx/chushou/,企业,五品,39分,,,宣越科技,,,,,,,,,,,,,,,,,,,,定制开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【其他软件开发】c#监控页面设计,https://task.epwk.com/962419/,810人,1人,¥2000,圆满完成,,o59be65d1295ee,1：最好采用Visual Studio 2010 编写，较新版本也可以。2：winform程序，工业控制hmi页面，要求实现管道液体流动效果，各个泵阀开启关闭效果，风机开启关闭效果。3：当页面缩放的时候，画面元素需要相应变化。4：具体页面实现，可参考附件。5需要源代码,2021-10-25,2021.11.11,任务编号：962419,2000.0,15天,江苏省-南京市,君和软件工作室,https://shop.epwk.com/omdwkj8qrdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
