标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,任务类型
【品牌策划】品牌服装代理公司全案策划二期,https://task.epwk.com/774311/,1703人,1人,¥6000,圆满完成,o5d214f62485f7,我想做一套公司全案策划：公司的企业文化、理念、Logo、VI全案策划。我们是一家品牌服装代理公司。工期：2个月以内,2019-07-22,2020.03.10,任务编号：774311,6000.0,60天,广东省-广州市-越秀区,雅致品牌管理公司 | 20年香港设计师公司,https://shop.epwk.com/m7d7w28jy5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌策划
【产品推广】闲鱼网店推广,https://task.epwk.com/773865/,1042人,1人,¥100,圆满完成,华翔iphone6,闲鱼网店推广完成的好以后长期合作,2019-07-20,2019.07.22,任务编号：773865,100.0,1天,重庆市-市辖区,言成信网络工作室【cqycxin_com】⬅微,https://shop.epwk.com/7g5yk1xmkn0q/,言成信网络工作室【cqycxin_com,出售服务,https://shop.epwk.com/7g5yk1xmkn0q/chushou/,企业,六品,40分,,,言成信网络工作室【cqycxin_com,,知乎推广|知乎服务|知乎排名优化|知乎热榜|知乎机构注册代运营,"￥10
            /起",品牌整合营销全案百度网站品牌产品传播软文发布品牌口碑营销,￥8999,问答推广|百度知道|搜搜SOSO问问|360问答|知乎问答|新浪爱问推广,"￥10
            /起",品牌形象塑造品牌全案策划网络营销企业产品公司整合营销策划执行,￥2980,新闻发稿|软文发布|媒体发稿,"￥10
            /起",网站建设优化网站推广平台百度360搜狗搜索引擎网页排名seo优化,"￥100
            /起",品牌整合营销百度网站品牌产品营销传播发布品牌口碑营销整合营销,￥6999,微信微博知乎头条代运营各大自媒体代运营服务kol,"￥800
            /起",产品推广
【产品推广】扬子吸尘器闲鱼推广,https://task.epwk.com/773645/,833人,1人,¥100,圆满完成,o591956bd907b9,扬子吸尘器闲鱼推广 闲鱼100个点赞想要，5条评价，50个收藏。,2019-07-19,2019.07.20,任务编号：773645,100.0,1天,重庆市-市辖区,言成信网络工作室【cqycxin_com】⬅微,https://shop.epwk.com/7g5yk1xmkn0q/,言成信网络工作室【cqycxin_com,出售服务,https://shop.epwk.com/7g5yk1xmkn0q/chushou/,企业,六品,40分,,,言成信网络工作室【cqycxin_com,,知乎推广|知乎服务|知乎排名优化|知乎热榜|知乎机构注册代运营,"￥10
            /起",品牌整合营销全案百度网站品牌产品传播软文发布品牌口碑营销,￥8999,问答推广|百度知道|搜搜SOSO问问|360问答|知乎问答|新浪爱问推广,"￥10
            /起",品牌形象塑造品牌全案策划网络营销企业产品公司整合营销策划执行,￥2980,新闻发稿|软文发布|媒体发稿,"￥10
            /起",网站建设优化网站推广平台百度360搜狗搜索引擎网页排名seo优化,"￥100
            /起",品牌整合营销百度网站品牌产品营销传播发布品牌口碑营销整合营销,￥6999,微信微博知乎头条代运营各大自媒体代运营服务kol,"￥800
            /起",产品推广
【微博营销】微博流量转平台推广,https://task.epwk.com/772928/,1262人,1人,¥600,圆满完成,二哥购物指导App,需求内容：通过 https://m.weibo.cn/6082416156/4395329460275048 进行微博内容转载转载话术：我觉得吧……男人就该有个男人样，女人就该有个女人样！如果你没有，恭喜你，你全才了！需要150万粉丝以上的微博号进行操作。能带入平台流量3000UV以上。需求预算：预算推广价格控制在600元需求工期：接到任务后开始算在5天内完成服务商要求：有相同类型案例优先，无地域要求,2019-07-18,2019.07.22,任务编号：772928,600.0,4天,北京市-北京市,喵喵微博转发大拿,https://shop.epwk.com/3gd2moyewner/,,,,,,,,,,,,,,,,,,,,,,,,,,,微博营销
【产品推广】需要人发30篇软文用来网络推广,https://task.epwk.com/772840/,1433人,2人,¥400,圆满完成,qycx,www.qycx.com 需要网络推广。需要写30篇软件软文围绕宣传北京清扬创新公司能提供军工资质认证的咨询服务。软件必须是原创，不能侵权，不能违反国家有关规定软文发布在各种渠道上30天完成,2019-07-17,2019.08.18,任务编号：772840,400.0,"30天,3天","辽宁省-沈阳市-皇姑区,重庆市-市辖区",老张做威客,https://shop.epwk.com/omdwkmj3xdrp/,老张做威客,出售服务,https://shop.epwk.com/omdwkmj3xdrp/chushou/,工作室,八品,40分,,,老张做威客,,代写代发seo原创文章，高排名率，每月20篇，发布各大门户网站资源平台,"￥999
            /月",代写代发seo原创文章，高排名率，每月20篇，发布免费资源平台论坛、博客、公号以及自己的官网,"￥499
            /月",,,,,,,,,,,,,产品推广
【微博营销】微博流量转平台推广,https://task.epwk.com/772019/,1023人,1人,¥600,圆满完成,二哥购物指导App,需求内容：通过https://m.weibo.cn/6082416156/4394605111958562进行微博内容转载转载话术：年少不知影中意，再看已是影中人！需要150万粉丝以上的微博号进行操作。能带入平台流量3000UV以上。需求预算：预算推广价格控制在600元需求工期：接到任务后开始算在5天内完成服务商要求：有相同类型案例优先，无地域要求,2019-07-16,2019.07.19,任务编号：772019,600.0,4天,北京市-北京市-石景山区,喵喵微博转发大拿,https://shop.epwk.com/3gd2moyewner/,,,,,,,,,,,,,,,,,,,,,,,,,,,微博营销
【微博营销】微博流量转平台推广,https://task.epwk.com/770717/,1127人,1人,¥600,圆满完成,二哥购物指导App,需求内容：通过https://weibo.com/6082416156/HD6mD7KDK?ref=home&type=comment 进行微博内容转载转载话术：真正向往的生活，是活在当下，且行且珍惜！需要150万粉丝以上的微博号进行操作。能带入平台流量3000UV以上。需求预算：预算推广价格控制在600元需求工期：接到任务后开始算在5天内完成服务商要求：有相同类型案例优先，无地域要求,2019-07-12,2019.07.15,任务编号：770717,600.0,4天,北京市-北京市,热情推广,https://shop.epwk.com/j7n38ookl5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,微博营销
【微信推广】微信推广 提高曝光度,https://task.epwk.com/770491/,1093人,1人,¥350,圆满完成,o5d1db7ee51e0b,已跟服务商协商好达成合作意向，请勿打扰！,2019-07-11,2019.07.24,任务编号：770491,350.0,3天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",微信推广
【微博营销】微博流量转平台推广,https://task.epwk.com/769799/,973人,1人,¥600,圆满完成,二哥购物指导App,需求内容：通过https://m.weibo.cn/6082416156/4392505128680736进行微博内容转载转载话术：就算你很急，也不能以生命为代价。别用流血换教训，别用生命换时间！需要150万粉丝以上的微博号进行操作。能带入平台流量3000UV以上。需求预算：预算推广价格控制在600元需求工期：接到任务后开始算在5天内完成服务商要求：有相同类型案例优先，无地域要求,2019-07-10,2019.07.15,任务编号：769799,600.0,5天,北京市-北京市,热情推广,https://shop.epwk.com/j7n38ookl5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,微博营销
【活动策划】健康类栏目12期策划，6个公益广告片策划,https://task.epwk.com/769471/,1379人,1人,¥13000,圆满完成,o5d1c5fc680d74,1、预防青少年近视世界卫生组织最新研究报告称，目前中国近视患者人数多达6亿，几乎是总人口数量的一半。我国高中生和大学生的近视率均已超过7成，并逐年增加，青少年近视率高居世界第一，小学生的近视率也接近40%。据保守估计，到2020年我国近视患病人口将接近7.04至7.11亿。  2、科学饮食促健康古语讲“民以食为天”，当今社会， 随着人们生活水平的不断提升，人们对于饮食也越来越重视，要求也越来越多，要吃得好而且还要吃得健康。那么为何要科学的吃？如何吃才是科学、健康的呢？现代社会最大的特点就是忙，人们的生活节奏都很快，工作也很忙碌。在这种情况之下，人们就往往容易忽略健康的饮食习惯。3、养生成就健康中医养生，作为中国特色的保健手段，历史悠久，成效卓越。中国古代没有现在这么好的医疗条件，却振兴繁衍了几千年，世界每五个人之中，便有一个中国人的身影。这其中，中医养生文化发挥了巨大而重要的作用。中医养生，拥有现代医学无可替代的独特优势。4、防治职业病，幸福千万家劳动者在工作中接触职业病危害因素，不注意个人防护的话就有可能发生职业病。预防职业病，主要有三个方面：第一是从源头上消除或者减少职业病危害因素的产生。第二是加强防护、减少劳动者解除职业病危害因素的机会。第三是做好职业健康监护。5、打好健康扶贫战，共同致富奔小康“因病致贫、返贫”是民生健康领域发展不平衡，不充分的主要原因。目前我国还有4300万贫困人口没有脱贫，其中“因病致贫、返贫”人口高达2000多万，占总脱贫人口的46.5%，成为到2020年全面脱贫的攻坚战、硬骨头、拦路虎，严重影响两个100年目标实现。因此，破解“因病致贫、返贫”难题已成为当前迫在眉睫的重大任务。6、加强健康知识教育，提高人民健康水平7、不可忽视的呼吸道疾病8、睡眠问题9、心血管疾病10、如何养好胃在我国，胃癌仍然是癌症高发前五大病症之一。对于胃病的预防，还是应该做到“三分治七分养”，坚持健康的生活方式。11、预防高血压10月8日全国高血压日12、糖尿病知多少11月14日联合国糖尿病日公益广告的选题1、预防青少年近视2、科学饮食促健康3、养生成就健康4、防治职业病，幸福千万家5、打好健康扶贫战，共同致富奔小康 6、加强健康知识教育，提高人民健康水平要求：12期栏目每期20分钟，以访谈类为主，加入趣味性的宣传。要求生动活波，有创意。公益广告每个30秒，创意无限。栏目及广告选题不定，也可以在当今流行的健康问题上设置主题。,2019-07-09,2019.07.16,任务编号：769471,13000.0,5天,山东省-青岛市-崂山区,光影品牌策划,https://shop.epwk.com/89dvgrvjwdl2/,光影品牌策划,出售服务,https://shop.epwk.com/89dvgrvjwdl2/chushou/,企业,三品,45分,,,光影品牌策划,,活动策划方案撰写（线上&线下）,"￥999
            /起",商业计划书撰写,￥5000,折页/画册设计,"￥299
            /页",企业标志设计,￥5000,创意海报设计,"￥999
            /起",,,,,,,活动策划
【品牌策划】品牌服装代理公司全案策划,https://task.epwk.com/768353/,2428人,9人,¥8000,圆满完成,o5d214f62485f7,我想做一套公司全案策划：公司的企业文化、理念、Logo、VI全案策划。我们是一家品牌服装代理公司。工期：2个月以内,2019-07-07,2019.07.24,任务编号：768353,8000.0,"60天,30天,20天,15天,30天,30天,10天","广东省-广州市-越秀区,山东省-青岛市,辽宁省-鞍山市-立山区,广东省-深圳市,江苏省-无锡市,重庆市-市辖区-九龙坡区,山东省-青岛市-黄岛区",雅致品牌管理公司 | 20年香港设计师公司,https://shop.epwk.com/m7d7w28jy5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌策划
【产品推广】服装闲鱼推广,https://task.epwk.com/768339/,1661人,8人,¥100,圆满完成,o5d1e0aec4424f,商品：服装在闲鱼上一个商品点想要和超赞，闲鱼100个想要，50个超赞，5条留言,2019-07-07,2019.07.10,任务编号：768339,100.0,"1天,3天,3天,1天,1天,1天,3天,1天","四川省-绵阳市-涪城区,山西省-吕梁市-柳林县,江苏省-扬州市-市辖区,北京市-北京市,河北省-廊坊市-文安县,广东省-东莞市-东莞市市辖区,广东省-深圳市-龙岗区,贵州省-六盘水市-钟山区",腾际品牌管理,https://shop.epwk.com/3gd2mor7gner/,腾际品牌管理,出售服务,https://shop.epwk.com/3gd2mor7gner/chushou/,企业,四品,54分,,,腾际品牌管理,,百度百科搜狗互动企业品牌人物APP词条创建编辑,"￥100
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划,"￥100
            /起",商务商业计划书**策划书招商路演项目可行性研究报告**作,"￥100
            /起",招商策划商务合作拓展餐饮美容健身教育培训机构营销策略品牌,"￥100
            /起",代做可行性研究报告修改立项审批项目建议书资金申请可研报,"￥100
            /起",创业商业计划书**策划书招商项目路演可行性研究报告,"￥100
            /起",商业计划书招商计划书**路演创业可行性研究报告策划书,"￥100
            /起",企业画册logo标志设计产品册设计菜谱菜单广告封面画册设计,"￥100
            /起",产品推广
