标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【品牌起名】美妆半永久行业产品品牌取名,https://task.epwk.com/470162/,2358人,80人,¥100,圆满完成,单人悬赏,mf134****2755,一：公司说明及取名要求：1、公司经营各类美妆半永久纹绣产品，如：色料、针片、纹绣机器(第3类，第44类）等；2、名字包含中文名与英文名两部分，商标符合行业特点、名字具有代入感（一听就知道是哪个行业的）；3、易读、易记、易传播、有档次、 有美誉度；4、字数限制：中文2～4个字最好，英文名最好不要超过10个字符5、可进行商标注册，能够通过名称的预先核准，中标威客需配合后期修改；7、投稿作品要有创意说明；8、禁止模板投稿（所投稿件需是专为我们的需要量身定做） 二： 知识产权声明：1.所设计的作品应为原创，为第一次发布，未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2.如中标，设计方必须提供以上要求设计作品完整的方案，包括各种矢量图形源文件和所用到的字体，以方便进行修改完善和印刷。3.中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。4.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。否则构成侵权，本公司保留依法追究设计方法律责任的权利。5.征集结果公布后，未采用的作品即可自行处理。6.参加此设计任务者被视为同意以上所有声明。,2017.01.10,2017.02.06,任务编号：470162,,,,精瀚堂品牌设计策划,https://shop.epwk.com/9w56ee42kdv1/,精瀚堂品牌设计策划,出售服务,https://shop.epwk.com/9w56ee42kdv1/chushou/,企业,六品,45分,,,精瀚堂品牌设计策划,,大幅广告,"￥1198
            /件",DM传单设计,"￥798
            /件",海报设计,"￥998
            /件",VI设计,9998,VI设计,7998,VI设计,4998,logo标志设计,"￥998
            /件",logo标志设计,"￥998
            /件",logo标志设计,"￥798
            /件"
【品牌起名】酒吧品牌取名,https://task.epwk.com/470113/,2899人,115人,¥120,圆满完成,单人悬赏,Mr185****6777,1.酒吧位于番禺区迎宾北路，临近华南快速干线，紧邻野生动物园、夜间动物园，长隆欢乐世界、长隆水上世界、广州鳄鱼公园，穗港澳的地理中心位置，珠江三角洲腹地，珠江口西北岸。北与广州市珠海区相接，城市建设完善，是广州重要的经商、运输的交通枢纽，地理位置优越，相邻有全国最大的酒店用品批发城“沙溪商贸城”以及茶叶、五金批发市场。是广州未来城市副中心。2.我们打算在此打造一个全新的PLAY类型的酒吧，用创新的布局，起前的影响、灯光、LED大屏幕、超概念的机械设备！来打造娱乐新地标。投资4000万，占地1800平，高端大型酒吧。3.名称倾向简约时尚，采用2-4个字，中文和英文。需配合注释。4.要求中文和英文都能够注册商标,2017.01.10,2017.03.10,任务编号：470113,,,,乐心传媒工作室,https://shop.epwk.com/z2nkzz662nqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】给一个产品工具取名,https://task.epwk.com/469577/,4545人,90人,¥100,圆满完成,单人悬赏,mf187****2319,本公司名称为杭州曼码科技有限公司，先需要开发一个H5的服务产品，希望产品中最好有曼码这两个字或者与其相关。,2017.01.07,2017.02.16,任务编号：469577,,,,精瀚堂品牌设计策划,https://shop.epwk.com/9w56ee42kdv1/,精瀚堂品牌设计策划,出售服务,https://shop.epwk.com/9w56ee42kdv1/chushou/,企业,六品,45分,,,精瀚堂品牌设计策划,,大幅广告,"￥1198
            /件",DM传单设计,"￥798
            /件",海报设计,"￥998
            /件",VI设计,9998,VI设计,7998,VI设计,4998,logo标志设计,"￥998
            /件",logo标志设计,"￥998
            /件",logo标志设计,"￥798
            /件"
【品牌起名】水果、农产品等中英文商标品牌取名,https://task.epwk.com/469586/,5083人,100人,¥600,圆满完成,单人悬赏,sinmlee,一：公司说明及取名要求：1、公司经营各类绿色农副产品，如：绿色水果、绿色农产品、坚果、进口水果(第31类，第30类）等；2、名字包含中文名与英文名两部分，商标符合行业特点、具有地域特色（主要原产地为陕西、甘肃、新疆、江西等中西部地区）；3、易读、易记、易传播、有档次、 有美誉度；4、字数限制：中文2～4个字（3字为上，2字为中，4字为下）， 英文部分最好不超过8个字母；5、可进行商标注册，能够通过名称的预先核准，中标威客需配合后期修改；6、可注册域名（.com域名或CN域名）；7、投稿作品要有创意说明；8、禁止模板投稿（所投稿件需是专为我们的需要量身定做） 二： 知识产权声明：1.所设计的作品应为原创，为第一次发布，未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2.如中标，设计方必须提供以上要求设计作品完整的方案，包括各种矢量图形源文件和所用到的字体，以方便进行修改完善和印刷。3.中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。4.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。否则构成侵权，本公司保留依法追究设计方法律责任的权利。5.征集结果公布后，未采用的作品即可自行处理。6.参加此设计任务者被视为同意以上所有声明。,2017.01.08,2017.01.30,任务编号：469586,,,,石枯沙老,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】厨房用品品牌名称广告语征集,https://task.epwk.com/469403/,4998人,119人,¥200,圆满完成,单人悬赏,mf180****1112,行业属性:厨房用品品牌名称:精厨康征集广告语:目前有三句(厨具 就选精厨康)(家有精厨康 生活更健康)(厨房巧帮手 就选精厨康) 现面向全国征集更贴切更合适的广告词。,2017.01.08,2017.05.14,任务编号：469403,,,,虎三,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】室内设计公司起名,https://task.epwk.com/469405/,5060人,128人,¥100,圆满完成,单人悬赏,qqqto250,大连室内设计公司起名。要求：1、三个字组成，三个字笔画总数为24画。2、将来名字应用：大连???装饰工程有限公司 和 大连？？？设计事务所    （？为名字）大家自由发挥，名字起得好将追加奖励！,2017.01.06,2017.01.25,任务编号：469405,,,,十月创意工作室,https://shop.epwk.com/omdwkj3qqdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】物流公司广告语、物流公司口号征集,https://task.epwk.com/469386/,5084人,97人,¥100,圆满完成,单人悬赏,fuxianping00,上海复来物流有限公司征集广告语及口号，要求不要和满大街都有的口号雷同，和公司名称“复来”含义贴近，贴近物流行业、有新意、朗朗上口广告语：要求在15个字以内口号：要求在10个字以内,2017.01.06,2017.02.24,任务编号：469386,,,,明尼苏达猪工作室,https://shop.epwk.com/81n41164onp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】金星源天然饮用水广播文案征集,https://task.epwk.com/469330/,2588人,19人,¥100,圆满完成,单人悬赏,mf157****8870,"产品说明：产品名称为金星源天然饮用水，为金星啤酒旗下新品牌，此水取自地下深层水，呈弱碱性，规格为约18升的桶装水；                    文案要求：                                            1、文案用于15秒广播广告，50个字左右即可；                            2、文案需紧扣产品特点，朗朗上口；                                        3、要求原创，可附上创意说明；                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.01.06,2017.01.12,任务编号：469330,,,,mf18264747751,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】化妆品品牌取名,https://task.epwk.com/468790/,4395人,123人,¥100,圆满完成,单人悬赏,mf135****9008,你好，想打造一款化妆品品牌，致力成为中国化妆品行业乃至走向世界的精品品牌。虽然刚刚起步，但是志向却是要成为百年的品牌企业。请您为我设计一个内涵并优雅的品牌名称。.本人的化妆品加工很可能在国外进行，请在品牌名称中加入英文成分（可以是英文或汉语拼音或拼音的简写），谢谢。,2017.01.04,2017.01.28,任务编号：468790,,,,o585759e5c5545,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】中式快餐店店铺取名,https://task.epwk.com/468554/,5268人,199人,¥100,圆满完成,单人悬赏,溜溜010,中式快餐店店铺取名，要求：2个字、3个字、5个字都可以，顺口，好听，独特温馨一点，体现简洁快速就餐，安全卫生，保证能注册。可以从体现简洁快速就餐，安全卫生，顺口方面入手，进行取名，类似“饿了么”，这种简单、简洁且能体现快速就餐的。名字没有区域要求，该方面的网络语、歇后语都可以，只要和行业相关。也可以取成“XXX餐厅”的形式,2017.01.03,2017.04.07,任务编号：468554,,,,o586b08f502ce6,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】专门办party的酒吧名字征集,https://task.epwk.com/468552/,5143人,141人,¥100,圆满完成,单人悬赏,wangbowel,1.只在周五周六开的酒吧2.专门办party的酒吧3.需要有特色，有酒吧感觉的名字4.好听，好记，有时尚神秘感,2017.01.03,2017.01.20,任务编号：468552,,,,月雾,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【成人起名】取一个英文名,https://task.epwk.com/468416/,5764人,79人,¥100,圆满完成,单人悬赏,o5868ed0f4f4c1,胡方蒨 女 英文名尽量音译目前是网红 模特 写在微博上 目前是胡方蒨蒨蒨,2017.01.01,2017.01.14,任务编号：468416,,,,mf13673562340,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】女鞋网店名字征集,https://task.epwk.com/468266/,3698人,104人,¥100,圆满完成,单人悬赏,mf187****2660,开个女鞋网店主要，需要一个网店名用于微店淘宝店，最好有中英文（必须是可以注册成商标的） 经营介绍：主营20到35龄段的女鞋，主要群体，大学生，白领女性，森女，小清新，甜美类的风格。设计要求： 1；店名要符合当代这个年龄段女孩的特点，萌萌哒，小清新，清纯甜美可爱的时代感。 2；名字要通俗易懂朗朗上口容易记住，在2-4个字的范围，不能用一些不常用字。3；名字必须是后期可以用来进行商标注册的。,2016.12.31,2017.01.14,任务编号：468266,,,,水月涟铖の创意,https://shop.epwk.com/j7n388mko5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】猴宝宝大名及小名取名征集,https://task.epwk.com/468057/,4780人,87人,¥100,圆满完成,单人悬赏,o5864ff66cd9fc,女宝宝爸爸：王 妈妈：张 阳历：2016年12月16日06点50分出生农历：十一月十八要求：1）五行八字，缺什么补什么，不要太俗气。           2）取三字名，另取小名一个。（王XX）           3）名字要求简单大气不要太复杂的字，且有寓意。           4）王姓是大姓，希望名字重名率小点。,2016.12.29,2017.01.20,任务编号：468057,,,,mf18523165002,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】女宝宝取名,https://task.epwk.com/467815/,6865人,183人,¥100,圆满完成,单人悬赏,o5863c7f5eb756,女娃娃，父亲:梁远洋，母亲:李凤琼，生辰:2016年12月13日19点52分(农历11月15)，名字不能跟市面上普遍的前二十个字眼一样哦,2016.12.28,2017.03.10,任务编号：467815,,,,英德市飓风网络科技有限公司,https://shop.epwk.com/7g5yk8p42n0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】征求网咖的名称,https://task.epwk.com/467603/,5007人,194人,¥100,圆满完成,单人悬赏,o5862****8d7a3,要求必须新颖、时尚、前卫、易懂、顺口、让人耳目一新、记忆犹新。2-4个字均可（前缀）。后缀是：网咖,2016.12.28,2017.03.23,任务编号：467603,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
