标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【广告策划】公司宣誓词征集,7569人,54人,¥360,圆满完成,mf181****8558,公司定位：良心，对社会有贡献。公司氛围：员工对工作充满信心，对生活充满希望。任务需求：请根据我以上的情况，帮我写一段宣誓词，要求原创，不可以盗用。具体文案风格和字数，请参考附件。 字数要求：100~200字    感谢请认真帮忙撰写。,2017.10.23,2019.02.08,任务编号：546607,￥ 360,,霞客徐的江南景,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】高端健康管理会所取名（可进行商标注册的）,5517人,107人,¥300,圆满完成,o59eb9eea6bb96,本会所包含：健康管理，和高端女性的身材管理。想取一个，高端健康、体型管理会所，客人都是身价百万以上的，喜欢大气，吉祥、郎朗上口的名字，（偏西方一点）三个字或四个字都可以，本人八字可参考：1982。6月25日，中午12；30出生。要求：时尚，大气，可商标注册，再配上分析和十个字以内的广告语！,2017.10.23,2017.11.23,任务编号：546580,￥ 300,,jk8sz9,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】家具品牌故事征集,3487人,16人,¥100,圆满完成,o59ed8eb207a10,菲洛米，主题fowlle me 跟我走跟爱走   ，   全新住宅家具品牌，需要一个品牌故事，150字左右即可,2017.10.23,2019.01.25,任务编号：546561,￥ 100,,Mistsue,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】家具品牌故事征集,2592人,14人,¥100,圆满完成,o59ed8eb207a10,松木童话品牌，原销售儿童家具为主，后改为美式家具，主要经营卧室，餐厅，客厅家具，因为品牌偏儿童化，需要 一个简短品牌故事延升，我们店铺的主题是以爱之名，只为与你共同的家，  品牌故事要求120-150字即可,2017.10.23,2017.11.25,任务编号：546552,￥ 100,,殊同品牌策划设计,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】品牌字帖取名,7443人,165人,¥120,圆满完成,o545ed2bcc6d82,1   名字主要运用在成年人签名和幼儿名字字帖为主，还可能独立用在其它文具文化类产品上。   2   名字的后缀是名字字帖 ，也可能独立运用3   名字要简单易记通顺上口4   要求贴近字帖行业或者有文化历史底蕴 5   字数在三个字最佳，两个字或者四个字的优质名字也可以采用6    列如：章紫光,2017.10.22,2017.11.23,任务编号：546141,￥ 120,,小丁丁的店铺,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】科技公司取名,6359人,165人,¥100,圆满完成,hkj2008,"我准备申请新注册一家公司：
注册公司地址：广西南宁市
注册名称：广西**科技有限公司
望各位行业精英给我公司一些宝贵意见，取个好名字。名字取好被采纳，您就是我们公司的高人也是咱的贵人了！",2017.10.20,2017.11.24,任务编号：545674,￥ 100,,见证奇迹,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】微信公众号取个好听好记的名字,7672人,176人,¥100,圆满完成,o587050fe383ef,微信公众号的主题是网上生活服务威客平台 各位威客朋友可以大胆联想,2017.10.21,2018.01.27,任务编号：545891,￥ 100,,天边一块石头,工作室,七品,37分,,,php网站台程序+织梦cms二次开发,"￥1000
            /套",winform(c#)电脑(pc)客户端开发,"￥600
            /件",android（安卓）手机应用开发,"￥100
            /件",java网站服务器程序开发（j2ee语言开发）,"￥300
            /件",,,,,,,,,,
【品牌起名】起一个以【养生保健】为主题的品牌名称,4920人,82人,¥100,圆满完成,o5929****d4402,请各位威客看仔细以下特点与要求，谢谢~为一个【养生】系列产品起一个品牌名字，产品系列特色如下：1.男人补肾养生；2.女人滋阴补血；3.所有产品均为纯粹的中草药、保健功能的植物果实（比如红枣、枸杞等）等，由3名中医世家联合配置而成，配比精准。4.所有产品均能通过【泡茶饮】吸收其中的营养成分，达到养生保健的功能。起名要求：1.名称最多4个字，必须能够通过商标注册；2.名字大气不局限，一眼能看出与养生保健相关【比如市面上有养生堂、真元养生阁等】；3.投标时给所起的名字一个合理的释义。请各位威客看仔细以上特点与要求，谢谢~请不要电话哦，我一直在线，请站内信哦~,2017.10.21,2018.01.27,任务编号：545877,￥ 100,,锋瑞传媒,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】科技公司取名征集,3088人,101人,¥100,圆满完成,o59cf1b8fc7ab7,为科技公司取名，两到三个字都可以，希望能好听，好记，法人，，姓柳， 五行缺土！,2017.10.19,2017.12.10,任务编号：545411,￥ 100,,一品专家,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】互联网营销公司品牌升级征名,4758人,66人,¥600,圆满完成,o59cf4ffb2ec94,我们是一家移动营销公司，主要帮助客户做线上广告投放。目前正在筹备品牌升级，将从构思全新的企业及项目名入手，打造行业新兴的信息流广告服务品牌。【起名需求】企业名称 + 平台名称 + 平台英文  +  slogen【评判条件】1、名称易记易传播2、结合信息流广告行业特性、服务对象等，做到名称有内涵有深意【举例】企业英文名：APUS Group（由于对方主营出海业务，该英文名主要对外）企业中文名：北京麒麟合盛网络技术有限公司（中文企业全称几乎不对外，仅在天眼查上有相关结果展示）企业主营业务：1、安卓端系统开发，旗下拥有系列多款产品，如APUS加速器、移动搜索及桌面管理器等2、移动应用出海营销服务APUS名字由来：APUS本身的含义是南半球的星座“天燕座”。宇宙中所有的星座都有一个对应的希腊神话，只有APUS这个星座是没有的，APUS希望能够在互联网领域重新谱写APUS这个星座的神话。APUS第二个含义是雨燕。雨燕是地球上飞行速度最快的鸟，意味着APUS System能够使所有用户的手机变得和雨燕一样高速而轻快，能够让每一个人以最高效的方式，最轻快的方式接入到互联网。APUS另外一个含义，在法语里是“酋长”的意思。寓意APUS能成为全球互联网出海领域的领导者。APUS是A Perfect User System的简写，意为完美的用户系统。通过技术驱动，高效提升用户体验，APUS在原有手机的操作系统之上，创新地为用户打造了轻量级操作系统——APUS System。企业域名：http://www.apusapps.com域名优点：融合APUS、和主营业务范畴apps企业标识：结合名称释义中的雨燕形象与之相呼应,2017.10.19,2017.11.02,任务编号：545410,￥ 600,,Aiko柒,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【百科/问答撰写】文字编辑输入 产品介绍,4776人,8人,¥100,圆满完成,mf178****1774,点击链接   https://kxuan.taobao.com/search.htm?uniq=pid&amp;navigator=all&amp;id=2679&amp;kxuan_uplus_c2c=160432</p><p>进入商品城  选择与母婴类有关的产品  六个为一组  复制商品的链接和名称 并根据每个商品的图文详情写80字左右的介绍我给出的图片就是一个完整的介绍    需要注意的是这六个产品为一类 也就是六个介绍为完整的一个稿件  记得每个介绍旁边添加上宝贝链接和名称底价4元一稿  详情加我微信联系,2017.10.19,2017.11.09,任务编号：545104,￥ 100,,呸呸小店,个人,八品,40分,,,论文降重，文案创作，公众号运营，文章代写，简历制作，PPT制作,"￥50
            /次",,,,,,,,,,,,,,,,
【品牌起名】求一个生活驿站的商标名称,5606人,122人,¥100,圆满完成,o59e70bac03ec1,本人想开一个连锁生活驿站，主要开在小区门口或者小区里面，卖一些生活快消品，以及做一些生活服务类项目，要求名字能够注册商标。并且在第35类,2017.10.18,2018.05.21,任务编号：545049,￥ 100,,极思视觉,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】二胎双胞胎宝宝起名,9978人,160人,¥666,圆满完成,zx5211,"任务需求
姓氏：张
性别：男
姓名字数：3
出生时间:美国洛杉矶时间2017年10月11日19点19分，20分（阳历）出生地：美国洛杉矶 哥哥名字：张钦然 生日：2011/09/10（阳历）要求：名字根据八字、五行、周易分析 且无生僻字 押韵 有文化底蕴。请说明是用美国时间还是换算成中国时间及理由，哥哥名字后两个字可任意留其中一个。忌用流行字。宝宝英文名：Jacob and Aaron.能跟英文名相关更好。要有综合评分。谢谢！",2017.10.18,2017.11.02,任务编号：544711,￥ 666,,三元堂宝宝起名字周易起名人工取名大师手工小孩取名字八字起名满意为止,个人,七品,38分,,,三元堂实体专业取名字宝宝起名字满意为止人工手工大师周易八字婴儿小孩新生儿改名字,"￥298
            /套",,,,,,,,,,,,,,,,
【品牌起名】餐饮行业品牌取名征集,6439人,181人,¥200,圆满完成,一品通无忧,一、我们主要是麻辣香锅，以辣味为主，已经运营了两年的实体店铺，消费群体年龄段主要在18~40岁，偏年轻化，现需要一个品牌名称，要求可以注册商标。二、取名要求：1、品牌名称中文或英文都可以，名称字数2~4个字，要可以注册商标；2、名称要简单易记，时尚动感；3、名称要有好的寓意，能体现奋斗向上的精神；4、提交格式如下：品牌（商标）名称：释义：商标是否可以注册：商标查询：http://wsjs.saic.gov.cn三、知识产权说明：1、提交的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由提交者承担所有法律责任；2、中标作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权，使用权和发布权等，有权对设计作品进行修改、组合和应用；中标者不得再向其他任何地方使用该作品。联系QQ：169796682,2017.10.17,2017.10.31,任务编号：544562,￥ 200,,汇杨品牌设计,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】征集一句发在朋友圈里的美容专家广告词，简单！,10726人,106人,¥300,圆满完成,ishiliao,"征集一段话，用来发在自己朋友圈里,推荐一个美容专家,希望让面部皮肤不好的人加她咨询护理方案,利用朋友圈的信任关系和自己的亲身例子,推荐大家加这个美容专家的微信号二维码.朋友圈里的内容包括发一句话和两张图片,一张是自己去斑前后的照片,另一张是专家的微信二维码现在征集朋友圈里的这段话,要求文字简洁,不超过150字,内容清楚诱惑又可信,针对女性有色斑的用户.这个专家的特点是7天就能消除色斑和美白，如果有其他能吸引女士加她的宣传词都可以说，只要能吸引朋友圈里的女士加这位专家咨询就话术都可以说。以下是三个例子，供大家参考1.哈哈!七天就能【去斑】，看这效果!我姐10多年的老斑都没了,现在他们做活动,免费做一次肌肤分析,赶紧加美容师的微信啊!2.厉害了我的姐,七天就把我这十几年的斑去掉了!简直是重生啊!这老师值得推荐,说我推荐的可以免费做肌肤分心哦!3.好神奇!居然能在一周内【去斑】和【除痘印】，我嫂子20多年的老斑都没了,现在他们做活动,免费做一次肌肤分析,赶紧加美容师的微信啊!",2017.10.16,2017.11.05,任务编号：544071,￥ 300,,lop55039,,,,,,,,,,,,,,,,,,,,,,,
