标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【品牌起名】网络公司起名,3795人,95人,¥100,圆满完成,o55ef08a22a1f0,"游戏/互联网公司名称征集。                            经营介绍： 游戏代练平台/APP                    要求：                                            1、名称响亮，易记（双拼/三拼），可仿——如：斗鱼、途牛、猴岛....取名                            2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.03.07,2016.03.25,任务编号：408081,￥ 100,,名铭明创新铺子,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】产品起名,5161人,140人,¥500,圆满完成,mf150****3300,儿童护肤品、祛痘产品，征集这两种产品的品名。要求：够酷有个性不落俗，字数不限，可注册。,2016.03.05,2016.04.22,任务编号：407974,￥ 500,,派思马品牌创意机构,企业,七品,40分,,,背景墙设计,价格面议,PPT设计,30,台历设计,110,宣传册页,150,广告语编辑,"￥80
            /件",H5页面设计,200,画册设计,150,VI设计,￥3000,原创LOGO/高端LOGO/商业LOGO/满意为止,1000
【品牌起名】给一款卫生巾取名字，要国际范,7323人,130人,¥100,圆满完成,zavovo,给一款卫生巾取名字 要国际范 可以注册商标的,2016.03.05,2016.08.19,任务编号：407902,￥ 100,,小青欣,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】起一个二手车公司名称,5114人,122人,¥100,圆满完成,o56d928c88f34a,类似于：人人车，瓜子二手车，赶集网，58同城等.........简单，易记，顺口，创新。,2016.03.04,2016.03.09,任务编号：407788,￥ 100,,6T传媒,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】品牌取名，服装，潮牌,3745人,76人,¥100,圆满完成,mf131****6523,"1、中英文双层寓意，中文尽量简洁明了，朗朗上口
2、品牌为潮牌，名字需原创，有个性，有寓意
3、不得在网上抄袭
知识产权说明：
1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;
2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.03.04,2016.06.24,任务编号：407771,￥ 100,,TWO B YOUNG设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】酒店广告语征集，见附件,3793人,56人,¥100,圆满完成,o5413e0c7a9b12,特急！一个酒店广告语征集，字数应简练，一句或2句都可，要求见附件文档,2016.03.03,2016.05.19,任务编号：407663,￥ 100,,横渡设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】网络科技公司取名,4493人,110人,¥300,圆满完成,mf156****1111,一家网络科技公司取名 主要是互联网开发类 取一个创新一点富有科技感名字,2016.03.03,2016.03.21,任务编号：407545,￥ 300,,乔瑜,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】婚庆公司取名,4856人,151人,¥100,圆满完成,ritia,"1、名称简洁，易记，文雅，有创意(可以注册商标的)2、合意，体现公司行业性质。3、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由创作者承担所有法律责任;2、中标的作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.03.03,2016.04.28,任务编号：407492,￥ 100,,mf15038590426,,,,,,,,,,,,,,,,,,,,,,,
【商业提案】古筝专场音乐会主题及主持词征集,7895人,13人,¥100,圆满完成,o5495****9b40e,1、给盛荷古筝专场音乐会想一个主题(2-4个字)2、编写整场音乐会节目的串词，包括获奖学员的颁奖词演出时间：3月20日节目单：古筝合奏《渔舟唱晚》儿歌连奏《世上只有妈妈好》、《小燕子》古筝合奏《战台风》古筝合奏《挤牛奶》古筝独奏《云裳诉》颁发第七届小演奏家古筝邀请赛获奖选手奖杯及证书：金奖：何思逸、彭书慧。银奖：弓佩瑶、蔡雨樾、欧阳静雯颁领中央音乐学员古筝考级证书，人员名单：**********五色弦古筝合奏《采蘑菇的小姑娘》古筝合奏《打虎上山》        古筝独奏《幻想曲》古筝合奏《百花引》结束语及请所有参演人员上台合影留念。,2016.03.02,2016.03.22,任务编号：407327,￥ 100,,卷卷的狼,,,,,,,,,,,,,,,,,,,,,,,
【其他】征集关于相亲APP的创意点子,5598人,20人,¥100,圆满完成,o55d80cfbf0f55,想做一个相亲APP  小可以在本地做 大可以在全国做    但是目前APP很多  所以让大家针对于运营模式给点建议 希望要要有新意和突破,2016.03.02,2016.04.04,任务编号：407249,￥ 100,,新疆合赢智创信息科技服务有限公司,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】高端大型健身俱乐部品牌发布宣传文案撰写,8735人,16人,¥500,圆满完成,o56aa20c23ddcc,厦门高端大型健身俱乐部品牌发布宣传文案撰写1.厦门的健身市场，健身房很多，但是高端店只有一家 True Yoga(滨北全真），我们是业主自己的场地，大集团投资的，目标是超过全真，成为厦门最好的健身房（目前多方面条件都优越于全真）2.马上品牌将发布，文案要求，大气，不落俗套，文字简洁，用于微信公众号发布，如果你能胜任，一旦文案采用，另有重奖3.请加微信先沟通公司背景，品牌理念等等，手机号即可加微信,2016.03.01,2016.05.08,任务编号：407238,￥ 500,,三月惜遇,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】小吃牛筋丸名字,4922人,137人,¥200,圆满完成,cao123,取名：1.朗朗上口2.寓意健康、环保、绿色3.牛筋丸不同于市场上的火锅牛肉丸，是颗粒比较小，有小指甲那么大，一个杯子内大概十来颗4.便于以后推广5.牛筋丸也可以作为店铺的名字,2016.03.01,2017.01.29,任务编号：407168,￥ 200,,花野君的画铺15800372188,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】征集服装品牌商标名称,2923人,62人,¥100,圆满完成,很不错的设计,要求： 名字有内涵，朗朗上口，符合服装品牌行业（男女装和童装），并写出名字的意义。字数限制2-4个字。 名称需要用于注册。 知识产权说明： 所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任。,2016.02.29,2016.08.19,任务编号：406973,￥ 100,,xdfswyyg,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】茶业广告语征集,6327人,128人,¥100,圆满完成,tealib,"任务需求企业名称：涌津茶业 企业主营：传统茶叶与茶点小吃要求：字数6-12字，但也不要太长，主要围绕企业名称与品牌特色茶品的内质“回甘强烈持久”为重点，要求原创， 知识产权说明： · 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由投稿者承担所有法律责任; · 2、中标的设计作品，我方支付费后，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.02.29,2016.04.17,任务编号：406841,￥ 100,,飘动人生,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】要开一家餐饮类小店，需要征集名字,3385人,69人,¥100,圆满完成,zhaorencai,餐饮规模比较小，种类还好，类别比较多，字数大概2-5字左右，这个任务比较着急，希望这两天尽快提交，会提前选稿,2016.02.27,2016.03.03,任务编号：406704,￥ 100,,rock1103,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】给一个商标起个英文名字，需要能注册的,3357人,33人,¥100,圆满完成,Jason金松,"给一个商标起个英文名字，需要能注册的                详情看下附件任务要求，                                    知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.02.27,2016.03.12,任务编号：406688,￥ 100,,星橙设计QQ1356183009,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】我需要品牌起名（化妆品）,6781人,158人,¥100,圆满完成,yangzaiyao,我需要品牌起名，产品是化妆品，需要有寓意，好记，朗朗上口，易传播，可注册。（中文名字）2字,2016.02.26,2016.04.10,任务编号：406569,￥ 100,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】海产品公司商标名称征集,5483人,84人,¥100,圆满完成,tealib,"主营产品：中国北部湾广西北海蛋品、海产品，要求可以在29类注册商标，，可以与“海味”“海鸭蛋”“海产”等为后缀，名称通俗易记知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.02.26,2016.04.17,任务编号：406523,￥ 100,,品牌天下，名者为先,个人,七品,40分,,,品牌取名,"￥100
            /次",,,,,,,,,,,,,,,,
【公司起名】征一个创意旅行俱乐部的名字,5968人,62人,¥300,圆满完成,mf135****5948,名字首先需要有创意名字意义象征自由2至4个字工商与域名方便注册采纳后将重酬。,2016.02.25,2016.04.09,任务编号：406472,￥ 300,,byt_lei,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】设计公司起名,3433人,55人,¥100,圆满完成,NAUV14,"设计公司名称征集，本公司位于南宁。                            经营介绍： 主营平面设计、网页设计、网站搭建、活动策划、影视制作、手绘图稿、软文推广、电商服务。                            产品主要三类：                                            1、网页设计和一些简单的整站系统后台建设                            2、平面设计（包括LOGO&VI设计，平面设计，包装设计，封面书籍设计等等）                            3、电子商务服务（包括店铺装修及推广，微信店铺装修及推广等）                            要求：                                            1、名称响亮，易记，文雅，充满朝气，有创意但不失稳重;(必需可以注册公司的)                                        2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.02.25,2016.04.24,任务编号：406470,￥ 100,,mf15507595043,,,,,,,,,,,,,,,,,,,,,,,
