标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
【APP开发】定制软件定制软件,https://task.epwk.com/830485/,484人,1人,"¥1,500",圆满完成,,定制软件定制软件,直接雇佣￥ 1500,￥ 1500,任务编号：830485,532-1000.csv,,,,,,"定制软件, 软件定制"
【APP开发】安卓原生APP开发,https://task.epwk.com/830495/,636人,1人,"¥5,000",圆满完成,,安卓原生APP开发,直接雇佣￥ 5000,￥ 5000,任务编号：830495,532-1000.csv,,,,,,"安卓原生APP, 开发"
【LOGO设计】阿迪达斯品牌全案策划设计（第二期）,https://task.epwk.com/830499/,456人,1人,"¥50,000",圆满完成,,阿迪达斯品牌全案策划设计（第二期）,直接雇佣￥ 50000,￥ 50000,任务编号：830499,532-1000.csv,,,,,,"阿迪达斯品牌, 全案策划, 设计"
【LOGO设计】阿迪达斯品牌全案策划设计（第三期）,https://task.epwk.com/830503/,554人,1人,"¥50,000",圆满完成,,阿迪达斯品牌全案策划设计（第三期）,直接雇佣￥ 50000,￥ 50000,任务编号：830503,532-1000.csv,,,,,,"阿迪达斯品牌, 全案策划, 设计"
【微信开发】微信代运营 | 微信公众号 服务号 订阅号托管代运营,https://task.epwk.com/830511/,313人,1人,"¥3,500",圆满完成,,微信代运营 | 微信公众号 服务号 订阅号托管代运营,直接雇佣￥ 3500,￥ 3500,任务编号：830511,532-1000.csv,,,,,,"微信代运营, 微信公众号, 服务号, 订阅号托管"
【微信开发】微信代运营 | 微信公众号 服务号 订阅号托管代运营,https://task.epwk.com/830512/,147人,1人,"¥8,000",圆满完成,,微信代运营 | 微信公众号 服务号 订阅号托管代运营,直接雇佣￥ 8000,￥ 8000,任务编号：830512,532-1000.csv,,,,,,"微信代运营, 微信公众号, 服务号, 订阅号托管"
【微信开发】微信代运营 | 微信公众号 服务号 订阅号托管代运营,https://task.epwk.com/830513/,123人,1人,"¥6,000",圆满完成,,微信代运营 | 微信公众号 服务号 订阅号托管代运营,直接雇佣￥ 6000,￥ 6000,任务编号：830513,532-1000.csv,,,,,,"微信代运营, 微信公众号, 服务号, 订阅号托管"
【微信开发】微信代运营 | 微信公众号 服务号 订阅号托管代运营,https://task.epwk.com/830516/,169人,1人,"¥8,000",圆满完成,,微信代运营 | 微信公众号 服务号 订阅号托管代运营,直接雇佣￥ 8000,￥ 8000,任务编号：830516,532-1000.csv,,,,,,"微信代运营, 微信公众号, 服务号, 订阅号托管"
【微信开发】微信代运营 | 微信公众号 服务号 订阅号托管代运营,https://task.epwk.com/830521/,142人,1人,"¥8,000",圆满完成,,微信代运营 | 微信公众号 服务号 订阅号托管代运营,直接雇佣￥ 8000,￥ 8000,任务编号：830521,532-1000.csv,,,,,,"微信代运营, 微信公众号, 服务号, 订阅号托管"
【APP开发】企业oa 审批app,https://task.epwk.com/830522/,144人,1人,"¥15,000",圆满完成,,企业oa 审批app,直接雇佣￥ 15000,￥ 15000,任务编号：830522,532-1000.csv,,,,,,"企业oa, 审批app"
【微信开发】微信代运营 | 微信公众号 服务号 订阅号托管代运营,https://task.epwk.com/830523/,261人,1人,"¥6,000",圆满完成,,微信代运营 | 微信公众号 服务号 订阅号托管代运营,直接雇佣￥ 6000,￥ 6000,任务编号：830523,532-1000.csv,,,,,,"微信代运营, 微信公众号, 服务号, 订阅号托管"
【其他宣传品设计】净水器详情页设计,https://task.epwk.com/830546/,565人,1人,"¥1,000",圆满完成,,净水器详情页设计,直接雇佣￥ 1000,￥ 1000,任务编号：830546,532-1000.csv,,,,,,"净水器, 详情页设计"
【其他宣传品设计】公司名片设计,https://task.epwk.com/830549/,503人,1人,¥200,圆满完成,,公司名片设计,直接雇佣￥ 200,￥ 200,任务编号：830549,532-1000.csv,,,,,,"公司名片, 设计"
区块链积分商城开发,https://task.epwk.com/830552/,99人,1人,"¥9,000",圆满完成,,区块链积分商城开发,直接雇佣￥ 9000,￥ 9000,任务编号：830552,532-1000.csv,,,,,,商城开发
【财务管理系统】财务管理系统开发,https://task.epwk.com/830559/,1489人,1人,"¥50,000",圆满完成,,财务管理系统开发,直接雇佣￥ 50000,￥ 50000,任务编号：830559,532-1000.csv,,,,,,"财务管理系统, 系统开发"
【财务管理系统】类似返利app开发,https://task.epwk.com/830560/,1441人,1人,"¥50,000",圆满完成,,类似返利app开发,直接雇佣￥ 50000,￥ 50000,任务编号：830560,532-1000.csv,,,,,,"返利app, app开发"
【电商】电商商城,https://task.epwk.com/830561/,137人,1人,"¥40,000",圆满完成,,电商商城,直接雇佣￥ 40000,￥ 40000,任务编号：830561,532-1000.csv,,,,,,电商商城
【财务管理系统】OA办公系统开发,https://task.epwk.com/830566/,1486人,1人,"¥35,000",圆满完成,,OA办公系统开发,直接雇佣￥ 35000,￥ 35000,任务编号：830566,532-1000.csv,,,,,,"OA办公系统, 系统开发"
【财务管理系统】类似外卖APP开发,https://task.epwk.com/830568/,1403人,1人,"¥49,500",圆满完成,,类似外卖APP开发,直接雇佣￥ 49500,￥ 49500,任务编号：830568,532-1000.csv,,,,,,"外卖APP, 开发"
【财务管理系统】类似外卖APP开发尾款,https://task.epwk.com/830569/,1480人,1人,"¥45,500",圆满完成,,类似外卖APP开发尾款,直接雇佣￥ 45500,￥ 45500,任务编号：830569,532-1000.csv,,,,,,"外卖APP, 尾款, 开发"
【APP开发】区块链系统开发二期,https://task.epwk.com/830578/,131人,1人,"¥45,000",圆满完成,,区块链系统开发二期,直接雇佣￥ 45000,￥ 45000,任务编号：830578,532-1000.csv,,,,,,"系统开发, 二期"
【网站UI设计】UI制作（有重复/有图纸）,https://task.epwk.com/830581/,350人,1人,¥400,圆满完成,,UI制作（有重复/有图纸）,直接雇佣￥ 400,￥ 400,任务编号：830581,532-1000.csv,,,,,,"UI制作, 图纸"
【小程序开发】酒店行业小程序开发二期,https://task.epwk.com/830586/,113人,1人,"¥21,000",圆满完成,,酒店行业小程序开发二期,直接雇佣￥ 21000,￥ 21000,任务编号：830586,532-1000.csv,,,,,,"酒店行业, 小程序, 二期开发"
【前端开发】乐园APP前端页面开发,https://task.epwk.com/830587/,1375人,1人,"¥1,970",圆满完成,,乐园APP前端页面开发,直接雇佣￥ 1970,￥ 1970,任务编号：830587,532-1000.csv,,,,,,"乐园APP, 前端页面, 开发"
【影视特效】达娜喜乐会现场精彩照片美化,https://task.epwk.com/830588/,752人,1人,"¥1,980",圆满完成,,达娜喜乐会现场精彩照片美化,直接雇佣￥ 1980,￥ 1980,任务编号：830588,532-1000.csv,,,,,,"达娜喜乐会, 现场照片, 照片美化"
【小程序开发】graphicSence保存功能开发,https://task.epwk.com/830589/,137人,1人,"¥1,970",圆满完成,,graphicSence保存功能开发,直接雇佣￥ 1970,￥ 1970,任务编号：830589,532-1000.csv,,,,,,"graphicSence, 保存功能"
【APP开发】商城app开发 一期,https://task.epwk.com/830595/,93人,1人,"¥48,000",圆满完成,,商城app开发 一期,直接雇佣￥ 48000,￥ 48000,任务编号：830595,532-1000.csv,,,,,,"商城app, 一期开发"
【小程序开发】商城app开发 二期,https://task.epwk.com/830597/,141人,1人,"¥43,000",圆满完成,,商城app开发 二期,直接雇佣￥ 43000,￥ 43000,任务编号：830597,532-1000.csv,,,,,,"商城app, 二期开发"
【小程序开发】小程序开发,https://task.epwk.com/830599/,95人,1人,"¥29,000",圆满完成,,小程序开发,直接雇佣￥ 29000,￥ 29000,任务编号：830599,532-1000.csv,,,,,,小程序开发
【APP开发】网站开发,https://task.epwk.com/830603/,115人,1人,"¥30,000",圆满完成,,网站开发,直接雇佣￥ 30000,￥ 30000,任务编号：830603,532-1000.csv,,,,,,网站开发
【APP开发】商城app开发 三期,https://task.epwk.com/830604/,88人,1人,"¥35,000",圆满完成,,商城app开发 三期,直接雇佣￥ 35000,￥ 35000,任务编号：830604,532-1000.csv,,,,,,"商城app, 三期开发"
【其他软件开发】网站开发,https://task.epwk.com/830605/,188人,1人,"¥30,000",圆满完成,,网站开发,直接雇佣￥ 30000,￥ 30000,任务编号：830605,532-1000.csv,,,,,,网站开发
【专业代笔】代写,https://task.epwk.com/830626/,569人,1人,¥100,圆满完成,,代写,直接雇佣￥ 100,￥ 100,任务编号：830626,532-1000.csv,,,,,,代写
【APP开发】酒店行业小程序开发第三期,https://task.epwk.com/830631/,178人,1人,"¥50,000",圆满完成,,酒店行业小程序开发第三期,直接雇佣￥ 50000,￥ 50000,任务编号：830631,532-1000.csv,,,,,,"酒店行业, 小程序, 第三期"
【LOGO设计】企业LOGO设计,https://task.epwk.com/830653/,272人,1人,"¥1,200",圆满完成,,企业LOGO设计,直接雇佣￥ 1200,￥ 1200,任务编号：830653,532-1000.csv,,,,,,"企业LOGO, 设计"
【LOGO设计】BOTTLE设计,https://task.epwk.com/830716/,211人,1人,"¥48,541",圆满完成,,BOTTLE设计,直接雇佣￥ 48541,￥ 48541,任务编号：830716,532-1000.csv,,,,,,BOTTLE设计
【脚本开发】交通系统APP开发,https://task.epwk.com/830719/,290人,1人,"¥40,800",圆满完成,,交通系统APP开发,直接雇佣￥ 40800,￥ 40800,任务编号：830719,532-1000.csv,,,,,,"交通系统, APP开发"
【脚本开发】交通系统APP开发二期,https://task.epwk.com/830721/,388人,1人,"¥49,200",圆满完成,,交通系统APP开发二期,直接雇佣￥ 49200,￥ 49200,任务编号：830721,532-1000.csv,,,,,,"交通系统, APP开发, 二期"
【脚本开发】商贸公司网站开发,https://task.epwk.com/830725/,284人,1人,"¥20,300",圆满完成,,商贸公司网站开发,直接雇佣￥ 20300,￥ 20300,任务编号：830725,532-1000.csv,,,,,,"商贸公司, 网站开发"
【脚本开发】物流行业APP开发,https://task.epwk.com/830728/,479人,1人,"¥39,700",圆满完成,,物流行业APP开发,直接雇佣￥ 39700,￥ 39700,任务编号：830728,532-1000.csv,,,,,,"物流行业, APP开发"
【小程序开发】叫车app开发,https://task.epwk.com/830754/,251人,1人,"¥70,000",圆满完成,,叫车app开发,直接雇佣￥ 70000,￥ 70000,任务编号：830754,532-1000.csv,,,,,,"叫车app, 开发"
【小程序开发】游戏开发,https://task.epwk.com/830755/,170人,1人,"¥50,000",圆满完成,,游戏开发,直接雇佣￥ 50000,￥ 50000,任务编号：830755,532-1000.csv,,,,,,游戏开发
【教育教学】教育教学软件一期,https://task.epwk.com/830771/,124人,1人,"¥20,000",圆满完成,,教育教学软件一期,直接雇佣￥ 20000,￥ 20000,任务编号：830771,532-1000.csv,,,,,,"教育教学软件, 一期"
【小程序开发】小正品购,https://task.epwk.com/830794/,175人,1人,"¥20,000",圆满完成,,小正品购,直接雇佣￥ 20000,￥ 20000,任务编号：830794,532-1000.csv,,,,,,"小商品, 购物"
【LOGO设计】酒店vis,https://task.epwk.com/830797/,238人,1人,"¥9,988",圆满完成,,酒店vis,直接雇佣￥ 9988,￥ 9988,任务编号：830797,532-1000.csv,,,,,,"酒店, vis"
【小程序开发】游戏开发,https://task.epwk.com/830814/,206人,1人,"¥20,000",圆满完成,,游戏开发,直接雇佣￥ 20000,￥ 20000,任务编号：830814,532-1000.csv,,,,,,游戏开发
【项目申报】高新技术企业认定咨询,https://task.epwk.com/830821/,1092人,1人,"¥9,460",圆满完成,,高新技术企业认定咨询,直接雇佣￥ 9460,￥ 9460,任务编号：830821,532-1000.csv,,,,,,"高新技术企业认定, 咨询"
【产品推广】电话营销 呼叫中心-AI智能电话语音机器人,https://task.epwk.com/830823/,351人,1人,"¥9,460",圆满完成,,电话营销 呼叫中心-AI智能电话语音机器人,直接雇佣￥ 9460,￥ 9460,任务编号：830823,532-1000.csv,,,,,,"电话营销, 呼叫中心, AI智能电话, 语音机器人"
【产品原型设计】金融网站原型,https://task.epwk.com/830832/,391人,1人,"¥20,000",圆满完成,,金融网站原型,直接雇佣￥ 20000,￥ 20000,任务编号：830832,532-1000.csv,,,,,,"金融网站, 原型设计"
打车软件开发,https://task.epwk.com/830833/,71人,1人,"¥49,000",圆满完成,,打车软件开发,直接雇佣￥ 49000,￥ 49000,任务编号：830833,532-1000.csv,,,,,,"打车软件, 开发"
企业官网设计,https://task.epwk.com/830834/,84人,1人,"¥4,800",圆满完成,,企业官网设计,直接雇佣￥ 4800,￥ 4800,任务编号：830834,532-1000.csv,,,,,,"企业官网, 设计"
【产品原型设计】软件原型设计,https://task.epwk.com/830842/,700人,1人,"¥26,990",圆满完成,,软件原型设计,直接雇佣￥ 26990,￥ 26990,任务编号：830842,532-1000.csv,,,,,,"软件原型, 设计"
【小程序开发】小程序开发,https://task.epwk.com/830847/,140人,1人,"¥14,900",圆满完成,,小程序开发,直接雇佣￥ 14900,￥ 14900,任务编号：830847,532-1000.csv,,,,,,小程序开发
【小程序开发】小程序开发,https://task.epwk.com/830848/,109人,1人,"¥10,900",圆满完成,,小程序开发,直接雇佣￥ 10900,￥ 10900,任务编号：830848,532-1000.csv,,,,,,小程序开发
【APP开发】美妆日化行业电商平台APP开发,https://task.epwk.com/830851/,239人,1人,"¥50,000",圆满完成,,美妆日化行业电商平台APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：830851,532-1000.csv,,,,,,"美妆日化, 电商平台, APP开发"
【APP开发】定制一个预订任务软件,https://task.epwk.com/830854/,205人,1人,"¥48,000",圆满完成,,定制一个预订任务软件,直接雇佣￥ 48000,￥ 48000,任务编号：830854,532-1000.csv,,,,,,"预订任务, 软件定制"
【其他宣传品设计】紫砂壶广告宣传大图设计,https://task.epwk.com/830857/,1014人,1人,"¥1,960",圆满完成,,紫砂壶广告宣传大图设计,直接雇佣￥ 1960,￥ 1960,任务编号：830857,532-1000.csv,,,,,,"紫砂壶, 广告宣传, 大图设计"
【小程序开发】微信小程序开发,https://task.epwk.com/830859/,209人,1人,"¥50,000",圆满完成,,微信小程序开发,直接雇佣￥ 50000,￥ 50000,任务编号：830859,532-1000.csv,,,,,,"微信小程序, 开发"
【H5开发】诺客APP前端H5页面开发,https://task.epwk.com/830860/,1385人,1人,"¥1,970",圆满完成,,诺客APP前端H5页面开发,直接雇佣￥ 1970,￥ 1970,任务编号：830860,532-1000.csv,,,,,,"诺客APP, H5页面, 前端开发"
【其他软件开发】定制DUILIB五彩进度条设计,https://task.epwk.com/830864/,226人,1人,"¥1,980",圆满完成,,定制DUILIB五彩进度条设计,直接雇佣￥ 1980,￥ 1980,任务编号：830864,532-1000.csv,,,,,,"DUILIB, 进度条设计"
【其他行业】商城app,https://task.epwk.com/830866/,357人,1人,"¥17,000",圆满完成,,商城app,直接雇佣￥ 17000,￥ 17000,任务编号：830866,532-1000.csv,,,,,,"商城App, 移动应用"
【教育教学】链卡教育智能招生营销获客及教务管理系统,https://task.epwk.com/830869/,153人,1人,"¥13,800",圆满完成,,链卡教育智能招生营销获客及教务管理系统,直接雇佣￥ 13800,￥ 13800,任务编号：830869,532-1000.csv,,,,,,"教育招生, 智能营销, 教务管理"
【其他行业】婚恋app,https://task.epwk.com/830872/,506人,1人,"¥19,000",圆满完成,,婚恋app,直接雇佣￥ 19000,￥ 19000,任务编号：830872,532-1000.csv,,,,,,"婚恋, app"
【教育教学】幼儿教育app开发,https://task.epwk.com/830874/,135人,1人,"¥10,000",圆满完成,,幼儿教育app开发,直接雇佣￥ 10000,￥ 10000,任务编号：830874,532-1000.csv,,,,,,"幼儿教育, app开发"
【教育教学】千城千站SEO站群优化系统高级版2000站,https://task.epwk.com/830877/,146人,1人,"¥14,900",圆满完成,,千城千站SEO站群优化系统高级版2000站,直接雇佣￥ 14900,￥ 14900,任务编号：830877,532-1000.csv,,,,,,"SEO站群优化, 系统, 高级版"
【APP开发】手游类APP设计三期,https://task.epwk.com/830881/,116人,1人,"¥9,440",圆满完成,,手游类APP设计三期,直接雇佣￥ 9440,￥ 9440,任务编号：830881,532-1000.csv,,,,,,"手游类APP设计, 三期"
【APP开发】通信类软件开发四期,https://task.epwk.com/830882/,173人,1人,"¥56,950",圆满完成,,通信类软件开发四期,直接雇佣￥ 56950,￥ 56950,任务编号：830882,532-1000.csv,,,,,,"通信软件, 软件开发"
【品牌策划】品牌全案,https://task.epwk.com/830886/,95人,1人,"¥7,500",圆满完成,,品牌全案,直接雇佣￥ 7500,￥ 7500,任务编号：830886,532-1000.csv,,,,,,品牌全案
【宣传策划】商业计划书,https://task.epwk.com/830888/,268人,1人,"¥6,500",圆满完成,,商业计划书,直接雇佣￥ 6500,￥ 6500,任务编号：830888,532-1000.csv,,,,,,商业计划书
【网店推广】全网整合营销,https://task.epwk.com/830889/,144人,1人,"¥9,500",圆满完成,,全网整合营销,直接雇佣￥ 9500,￥ 9500,任务编号：830889,532-1000.csv,,,,,,"全网营销, 营销整合"
