标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【小程序开发】匹克球运动小程序尾款,https://task.epwk.com/1117137/,14人,1人,¥15600,圆满完成,,vitorru,匹克球运动小程序，具体按照合同开发,2025-03-31,2025.03.31,任务编号：1117137,15600.0,15天,广东省-深圳市,聚辉科技,https://shop.epwk.com/89dvgw3p4dl2/,聚辉科技,出售服务,https://shop.epwk.com/89dvgw3p4dl2/chushou/,企业,一品,77分,,,聚辉科技,,外包小程序,"￥29800
            /套",,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】本地服务类APP开发（一期款）,https://task.epwk.com/1117092/,83人,1人,¥4500,圆满完成,,星享事成QT0YD,本地服务类APP开发（一期款）,2025-03-31,2025.04.14,任务编号：1117092,4500.0,7天,北京市-北京市,夜猫工作室,https://shop.epwk.com/p05qjjvo3dev/,夜猫工作室,出售服务,https://shop.epwk.com/p05qjjvo3dev/chushou/,个人,五品,57分,总 3 次中标，交易总金额,￥2.05万,夜猫工作室,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】物联网开发首付款,https://task.epwk.com/1116901/,12人,1人,¥10000,圆满完成,,vitorru,需求:做物联网硬件设备的，这个项目是针对水位监测，每一个小时传送一次数据的，现已有云平台，后台程序也已经有的，在量产的，会提供Api接口对接具体按照沟通好的开发,2025-03-28,2025.03.28,任务编号：1116901,10000.0,30天,江苏省-苏州市,苏州闰元网络科技有限公司,https://shop.epwk.com/9w56e4103dv1/,苏州闰元网络科技有限公司,出售服务,https://shop.epwk.com/9w56e4103dv1/chushou/,企业,二品,71分,总 9 次中标，交易总金额,￥16.13万,苏州闰元网络科技有限公司,,APP，小程序，云服务开发,"￥1500
            /日",嵌入式设备硬件+软件开发服务,"￥1500
            /日",,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
"【小程序开发】前端(小程序+安卓+IOS) 商城功能开发 ,并辅助上架，第一期",https://task.epwk.com/1116728/,42人,1人,¥7500,圆满完成,,xunxin2019,"前端(小程序+安卓+IOS) 商城功能开发 ,并辅助上架",2025-03-27,2025.03.28,任务编号：1116728,7500.0,45天,陕西省-西安市,鼎慧科技软件定制开发,https://shop.epwk.com/78n96rrexnkv/,鼎慧科技软件定制开发,出售服务,https://shop.epwk.com/78n96rrexnkv/chushou/,企业,五品,65分,总 3 次中标，交易总金额,￥1.89万,鼎慧科技软件定制开发,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】Pdf文档内容抽取（首付款）,https://task.epwk.com/1116639/,33人,1人,¥6000,圆满完成,,水上景色,Pdf文档内容抽取（首付款）,2025-03-26,2025.03.26,任务编号：1116639,6000.0,21天,北京市-北京市,北京机智创新科技有限公司,https://shop.epwk.com/m7d7wovpw5q8/,北京机智创新科技有限公司,出售服务,https://shop.epwk.com/m7d7wovpw5q8/chushou/,企业,六品,76分,总 1 次中标，交易总金额,￥6003.00,北京机智创新科技有限公司,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】快递物流小程序二开,https://task.epwk.com/1116604/,59人,1人,¥10000,圆满完成,,k8873****78,快递物流小程序二开，具体按照沟通好的开发,2025-03-26,2025.05.06,任务编号：1116604,10000.0,15天,江苏省-徐州市,正都科技,https://shop.epwk.com/qgdmj34mgdke/,正都科技,出售服务,https://shop.epwk.com/qgdmj34mgdke/chushou/,企业,四品,54分,总 13 次中标，交易总金额,￥4.88万,正都科技,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】治疗仪设备的微信小程序开发首付款,https://task.epwk.com/1116530/,14人,1人,¥12596,圆满完成,,vitorru,"称呼:黎总组织性质:公司地区:广东省,珠海市（服务商限珠海  深圳）需求:治疗仪设备的微信小程序开发，扫码开机，充值，自动结算，时间到了自动停止扣费，后台统计使用的时间频率等，我们是设备的厂家完成时间:再定预算:报价联系",2025-03-25,2025.03.26,任务编号：1116530,12596.0,3天,广东省-东莞市,广东起搏网络科技有限公司,https://shop.epwk.com/7lngqwj8edmr/,广东起搏网络科技有限公司,出售服务,https://shop.epwk.com/7lngqwj8edmr/chushou/,企业,一品,109分,总 63 次中标，交易总金额,￥129.53万,广东起搏网络科技有限公司,,农业四情监测系统开发物联网智慧农业解决方案云平台系统软件开发,"￥1000
            /起",汽车融资租赁系统汽车金融ERP系统开发汽车租赁管理系统,价格面议,房屋转按揭贷款系统开发金融ERP系统软件开发按揭贷款,价格面议,保理业务系统开发数字金融erp管理系统软件商业保险代理,价格面议,贷款报单系统银行金融贷款erp管理系统软件开发贷款报单软件,价格面议,电商分期系统开发电商分期ERP系统开发电商金融软件系统,价格面议,分期系统开发电商金融ERP系统软件开发源码金融分期app,价格面议,融资担保系统开发经销商供应商融资系统数字金融erp系统,价格面议,融资租赁系统开发数字金融erp管理系统源码供应链平台,价格面议,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】电机控制板开发,https://task.epwk.com/1116500/,34人,1人,¥6400,圆满完成,,水上景色,电机控制板开发，以协商的为准,2025-03-25,2025.03.26,任务编号：1116500,6400.0,20天,浙江省-温州市,赛特网络--专注20多年的网络增值服务商,https://shop.epwk.com/4rn8qq4z3ngm/,赛特网络--专注20多年的网络增值服务商,出售服务,https://shop.epwk.com/4rn8qq4z3ngm/chushou/,企业,一品,75分,总 115 次中标，交易总金额,￥149.9万,赛特网络--专注20多年的网络增值服务商,,物联网硬件开发,价格面议,物联网软件开发,价格面议,电商系统平台开发,价格面议,O2O类平台定制开发,价格面议,APP定制开发,价格面议,小程序定制开发,价格面议,电动汽车充电桩平台开发,价格面议,电动摩托车充电桩平台开发,价格面议,酒店无人售货机平台开发,价格面议,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】后端开发二期款,https://task.epwk.com/1116389/,24人,1人,¥41250,圆满完成,,o5f6d607cb1281,后端开发，具体按照签订合同开发,2025-03-24,2025.03.24,任务编号：1116389,41250.0,15天,山东省-青岛市,七行天下,https://shop.epwk.com/j7n38jjyo5e1/,七行天下,出售服务,https://shop.epwk.com/j7n38jjyo5e1/chushou/,企业,三品,66分,总 2 次中标，交易总金额,￥6.58万,七行天下,,低代码平台集成服务,"￥5000
            /起",移动端定制开发服务,"￥1000
            /起",小程序定制开发服务,"￥1000
            /起",企业数字化一站式解决方案,"￥10000
            /起",协同办公一站式解决方案,"￥1000
            /起",,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】游戏App前端开发（已谈好）,https://task.epwk.com/1116350/,11人,1人,¥3000,圆满完成,,威火力54VbA,游戏App前端开发（已谈好）,2025-03-24,2025.03.24,任务编号：1116350,3000.0,1天,北京市-北京市,​震撼工作室,https://shop.epwk.com/89dvg1om4dl2/,​震撼工作室,出售服务,https://shop.epwk.com/89dvg1om4dl2/chushou/,工作室,三品,57分,总 13 次中标，交易总金额,￥6.33万,​震撼工作室,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】卖书小程序 谈好合作者  按约定合作,https://task.epwk.com/1116322/,134人,1人,¥300,圆满完成,,o6046ed0e650de,卖书小程序 谈好合作者  按约定合作,2025-03-24,2025.04.28,任务编号：1116322,300.0,2天,山东省-泰安市,菁链团队,https://shop.epwk.com/4rn8qzk9gngm/,菁链团队,出售服务,https://shop.epwk.com/4rn8qzk9gngm/chushou/,个人,五品,40分,,,菁链团队,,ERP定制化开发,价格面议,OA管理系统开发,价格面议,商城定制开发,价格面议,定制化小程序开发,价格面议,App定制开发,价格面议,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【企业官网】官网开发（已确认合作）,https://task.epwk.com/1116280/,19人,1人,¥1000,圆满完成,,k7228****76,称呼:陈先生地区:广东汕头需求:食品厂，想做一个简易的网站，有公司介绍，产品介绍，联系方式就可以的，具体按照沟通好的开发,2025-03-23,2025.03.25,任务编号：1116280,1000.0,1天,陕西省-西安市,西部速联,https://shop.epwk.com/81n41g8kenp6/,西部速联,出售服务,https://shop.epwk.com/81n41g8kenp6/chushou/,企业,五品,44分,,,西部速联,,Json数据接口|Json解析|接口调用|接口开发,"￥100
            /起",网站仿制仅需100元起 什么网站都能做,"￥100
            /起",ASP/PHP/HTML网站程序源码代码修改二次开发定制,￥880,公司网站定制建站一条蛇的服务,￥880,,,,,,,,,,,企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【其他软件开发】爬取图片信息,https://task.epwk.com/1116251/,146人,1人,¥200,圆满完成,,云度互联网,需要在H5里面爬取一些图片信息,2025-03-22,2025.03.23,任务编号：1116251,200.0,1天,山东省-东营市,阿奇ARCHIE,https://shop.epwk.com/7g5ykw2z2n0q/,阿奇ARCHIE,出售服务,https://shop.epwk.com/7g5ykw2z2n0q/chushou/,工作室,九品,57分,总 1 次中标，交易总金额,￥200.00,阿奇ARCHIE,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】校园平台小程序开发需要也会python,https://task.epwk.com/1116084/,74人,1人,¥3500,圆满完成,,k8353****48,校园平台 四个功能 论坛 二手闲置 跑腿 课程表成绩 课程表需要通过py接口去获取教务系统内的数据 所以要会python 需要设计ui 预算7k内 具体的联系沟通 有思维导图 开发功能清单,2025-03-20,2025.03.20,任务编号：1116084,3500.0,30天,福建省-厦门市-集美区,萌象（厦门）网络科技有限公司,https://shop.epwk.com/z2nkz7y4pnqy/,萌象（厦门）网络科技有限公司,出售服务,https://shop.epwk.com/z2nkz7y4pnqy/chushou/,企业,四品,56分,总 3 次中标，交易总金额,￥2.23万,萌象（厦门）网络科技有限公司,,小程序定制开发,"￥1000
            /起",小程序定制开发,"￥1000
            /起",网站电子开发H5定制开发,"￥1000
            /起",APP定制开发,"￥100
            /起",,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【电子设备】有源控制触摸面板（一期款）,https://task.epwk.com/1116022/,24人,1人,¥7440,圆满完成,,水上景色,有源控制触摸面板（一期款）,2025-03-20,2025.03.20,任务编号：1116022,7440.0,20天,浙江省-温州市,赛特网络--专注20多年的网络增值服务商,https://shop.epwk.com/4rn8qq4z3ngm/,赛特网络--专注20多年的网络增值服务商,出售服务,https://shop.epwk.com/4rn8qq4z3ngm/chushou/,企业,一品,75分,总 115 次中标，交易总金额,￥149.9万,赛特网络--专注20多年的网络增值服务商,,物联网硬件开发,价格面议,物联网软件开发,价格面议,电商系统平台开发,价格面议,O2O类平台定制开发,价格面议,APP定制开发,价格面议,小程序定制开发,价格面议,电动汽车充电桩平台开发,价格面议,电动摩托车充电桩平台开发,价格面议,酒店无人售货机平台开发,价格面议,电子设备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】仿微信小程序（易柏盛）,https://task.epwk.com/1115529/,72人,1人,¥2000,圆满完成,,低调的熊猫,"部分功能不要:首页的上架倒计时定制。   3.采购需求4.我的里面的采购中,已取消,已退货,销售中,线下售出。前端要求:、1.整体界面仿造微信小程序（易柏盛）2.首页的二维码换成海报,需要在后台去添加上传。3.微信支付后端要求:可自行上传前端所需的一切商品参数.后台需要查看登录人的手机号。后台部分商品需要做隐藏,指定给某些用户可以查看,这里可以分权限,普通权限和总权限,知道用户手机号ID等单独赋予权限。后台商品上传分为两种,自行上传,和三方接口调用数据同步上架,三方接口调用上架为选取式,比如哪些参数要,哪些不要,哪个商品要,哪个商品不需要上传,包括售卖的信息,都要同步更新不包含三方商品接口工时为10天,三方接口工时为7天。",2025-03-17,2025.05.02,任务编号：1115529,2000.0,17天,上海市-市辖区,上海哲怡,https://shop.epwk.com/3gd2mv4wgner/,上海哲怡,出售服务,https://shop.epwk.com/3gd2mv4wgner/chushou/,工作室,六品,60分,总 4 次中标，交易总金额,￥8700.00,上海哲怡,,各行业小程序定制开发,"￥6800
            /件",网站开发官网定制,"￥4980
            /件",售后工单管理系统,"￥12800
            /件",企业管理系统开发,"￥9860
            /件",,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】双师智能学练SAAS系统（三期款）,https://task.epwk.com/1115374/,69人,1人,¥23616,圆满完成,,vitorru,双师智能学练SAAS系统    定制开发，具体按照签署的合同内容开发,2025-03-17,2025.04.30,任务编号：1115374,23616.0,22天,北京市-北京市,牛马帮科技,https://shop.epwk.com/09drjy8m153w/,牛马帮科技,出售服务,https://shop.epwk.com/09drjy8m153w/chushou/,企业,三品,64分,总 3 次中标，交易总金额,￥7.48万,牛马帮科技,,企业管理软件数字化系统ERP/OMS/WMS/PLM/MES,"￥20000
            /起",模板小程序/SaaS系统 定制开发/多商户商城,"￥500
            /起",婚恋交友/多商户商城 教育培训/上门预约/本地生活等,"￥5000
            /起",UI页面设计,"￥500
            /页",,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】留学系统开发尾款,https://task.epwk.com/1114834/,88人,1人,¥35350,圆满完成,,vitorru,留学系统开发尾款，具体需求已谈好,2025-03-14,2025.04.01,任务编号：1114834,35350.0,1天,四川省-成都市,瀚海蓝鲸工作室,https://shop.epwk.com/mod04e6345yv/,瀚海蓝鲸工作室,出售服务,https://shop.epwk.com/mod04e6345yv/chushou/,工作室,三品,64分,,,瀚海蓝鲸工作室,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】记单词软件开发三期款,https://task.epwk.com/1114586/,16人,1人,¥8450,圆满完成,,k4903****17,称呼:车先生地区:海东地区（服务商地域不限）需求:记单词软件开发，加分销功能。有答题闯关功能，有参考的，有做过这块的，无经验的从头做成本太高不考虑,2025-03-13,2025.03.13,任务编号：1114586,8450.0,65天,河南省-郑州市,郑州雕画字节科技有限公司,https://shop.epwk.com/p05qj3mo3dev/,郑州雕画字节科技有限公司,出售服务,https://shop.epwk.com/p05qj3mo3dev/chushou/,企业,二品,59分,总 13 次中标，交易总金额,￥10.64万,郑州雕画字节科技有限公司,,政务服务小程序｜公共信息查询｜行政办事,"￥1000
            /起",教育类小程序开发｜在线测评｜直播授课｜在线课程｜学习工具,"￥1000
            /起",电商类小程序｜会员积分｜积分商城｜商城直播,"￥1000
            /起",小程序开发｜商城｜社交｜工具｜电商｜健康｜政企服务小程序开发,"￥1000
            /起",企业网站建设开发｜医疗网站建设｜商城网站建设｜模板建站,"￥1000
            /起",,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【其他软件开发】对接微信、支付宝扫码支付，对接两个通道,https://task.epwk.com/1113810/,41人,1人,¥1200,圆满完成,,深圳市明理信息科技有限公司,对接微信、支付宝扫码支付，对接两个通道工期3天,2025-03-10,2025.03.20,任务编号：1113810,1200.0,3天,上海市-市辖区,创码天地,https://shop.epwk.com/rp5z4vygwdx3/,创码天地,出售服务,https://shop.epwk.com/rp5z4vygwdx3/chushou/,个人,五品,57分,总 5 次中标，交易总金额,￥1.24万,创码天地,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
