标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【包装设计】预制菜包装设计,https://task.epwk.com/1050249/,54人,1人,1000-3000元,圆满完成,k1028****23,项目：预制菜包装设计称呼：余先生地区: 深圳，本地服务商优先需求: 设计两款，一款装粥的，一款是装乳鸽的  。服务商提供案例、报价预算: 几百一款时间：未定备注：微信是手机号,2023.07.20,2023.07.25,任务编号：1050249,￥1500,7天,广东省-广州市,佐首品牌设计,https://shop.epwk.com/zqdplmj0pn1v/,,,,,,,,,,,,,,,,,,
【LOGO设计】企业的商标设计,https://task.epwk.com/1050176/,175人,1人,1000元以内,圆满完成,k1303****31,"项目:企业的商标设计称呼:张先生地区:四川省,成都市需求:易伟达企业管理咨询，商标设计，已经有设计好思路，只需要结合起来原有的设计完成时间:越快越好预算:几百备注：手机微信同号合作价格： 600元，验收标准：满意才验收",2023.07.20,2023.08.10,任务编号：1050176,￥600,5天,天津市-市辖区-和平区,天津讯特品牌设计有限公司,https://shop.epwk.com/4rn8qjp69ngm/,天津讯特品牌设计有限公司,出售服务,https://shop.epwk.com/4rn8qjp69ngm/chushou/,企业,四品,49分,,,天津讯特品牌设计有限公司,,高端菜谱设计,"￥260
            /起",品牌战略策划,"￥80000
            /起",kv创意设计,"￥1200
            /起",创意海报设计,"￥1000
            /起"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】企业的商标设计,https://task.epwk.com/1050176/,175人,1人,1000元以内,圆满完成,k1303****31,"项目:企业的商标设计称呼:张先生地区:四川省,成都市需求:易伟达企业管理咨询，商标设计，已经有设计好思路，只需要结合起来原有的设计完成时间:越快越好预算:几百备注：手机微信同号合作价格： 600元，验收标准：满意才验收",2023.07.20,2023.08.10,任务编号：1050176,￥600,5天,天津市-市辖区-和平区,天津讯特品牌设计有限公司,https://shop.epwk.com/4rn8qjp69ngm/,天津讯特品牌设计有限公司,出售服务,https://shop.epwk.com/4rn8qjp69ngm/chushou/,企业,四品,49分,,,天津讯特品牌设计有限公司,,高端菜谱设计,"￥260
            /起",品牌战略策划,"￥80000
            /起",kv创意设计,"￥1200
            /起",创意海报设计,"￥1000
            /起"
【包装设计】食品包装设计,https://task.epwk.com/1050032/,281人,1人,1000-3000元,圆满完成,良菜,食品包装设计，总共三款,2023.07.19,2023.08.17,任务编号：1050032,￥2000,5天,重庆市-市辖区-九龙坡区,藏元映画,https://shop.epwk.com/0z5o4r047njq/,,,,,,,,,,,,,,,,,,
【LOGO设计】产品封面图设计,https://task.epwk.com/1049893/,38人,1人,1000元以内,圆满完成,爱威特品3vQFp,项目:产品封面图设计称呼:蔡先生需求:类似旅行社产品封面图设计，最好是有类似设计案例的,2023.07.18,2023.07.24,任务编号：1049893,￥300,2天,贵州省-贵阳市-云岩区,贵州涂杨传媒设计工作室,https://shop.epwk.com/0jnek9gw9nv3/,贵州涂杨传媒设计工作室,出售服务,https://shop.epwk.com/0jnek9gw9nv3/chushou/,个人,七品,39分,,,贵州涂杨传媒设计工作室,,电商服务设计,"￥200
            /起",VIS系统设计,"￥2000
            /起",宣传画册设计,"￥100
            /页",LOGO设计,"￥600
            /起"
【包装设计】宠物用品包装设计,https://task.epwk.com/1049842/,73人,1人,1000-3000元,圆满完成,k7008****92,项目:宠物用品包装设计称呼:候先生地区:河北邢台需求:宠物用品包装设计，狗粮包装和猫砂包装，带公司相关资质证件沟通，具体详谈,2023.07.18,2023.08.08,任务编号：1049842,￥1200,5天,山东省-青岛市,奇胜正合品牌设计,https://shop.epwk.com/2j5jj7mov5pz/,奇胜正合品牌设计,出售服务,https://shop.epwk.com/2j5jj7mov5pz/chushou/,企业,三品,60分,,,奇胜正合品牌设计,,企业/公司品牌形象VI设计,"￥3600
            /起",企业/公司品牌形象LOGO设计,"￥1000
            /起",logo设计原创标志商标图餐饮店标店铺公司企业平面VI品牌包装画册,"￥1000
            /起",logo设计原创商标注册品牌企业店标卡通字体图标标志名片满意为止,"￥1000
            /起"
【VI设计】平面设计、效果图设计,https://task.epwk.com/1049392/,808人,8人,1000-3000元,圆满完成,威旺bt5kU,小区局部改造：增加标牌、遮阳伞、凉椅等,2023.07.14,2023.09.26,任务编号：1049392,"￥2600,￥2000,￥1000,￥3000,￥3000","7天,5天,7天,8天,5天","广东省-深圳市,山东省-青岛市,湖北省-武汉市,四川省-成都市,北京市-北京市-崇文区",未来城市设计,https://shop.epwk.com/j7n38zxp95e1/,未来城市设计,出售服务,https://shop.epwk.com/j7n38zxp95e1/chushou/,企业,二品,51分,,,未来城市设计,,,,,,,,,
【H5设计】小程序UI界面设计,https://task.epwk.com/1049301/,257人,2人,1000-3000元,圆满完成,winsoft,一套简单的小程序界面设计，设计后蓝湖切图，提供源稿。,2023.07.14,2023.07.24,任务编号：1049301,"￥2000,￥3000","6天,14天","重庆市-市辖区-江北区,浙江省-杭州市-滨江区",重庆灵动蜂巢科技有限公司,https://shop.epwk.com/mod04e3945yv/,,,,,,,,,,,,,,,,,,
【包装设计】洗衣液产品标签设计,https://task.epwk.com/1048988/,1809人,1人,3000-5000元,圆满完成,清风寨,洗衣液产品瓶装（袋装）标签设计，2个标签设计，logo优化。找优质设计师，具体,2023.07.12,2024.05.16,任务编号：1048988,￥3000,10天,山西省-太原市,欢喜创意,https://shop.epwk.com/9w56eqqrkdv1/,欢喜创意,出售服务,https://shop.epwk.com/9w56eqqrkdv1/chushou/,企业,四品,67分,总 38 次中标，交易总金额,￥4.48万,欢喜创意,,品牌VI-视觉识别系统,"￥2800
            /起",产品包装策划设计,"￥1988
            /起",文创及周边策划设计,"￥1688
            /起",标志（LOGO）创意设计,"￥888
            /起"
【宣传册设计】建筑行业折页设计,https://task.epwk.com/1048893/,52人,1人,1000元以内,圆满完成,k8040****69,"项目:建筑行业折页设计称呼:卢女士地区:山东省,滨州市需求:建筑行业折页设计，四折页或者五折页，文字图片都已经整理好，加微信了解工期",2023.07.11,2023.08.01,任务编号：1048893,￥599,3天,山西省-太原市,欢喜创意,https://shop.epwk.com/9w56eqqrkdv1/,欢喜创意,出售服务,https://shop.epwk.com/9w56eqqrkdv1/chushou/,企业,四品,67分,总 38 次中标，交易总金额,￥4.48万,欢喜创意,,品牌VI-视觉识别系统,"￥2800
            /起",产品包装策划设计,"￥1988
            /起",文创及周边策划设计,"￥1688
            /起",标志（LOGO）创意设计,"￥888
            /起"
【包装设计】日化包装设计，微信沟通,https://task.epwk.com/1048796/,79人,1人,3000-5000元,圆满完成,k8726****99,项目：日化包装设计，微信沟通称呼：黄先生地区: 广东，服务商地域不限需求: 家居清洁剂包装设计，大概3-4款产品  。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信是手机号，现在忙，先加微信,2023.07.11,2023.07.31,任务编号：1048796,￥3300,10天,广东省-广州市,佐首品牌设计,https://shop.epwk.com/zqdplmj0pn1v/,,,,,,,,,,,,,,,,,,
【PPT设计】公司简介修改,https://task.epwk.com/1048682/,206人,1人,1000元以内,圆满完成,千梓网络,"公司简介修改,具体细节详谈",2023.07.10,2023.07.17,任务编号：1048682,￥300,4天,山东省-青岛市,蒲公英品牌创意,https://shop.epwk.com/4rn8q70egngm/,蒲公英品牌创意,出售服务,https://shop.epwk.com/4rn8q70egngm/chushou/,企业,八品,44分,,,蒲公英品牌创意,,宣传册/画册设计,价格面议,品牌VI设计,价格面议,LOGO设计,价格面议,宣传物料设计,价格面议
【PPT设计】广告公司介绍PPT（15-20页）,https://task.epwk.com/1048533/,566人,5人,1000-3000元,圆满完成,bitcici123,广告公司介绍PPT（15-20页）,2023.07.09,2023.08.02,任务编号：1048533,"￥1000,￥100,￥800,￥1000","7天,5天,5天,5天","广东省-深圳市,湖北省-武汉市,山东省-青岛市,北京市-北京市",未来城市设计,https://shop.epwk.com/j7n38zxp95e1/,未来城市设计,出售服务,https://shop.epwk.com/j7n38zxp95e1/chushou/,企业,二品,51分,,,未来城市设计,,,,,,,,,
【VI设计】vi基础设计（logo已有）,https://task.epwk.com/1048134/,591人,12人,1000-3000元,圆满完成,bitcici123,logo已经有了，设计vi基础应用,2023.07.06,2023.07.22,任务编号：1048134,"￥1500,￥1800,￥2000,￥3000,￥2000,￥3000,￥2500,￥2000","5天,5天,5天,15天,5天,7天,5天,7天","陕西省-西安市-未央区,广东省-广州市,山东省-青岛市,山东省-青岛市-黄岛区,湖北省-武汉市,陕西省-西安市-雁塔区,广东省-深圳市-宝安区,天津市-市辖区-和平区",鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【LOGO设计】YuuMi  悠米宠物生活馆的logo设计,https://task.epwk.com/1048015/,120人,1人,1000元以内,圆满完成,k3219****00,项目:YuuMi  悠米宠物生活馆的logo设计称呼:黄女士地区:广西 南宁（服务商地域不限）需求:YuuMi  悠米宠物生活馆的logo，不需要注册商标预算:200-300,2023.07.05,2023.07.16,任务编号：1048015,￥300,3天,陕西省-西安市,李靖权设计事务所,https://shop.epwk.com/p05qjj8zydev/,李靖权设计事务所,出售服务,https://shop.epwk.com/p05qjj8zydev/chushou/,工作室,五品,39分,,,李靖权设计事务所,,,,,,,,,
【LOGO设计】财税服务公司LOGO设计,https://task.epwk.com/1047978/,284人,13人,1000元以内,圆满完成,中科光华,财税服务公司LOGO设计，具体详谈,2023.07.05,2023.07.12,任务编号：1047978,"￥500,￥800,￥800,￥680,￥800,￥1000","3天,7天,7天,7天,3天,5天","广东省-深圳市,湖北省-武汉市,山东省-青岛市,广东省-广州市-市辖区,安徽省-芜湖市-市辖区,北京市-北京市-东城区",未来城市设计,https://shop.epwk.com/j7n38zxp95e1/,未来城市设计,出售服务,https://shop.epwk.com/j7n38zxp95e1/chushou/,企业,二品,51分,,,未来城市设计,,,,,,,,,
【包装设计】鼻炎喷剂包装设计,https://task.epwk.com/1047617/,127人,1人,1000-3000元,圆满完成,k7496****58,项目：鼻炎喷剂包装设计称呼：钱先生地区: 不详，服务商地域不限需求: 我是做 鼻炎产品的，要做一款包装设计 。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信是手机号【推广员任务陈雪芬】,2023.07.03,2023.07.22,任务编号：1047617,￥1200,10天,广西-桂林市-七星区,极米设计,https://shop.epwk.com/7lngqwzredmr/,极米设计,出售服务,https://shop.epwk.com/7lngqwzredmr/chushou/,企业,七品,40分,,,极米设计,,品牌包装设计,"￥2000
            /件",平面创意设计,"￥2000
            /件",品牌VI设计,"￥18000
            /件",地产全案营销,"￥100000
            /件"
【宣传单设计】保险公司养老社区邀请函设计,https://task.epwk.com/1047592/,288人,2人,3000-5000元,圆满完成,威客特4klnT,三折页邀请函，要求是立体书，做成多层。要求有做过保险公司养老这类案例的服务商优先。,2023.07.03,2023.07.13,任务编号：1047592,"￥3000,￥1000","6天,5天","山东省-青岛市-市北区,山东省-青岛市",奇胜正合品牌设计,https://shop.epwk.com/2j5jj7mov5pz/,奇胜正合品牌设计,出售服务,https://shop.epwk.com/2j5jj7mov5pz/chushou/,企业,三品,60分,,,奇胜正合品牌设计,,企业/公司品牌形象VI设计,"￥3600
            /起",企业/公司品牌形象LOGO设计,"￥1000
            /起",logo设计原创标志商标图餐饮店标店铺公司企业平面VI品牌包装画册,"￥1000
            /起",logo设计原创商标注册品牌企业店标卡通字体图标标志名片满意为止,"￥1000
            /起"
【其他设计】幼儿园折页设计,https://task.epwk.com/1047353/,340人,1人,1000元以内,圆满完成,k9798****00,"项目:幼儿园折页设计称呼:李先生地区:潍坊市,潍坊市需求:幼儿园的折页设计完成时间:越快越好，7月底前要做好预算:1000以内",2023.06.30,2023.07.11,任务编号：1047353,￥480,5天,四川省-成都市,威尔维森（西南）官方旗舰店,https://shop.epwk.com/z2nkzr90pnqy/,威尔维森（西南）官方旗舰店,出售服务,https://shop.epwk.com/z2nkzr90pnqy/chushou/,企业,三品,45分,,,威尔维森（西南）官方旗舰店,,LOGO设计,"￥100
            /起",VI系统设计,"￥100
            /起",宣传画册设计,"￥100
            /起",产品包装设计,"￥100
            /起"
【LOGO设计】公司logo设计，产品名称设计,https://task.epwk.com/1046775/,726人,8人,1000-3000元,圆满完成,Mr186****7402,公司logo设计以下面的字符为依据（适合印在瓦楞纸、铜版纸、T恤杉、网站）：TC dynamic产品logo以下面字符为依据：Orion 需要三种不同尺寸的效果图，我公司属于制造类，科技类型产品，更多细节可以微信沟通，谢谢,2023.06.26,2023.08.04,任务编号：1046775,,,,君诺品牌设计,https://shop.epwk.com/v0n1xwj3k57y/,君诺品牌设计,出售服务,https://shop.epwk.com/v0n1xwj3k57y/chushou/,个人,四品,40分,,,君诺品牌设计,,公司LOGO产品LOGO原创商标设计,"￥800
            /起",企业公司VI视觉识别手册品牌产品VIS视觉识别规范系统手册,"￥1000
            /起",企业公司画册宣传册产品手册招商手册,"￥300
            /起",产品包装插画手绘包装礼盒内外包装标贴,"￥800
            /起"
【LOGO设计】生活用品logo 和包装设计,https://task.epwk.com/1046848/,378人,8人,1000元以内,圆满完成,mf180****3355,logo 和  包装设计 logo名称：蛟王   英文：MIZUCHI     行业：成  人  情  趣用品   手办  潮玩logo的要求：蛟即大蛇的意思   未成龙的蛇，蛇王的意思，品牌产品主要针对年轻人，所以要求要时尚，潮，以图形为主    包装设计：色彩搭配建议是  黑橙  黑黄  黑绿等等（其他颜色也可）    要有识别度   色彩不要超过2个      其他自由发挥  简单大气就行,2023.06.27,2023.07.06,任务编号：1046848,"￥600,￥1000,￥1000","3天,3天,5天","广东省-广州市-市辖区,山东省-青岛市,安徽省-芜湖市",屿设计事务所,https://shop.epwk.com/9w56eqpyedv1/,屿设计事务所,出售服务,https://shop.epwk.com/9w56eqpyedv1/chushou/,企业,四品,44分,,,屿设计事务所,,LOGO设计/商标设计/图标设计/标志设计/字体设计,"￥1000
            /起",画册设计/宣传册设计/相册设计/精品相册/品牌设计,"￥1500
            /起",IP设计/吉祥物设计/企业IP/公仔设计/IP吉祥物,"￥800
            /起",VI设计/企业形象识别系统/品牌设计/企业VI/VIS设计,"￥8000
            /起"
