标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,字段1_link,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【公司起名】集团公司创意起名,https://task.epwk.com/458599/,6234人,98人,¥1000,圆满完成,单人悬赏,威多多任务,"集团公司名称征集。                介绍： 主营多元化全产业链集团式服务，由集团及下设各子公司组成，子公司分别有：互联网科技公司、智能科技公司、供应链管理公司、家装服务公司、金融公司、律师事务所。                    要求：                                            1、需要给集团及各个子公司分别起名，即总共有7个名字；2、名称响亮，易记，高大上，有创意但不失稳重;(必需可以注册公司的)                        3、最好有集团公司与各子公司名称有所关联，并可注册商标                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.11.16,2016.12.07,任务编号：458599,￥ 1000,143,bin33256,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】瓜子品牌名称起名,https://task.epwk.com/458345/,3476人,153人,¥300,圆满完成,单人悬赏,zhangzili222,我们是做瓜子的主要目标群体是 70，80后我们想做的瓜子是有情怀的想要的名字，可以参考江小白，三只松鼠等甚至可以让我们通过名字可以回忆我们的童年,2016.11.15,2017.03.20,任务编号：458345,￥ 300,208,精瀚堂品牌设计策划,https://shop.epwk.com/9w56ee42kdv1/,https://shop.epwk.com/9w56ee42kdv1/chushou/,企业,六品,45分,,,大幅广告,"￥1198
            /件",DM传单设计,"￥798
            /件",海报设计,"￥998
            /件",VI设计,9998,VI设计,7998,VI设计,4998,logo标志设计,"￥998
            /件",logo标志设计,"￥998
            /件",logo标志设计,"￥798
            /件"
【宝宝起名】男宝宝取名,https://task.epwk.com/458278/,5971人,163人,¥100,圆满完成,单人悬赏,sammysiu,男宝宝取名，2016年11月12日18点55出生，姓萧，辈分是汉字（好听的话也可不按辈分）最好按五行取名,2016.11.15,2016.12.18,任务编号：458278,￥ 100,212,o58120ac9eec27,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】贸易公司起名（中英文）,https://task.epwk.com/458228/,2498人,95人,¥250,圆满完成,单人悬赏,mf183****3697,公司业务主要为pvc树脂及Pe树脂等塑胶原料产品的贸易，主要面对东南亚及国内的制造业客户。公司名称需要中英文双语对应（例如 Audi 奥迪，不能是中文与英文毫无关系的两个名字），名称需简短，英文在7个字母以内，且英文名不能是本身有含义的一个词（例如 Car），中文三个字以内。公司名称不能在国内已被注册，并且公司英文名的域名（例如 www.audi.com）最好是未被注册的。,2016.11.14,2016.12.23,任务编号：458228,￥ 250,129,春秋工作室,https://shop.epwk.com/j7n3886je5e1/,https://shop.epwk.com/j7n3886je5e1/chushou/,工作室,八品,39分,,,,,,,,,,,,,,,,,,,,
【品牌起名】珠宝商标”贵人迷“ 取个英文名,https://task.epwk.com/458091/,6298人,173人,¥400,圆满完成,单人悬赏,M1377****919,"珠宝商标：贵人迷 ，取个英文名，要有国际范我们是做珠宝行业的，有钻石，红蓝宝石，高定珠宝，英文名如：cartier,tiffany,graff  ,不要太复杂，能生动体现贵人迷这3个字的精髓",2016.11.14,2017.01.23,任务编号：458091,￥ 400,240,赏个馒头,https://shop.epwk.com/78n966x9xnkv/,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】产品商标取名,https://task.epwk.com/458025/,2405人,67人,¥100,圆满完成,单人悬赏,o582915fca96e7,"要求：1、名称简洁，易记。并可注册25类商标。2、产品主营中高档衣服皮带类目。名称不能女性化，男性或偏中性都可。3、有中、英文相对应的两种名称，附上创意说明。知识产权说明：1、所设计的名称为原创，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.11.14,2017.01.24,任务编号：458025,￥ 100,81,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】金融行业集团公司征名,https://task.epwk.com/458044/,4273人,139人,¥220,圆满完成,单人悬赏,mf151****6843,金融行业集团公司征名1、金融行业集团公司征名，新名称同时可适用于集团旗下子公司名称，如： ***证券咨询有限公司、***资产管理有限公司、***软件技术有限公司、***投资顾问有限公司、***财富管理有限公司、***信息技术有限公司2、名字要求可让人联想到一个具体的事物，并且体现出金融投资的良好寓意   例如：指南针、大智慧、北斗星、红杉林3、字数最好为2-3个字，不能超4个字。4、名字要简单容易被记住，最好还要和金融行业相关5、名字需要有释义、要高端大气，彰显集团雄厚实力注册要求：中标名称须确保可注册、拒绝粘贴复制格式例如：***资产管理有限公司,2016.11.14,2017.05.01,任务编号：458044,￥ 220,196,明尼苏达猪工作室,https://shop.epwk.com/81n41164onp6/,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】儿童饮料品牌命名,https://task.epwk.com/457986/,3823人,114人,¥100,圆满完成,单人悬赏,chdzh,"要求：1、名称可爱，具有童趣，儿童容易上口、记忆，以叠字为最佳（最好是2-3个字）;(必需可以注册公司和商标的)2、并可注册商标，中标威客需配合修改3、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方付费后，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.11.13,2016.12.07,任务编号：457986,￥ 100,140,mf13534208827,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】南北特食品广告语征集,https://task.epwk.com/457877/,4409人,74人,¥100,圆满完成,单人悬赏,o5827****87767,南北特历史简介 湖南省南一门南北特食品有限公司，知名糕点，食品，月饼品牌，始创于1913年，百年老字号，湖南特色产品，优质特色食品企业，深受海内外华人的青睐！清末年间，长沙谭氏在古城长沙繁华的南门正街（现黄兴南路）立“南一门”作坊，生产制作传统糕点，由于配方独特，技艺精湛，产品享誉星城，妇孺皆知。 公私合营后，南北特食品公司继承了“南一门”技术精，价格廉，产品实在的传统，并发扬光大。南北特牛奶法饼、灯心糕、怪味豆、中秋月饼等产品多次获奖。到目前南一门的产品已遍布三湘四水及全国各地。要求：1.一语或者一句话道出南北特百年中式糕点的老字号历史文化和产品的特色。             2.品牌传播人群为老年及中青年人群             3.其中南北特的法饼历史超过一百多年，是南北特的拳头产品，为传统法饼的发明和坚守者             4.也可以一句广告语道出南北特法饼的味道（入口松软有嚼劲）或者优势特色（传统老面甜酒发酵，手工制作，营养丰富），让每个国人或者国际友人都有吃的欲望5.详细公司信息可上百度搜索：南一门南北特,2016.11.12,2017.01.21,任务编号：457877,￥ 100,97,good  idea,https://shop.epwk.com/7lngq7rxrdmr/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】店铺取名,https://task.epwk.com/457846/,5942人,173人,¥200,圆满完成,单人悬赏,mf1585,1.取一个类似网红、人称化的店铺名称或潮男、潮流、潮鞋定制或XX家等2.结合个人、他人、某人，发挥你们的创意吧，大神们！3.本店目前主要经营男女鞋、帆布鞋、学生鞋、运动鞋、休闲鞋4.淘宝店铺风格定位：年轻、时尚、潮流、个性、街头、泛90后的新锐风格 用途：淘宝达人，淘宝微淘运营，淘宝C店店铺名称，淘宝ifashion的海量新品 潮流穿搭 玩趣互动5.一些类似风格：查看附件,2016.11.12,2016.12.03,任务编号：457846,￥ 200,222,mf13844239450,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】婚纱影楼取中英文名字,https://task.epwk.com/457759/,3132人,82人,¥250,圆满完成,单人悬赏,米兰国际婚纱,LOGO，官方网站，广告宣传品等会陆续发布任务。希望高手踊跃投稿，可与你建立长期合作关系。1，本公司主营：婚纱照、艺术照、宝宝照2，顾客群为：国内80后90后、宝宝照3，要有中英文两种名字，并附上创意说明。4，中文名字要容易记，英文名字要和中文名字相对应，也要容易记，即使对于英文基础比较差的人。5，英文名字相对应的网站域名 .com 没有被注册，中文名相对应的 新浪微博名字 没有被注册（请自行查询是否可注册）。6，偏向浪漫点的名字，比如一家影楼叫做：蒂爱慕    简称：DM知识 产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的只是产权，如有侵犯他人权益，由设计者承担所有法律责任；2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权等使用和发布权等，有权对设计作品进行修改，组合和应用；设计者不得再向其他任何地方使用该作品。,2016.11.12,2016.12.13,任务编号：457759,￥ 250,112,异凡策划,https://shop.epwk.com/j7n38q6j25e1/,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】取商标英文名，已有中文商标,https://task.epwk.com/457815/,4352人,90人,¥200,圆满完成,单人悬赏,mf1585,1、企业所属行业： 服装鞋帽行业，目前主要经营各种男女鞋、帆布鞋、低帮鞋、棉鞋、靴子、运动鞋 2、商标的中文名：本帆-25类，已经注册，要求取个英文名字3、英文名要求能注册,2016.11.12,2016.12.03,任务编号：457815,￥ 200,102,xdfswyyg,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】商业街征名（三）,https://task.epwk.com/457463/,3737人,117人,¥300,圆满完成,单人悬赏,mf180****8256,商业街命名（总体要求：年轻、可以带有网络语言风格、小资情调、格调高雅）商业街命名要求：l美食城  规划业态为:1-6楼均为美食，有“大小通吃”的意味。l设计及命名要求有南洋风格、临江（环境优美）、超大型美食城。l商业街主要消费人群以年轻人为主。,2016.11.11,2017.01.17,任务编号：457463,￥ 300,153,迈宾设计,https://shop.epwk.com/qgdmjje78dke/,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】商业街征名（二）,https://task.epwk.com/457462/,2778人,93人,¥300,圆满完成,单人悬赏,mf180****8256,商业街命名（总体要求：年轻、可以带有网络语言风格、小资情调、格调高雅）商业街命名要求：l艺术精品步行街  规划业态为:精品、饰品、礼品、鲜花、化妆品、鞋帽、工艺品等l设计及命名要求有南洋风格、步行街风格、艺术氛围、潮流性。l商业街主要消费人群以年轻人为主。,2016.11.11,2017.01.17,任务编号：457462,￥ 300,116,姚楠企业形象策划工作室,https://shop.epwk.com/9w56eez8edv1/,https://shop.epwk.com/9w56eez8edv1/chushou/,个人,九品,40分,,,外企落地,￥10800,多媒体制作,"￥5000
            /件",中英文案,价格面议,运营推广,"￥1000
            /件",品牌策划,"￥1500
            /件",,,,,,,,
