标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,
【动画制作】游戏动画制作,https://task.epwk.com/1041341/,94人,1人,"¥4,000",圆满完成,,游戏动画制作,直接雇佣￥ 4000,￥ 4000,任务编号：1041341,0-88.csv,,
【GIF动画】美食GIF动画制作,https://task.epwk.com/1041342/,75人,1人,"¥2,800",圆满完成,,美食GIF动画制作,直接雇佣￥ 2800,￥ 2800,任务编号：1041342,0-88.csv,,
【PS修图】结婚照PS修图,https://task.epwk.com/1041344/,353人,1人,¥400,圆满完成,,结婚照PS修图,直接雇佣￥ 400,￥ 400,任务编号：1041344,0-88.csv,,
【VR效果图】客厅VR效果图,https://task.epwk.com/1041346/,33人,1人,"¥1,700",圆满完成,,客厅VR效果图,直接雇佣￥ 1700,￥ 1700,任务编号：1041346,0-88.csv,,
【3D效果图】卧室3d效果图,https://task.epwk.com/1041347/,49人,1人,"¥1,900",圆满完成,,卧室3d效果图,直接雇佣￥ 1900,￥ 1900,任务编号：1041347,0-88.csv,,
【3D视频】动漫3d视频,https://task.epwk.com/1041348/,32人,1人,"¥1,700",圆满完成,,动漫3d视频,直接雇佣￥ 1700,￥ 1700,任务编号：1041348,0-88.csv,,
【广告片/MV】红木家具TVC广告,https://task.epwk.com/1041350/,10人,1人,"¥3,000",圆满完成,,红木家具TVC广告,直接雇佣￥ 3000,￥ 3000,任务编号：1041350,0-88.csv,,
【产品视频】珠宝店产品拍摄,https://task.epwk.com/1041351/,89人,1人,"¥5,000",圆满完成,,珠宝店产品拍摄,直接雇佣￥ 5000,￥ 5000,任务编号：1041351,0-88.csv,,
【视频定制】化妆品视频定制,https://task.epwk.com/1041352/,32人,1人,"¥3,000",圆满完成,,化妆品视频定制,直接雇佣￥ 3000,￥ 3000,任务编号：1041352,0-88.csv,,
【创意短视频】情绪创意短视频,https://task.epwk.com/1041353/,190人,1人,"¥1,500",圆满完成,,情绪创意短视频,直接雇佣￥ 1500,￥ 1500,任务编号：1041353,0-88.csv,,
【抖音视频】情感短视频渠道加粉视频拍摄,https://task.epwk.com/1041354/,57人,1人,"¥1,000",圆满完成,,情感短视频渠道加粉视频拍摄,直接雇佣￥ 1000,￥ 1000,任务编号：1041354,0-88.csv,,
【短视频营销】风扇短视频营销,https://task.epwk.com/1041355/,18人,1人,"¥2,100",圆满完成,,风扇短视频营销,直接雇佣￥ 2100,￥ 2100,任务编号：1041355,0-88.csv,,
【直播卖货】女服装直播卖货,https://task.epwk.com/1041356/,29人,1人,"¥5,000",圆满完成,,女服装直播卖货,直接雇佣￥ 5000,￥ 5000,任务编号：1041356,0-88.csv,,
【产品拍摄】闽剧传承产品拍摄,https://task.epwk.com/1041358/,26人,1人,"¥4,000",圆满完成,,闽剧传承产品拍摄,直接雇佣￥ 4000,￥ 4000,任务编号：1041358,0-88.csv,,
【剪辑服务】餐饮剪辑服务,https://task.epwk.com/1041361/,593人,1人,"¥3,000",圆满完成,,餐饮剪辑服务,直接雇佣￥ 3000,￥ 3000,任务编号：1041361,0-88.csv,,
【专题片制作】珠宝专题片制作,https://task.epwk.com/1041362/,130人,1人,"¥3,500",圆满完成,,珠宝专题片制作,直接雇佣￥ 3500,￥ 3500,任务编号：1041362,0-88.csv,,
【脚本开发】游戏脚本,https://task.epwk.com/1041397/,98人,1人,"¥1,900",圆满完成,,游戏脚本,直接雇佣￥ 1900,￥ 1900,任务编号：1041397,0-88.csv,,
【LOGO设计】商标LOGO设计,https://task.epwk.com/1041438/,76人,1人,¥250,圆满完成,,商标LOGO设计,直接雇佣￥ 250,￥ 250,任务编号：1041438,0-88.csv,,
【书籍装帧】2023年5月刊设计,https://task.epwk.com/1041600/,82人,1人,"¥14,500",圆满完成,,2023年5月刊设计,直接雇佣￥ 14500,￥ 14500,任务编号：1041600,0-88.csv,,
【VI设计】茶饮品牌设计,https://task.epwk.com/1041627/,80人,1人,"¥7,500",圆满完成,,茶饮品牌设计,直接雇佣￥ 7500,￥ 7500,任务编号：1041627,0-88.csv,,
【纪录片】微纪录片配解说,https://task.epwk.com/1041641/,37人,1人,"¥2,000",圆满完成,,微纪录片配解说,直接雇佣￥ 2000,￥ 2000,任务编号：1041641,0-88.csv,,
【剧本创作】儿童剧本编写,https://task.epwk.com/1041642/,37人,1人,"¥1,300",圆满完成,,儿童剧本编写,直接雇佣￥ 1300,￥ 1300,任务编号：1041642,0-88.csv,,
【淘宝视频】淘宝主图视频,https://task.epwk.com/1041643/,56人,1人,¥800,圆满完成,,淘宝主图视频,直接雇佣￥ 800,￥ 800,任务编号：1041643,0-88.csv,,
【小红书视频】小红书视频短剧,https://task.epwk.com/1041644/,165人,1人,"¥1,600",圆满完成,,小红书视频短剧,直接雇佣￥ 1600,￥ 1600,任务编号：1041644,0-88.csv,,
【Vlog/微电影】美食VLOG,https://task.epwk.com/1041645/,381人,1人,"¥1,500",圆满完成,,美食VLOG,直接雇佣￥ 1500,￥ 1500,任务编号：1041645,0-88.csv,,
【其他短视频】健身会所信息流营销视频,https://task.epwk.com/1041646/,71人,1人,"¥1,000",圆满完成,,健身会所信息流营销视频,直接雇佣￥ 1000,￥ 1000,任务编号：1041646,0-88.csv,,
【二维动画】搞笑二维动画制作,https://task.epwk.com/1041647/,70人,1人,"¥2,000",圆满完成,,搞笑二维动画制作,直接雇佣￥ 2000,￥ 2000,任务编号：1041647,0-88.csv,,
【GIF动画】新logo的gif图创作,https://task.epwk.com/1041649/,44人,1人,¥500,圆满完成,,新logo的gif图创作,直接雇佣￥ 500,￥ 500,任务编号：1041649,0-88.csv,,
【产品拍摄】20款产品短视频拍摄,https://task.epwk.com/1041650/,41人,1人,"¥10,000",圆满完成,,20款产品短视频拍摄,直接雇佣￥ 10000,￥ 10000,任务编号：1041650,0-88.csv,,
【PS修图】专业拍摄+精修,https://task.epwk.com/1041651/,125人,1人,¥800,圆满完成,,专业拍摄+精修,直接雇佣￥ 800,￥ 800,任务编号：1041651,0-88.csv,,
【产品视频】产品视频拍摄,https://task.epwk.com/1041654/,54人,1人,"¥6,000",圆满完成,,产品视频拍摄,直接雇佣￥ 6000,￥ 6000,任务编号：1041654,0-88.csv,,
【创意短视频】创意视频合作,https://task.epwk.com/1041656/,253人,1人,"¥12,000",圆满完成,,创意视频合作,直接雇佣￥ 12000,￥ 12000,任务编号：1041656,0-88.csv,,
【抖音视频】产品短视频平台认证视频,https://task.epwk.com/1041657/,249人,1人,"¥2,300",圆满完成,,产品短视频平台认证视频,直接雇佣￥ 2300,￥ 2300,任务编号：1041657,0-88.csv,,
【短视频营销】游戏类短视频营销,https://task.epwk.com/1041658/,70人,1人,"¥2,000",圆满完成,,游戏类短视频营销,直接雇佣￥ 2000,￥ 2000,任务编号：1041658,0-88.csv,,
【直播卖货】直播卖货,https://task.epwk.com/1041659/,51人,1人,"¥2,200",圆满完成,,直播卖货,直接雇佣￥ 2200,￥ 2200,任务编号：1041659,0-88.csv,,
【抖音代运营】餐饮行业短视频运营,https://task.epwk.com/1041660/,81人,1人,"¥3,000",圆满完成,,餐饮行业短视频运营,直接雇佣￥ 3000,￥ 3000,任务编号：1041660,0-88.csv,,
【三维动画】工业三维动画,https://task.epwk.com/1041661/,97人,1人,"¥4,200",圆满完成,,工业三维动画,直接雇佣￥ 4200,￥ 4200,任务编号：1041661,0-88.csv,,
【纪录片】佛像纪录片,https://task.epwk.com/1041662/,178人,1人,"¥50,000",圆满完成,,佛像纪录片,直接雇佣￥ 50000,￥ 50000,任务编号：1041662,0-88.csv,,
【剧本创作】家庭感情线的剧本创作,https://task.epwk.com/1041663/,40人,1人,"¥4,000",圆满完成,,家庭感情线的剧本创作,直接雇佣￥ 4000,￥ 4000,任务编号：1041663,0-88.csv,,
【淘宝视频】普洱茶淘宝视频,https://task.epwk.com/1041664/,49人,1人,¥900,圆满完成,,普洱茶淘宝视频,直接雇佣￥ 900,￥ 900,任务编号：1041664,0-88.csv,,
【小红书视频】BB霜小红书视频,https://task.epwk.com/1041665/,164人,1人,¥500,圆满完成,,BB霜小红书视频,直接雇佣￥ 500,￥ 500,任务编号：1041665,0-88.csv,,
【Vlog/微电影】汽车Vlog,https://task.epwk.com/1041666/,120人,1人,¥350,圆满完成,,汽车Vlog,直接雇佣￥ 350,￥ 350,任务编号：1041666,0-88.csv,,
【其他短视频】家政短视频,https://task.epwk.com/1041667/,95人,1人,¥500,圆满完成,,家政短视频,直接雇佣￥ 500,￥ 500,任务编号：1041667,0-88.csv,,
【小红书营销】门帘小红书营销,https://task.epwk.com/1041668/,43人,1人,"¥2,300",圆满完成,,门帘小红书营销,直接雇佣￥ 2300,￥ 2300,任务编号：1041668,0-88.csv,,
【二维动画】创业公司二维动画需求,https://task.epwk.com/1041669/,95人,1人,"¥3,300",圆满完成,,创业公司二维动画需求,直接雇佣￥ 3300,￥ 3300,任务编号：1041669,0-88.csv,,
【动画制作】口腔动画制作,https://task.epwk.com/1041670/,62人,1人,"¥3,500",圆满完成,,口腔动画制作,直接雇佣￥ 3500,￥ 3500,任务编号：1041670,0-88.csv,,
【GIF动画】回忆童年gif动画需求,https://task.epwk.com/1041671/,46人,1人,"¥3,000",圆满完成,,回忆童年gif动画需求,直接雇佣￥ 3000,￥ 3000,任务编号：1041671,0-88.csv,,
【产品拍摄】牙膏产品拍摄,https://task.epwk.com/1041672/,34人,1人,"¥2,000",圆满完成,,牙膏产品拍摄,直接雇佣￥ 2000,￥ 2000,任务编号：1041672,0-88.csv,,
【PS修图】家具ps修图,https://task.epwk.com/1041673/,149人,1人,"¥1,200",圆满完成,,家具ps修图,直接雇佣￥ 1200,￥ 1200,任务编号：1041673,0-88.csv,,
【广告摄影】饮料广告摄影,https://task.epwk.com/1041674/,24人,1人,"¥3,500",圆满完成,,饮料广告摄影,直接雇佣￥ 3500,￥ 3500,任务编号：1041674,0-88.csv,,
【VR效果图】景区VR视频,https://task.epwk.com/1041675/,29人,1人,"¥2,500",圆满完成,,景区VR视频,直接雇佣￥ 2500,￥ 2500,任务编号：1041675,0-88.csv,,
【3D效果图】楼梯3d效果图,https://task.epwk.com/1041676/,37人,1人,"¥1,800",圆满完成,,楼梯3d效果图,直接雇佣￥ 1800,￥ 1800,任务编号：1041676,0-88.csv,,
【3D视频】伴手礼行业3D的VR视频,https://task.epwk.com/1041677/,25人,1人,"¥2,700",圆满完成,,伴手礼行业3D的VR视频,直接雇佣￥ 2700,￥ 2700,任务编号：1041677,0-88.csv,,
【产品视频】口红产品拍摄,https://task.epwk.com/1041680/,378人,1人,"¥45,000",圆满完成,,口红产品拍摄,直接雇佣￥ 45000,￥ 45000,任务编号：1041680,0-88.csv,,
【视频定制】美术教育培训机构视频定制,https://task.epwk.com/1041681/,24人,1人,"¥3,000",圆满完成,,美术教育培训机构视频定制,直接雇佣￥ 3000,￥ 3000,任务编号：1041681,0-88.csv,,
【创意短视频】反恐创意短视频,https://task.epwk.com/1041682/,141人,1人,"¥1,500",圆满完成,,反恐创意短视频,直接雇佣￥ 1500,￥ 1500,任务编号：1041682,0-88.csv,,
【抖音视频】墨镜短视频平台认证短视频,https://task.epwk.com/1041683/,38人,1人,"¥1,000",圆满完成,,墨镜短视频平台认证短视频,直接雇佣￥ 1000,￥ 1000,任务编号：1041683,0-88.csv,,
【短视频营销】鲜花短视频营销,https://task.epwk.com/1041684/,17人,1人,"¥2,500",圆满完成,,鲜花短视频营销,直接雇佣￥ 2500,￥ 2500,任务编号：1041684,0-88.csv,,
【产品拍摄】保温杯产品拍摄,https://task.epwk.com/1041687/,39人,1人,"¥4,000",圆满完成,,保温杯产品拍摄,直接雇佣￥ 4000,￥ 4000,任务编号：1041687,0-88.csv,,
【动画制作】传达孝顺的动画制作,https://task.epwk.com/1041689/,20人,1人,"¥3,200",圆满完成,,传达孝顺的动画制作,直接雇佣￥ 3200,￥ 3200,任务编号：1041689,0-88.csv,,
【剪辑服务】小说剪辑服务,https://task.epwk.com/1041690/,1058人,1人,"¥3,000",圆满完成,,小说剪辑服务,直接雇佣￥ 3000,￥ 3000,任务编号：1041690,0-88.csv,,
【专题片制作】农场发展的专题片制作,https://task.epwk.com/1041691/,100人,1人,"¥3,500",圆满完成,,农场发展的专题片制作,直接雇佣￥ 3500,￥ 3500,任务编号：1041691,0-88.csv,,
【VR/AR/MR】灯光秀VR制作,https://task.epwk.com/1041692/,42人,1人,"¥3,800",圆满完成,,灯光秀VR制作,直接雇佣￥ 3800,￥ 3800,任务编号：1041692,0-88.csv,,
【其他软件开发】精品游戏app安卓和ios版本,https://task.epwk.com/1041855/,76人,1人,"¥5,000",圆满完成,,精品游戏app安卓和ios版本,直接雇佣￥ 5000,￥ 5000,任务编号：1041855,0-88.csv,,
【企业官网】ysw网站改版,https://task.epwk.com/1041916/,64人,1人,"¥4,700",圆满完成,,ysw网站改版,直接雇佣￥ 4700,￥ 4700,任务编号：1041916,0-88.csv,,
【企业宣传片】快闪视频,https://task.epwk.com/1041922/,147人,1人,"¥1,300",圆满完成,,快闪视频,直接雇佣￥ 1300,￥ 1300,任务编号：1041922,0-88.csv,,
【交互设计】界面设计,https://task.epwk.com/1042044/,78人,1人,"¥1,200",圆满完成,,界面设计,直接雇佣￥ 1200,￥ 1200,任务编号：1042044,0-88.csv,,
【手游开发】姚记小游戏开发,https://task.epwk.com/1042093/,104人,1人,"¥10,000",圆满完成,,姚记小游戏开发,直接雇佣￥ 10000,￥ 10000,任务编号：1042093,0-88.csv,,
【产品视频】酒类产品视频,https://task.epwk.com/1042158/,63人,1人,"¥6,000",圆满完成,,酒类产品视频,直接雇佣￥ 6000,￥ 6000,任务编号：1042158,0-88.csv,,
【创意短视频】女装短视频拍摄,https://task.epwk.com/1042159/,16人,1人,"¥12,000",圆满完成,,女装短视频拍摄,直接雇佣￥ 12000,￥ 12000,任务编号：1042159,0-88.csv,,
【创意短视频】台灯落地灯视频拍摄,https://task.epwk.com/1042160/,15人,1人,"¥3,000",圆满完成,,台灯落地灯视频拍摄,直接雇佣￥ 3000,￥ 3000,任务编号：1042160,0-88.csv,,
【动画制作】游戏动画制作,https://task.epwk.com/1042161/,32人,1人,"¥1,200",圆满完成,,游戏动画制作,直接雇佣￥ 1200,￥ 1200,任务编号：1042161,0-88.csv,,
【动画制作】插画动画制作,https://task.epwk.com/1042162/,16人,1人,"¥2,400",圆满完成,,插画动画制作,直接雇佣￥ 2400,￥ 2400,任务编号：1042162,0-88.csv,,
【抖音代运营】美食短视频平台视频,https://task.epwk.com/1042163/,55人,1人,"¥5,500",圆满完成,,美食短视频平台视频,直接雇佣￥ 5500,￥ 5500,任务编号：1042163,0-88.csv,,
【抖音代运营】短视频平台广告投放,https://task.epwk.com/1042164/,26人,1人,"¥2,200",圆满完成,,短视频平台广告投放,直接雇佣￥ 2200,￥ 2200,任务编号：1042164,0-88.csv,,
【抖音视频】短视频平台认证视频剪辑，可长期,https://task.epwk.com/1042165/,1074人,1人,"¥5,000",圆满完成,,短视频平台认证视频剪辑，可长期,直接雇佣￥ 5000,￥ 5000,任务编号：1042165,0-88.csv,,
【抖音视频】短视频平台认证视频制作,https://task.epwk.com/1042166/,83人,1人,"¥2,000",圆满完成,,短视频平台认证视频制作,直接雇佣￥ 2000,￥ 2000,任务编号：1042166,0-88.csv,,
【二维动画】二维动画制作,https://task.epwk.com/1042167/,75人,1人,"¥1,500",圆满完成,,二维动画制作,直接雇佣￥ 1500,￥ 1500,任务编号：1042167,0-88.csv,,
【二维动画】医学二维动画,https://task.epwk.com/1042168/,63人,1人,"¥1,600",圆满完成,,医学二维动画,直接雇佣￥ 1600,￥ 1600,任务编号：1042168,0-88.csv,,
【剪辑服务】知识短视频后期剪辑,https://task.epwk.com/1042169/,421人,1人,"¥2,600",圆满完成,,知识短视频后期剪辑,直接雇佣￥ 2600,￥ 2600,任务编号：1042169,0-88.csv,,
【剪辑服务】后期剪辑,https://task.epwk.com/1042170/,567人,1人,"¥1,800",圆满完成,,后期剪辑,直接雇佣￥ 1800,￥ 1800,任务编号：1042170,0-88.csv,,
【企业宣传片】团队制作企业宣传片,https://task.epwk.com/1042171/,30人,1人,"¥2,300",圆满完成,,团队制作企业宣传片,直接雇佣￥ 2300,￥ 2300,任务编号：1042171,0-88.csv,,
【企业宣传片】企业宣传片介绍,https://task.epwk.com/1042172/,61人,1人,"¥3,600",圆满完成,,企业宣传片介绍,直接雇佣￥ 3600,￥ 3600,任务编号：1042172,0-88.csv,,
【纪录片】旅游业老板创业纪录片,https://task.epwk.com/1042173/,55人,1人,"¥35,000",圆满完成,,旅游业老板创业纪录片,直接雇佣￥ 35000,￥ 35000,任务编号：1042173,0-88.csv,,
【剧本创作】脱口秀剧本创作,https://task.epwk.com/1042174/,22人,1人,"¥5,000",圆满完成,,脱口秀剧本创作,直接雇佣￥ 5000,￥ 5000,任务编号：1042174,0-88.csv,,
【淘宝视频】粽子淘宝视频,https://task.epwk.com/1042175/,52人,1人,"¥1,200",圆满完成,,粽子淘宝视频,直接雇佣￥ 1200,￥ 1200,任务编号：1042175,0-88.csv,,
【小红书视频】饼干小红书视频,https://task.epwk.com/1042176/,88人,1人,¥800,圆满完成,,饼干小红书视频,直接雇佣￥ 800,￥ 800,任务编号：1042176,0-88.csv,,
【Vlog/微电影】雨衣vlog,https://task.epwk.com/1042177/,132人,1人,¥450,圆满完成,,雨衣vlog,直接雇佣￥ 450,￥ 450,任务编号：1042177,0-88.csv,,
